SA2011,OA_CODE,weight
N00001036,95GG130009,0.4449687370361654
N00001037,95GG130001,0.9999997680116046
N00001038,95GG130006,0.5594611285989193
N00001038,95GG130003,0.44053862492130363
N00001039,95GG130010,0.9999998616757322
N00001040,95GG130017,0.9999995674334016
N00001041,95GG130011,0.9999996706348807
N00001042,95GG130012,0.5843421756751058
N00001042,95GG130015,0.41565768400774444
N00001043,95GG130013,0.9999997051740861
N00001044,95GG130014,0.9999996675533084
N00001045,95GG130016,0.9999995634497575
N00001046,95GG140002,0.9999996394000873
N00001047,95GG140003,0.9999997027684008
N00001048,95GG140005,0.9999996135811677
N00001049,95GG140006,0.9999997412928742
N00001050,95GG140007,0.9999998128188635
N00001051,95GG140001,0.9999997622049559
N00001052,95GG140004,0.9999996251103819
N00001053,95GG140010,0.9999998377194298
N00001054,95GG140013,0.9999997236813434
N00001055,95GG140014,0.9999996927262257
N00001056,95GG140008,0.9999999317293318
N00001056,95WW110001,1.0631806106910125e-06
N00001057,95GG140009,0.9999997635229984
N00001058,95GG140011,0.9999997997045288
N00001059,95GG140012,0.9999997893595602
N00001060,95GG140015,0.9999997658956064
N00001061,95GG150003,0.9999997503346376
N00001062,95GG150007,0.999999589174452
N00001062,95II120008,2.161833681321637e-06
N00001063,95GG150008,0.9999997939461228
N00001064,95GG150010,0.6489588169275609
N00001064,95GG150009,0.3510409643291303
N00001064,95II120005,9.336053235239122e-06
N00001064,95II220008,1.2663906419843771e-06
N00001065,95GG150011,0.9999999163966493
N00001066,95GG150001,0.9999996314191613
N00001067,95GG150004,0.9999997354514562
N00001068,95GG150006,0.9999997025529072
N00001068,95II120008,6.786164085743692e-06
N00001069,95GG150016,0.99999970725299
N00001070,95GG150017,0.7413549961038782
N00001070,95GG150020,0.25864480309218785
N00001071,95GG150019,0.999999640396713
N00001072,95GG150002,0.9999997392018128
N00001072,95II210002,5.904958672816893e-05
N00001073,95GG150005,0.999999880082486
N00001073,95II210003,1.3029811567389318e-05
N00001074,95GG150012,0.9999997673001987
N00001075,95GG150013,0.9999996454283498
N00001076,95GG150014,0.9999997096897124
N00001077,95GG150015,0.9999995392019845
N00001078,95GG150018,0.9999996459219662
N00001079,95GG160014,0.5742184848561865
N00001079,95GG160002,0.29019574900932943
N00001079,95GG160013,0.13558542471276647
N00001080,95GG160012,0.9999995439660245
N00001081,95GG160015,0.9999997882441954
N00001082,95GG160016,0.9999996638336639
N00001083,95GG160004,0.9999997023643635
N00001084,95GG160006,0.9999996633740776
N00001085,95GG160007,0.3955375068520299
N00001085,95GG160010,0.3821978918078257
N00001085,95GG160011,0.22226426793481555
N00001086,95GG160001,0.9999997185922415
N00001087,95GG160003,0.9999995736846152
N00001088,95GG160005,0.999999649011492
N00001089,95GG160008,0.9999997127135734
N00001090,95GG160009,0.9999997308419917
N00001091,95GG170003,0.9999996529607376
N00001092,95GG170005,0.9999995186873941
N00001093,95GG170006,0.999999673042225
N00001094,95GG170011,0.9999996016361921
N00001095,95GG170012,0.9999995529135592
N00001096,95GG170002,0.9999994658938657
N00001097,95GG170004,0.9999995889350002
N00001098,95GG170007,0.9999998323934431
N00001099,95GG170013,0.9999998032348609
N00001100,95GG170014,0.9999996807635707
N00001101,95GG170001,0.9999998360842989
N00001102,95GG170008,0.7851539900507543
N00001102,95GG170009,0.2148458151329683
N00001103,95GG170010,0.9999996246780043
N00001104,95GG170015,0.9999995964408783
N00001105,95GG170016,0.9999996608514591
N00001106,95GG180002,0.9999996138166277
N00001107,95GG180003,0.9999991954936687
N00001108,95GG180008,0.9999993589848597
N00001109,95GG180009,0.9999998522207376
N00001110,95GG180010,0.9999995656619616
N00001111,95GG180011,0.9999997042474588
N00001112,95GG180014,0.9999992801041967
N00001113,95GG180013,0.44370652103919345
N00001113,95GG180005,0.33003077122308055
N00001113,95GG180012,0.2188572199056889
N00001113,95GG180001,0.007405249617162649
N00001114,95GG180004,0.9999994006518044
N00001115,95GG180006,0.9999993044354841
N00001116,95GG180007,0.9999997099635203
N00001117,95GG190018,0.3836135429598329
N00001117,95GG190016,0.3530686921291162
N00001117,95GG190001,0.26331739325544606
N00001118,95GG190003,0.9999996410507032
N00001119,95GG190004,0.9999995687590528
N00001120,95GG190005,0.9999994412862602
N00001121,95GG190011,0.9999993871051973
N00001122,95GG190015,0.9999996597987257
N00001123,95GG190017,0.999999207781041
N00001124,95GG190002,0.6243201119644707
N00001124,95GG190010,0.37567948414244884
N00001125,95GG190013,0.6418365257096984
N00001125,95GG190006,0.35816297381941914
N00001126,95GG190007,0.9999994866028191
N00001127,95GG190008,0.7213447070837484
N00001127,95GG190012,0.27865507009207413
N00001128,95GG190009,0.9999996206577374
N00001129,95GG190014,0.9999998194380149
N00001130,95GG200002,0.9999994435356674
N00001131,95GG200003,0.9999999615621934
N00001132,95GG200004,0.9999993323340853
N00001133,95GG200006,0.9882330630160063
N00001133,95GG200009,0.011766916313483308
N00001134,95GG200007,0.9999996040831646
N00001135,95GG200011,0.9999998333362482
N00001136,95GG200015,0.9999995710372118
N00001137,95GG200001,0.9999995943033819
N00001138,95GG200005,0.9999991685421884
N00001139,95GG200008,0.9999998514117523
N00001140,95GG200010,0.9999998291338091
N00001141,95GG200012,0.9999995132465066
N00001142,95GG200013,0.9999994340554204
N00001143,95GG200014,0.9999995514192779
N00001144,95GG200016,0.999999722250938
N00001145,95GG210007,0.9999997377262972
N00001146,95GG210012,0.9999993000366334
N00001147,95GG210013,0.9999998515872559
N00001148,95GG210014,0.9999996982315966
N00001149,95GG210015,0.9999996018030926
N00001150,95GG210001,0.999999399411451
N00001151,95GG210008,0.9999996796477731
N00001152,95GG210009,0.9999994989853956
N00001153,95GG210010,0.9999996402552463
N00001154,95GG210011,0.999999661277996
N00001155,95GG210002,0.9999998529813574
N00001156,95GG210004,0.40263647364922
N00001156,95GG210003,0.28024220896978314
N00001156,95GG210005,0.19091538382127105
N00001156,95GG210006,0.126205745971886
N00001157,95GG220002,0.9999998783111301
N00001158,95GG220003,0.9999996507961411
N00001159,95GG220004,0.9999998916953371
N00001160,95GG220005,0.9999998913816104
N00001161,95GG220006,0.9999997803216306
N00001162,95GG220010,0.9999998472125872
N00001163,95GG220001,0.9999996577565423
N00001164,95GG220012,0.9999996921296704
N00001165,95GG220014,0.9999996053054222
N00001166,95GG220017,0.5270131933337491
N00001166,95GG220015,0.47298651427960003
N00001167,95GG220016,0.9999996090880011
N00001168,95GG220007,0.9999996182332065
N00001169,95GG220008,0.9999996197529689
N00001170,95GG220009,0.9999996358062916
N00001171,95GG220011,0.999999387262354
N00001172,95GG220013,0.9999996559717593
N00001173,95GG230008,0.9999996417473267
N00001174,95GG230010,0.9999999438335802
N00001175,95GG230012,0.9999997038994723
N00001176,95GG230013,0.9999998398372496
N00001177,95GG230015,0.9999995657864773
N00001178,95GG230002,0.9999997683233846
N00001179,95GG230003,0.999999747968925
N00001180,95GG230004,0.9999994592604272
N00001181,95GG230005,0.9999995832308602
N00001182,95GG230006,0.9999998647940567
N00001183,95GG230001,0.9999995426577309
N00001184,95GG230007,0.9999998368266952
N00001185,95GG230009,0.9999994847686652
N00001186,95GG230011,0.9999996240682387
N00001187,95GG230014,0.9999997640216343
N00001188,95GG240016,0.401204364743558
N00001188,95GG240001,0.3296190467223457
N00001188,95GG240005,0.26917641350790866
N00001189,95GG240004,0.9999997344962451
N00001190,95GG240011,0.9999997311561412
N00001191,95GG240007,0.9999995389740205
N00001192,95GG240008,0.9999995270973717
N00001193,95GG240009,0.9999995566972634
N00001194,95GG240010,0.9999995245840305
N00001195,95GG240012,0.999999590064206
N00001196,95GG240013,0.9999995930401351
N00001197,95GG240002,0.9999996853077934
N00001198,95GG240003,0.9999997437640757
N00001199,95GG240006,0.9999996431830882
N00001200,95GG240014,0.9999997543497553
N00001201,95GG240015,0.9999997785358804
N00001202,95GG250002,0.9999998703277644
N00001203,95GG250003,0.9999998297610107
N00001204,95GG250005,0.6134637006329448
N00001204,95GG250004,0.38653606365585275
N00001205,95GG250006,0.529479386842191
N00001205,95GG250008,0.47052031105334036
N00001206,95GG250001,0.9999996255123005
N00001207,95GG250007,0.999999666797844
N00001208,95GG250011,0.9999996951181106
N00001209,95GG250013,0.999999623033293
N00001210,95GG250014,0.9999996468892721
N00001211,95GG250017,0.9999997652157693
N00001212,95GG250009,0.9999994476874071
N00001213,95GG250010,0.9999996248919986
N00001214,95GG250012,0.9999995717179433
N00001215,95GG250015,0.9999996268212243
N00001216,95GG250016,0.9999997892301149
N00001217,95GG260002,0.9999997381136508
N00001218,95GG260005,0.9999997627394238
N00001219,95GG260006,0.9999999627561235
N00001220,95GG260007,0.999999529837344
N00001221,95GG260008,0.9999995736874815
N00001222,95GG260009,0.999999557492397
N00001223,95GG260012,0.9999998224939858
N00001224,95GG260001,0.9999993297619445
N00001225,95GG260003,0.999999677090643
N00001226,95GG260004,0.9999994213845536
N00001227,95GG260010,0.9999997288469945
N00001228,95GG260011,0.9999996823339755
N00001229,95GG260013,0.9999997288962185
N00001230,95GG260014,0.9999995763977676
N00001231,95GG270010,0.9999999740615629
N00001232,95GG270011,0.999999870025707
N00001233,95GG270012,0.99999984344739
N00001233,95SS060004,2.999040849815438e-06
N00001234,95GG270013,0.9999997488122025
N00001235,95GG270004,0.4537307981883262
N00001235,95GG270003,0.3058943253038033
N00001235,95GG270019,0.2403747211173651
N00001235,95SS260008,1.494662819395478e-06
N00001236,95GG270005,0.9999998140772539
N00001237,95GG270017,0.9999996082901086
N00001238,95GG270001,0.9999992412426404
N00001239,95GG270002,0.9999995606938966
N00001240,95GG270008,0.48022746280200496
N00001240,95GG270007,0.262002223870824
N00001240,95GG270009,0.2577700000213254
N00001241,95GG270006,0.9999996637140125
N00001242,95GG270014,0.999999717293667
N00001243,95GG270015,0.9999995741594162
N00001244,95GG270016,0.9999995786344097
N00001245,95GG270018,0.9999995601288681
N00001246,95GG280001,0.9999997660781721
N00001247,95GG280006,0.99999989952122
N00001248,95GG280012,0.9999999232947099
N00001249,95GG280013,0.9999996766390766
N00001250,95GG280015,0.9999998075148575
N00001251,95GG280003,0.99999958450761
N00001252,95GG280004,0.9999998495476558
N00001253,95GG280005,0.9999996751027707
N00001254,95GG280014,0.9999997808836684
N00001255,95GG280016,0.9999999043914799
N00001256,95GG280017,0.9999996915133008
N00001257,95GG280002,0.9999995981790978
N00001258,95GG280007,0.9999994904508556
N00001259,95GG280008,0.9999995763964357
N00001260,95GG280009,0.9999997758399178
N00001261,95GG280010,0.9999995166034985
N00001262,95GG280011,0.9999996843513942
N00001263,95GG290001,0.9999996246482261
N00001264,95GG290002,0.9999996221886375
N00001265,95GG290003,0.9789245288444257
N00001265,95GG290007,0.01606559977091181
N00001265,95GG290005,0.0050098393493115375
N00001266,95GG290004,0.9999994293004361
N00001267,95GG290011,0.9999995850815909
N00001268,95GG290013,0.9999997371005718
N00001269,95GG290008,0.5424663735015534
N00001269,95GG290006,0.45753319131703896
N00001270,95GG290009,0.9999995441677199
N00001271,95GG290010,0.44207399349182347
N00001271,95GG290014,0.3627572649838007
N00001271,95GG290016,0.14910633779160387
N00001271,95GG290017,0.04606216905493567
N00001272,95GG290012,0.9999995905232212
N00001273,95GG290015,0.9999994099736735
N00001274,95GG300002,0.999999758153919
N00001275,95GG300003,0.9999997419470135
N00001276,95GG300004,0.9999997887257759
N00001276,95II160005,2.37918057044239e-06
N00001276,95II170009,2.2711586001254482e-06
N00001277,95GG300014,0.9999997503249451
N00001278,95GG300015,0.9999996030901813
N00001279,95GG300016,0.9999995813795882
N00001280,95GG300017,0.9999996701016871
N00001281,95GG300005,0.9999996773361941
N00001282,95GG300006,0.9999997648577875
N00001283,95GG300007,0.9999998148059955
N00001284,95GG300010,0.9999997172599201
N00001285,95GG300012,0.9999996548366658
N00001286,95GG300001,0.9999996314508846
N00001287,95GG300008,0.9999996722873625
N00001288,95GG300009,0.9999995912771421
N00001289,95GG300011,0.9999996518068398
N00001290,95GG300013,0.9999996310894229
N00001291,95GG310001,0.999999718313719
N00001292,95GG310006,0.9999998153147744
N00001293,95GG310014,0.9999997774019621
N00001294,95GG310016,0.9999996259121032
N00001295,95GG310017,0.9999996176817666
N00001296,95GG310002,0.9999996689394941
N00001297,95GG310003,0.9999996428784208
N00001298,95GG310004,0.9999996511703403
N00001299,95GG310005,0.999999641784241
N00001299,95SS100007,9.026308165335858e-06
N00001300,95GG310011,0.999999687691313
N00001301,95GG310015,0.9999996913471929
N00001302,95GG310007,0.9999997878903827
N00001302,95SS260003,3.0127898121412348e-06
N00001303,95GG310008,0.9999996638346854
N00001304,95GG310009,0.9999996852933581
N00001305,95GG310010,0.9999996155687927
N00001306,95GG310012,0.9999995166551041
N00001307,95GG310013,0.9999996388860856
N00001308,95GG320004,0.9999999536924421
N00001309,95GG320005,0.9999999565828541
N00001310,95GG320006,0.9999999683962796
N00001311,95GG320008,0.9999997602604189
N00001312,95GG320009,0.9999998644654994
N00001313,95GG320012,0.99999986940857
N00001314,95GG320007,0.9999996992883745
N00001315,95GG320010,0.9999996976783895
N00001316,95GG320016,0.5082938107943223
N00001316,95GG320011,0.4917057187354729
N00001317,95GG320013,0.9999996722030813
N00001318,95GG320014,0.9999996950710349
N00001319,95GG320001,0.9999998256246885
N00001320,95GG320002,0.9999996840319032
N00001321,95GG320003,0.9999996804028792
N00001322,95GG320015,0.9999997390907177
N00001323,95GG320017,0.9999997649965783
N00001324,95GG320018,0.9999996464640449
N00001325,95GG330005,0.6181273465382148
N00001325,95GG330003,0.26025110695740045
N00001325,95GG330007,0.12162148426882133
N00001326,95GG330010,0.9999997401108179
N00001327,95GG330011,0.9999997455268139
N00001328,95GG330004,0.6140659535199084
N00001328,95GG330001,0.22106092971952002
N00001328,95GG330002,0.1648729812709452
N00001329,95GG330008,0.9999997505347039
N00001330,95GG330009,0.99999972770038
N00001331,95GG330006,0.9999996857598031
N00001332,95GG330012,0.9999995610476501
N00001333,95GG330013,0.9999996861946991
N00001334,95GG330014,0.9999996392166127
N00001335,95GG330015,0.9999996642013324
N00001336,95GG330016,0.9999997487780545
N00001337,95GG330017,0.9999995562781058
N00001338,95GG340010,0.9999995788748787
N00001339,95GG340013,0.9999996720537647
N00001340,95GG340012,0.38715745322419737
N00001340,95GG340011,0.34884294706873525
N00001340,95GG340014,0.26399938440829845
N00001341,95GG340002,0.9999995870290463
N00001342,95GG340004,0.9999997007767392
N00001343,95GG340005,0.9999996907469677
N00001344,95GG340009,0.9999997733870806
N00001345,95GG340016,0.9999998294012885
N00001346,95GG340001,0.5393229461538676
N00001346,95GG340006,0.24228537501662806
N00001346,95GG340007,0.21839152878164983
N00001347,95GG340003,0.999999908555992
N00001348,95GG340008,0.9999996522139855
N00001349,95GG340015,0.9999998822163564
N00001350,95GG350001,0.5435200928641059
N00001350,95GG350016,0.36077064774575485
N00001350,95GG350017,0.09570904344269872
N00001351,95GG350003,0.9999997384170791
N00001352,95GG350004,0.9999997382252691
N00001353,95GG350005,0.9999996710885701
N00001354,95GG350002,0.4967346109531462
N00001354,95GG350014,0.279074703558155
N00001354,95GG350015,0.22419033474408834
N00001355,95GG350009,0.9999992540667625
N00001356,95GG350010,0.9999994095831142
N00001357,95GG350012,0.9999983221109293
N00001358,95GG350006,0.9999993071583682
N00001359,95GG350007,0.999999269972932
N00001360,95GG350008,0.9999995358779369
N00001361,95GG350011,0.9999994231139301
N00001362,95GG350013,0.9999995864092162
N00001363,95GG360002,0.9999996690609874
N00001364,95GG360008,0.68584357263129
N00001364,95GG360003,0.3141562178230331
N00001365,95GG360004,0.9999995995280779
N00001366,95GG360007,0.9999996154424071
N00001367,95GG360018,0.9999997623241861
N00001368,95GG360006,0.9999996520913846
N00001369,95GG360009,0.9999996434333879
N00001370,95GG360010,0.9999997154979425
N00001371,95GG360011,0.9999996711387312
N00001371,95II160005,3.7672210345882464e-05
N00001371,95II160002,1.8370886708973439e-06
N00001372,95GG360012,0.6357120487821324
N00001372,95GG360013,0.36428775026200644
N00001372,95II160004,3.4762271459155126e-06
N00001373,95GG360001,0.9999998076951623
N00001374,95GG360005,0.999999805418499
N00001375,95GG360014,0.9999997746429617
N00001376,95GG360015,0.9999996291150963
N00001377,95GG360016,0.9999998890345612
N00001378,95GG360017,0.9999995237308122
N00001379,95GG360019,0.9999997782006292
N00001380,95GG370002,0.9999998440614319
N00001381,95GG370005,0.9999999045195798
N00001382,95GG370012,0.999999795009175
N00001383,95GG370014,0.9999998478789709
N00001384,95GG370016,0.9999997252649705
N00001384,95II070005,3.753150385619405e-06
N00001385,95GG370017,0.9999997028088331
N00001386,95GG370003,0.7373042839618867
N00001386,95GG370004,0.26269530158742305
N00001387,95GG370007,0.9999995430489804
N00001388,95GG370010,0.9999997522564108
N00001388,95II080003,2.46488675592603e-06
N00001388,95II080002,1.8307417754802985e-06
N00001388,95II160004,1.5909139156115962e-06
N00001389,95GG370011,0.9999994197964047
N00001390,95GG370013,0.9999995786327301
N00001391,95GG370015,0.9999996583583727
N00001392,95GG370001,0.9999995771236032
N00001393,95GG370006,0.9999993080909491
N00001394,95GG370008,0.9999995462395401
N00001395,95GG370009,0.999999528751594
N00001396,95GG370018,0.9999995907671434
N00001397,95GG370019,0.9999993969091802
N00001398,95GG370020,0.9999993984557638
N00001399,95GG380001,0.7359027200357646
N00001399,95GG380002,0.2640971609518692
N00001400,95GG380007,0.9999998043726095
N00001400,95II200002,5.269312221704452e-05
N00001401,95GG380010,0.9999997925208703
N00001402,95GG380012,0.9999997960761474
N00001403,95GG380014,0.999999576695977
N00001404,95GG380017,0.5834877506334735
N00001404,95GG380005,0.4165119804377063
N00001405,95GG380008,0.9999994985437289
N00001405,95II070002,5.522009771510624e-06
N00001405,95II070008,5.112814911113828e-06
N00001406,95GG380009,0.9999995379969306
N00001406,95II230005,1.3148096367188658e-05
N00001406,95II070002,8.311482248691805e-06
N00001407,95GG380011,0.9999995445862747
N00001408,95GG380013,0.9999998605925423
N00001409,95GG380003,0.999999722019138
N00001410,95GG380004,0.9999995649156718
N00001410,95II230003,1.8738614099015365e-05
N00001411,95GG380006,0.9999995614994113
N00001411,95II200002,5.9534450397203186e-05
N00001412,95GG380015,0.9999995306392936
N00001413,95GG380016,0.9999997505889257
N00001413,95II230006,1.0926399848002442e-06
N00001414,95GG380018,0.9999997314857656
N00001414,95II230006,1.3654789631673243e-05
N00001415,95GG390002,0.9999994062628239
N00001416,95GG390015,0.9457969445812632
N00001416,95GG390011,0.05420292354875664
N00001417,95GG390012,0.999999854393562
N00001418,95GG390013,0.8595895789174471
N00001418,95GG390014,0.14041014057567566
N00001419,95GG390017,0.9999998445633491
N00001420,95GG390003,0.9999997961357004
N00001421,95GG390021,0.37599036956164833
N00001421,95GG390020,0.3005682469475853
N00001421,95GG390022,0.22604721953797868
N00001421,95GG390006,0.09739393592970422
N00001422,95GG390008,0.9999993897839835
N00001423,95GG390016,0.9999998013172139
N00001424,95GG390019,0.9999996368228472
N00001425,95GG390023,0.999999545567107
N00001426,95GG390001,0.9999991600097998
N00001427,95GG390004,0.9999997431370572
N00001428,95GG390005,0.9999996803404281
N00001429,95GG390009,0.4653533133505005
N00001429,95GG390024,0.35414507134810497
N00001429,95GG390007,0.12295736225067537
N00001429,95GG390010,0.05754408132123226
N00001430,95GG390018,0.9999996485037248
N00001431,95GG400001,0.9999995900553575
N00001432,95GG400009,0.6709287830381283
N00001432,95GG400002,0.329070934081844
N00001433,95GG400003,0.9999996900210365
N00001434,95GG400005,0.9999994701348869
N00001435,95GG400010,0.9999995632893554
N00001436,95GG400011,0.9999995679610024
N00001437,95GG400004,0.999999439604738
N00001438,95GG400006,0.9999995751598938
N00001439,95GG400007,0.9999998240758144
N00001440,95GG400008,0.9999997209619089
N00001441,95GG400012,0.9999996718318412
N00001442,95GG400013,0.999999582921659
N00001443,95GG400014,0.9999997562087125
N00001444,95GG400015,0.9999996215660527
N00001445,95GG410003,0.9999999609327541
N00001445,95II090007,1.3981251810404259e-06
N00001446,95GG410004,0.9999997106691288
N00001447,95GG410005,0.9999998593147551
N00001447,95XX200008,1.323389976636934e-06
N00001448,95GG410006,0.99999973777367
N00001449,95GG410007,0.9999998243752786
N00001450,95GG410009,0.9999997455350195
N00001451,95GG410002,0.9999998139490764
N00001452,95GG410008,0.9999998268086435
N00001453,95GG410010,0.9999999083156955
N00001454,95GG410011,0.9999998744599549
N00001455,95GG410016,0.9999995674933944
N00001456,95GG410001,0.999999726531704
N00001457,95GG410012,0.9999997759011242
N00001458,95GG410013,0.9999994924303367
N00001459,95GG410014,0.9999998565769769
N00001460,95GG410017,0.6871216389294938
N00001460,95GG410015,0.3128780694768045
N00001461,95GG420015,0.9999998026389261
N00001461,95II200002,3.993226365229955e-06
N00001462,95GG420016,0.9999997207115551
N00001463,95GG420017,0.9999997497506855
N00001464,95GG420018,0.9999998378316421
N00001465,95GG420019,0.9999998712407805
N00001466,95GG420004,0.9999997315080558
N00001467,95GG420006,0.9999998321836384
N00001468,95GG420001,0.9999992246534699
N00001469,95GG420002,0.9999998156056918
N00001470,95GG420003,0.9999994598912055
N00001471,95GG420005,0.9999994797530946
N00001472,95GG420008,0.9999998349766018
N00001473,95GG420007,0.9999996388519197
N00001474,95GG420009,0.9999996361764193
N00001475,95GG420010,0.999999630171381
N00001476,95GG420011,0.9999995062745911
N00001477,95GG420012,0.9999996439961097
N00001478,95GG420013,0.9999997467706278
N00001479,95GG420014,0.9999995692875964
N00001480,95GG430001,0.9943327316544203
N00001480,95GG430005,0.005667246503267425
N00001481,95GG430002,0.9999995290161189
N00001482,95GG430003,0.9999995178978148
N00001483,95GG430004,0.9999994852611291
N00001484,95GG430010,0.9999998365314415
N00001485,95GG430006,0.9999992677507857
N00001486,95GG430007,0.999999715091646
N00001487,95GG430008,0.9999996593798176
N00001488,95GG430009,0.9999996023864122
N00001489,95GG430011,0.9999996542993297
N00001490,95GG430014,0.9999996224947145
N00001491,95GG430012,0.9999997339043452
N00001492,95GG430013,0.9999996011939833
N00001493,95GG430015,0.9999994356815499
N00001494,95GG430016,0.9999994835925191
N00001495,95GG430017,0.9999992334597378
N00001496,95GG430018,0.9999993175448594
N00001497,95GG430019,0.999999557083353
N00001498,95GG440001,0.9999996293045437
N00001499,95GG440002,0.9999995097917384
N00001500,95GG440003,0.9999996777149126
N00001501,95GG440004,0.5854267566381314
N00001501,95GG440018,0.4145728541311695
N00001502,95GG440006,0.9999994794486978
N00001503,95GG440015,0.9999998909763669
N00001504,95GG440016,0.9999993335386893
N00001505,95GG440017,0.99999958491589
N00001506,95GG440005,0.9999996404490473
N00001507,95GG440007,0.9999995763122373
N00001508,95GG440008,0.9999997305590039
N00001509,95GG440009,0.9999996171356992
N00001510,95GG440010,0.9999994210075932
N00001511,95GG440014,0.5801428780375469
N00001511,95GG440011,0.4198568898266852
N00001512,95GG440012,0.9999992689464154
N00001513,95GG440013,0.9999996638231259
N00001514,95GG450002,0.9999998981467543
N00001515,95GG450011,0.9999999445989953
N00001516,95GG450013,0.9999998245338027
N00001517,95GG450014,0.9999997928050726
N00001518,95GG450015,0.9999999023695476
N00001519,95GG450001,0.9999996679940578
N00001520,95GG450003,0.9999994961258272
N00001521,95GG450004,0.9999993033686226
N00001522,95GG450010,0.9999996199531634
N00001523,95GG450016,0.9999994047173991
N00001524,95GG450017,0.999999595829434
N00001525,95GG450005,0.9999995026424153
N00001526,95GG450006,0.9999996629795953
N00001527,95GG450007,0.9999995411818956
N00001528,95GG450008,0.9999995098444612
N00001529,95GG450009,0.9999995089947878
N00001530,95GG450012,0.999999711763498
N00001531,95GG460002,0.9999997254575334
N00001532,95GG460004,0.9999999134952451
N00001533,95GG460008,0.935991526282798
N00001533,95GG460014,0.06400840452435688
N00001534,95GG460011,0.9999994610260547
N00001535,95GG460001,0.9999997488434005
N00001536,95GG460003,0.999999770973863
N00001537,95GG460005,0.9999995451301363
N00001538,95GG460006,0.9999996492277636
N00001539,95GG460007,0.9999996660046812
N00001540,95GG460009,0.9999997157893236
N00001541,95GG460010,0.9999998102596739
N00001542,95GG460012,0.9999994888053468
N00001543,95GG460013,0.9999993881246201
N00001544,95GG460015,0.9999995382226763
N00001545,95GG470006,0.9999994819375891
N00001546,95GG470008,0.9999994075709375
N00001547,95GG470010,0.9999995729739819
N00001548,95GG470011,0.9999995929896505
N00001549,95GG470012,0.9999996966111524
N00001550,95GG470014,0.9999997655014984
N00001551,95GG470015,0.9999998393207421
N00001552,95GG470002,0.9999996791872684
N00001553,95GG470004,0.9999993754000918
N00001554,95GG470005,0.9999995443653875
N00001555,95GG470007,0.9999997399971813
N00001556,95GG470009,0.9999997418448164
N00001557,95GG470013,0.9999995555884709
N00001558,95GG470001,0.999999471397984
N00001559,95GG470003,0.999999692292487
N00001560,95GG470016,0.9999994263706495
N00001561,95GG470017,0.9999998217762689
N00001562,95GG470018,0.9999997039912714
N00001563,95GG470019,0.9999995032250282
N00001564,95GG470020,0.9999992942651506
N00001565,95GG480001,0.9999995162809836
N00001566,95GG480009,0.9999996935677724
N00001567,95GG480012,0.9999996746952428
N00001568,95GG480013,0.9999997784146479
N00001569,95GG480014,0.9999994436229405
N00001570,95GG480003,0.9999998413198543
N00001571,95GG480005,0.9999995865874526
N00001572,95GG480006,0.9999996294235246
N00001573,95GG480010,0.9999996766732012
N00001574,95GG480002,0.9999996616164467
N00001575,95GG480004,0.9999996823029821
N00001576,95GG480007,0.9999996783881439
N00001577,95GG480008,0.9999995231984494
N00001578,95GG480011,0.9999995046847878
N00001579,95GG490007,0.9999995034991498
N00001580,95GG490008,0.9999997285759517
N00001581,95GG490009,0.9999997567123102
N00001582,95GG490010,0.9999997656956956
N00001583,95GG490011,0.9999993559990614
N00001584,95GG490012,0.9999996921237391
N00001585,95GG490002,0.9999994583460957
N00001586,95GG490003,0.9999995335976396
N00001587,95GG490004,0.9999996412277092
N00001588,95GG490005,0.9999994893236834
N00001589,95GG490006,0.999999737663392
N00001590,95GG490023,0.9999996818554565
N00001591,95GG490025,0.9999991589035383
N00001592,95GG490001,0.9999994041014985
N00001593,95GG490019,0.9999993780380926
N00001594,95GG490020,0.9999995707352297
N00001595,95GG490021,0.9999994942322431
N00001596,95GG490022,0.9999995413803879
N00001597,95GG490024,0.9999995612461492
N00001598,95GG490013,0.9999995067885078
N00001599,95GG490014,0.9999994452548504
N00001600,95GG490015,0.9999994983193473
N00001601,95GG490016,0.9999995484799402
N00001602,95GG490017,0.9999995985205993
N00001603,95GG490018,0.9999993305394251
N00001604,95GG500002,0.9999992993609087
N00001605,95GG500004,0.9999994468552761
N00001606,95GG500005,0.9999993125053449
N00001607,95GG500007,0.9999995528225639
N00001608,95GG500008,0.9999994807354138
N00001609,95GG500009,0.999999479993434
N00001610,95GG500010,0.9999997244721128
N00001611,95GG500011,0.9999993453858136
N00001612,95GG500012,0.9999995319789946
N00001613,95GG500013,0.6015069399114111
N00001613,95GG500014,0.39849268501645413
N00001614,95GG500018,0.9999994716424729
N00001615,95GG500019,0.9999996961385685
N00001616,95GG500001,0.9999991257381499
N00001617,95GG500003,0.9999992829307676
N00001618,95GG500006,0.9999992392256831
N00001619,95GG500015,0.9999994702068637
N00001620,95GG500016,0.9999996087636293
N00001621,95GG500017,0.9999993803817826
N00001622,95GG500020,0.9999994779923341
N00001623,95GG510001,0.9999994266175666
N00001624,95GG510014,0.9999994116581868
N00001625,95GG510015,0.999999647944377
N00001626,95GG510016,0.9999994971547
N00001627,95GG510017,0.9999992392069879
N00001628,95GG510018,0.9999996102918866
N00001629,95GG510005,0.9999998339913441
N00001630,95GG510009,0.9999995628082696
N00001631,95GG510010,0.9999992816879756
N00001632,95GG510011,0.9999994343265622
N00001633,95GG510012,0.9999992973334071
