DZ2021_cd,DZ2021_nm,ward_key,total_pop,total_households,adults18plus,rc_pct,protestant_pct,none_relig_pct,relig_notstated_pct,irish_speak_pct,econ_active_pct,unemployment_pct,owner_occ_pct,social_rent_pct,private_rent_pct,no_car_pct,llti_pct,qualified_pct,degree_pct
N20003405,Downpatrick_D2,down|audleysacre,2728.0,786.0,1797.0,81.74,10.48,1.76,6.01,7.37,62.29,10.12,74.81,23.41,1.4,25.7,8.47,12.85,10.68
N20003400,Downpatrick_C4,down|audleysacre,2728.0,786.0,1797.0,81.74,10.48,1.76,6.01,7.37,62.29,10.12,74.81,23.41,1.4,25.7,8.47,12.85,10.68
N20003399,Downpatrick_C3,down|quoile,2496.0,790.0,1766.0,63.1,26.08,3.41,7.41,3.65,58.82,14.08,64.68,30.63,3.92,29.11,11.14,11.38,9.85
N20003397,Downpatrick_C1,down|quoile,2496.0,790.0,1766.0,63.1,26.08,3.41,7.41,3.65,58.82,14.08,64.68,30.63,3.92,29.11,11.14,11.38,9.85
N20003398,Downpatrick_C2,down|quoile,2496.0,790.0,1766.0,63.1,26.08,3.41,7.41,3.65,58.82,14.08,64.68,30.63,3.92,29.11,11.14,11.38,9.85
N20003401,Downpatrick_C5,down|quoile,2496.0,790.0,1766.0,63.1,26.08,3.41,7.41,3.65,58.82,14.08,64.68,30.63,3.92,29.11,11.14,11.38,9.85
N20003406,Downpatrick_E3,down|audleysacre,2728.0,786.0,1797.0,81.74,10.48,1.76,6.01,7.37,62.29,10.12,74.81,23.41,1.4,25.7,8.47,12.85,10.68
N20003404,Downpatrick_E2,down|quoile,2496.0,790.0,1766.0,63.1,26.08,3.41,7.41,3.65,58.82,14.08,64.68,30.63,3.92,29.11,11.14,11.38,9.85
N20003408,Downpatrick_E5,down|cathedral,3080.0,918.0,1974.0,86.92,4.97,2.5,5.62,3.86,63.45,16.86,53.92,42.37,2.83,40.09,10.0,4.86,4.05
N20003328,Slieve_Croob_D4,down|seaforde,2188.0,658.0,1528.0,51.6,39.17,2.42,6.81,2.75,57.75,10.0,79.18,9.57,10.18,13.68,10.97,8.57,7.2
N20003422,Downpatrick_H2,down|killough,3555.0,948.0,2393.0,52.88,36.54,2.84,7.74,4.18,64.66,8.67,54.64,19.94,19.83,27.53,8.61,5.64,4.64
N20003429,Downpatrick_K1,down|killough,3555.0,948.0,2393.0,52.88,36.54,2.84,7.74,4.18,64.66,8.67,54.64,19.94,19.83,27.53,8.61,5.64,4.64
N20003427,Downpatrick_J3,down|ardglass,2730.0,767.0,1775.0,78.94,11.5,0.73,8.83,4.36,57.95,14.31,67.54,22.03,9.39,27.12,11.28,8.28,7.32
N20003428,Downpatrick_J4,down|ardglass,2730.0,767.0,1775.0,78.94,11.5,0.73,8.83,4.36,57.95,14.31,67.54,22.03,9.39,27.12,11.28,8.28,7.32
N20003430,Downpatrick_K2,down|killough,3555.0,948.0,2393.0,52.88,36.54,2.84,7.74,4.18,64.66,8.67,54.64,19.94,19.83,27.53,8.61,5.64,4.64
N20003431,Downpatrick_K3,down|killough,3555.0,948.0,2393.0,52.88,36.54,2.84,7.74,4.18,64.66,8.67,54.64,19.94,19.83,27.53,8.61,5.64,4.64
N20003279,The_Mournes_D5,down|donard,2460.0,822.0,1771.0,51.99,34.55,4.27,9.19,3.58,56.11,12.92,81.63,3.89,13.63,22.87,13.01,16.15,14.17
N20003277,The_Mournes_E4,down|donard,2460.0,822.0,1771.0,51.99,34.55,4.27,9.19,3.58,56.11,12.92,81.63,3.89,13.63,22.87,13.01,16.15,14.17
N20003272,The_Mournes_E1,down|donard,2460.0,822.0,1771.0,51.99,34.55,4.27,9.19,3.58,56.11,12.92,81.63,3.89,13.63,22.87,13.01,16.15,14.17
N20003275,The_Mournes_F2,down|tollymore,2194.0,629.0,1425.0,73.2,16.86,1.46,8.48,6.51,56.08,19.85,77.27,16.69,4.93,20.35,11.49,8.14,6.6
N20003264,The_Mournes_C1,down|murlough,2513.0,782.0,1612.0,68.36,20.14,3.02,8.48,4.99,55.91,17.29,59.72,35.29,3.96,32.74,9.19,6.39,5.09
N20003263,The_Mournes_B1,down|murlough,2513.0,782.0,1612.0,68.36,20.14,3.02,8.48,4.99,55.91,17.29,59.72,35.29,3.96,32.74,9.19,6.39,5.09
N20003265,The_Mournes_B2,down|murlough,2513.0,782.0,1612.0,68.36,20.14,3.02,8.48,4.99,55.91,17.29,59.72,35.29,3.96,32.74,9.19,6.39,5.09
N20003267,The_Mournes_B3,down|shimna,2424.0,859.0,1744.0,60.77,28.84,2.64,7.76,2.97,51.88,14.21,63.45,26.54,9.31,38.42,12.5,11.24,9.23
N20003269,The_Mournes_B4,down|shimna,2424.0,859.0,1744.0,60.77,28.84,2.64,7.76,2.97,51.88,14.21,63.45,26.54,9.31,38.42,12.5,11.24,9.23
N20003270,The_Mournes_C3,down|shimna,2424.0,859.0,1744.0,60.77,28.84,2.64,7.76,2.97,51.88,14.21,63.45,26.54,9.31,38.42,12.5,11.24,9.23
N20003268,The_Mournes_C2,down|shimna,2424.0,859.0,1744.0,60.77,28.84,2.64,7.76,2.97,51.88,14.21,63.45,26.54,9.31,38.42,12.5,11.24,9.23
N20003274,The_Mournes_E3,down|donard,2460.0,822.0,1771.0,51.99,34.55,4.27,9.19,3.58,56.11,12.92,81.63,3.89,13.63,22.87,13.01,16.15,14.17
N20003273,The_Mournes_E2,down|donard,2460.0,822.0,1771.0,51.99,34.55,4.27,9.19,3.58,56.11,12.92,81.63,3.89,13.63,22.87,13.01,16.15,14.17
N20003278,The_Mournes_D4,down|donard,2460.0,822.0,1771.0,51.99,34.55,4.27,9.19,3.58,56.11,12.92,81.63,3.89,13.63,22.87,13.01,16.15,14.17
N20003271,The_Mournes_D3,down|shimna,2424.0,859.0,1744.0,60.77,28.84,2.64,7.76,2.97,51.88,14.21,63.45,26.54,9.31,38.42,12.5,11.24,9.23
N20003266,The_Mournes_D2,down|murlough,2513.0,782.0,1612.0,68.36,20.14,3.02,8.48,4.99,55.91,17.29,59.72,35.29,3.96,32.74,9.19,6.39,5.09
N20003259,The_Mournes_A3,down|murlough,2513.0,782.0,1612.0,68.36,20.14,3.02,8.48,4.99,55.91,17.29,59.72,35.29,3.96,32.74,9.19,6.39,5.09
N20003262,The_Mournes_D1,down|murlough,2513.0,782.0,1612.0,68.36,20.14,3.02,8.48,4.99,55.91,17.29,59.72,35.29,3.96,32.74,9.19,6.39,5.09
N20003258,The_Mournes_A2,down|tollymore,2194.0,629.0,1425.0,73.2,16.86,1.46,8.48,6.51,56.08,19.85,77.27,16.69,4.93,20.35,11.49,8.14,6.6
N20003343,Slieve_Croob_G5,down|dundrum,2108.0,644.0,1470.0,58.59,31.64,2.42,7.35,2.99,54.67,22.29,52.8,40.99,5.28,35.09,12.19,7.14,5.99
N20003345,Slieve_Croob_J4,down|castlewellan,2492.0,698.0,1652.0,78.85,9.43,0.88,10.83,4.66,56.29,18.2,57.74,32.38,9.03,32.95,13.52,6.3,4.96
N20003342,Slieve_Croob_J2,down|castlewellan,2492.0,698.0,1652.0,78.85,9.43,0.88,10.83,4.66,56.29,18.2,57.74,32.38,9.03,32.95,13.52,6.3,4.96
N20003341,Slieve_Croob_J1,down|castlewellan,2492.0,698.0,1652.0,78.85,9.43,0.88,10.83,4.66,56.29,18.2,57.74,32.38,9.03,32.95,13.52,6.3,4.96
N20003337,Slieve_Croob_G4,down|dundrum,2108.0,644.0,1470.0,58.59,31.64,2.42,7.35,2.99,54.67,22.29,52.8,40.99,5.28,35.09,12.19,7.14,5.99
N20003339,Slieve_Croob_H2,down|dundrum,2108.0,644.0,1470.0,58.59,31.64,2.42,7.35,2.99,54.67,22.29,52.8,40.99,5.28,35.09,12.19,7.14,5.99
N20003340,Slieve_Croob_H3,down|dundrum,2108.0,644.0,1470.0,58.59,31.64,2.42,7.35,2.99,54.67,22.29,52.8,40.99,5.28,35.09,12.19,7.14,5.99
N20003338,Slieve_Croob_H1,down|dundrum,2108.0,644.0,1470.0,58.59,31.64,2.42,7.35,2.99,54.67,22.29,52.8,40.99,5.28,35.09,12.19,7.14,5.99
N20003335,Slieve_Croob_F3,down|killough,3555.0,948.0,2393.0,52.88,36.54,2.84,7.74,4.18,64.66,8.67,54.64,19.94,19.83,27.53,8.61,5.64,4.64
N20003330,Slieve_Croob_F2,down|seaforde,2188.0,658.0,1528.0,51.6,39.17,2.42,6.81,2.75,57.75,10.0,79.18,9.57,10.18,13.68,10.97,8.57,7.2
N20003329,Slieve_Croob_F1,down|seaforde,2188.0,658.0,1528.0,51.6,39.17,2.42,6.81,2.75,57.75,10.0,79.18,9.57,10.18,13.68,10.97,8.57,7.2
N20003324,Slieve_Croob_C3,down|seaforde,2188.0,658.0,1528.0,51.6,39.17,2.42,6.81,2.75,57.75,10.0,79.18,9.57,10.18,13.68,10.97,8.57,7.2
N20003326,Slieve_Croob_C5,down|dunmore,2468.0,694.0,1690.0,42.99,44.0,3.4,9.6,3.14,58.08,7.66,85.16,8.07,5.48,9.51,12.32,10.12,7.63
N20003325,Slieve_Croob_C4,down|dunmore,2468.0,694.0,1690.0,42.99,44.0,3.4,9.6,3.14,58.08,7.66,85.16,8.07,5.48,9.51,12.32,10.12,7.63
N20003332,Slieve_Croob_G1,down|dundrum,2108.0,644.0,1470.0,58.59,31.64,2.42,7.35,2.99,54.67,22.29,52.8,40.99,5.28,35.09,12.19,7.14,5.99
N20003333,Slieve_Croob_G2,down|dundrum,2108.0,644.0,1470.0,58.59,31.64,2.42,7.35,2.99,54.67,22.29,52.8,40.99,5.28,35.09,12.19,7.14,5.99
N20003334,Slieve_Croob_G3,down|castlewellan,2492.0,698.0,1652.0,78.85,9.43,0.88,10.83,4.66,56.29,18.2,57.74,32.38,9.03,32.95,13.52,6.3,4.96
N20003336,Slieve_Croob_E4,banbridge|garran,2106.0,566.0,1451.0,48.77,44.4,0.52,6.32,2.38,55.84,12.49,81.63,8.48,8.66,12.37,10.3,4.14,2.83
N20003327,Slieve_Croob_E2,banbridge|garran,2106.0,566.0,1451.0,48.77,44.4,0.52,6.32,2.38,55.84,12.49,81.63,8.48,8.66,12.37,10.3,4.14,2.83
N20003323,Slieve_Croob_E1,banbridge|garran,2106.0,566.0,1451.0,48.77,44.4,0.52,6.32,2.38,55.84,12.49,81.63,8.48,8.66,12.37,10.3,4.14,2.83
N20000591,Lagan_River_N3,banbridge|katesbridge,1745.0,534.0,1241.0,26.82,67.45,0.52,5.21,0.86,54.64,8.56,78.65,12.36,7.68,12.36,10.49,4.59,3.38
N20000593,Lagan_River_N5,banbridge|katesbridge,1745.0,534.0,1241.0,26.82,67.45,0.52,5.21,0.86,54.64,8.56,78.65,12.36,7.68,12.36,10.49,4.59,3.38
N20000650,Banbridge_P1,banbridge|garran,2106.0,566.0,1451.0,48.77,44.4,0.52,6.32,2.38,55.84,12.49,81.63,8.48,8.66,12.37,10.3,4.14,2.83
N20003331,Slieve_Croob_E3,banbridge|garran,2106.0,566.0,1451.0,48.77,44.4,0.52,6.32,2.38,55.84,12.49,81.63,8.48,8.66,12.37,10.3,4.14,2.83
N20000655,Banbridge_P3,banbridge|katesbridge,1745.0,534.0,1241.0,26.82,67.45,0.52,5.21,0.86,54.64,8.56,78.65,12.36,7.68,12.36,10.49,4.59,3.38
N20000656,Banbridge_P4,banbridge|katesbridge,1745.0,534.0,1241.0,26.82,67.45,0.52,5.21,0.86,54.64,8.56,78.65,12.36,7.68,12.36,10.49,4.59,3.38
N20003261,The_Mournes_F1,newryandmourne|spelga,2513.0,687.0,1682.0,75.77,13.25,0.36,10.62,5.06,54.96,19.5,72.63,21.69,3.49,22.85,11.46,4.76,3.21
N20003344,Slieve_Croob_J3,down|castlewellan,2492.0,698.0,1652.0,78.85,9.43,0.88,10.83,4.66,56.29,18.2,57.74,32.38,9.03,32.95,13.52,6.3,4.96
N20003346,Slieve_Croob_J5,down|castlewellan,2492.0,698.0,1652.0,78.85,9.43,0.88,10.83,4.66,56.29,18.2,57.74,32.38,9.03,32.95,13.52,6.3,4.96
N20003257,The_Mournes_A1,down|tollymore,2194.0,629.0,1425.0,73.2,16.86,1.46,8.48,6.51,56.08,19.85,77.27,16.69,4.93,20.35,11.49,8.14,6.6
N20003260,The_Mournes_A4,down|tollymore,2194.0,629.0,1425.0,73.2,16.86,1.46,8.48,6.51,56.08,19.85,77.27,16.69,4.93,20.35,11.49,8.14,6.6
N20003276,The_Mournes_F3,down|tollymore,2194.0,629.0,1425.0,73.2,16.86,1.46,8.48,6.51,56.08,19.85,77.27,16.69,4.93,20.35,11.49,8.14,6.6
N20003280,The_Mournes_F4,newryandmourne|spelga,2513.0,687.0,1682.0,75.77,13.25,0.36,10.62,5.06,54.96,19.5,72.63,21.69,3.49,22.85,11.46,4.76,3.21
N20003282,The_Mournes_G2,newryandmourne|binnian,3155.0,882.0,2118.0,38.73,54.99,1.27,5.01,4.95,59.63,11.52,85.49,8.16,4.88,16.78,9.7,4.3,3.16
N20003281,The_Mournes_G1,newryandmourne|annalong,2694.0,856.0,1845.0,38.79,51.78,2.26,7.16,3.02,59.12,15.6,68.11,23.36,6.54,29.09,12.62,4.34,3.58
N20003287,The_Mournes_H4,newryandmourne|annalong,2694.0,856.0,1845.0,38.79,51.78,2.26,7.16,3.02,59.12,15.6,68.11,23.36,6.54,29.09,12.62,4.34,3.58
N20003285,The_Mournes_H2,newryandmourne|annalong,2694.0,856.0,1845.0,38.79,51.78,2.26,7.16,3.02,59.12,15.6,68.11,23.36,6.54,29.09,12.62,4.34,3.58
N20003284,The_Mournes_H1,newryandmourne|annalong,2694.0,856.0,1845.0,38.79,51.78,2.26,7.16,3.02,59.12,15.6,68.11,23.36,6.54,29.09,12.62,4.34,3.58
N20003283,The_Mournes_J1,newryandmourne|annalong,2694.0,856.0,1845.0,38.79,51.78,2.26,7.16,3.02,59.12,15.6,68.11,23.36,6.54,29.09,12.62,4.34,3.58
N20003286,The_Mournes_H3,newryandmourne|annalong,2694.0,856.0,1845.0,38.79,51.78,2.26,7.16,3.02,59.12,15.6,68.11,23.36,6.54,29.09,12.62,4.34,3.58
N20003289,The_Mournes_J2,newryandmourne|binnian,3155.0,882.0,2118.0,38.73,54.99,1.27,5.01,4.95,59.63,11.52,85.49,8.16,4.88,16.78,9.7,4.3,3.16
N20003309,The_Mournes_K4,newryandmourne|kilkeelsouth,2785.0,832.0,1879.0,53.68,37.16,0.93,8.22,4.34,53.93,17.66,63.82,32.33,2.52,29.81,13.21,5.8,4.95
N20003304,The_Mournes_N3,newryandmourne|kilkeelcentral,2673.0,878.0,1835.0,23.05,68.35,1.35,7.26,1.6,54.98,12.7,57.06,36.33,6.15,34.28,10.85,3.81,2.89
N20003303,The_Mournes_P2,newryandmourne|kilkeelcentral,2673.0,878.0,1835.0,23.05,68.35,1.35,7.26,1.6,54.98,12.7,57.06,36.33,6.15,34.28,10.85,3.81,2.89
N20003305,The_Mournes_P3,newryandmourne|kilkeelsouth,2785.0,832.0,1879.0,53.68,37.16,0.93,8.22,4.34,53.93,17.66,63.82,32.33,2.52,29.81,13.21,5.8,4.95
N20003308,The_Mournes_P6,newryandmourne|kilkeelsouth,2785.0,832.0,1879.0,53.68,37.16,0.93,8.22,4.34,53.93,17.66,63.82,32.33,2.52,29.81,13.21,5.8,4.95
N20003307,The_Mournes_P5,newryandmourne|kilkeelsouth,2785.0,832.0,1879.0,53.68,37.16,0.93,8.22,4.34,53.93,17.66,63.82,32.33,2.52,29.81,13.21,5.8,4.95
N20003306,The_Mournes_P4,newryandmourne|kilkeelcentral,2673.0,878.0,1835.0,23.05,68.35,1.35,7.26,1.6,54.98,12.7,57.06,36.33,6.15,34.28,10.85,3.81,2.89
N20003296,The_Mournes_J4,newryandmourne|binnian,3155.0,882.0,2118.0,38.73,54.99,1.27,5.01,4.95,59.63,11.52,85.49,8.16,4.88,16.78,9.7,4.3,3.16
N20003297,The_Mournes_L1,newryandmourne|binnian,3155.0,882.0,2118.0,38.73,54.99,1.27,5.01,4.95,59.63,11.52,85.49,8.16,4.88,16.78,9.7,4.3,3.16
N20003294,The_Mournes_J3,newryandmourne|binnian,3155.0,882.0,2118.0,38.73,54.99,1.27,5.01,4.95,59.63,11.52,85.49,8.16,4.88,16.78,9.7,4.3,3.16
N20003288,The_Mournes_G3,newryandmourne|binnian,3155.0,882.0,2118.0,38.73,54.99,1.27,5.01,4.95,59.63,11.52,85.49,8.16,4.88,16.78,9.7,4.3,3.16
N20003292,The_Mournes_G4,newryandmourne|binnian,3155.0,882.0,2118.0,38.73,54.99,1.27,5.01,4.95,59.63,11.52,85.49,8.16,4.88,16.78,9.7,4.3,3.16
N20003293,The_Mournes_G5,newryandmourne|lisnacree,2995.0,756.0,1991.0,61.94,28.48,2.07,7.51,7.15,52.7,16.58,82.54,8.07,5.56,19.31,11.65,5.58,4.12
N20003298,The_Mournes_L2,newryandmourne|binnian,3155.0,882.0,2118.0,38.73,54.99,1.27,5.01,4.95,59.63,11.52,85.49,8.16,4.88,16.78,9.7,4.3,3.16
N20003300,The_Mournes_L3,newryandmourne|binnian,3155.0,882.0,2118.0,38.73,54.99,1.27,5.01,4.95,59.63,11.52,85.49,8.16,4.88,16.78,9.7,4.3,3.16
N20003301,The_Mournes_P1,newryandmourne|kilkeelcentral,2673.0,878.0,1835.0,23.05,68.35,1.35,7.26,1.6,54.98,12.7,57.06,36.33,6.15,34.28,10.85,3.81,2.89
N20003299,The_Mournes_N1,newryandmourne|kilkeelsouth,2785.0,832.0,1879.0,53.68,37.16,0.93,8.22,4.34,53.93,17.66,63.82,32.33,2.52,29.81,13.21,5.8,4.95
N20003302,The_Mournes_N2,newryandmourne|kilkeelsouth,2785.0,832.0,1879.0,53.68,37.16,0.93,8.22,4.34,53.93,17.66,63.82,32.33,2.52,29.81,13.21,5.8,4.95
N20003290,The_Mournes_K1,newryandmourne|lisnacree,2995.0,756.0,1991.0,61.94,28.48,2.07,7.51,7.15,52.7,16.58,82.54,8.07,5.56,19.31,11.65,5.58,4.12
N20003291,The_Mournes_K2,newryandmourne|lisnacree,2995.0,756.0,1991.0,61.94,28.48,2.07,7.51,7.15,52.7,16.58,82.54,8.07,5.56,19.31,11.65,5.58,4.12
N20003310,The_Mournes_K5,newryandmourne|lisnacree,2995.0,756.0,1991.0,61.94,28.48,2.07,7.51,7.15,52.7,16.58,82.54,8.07,5.56,19.31,11.65,5.58,4.12
N20003255,Crotlieve_K7,newryandmourne|clonallan,2973.0,952.0,2032.0,81.84,8.58,1.14,8.44,3.5,59.52,16.35,65.86,27.21,6.62,31.2,11.4,10.29,8.32
N20003251,Crotlieve_K5,newryandmourne|seaview,3022.0,967.0,2127.0,79.15,11.55,1.69,7.61,5.11,53.45,18.33,62.98,31.44,4.65,35.26,12.38,12.27,10.01
N20003249,Crotlieve_K4,newryandmourne|seaview,3022.0,967.0,2127.0,79.15,11.55,1.69,7.61,5.11,53.45,18.33,62.98,31.44,4.65,35.26,12.38,12.27,10.01
N20003253,Crotlieve_K6,newryandmourne|seaview,3022.0,967.0,2127.0,79.15,11.55,1.69,7.61,5.11,53.45,18.33,62.98,31.44,4.65,35.26,12.38,12.27,10.01
N20003250,Crotlieve_J3,newryandmourne|seaview,3022.0,967.0,2127.0,79.15,11.55,1.69,7.61,5.11,53.45,18.33,62.98,31.44,4.65,35.26,12.38,12.27,10.01
N20003252,Crotlieve_L3,newryandmourne|rostrevor,3175.0,927.0,2115.0,79.4,8.22,2.08,10.3,5.52,51.56,19.86,70.98,20.28,7.77,28.59,11.5,13.1,11.25
N20003254,Crotlieve_L4,newryandmourne|rostrevor,3175.0,927.0,2115.0,79.4,8.22,2.08,10.3,5.52,51.56,19.86,70.98,20.28,7.77,28.59,11.5,13.1,11.25
N20003256,Crotlieve_L5,newryandmourne|rostrevor,3175.0,927.0,2115.0,79.4,8.22,2.08,10.3,5.52,51.56,19.86,70.98,20.28,7.77,28.59,11.5,13.1,11.25
N20003295,The_Mournes_K3,newryandmourne|lisnacree,2995.0,756.0,1991.0,61.94,28.48,2.07,7.51,7.15,52.7,16.58,82.54,8.07,5.56,19.31,11.65,5.58,4.12
N20003244,Crotlieve_L2,newryandmourne|rostrevor,3175.0,927.0,2115.0,79.4,8.22,2.08,10.3,5.52,51.56,19.86,70.98,20.28,7.77,28.59,11.5,13.1,11.25
N20003239,Crotlieve_L1,newryandmourne|rostrevor,3175.0,927.0,2115.0,79.4,8.22,2.08,10.3,5.52,51.56,19.86,70.98,20.28,7.77,28.59,11.5,13.1,11.25
N20003230,Crotlieve_G2,newryandmourne|rostrevor,3175.0,927.0,2115.0,79.4,8.22,2.08,10.3,5.52,51.56,19.86,70.98,20.28,7.77,28.59,11.5,13.1,11.25
N20003232,Crotlieve_G3,newryandmourne|rostrevor,3175.0,927.0,2115.0,79.4,8.22,2.08,10.3,5.52,51.56,19.86,70.98,20.28,7.77,28.59,11.5,13.1,11.25
N20003225,Crotlieve_G1,newryandmourne|mayobridge,2584.0,664.0,1661.0,73.8,16.33,0.93,8.94,3.8,58.5,17.74,84.19,11.3,2.11,17.17,9.75,4.82,4.03
N20003226,Crotlieve_E2,newryandmourne|mayobridge,2584.0,664.0,1661.0,73.8,16.33,0.93,8.94,3.8,58.5,17.74,84.19,11.3,2.11,17.17,9.75,4.82,4.03
N20003221,Crotlieve_E1,newryandmourne|mayobridge,2584.0,664.0,1661.0,73.8,16.33,0.93,8.94,3.8,58.5,17.74,84.19,11.3,2.11,17.17,9.75,4.82,4.03
N20003222,Crotlieve_C3,newryandmourne|mayobridge,2584.0,664.0,1661.0,73.8,16.33,0.93,8.94,3.8,58.5,17.74,84.19,11.3,2.11,17.17,9.75,4.82,4.03
N20003231,Crotlieve_E3,newryandmourne|ballycrossan,3295.0,842.0,2069.0,84.22,5.22,0.64,9.92,4.65,60.78,16.28,83.37,12.71,2.73,16.51,7.28,7.68,6.33
N20003234,Crotlieve_G4,newryandmourne|ballycrossan,3295.0,842.0,2069.0,84.22,5.22,0.64,9.92,4.65,60.78,16.28,83.37,12.71,2.73,16.51,7.28,7.68,6.33
N20003235,Crotlieve_G5,newryandmourne|seaview,3022.0,967.0,2127.0,79.15,11.55,1.69,7.61,5.11,53.45,18.33,62.98,31.44,4.65,35.26,12.38,12.27,10.01
N20003240,Crotlieve_J2,newryandmourne|seaview,3022.0,967.0,2127.0,79.15,11.55,1.69,7.61,5.11,53.45,18.33,62.98,31.44,4.65,35.26,12.38,12.27,10.01
N20003246,Crotlieve_K2,newryandmourne|seaview,3022.0,967.0,2127.0,79.15,11.55,1.69,7.61,5.11,53.45,18.33,62.98,31.44,4.65,35.26,12.38,12.27,10.01
N20003243,Crotlieve_H4,newryandmourne|clonallan,2973.0,952.0,2032.0,81.84,8.58,1.14,8.44,3.5,59.52,16.35,65.86,27.21,6.62,31.2,11.4,10.29,8.32
N20003245,Crotlieve_H5,newryandmourne|clonallan,2973.0,952.0,2032.0,81.84,8.58,1.14,8.44,3.5,59.52,16.35,65.86,27.21,6.62,31.2,11.4,10.29,8.32
N20003247,Crotlieve_H6,newryandmourne|clonallan,2973.0,952.0,2032.0,81.84,8.58,1.14,8.44,3.5,59.52,16.35,65.86,27.21,6.62,31.2,11.4,10.29,8.32
N20003248,Crotlieve_K3,newryandmourne|clonallan,2973.0,952.0,2032.0,81.84,8.58,1.14,8.44,3.5,59.52,16.35,65.86,27.21,6.62,31.2,11.4,10.29,8.32
