OA_CODE,dea_1972,dea_1984,dea_1993,dea_2012
95KK060004,COOKSTOWN AREA A,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK090003,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK090004,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK060006,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK060002,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK160001,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK160006,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK160004,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK160003,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK160002,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK160005,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK040007,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK040005,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK040006,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK040004,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK040001,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK040002,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK040003,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK100001,COOKSTOWN AREA A,DRUM MANOR,DRUM MANOR,Cookstown
95KK070001,COOKSTOWN AREA A,DRUM MANOR,DRUM MANOR,Magherafelt
95KK110006,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK110004,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK110002,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK110007,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK110001,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK110003,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK090001,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK110005,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK090005,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK090006,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK090002,COOKSTOWN AREA C,COOKSTOWN CENTRAL,COOKSTOWN CENTRAL,Cookstown
95KK020004,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Cookstown
95KK020002,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Cookstown
95KK020001,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Cookstown
95KK010004,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Cookstown
95KK010001,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Cookstown
95KK020005,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Cookstown
95KK020003,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Cookstown
95KK050005,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Torrent
95KK050003,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Torrent
95KK050002,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Torrent
95KK050001,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Torrent
95KK010002,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Torrent
95KK010003,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Torrent
95KK010005,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Torrent
95AA010003,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
95LL010008,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
95LL010009,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
95LL010007,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
95SS110005,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
95SS110002,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
95SS010007,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
95SS010008,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
95SS010011,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
95SS010003,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
95LL010001,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
95SS010005,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
95SS010001,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
95SS010009,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
95SS010002,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
95SS210006,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
95SS010004,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
95SS010010,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
95SS110006,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
95SS110004,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
95SS110007,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
95SS110001,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
95AA040004,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
95SS110010,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
95SS110009,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
95SS110011,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
95AA060004,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
95SS110003,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
95AA060008,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
95AA060007,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
95AA060006,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
95AA060002,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
95AA060001,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
95AA060005,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
95AA060003,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
95AA040005,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
95AA060009,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
95AA060011,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
95AA060010,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
95AA010001,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
95AA010011,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
95AA010010,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
95AA010009,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
95AA010002,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
95AA040003,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
95AA040001,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
95AA040007,BELFAST AREA E,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
95AA040002,ANTRIM AREA B,ANTRIM SOUTH EAST,ANTRIM SOUTH EAST,Airport
95SS110008,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
95GG260006,BELFAST AREA E,COURT,COURT,Court
95GG280012,BELFAST AREA E,COURT,COURT,Court
95GG270010,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG460008,BELFAST AREA D,UPPER FALLS,LOWER FALLS,Black Mountain
95GG460014,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG460011,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG460006,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG460004,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG280015,BELFAST AREA E,COURT,COURT,Court
95GG280006,BELFAST AREA E,COURT,COURT,Court
95GG280001,BELFAST AREA E,COURT,COURT,Court
95GG280014,BELFAST AREA E,COURT,COURT,Court
95GG280003,BELFAST AREA E,COURT,COURT,Court
95GG280016,BELFAST AREA E,COURT,COURT,Court
95GG280005,BELFAST AREA E,COURT,COURT,Court
95GG280008,BELFAST AREA E,COURT,COURT,Court
95GG280002,BELFAST AREA E,COURT,COURT,Court
95GG280007,BELFAST AREA E,COURT,COURT,Court
95GG280004,BELFAST AREA E,COURT,COURT,Court
95GG280011,BELFAST AREA E,COURT,COURT,Court
95GG280009,BELFAST AREA E,COURT,COURT,Court
95GG280010,BELFAST AREA E,COURT,COURT,Court
95GG460003,BELFAST AREA E,LOWER FALLS,LOWER FALLS,Black Mountain
95GG460001,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG460002,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG460007,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG480002,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG460005,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG480006,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG480004,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG480011,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG480008,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG480007,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG460009,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG460010,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG460013,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG460012,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG480012,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG480001,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG220004,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG220006,BELFAST AREA D,UPPER FALLS,UPPER FALLS,Black Mountain
95GG480014,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG480009,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG480005,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG480010,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG480003,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG070003,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG070002,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Court
95GG070005,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Court
95GG180004,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
95GG180008,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
95GG180006,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
95GG070004,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG070006,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG070009,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG070007,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG070008,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG480013,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG070010,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG070014,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG070015,BELFAST AREA D,UPPER FALLS,LOWER FALLS,Black Mountain
95GG070017,BELFAST AREA D,UPPER FALLS,LOWER FALLS,Black Mountain
95GG070016,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG070013,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG070012,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG070011,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Black Mountain
95GG210013,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
95GG100012,BELFAST AREA F,BALMORAL,BALMORAL,Botanic
95GG100015,BELFAST AREA F,BALMORAL,BALMORAL,Botanic
95GG100016,BELFAST AREA F,BALMORAL,BALMORAL,Botanic
95GG100014,BELFAST AREA F,BALMORAL,BALMORAL,Botanic
95GG100013,BELFAST AREA F,BALMORAL,BALMORAL,Botanic
95GG100011,BELFAST AREA F,BALMORAL,BALMORAL,Botanic
95GG100001,BELFAST AREA F,BALMORAL,BALMORAL,Botanic
95GG210014,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
95GG180007,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
95GG210007,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
95GG210012,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
95GG210010,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
95GG210008,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
95GG180013,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
95GG180001,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
95GG400011,BELFAST AREA G,COURT,COURT,Court
95GG400010,BELFAST AREA G,COURT,COURT,Court
95GG180012,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
95GG180005,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
95GG180002,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
95GG180011,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
95GG180014,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
95GG180003,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
95GG070001,BELFAST AREA D,LOWER FALLS,LOWER FALLS,Court
95GG180009,BELFAST AREA E,LOWER FALLS,LOWER FALLS,Court
95GG180010,BELFAST AREA F,LOWER FALLS,LOWER FALLS,Court
95GG400003,BELFAST AREA E,COURT,COURT,Court
95GG510001,BELFAST AREA E,COURT,COURT,Court
95GG510016,BELFAST AREA E,COURT,COURT,Court
95GG510017,BELFAST AREA E,COURT,COURT,Court
95GG510018,BELFAST AREA E,COURT,COURT,Court
95GG510015,BELFAST AREA E,COURT,COURT,Court
95GG510013,BELFAST AREA E,COURT,COURT,Court
95GG510014,BELFAST AREA E,COURT,COURT,Court
95GG190015,BELFAST AREA E,COURT,COURT,Court
95GG190018,BELFAST AREA G,COURT,COURT,Court
95GG190003,BELFAST AREA G,COURT,COURT,Court
95GG400002,BELFAST AREA G,COURT,COURT,Court
95GG400009,BELFAST AREA G,COURT,COURT,Court
95GG400001,BELFAST AREA G,COURT,COURT,Court
95GG400005,BELFAST AREA G,COURT,COURT,Court
95GG190004,BELFAST AREA G,COURT,COURT,Court
95GG190017,BELFAST AREA G,COURT,COURT,Court
95GG190001,BELFAST AREA G,COURT,COURT,Court
95GG190005,BELFAST AREA G,COURT,COURT,Court
95GG190016,BELFAST AREA G,COURT,COURT,Court
95GG190011,BELFAST AREA G,COURT,COURT,Court
95GG190012,BELFAST AREA G,COURT,COURT,Court
95GG190010,BELFAST AREA G,COURT,COURT,Court
95GG190013,BELFAST AREA G,COURT,COURT,Court
95GG190006,BELFAST AREA G,COURT,COURT,Court
95GG190014,BELFAST AREA G,COURT,COURT,Court
95GG510007,BELFAST AREA E,COURT,COURT,Court
95GG190002,BELFAST AREA G,COURT,COURT,Court
95GG190008,BELFAST AREA G,COURT,COURT,Oldpark
95GG020014,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
95GG470007,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
95GG020006,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
95GG020008,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG020002,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG020010,BELFAST AREA G,OLDPARK,OLDPARK,Oldpark
95GG020009,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG020001,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG020016,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG020015,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG020013,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG020007,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG020020,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG020004,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG020003,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG020012,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG020005,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG020011,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG020019,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG260014,BELFAST AREA E,COURT,COURT,Court
95GG510002,BELFAST AREA E,COURT,COURT,Court
95GG260003,BELFAST AREA E,COURT,COURT,Court
95GG510004,BELFAST AREA E,COURT,COURT,Court
95GG510003,BELFAST AREA E,COURT,COURT,Court
95GG510006,BELFAST AREA E,COURT,COURT,Court
95GG510009,BELFAST AREA E,COURT,COURT,Court
95GG510008,BELFAST AREA E,COURT,COURT,Court
95GG510011,BELFAST AREA E,COURT,COURT,Court
95GG510012,BELFAST AREA E,COURT,COURT,Court
95GG510010,BELFAST AREA E,COURT,COURT,Court
95GG510005,BELFAST AREA E,COURT,COURT,Court
95GG260001,BELFAST AREA E,COURT,COURT,Court
95GG260004,BELFAST AREA E,COURT,COURT,Court
95GG260002,BELFAST AREA E,COURT,COURT,Court
95GG260005,BELFAST AREA E,COURT,COURT,Court
95GG280017,BELFAST AREA E,COURT,COURT,Court
95GG280013,BELFAST AREA E,COURT,COURT,Court
95GG260012,BELFAST AREA E,COURT,COURT,Court
95GG260011,BELFAST AREA E,COURT,COURT,Court
95GG260013,BELFAST AREA E,COURT,COURT,Court
95GG320001,BELFAST AREA E,OLDPARK,OLDPARK,Court
95GG320003,BELFAST AREA E,OLDPARK,OLDPARK,Court
95GG320018,BELFAST AREA E,OLDPARK,OLDPARK,Court
95GG320017,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG320015,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG320014,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG320016,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG320002,BELFAST AREA E,OLDPARK,OLDPARK,Court
95GG260009,BELFAST AREA E,COURT,COURT,Court
95GG260008,BELFAST AREA E,COURT,COURT,Court
95GG260010,BELFAST AREA E,COURT,COURT,Court
95GG260007,BELFAST AREA E,COURT,COURT,Court
95GG320012,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG320009,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG320010,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG320011,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060019,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG320013,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060018,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060014,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060016,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060010,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060013,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060015,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG170013,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG060017,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG170015,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG170001,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG170008,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG170010,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG170009,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG020017,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG170016,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG170004,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG020018,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG170011,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG170005,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG170006,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG170012,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG170003,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG170002,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG160008,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG170007,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG170014,BELFAST AREA H,OLDPARK,OLDPARK,Oldpark
95GG160009,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG160001,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG140007,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG140005,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG060003,BELFAST AREA H,CASTLE,OLDPARK,Castle
95GG060011,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060007,BELFAST AREA H,CASTLE,OLDPARK,Castle
95GG060012,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060009,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060006,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060020,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060005,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060001,BELFAST AREA H,CASTLE,OLDPARK,Castle
95GG060002,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG140015,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG140006,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG140003,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG140002,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG140012,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG140009,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG140008,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG320004,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG320005,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060008,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG060004,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG320007,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG320008,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95GG320006,BELFAST AREA E,OLDPARK,OLDPARK,Oldpark
95WW200009,NEWTOWNABBEY AREA A,BALLYCLARE,ANTRIM LINE,Glengormley Urban
95WW110002,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
95WW110004,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
95WW110001,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
95WW110008,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
95WW110007,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
95WW110005,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
95WW110003,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
95WW110006,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
95WW150007,NEWTOWNABBEY AREA D,ANTRIM LINE,ANTRIM LINE,Glengormley Urban
95GG080012,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG080014,BELFAST AREA H,CASTLE,CASTLE,Castle
95GG080013,BELFAST AREA H,CASTLE,CASTLE,Castle
95WW240002,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW140006,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW140003,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW140002,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW140004,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW140005,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW140007,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW240001,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW250005,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW250009,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW250006,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW120006,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW120009,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW250004,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW010001,NEWTOWNABBEY AREA B,SHORE ROAD,MACEDON,Macedon
95WW010002,NEWTOWNABBEY AREA B,SHORE ROAD,MACEDON,Macedon
95WW250008,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW250007,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW250010,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW250001,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
95WW250003,NEWTOWNABBEY AREA B,DOAGH ROAD,MACEDON,Macedon
