OA_CODE,dea_1972,dea_1984,dea_1993,dea_2012
95NN220006,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN010007,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN010008,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN010002,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN140001,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN010006,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN220001,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN220005,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN020002,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN070008,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN070002,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN070005,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN070006,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN070004,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN070007,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN070003,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN070001,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN040005,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN040001,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN040004,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN040007,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN040006,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN040002,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN020001,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN020006,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN020003,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN020005,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN180004,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN020004,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN180002,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN180001,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN180007,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN180005,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN040003,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN070009,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN200002,DOWN AREA B,BALLYNAHINCH,BALLYNAHINCH,Slieve Croob
95NN140003,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN140004,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN140002,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN010001,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN010003,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN010005,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN010004,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN140009,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN140008,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Downpatrick
95NN100007,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN100006,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN100008,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN100003,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN230003,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN210004,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN170004,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN170003,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN170005,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN210003,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN210001,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN210007,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN210006,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN210005,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN100001,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN210002,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN100009,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN100004,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN100005,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN100002,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN210008,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN170006,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN170007,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN170001,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN230007,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN230004,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN230005,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN060007,DOWN AREA C,NEWCASTLE,NEWCASTLE,Slieve Croob
95NN060008,DOWN AREA C,NEWCASTLE,NEWCASTLE,Slieve Croob
95NN060004,DOWN AREA C,NEWCASTLE,NEWCASTLE,Slieve Croob
95NN060006,DOWN AREA C,NEWCASTLE,NEWCASTLE,Slieve Croob
95NN060003,DOWN AREA C,NEWCASTLE,NEWCASTLE,Slieve Croob
95NN120004,DOWN AREA C,NEWCASTLE,NEWCASTLE,Slieve Croob
95NN120006,DOWN AREA C,NEWCASTLE,NEWCASTLE,Slieve Croob
95NN120005,DOWN AREA C,NEWCASTLE,NEWCASTLE,Slieve Croob
95NN170002,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN140007,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Slieve Croob
95NN140005,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Slieve Croob
95NN140006,DOWN AREA B,DOWNPATRICK,DOWNPATRICK,Slieve Croob
95NN120003,DOWN AREA C,BALLYNAHINCH,NEWCASTLE,Slieve Croob
95NN200005,DOWN AREA C,BALLYNAHINCH,BALLYNAHINCH,Slieve Croob
95NN200007,DOWN AREA C,BALLYNAHINCH,BALLYNAHINCH,Slieve Croob
95NN200006,DOWN AREA C,BALLYNAHINCH,BALLYNAHINCH,Slieve Croob
95NN200001,DOWN AREA C,BALLYNAHINCH,BALLYNAHINCH,Slieve Croob
95NN200003,DOWN AREA C,BALLYNAHINCH,BALLYNAHINCH,Slieve Croob
95NN130001,DOWN AREA C,BALLYNAHINCH,BALLYNAHINCH,Slieve Croob
95NN130005,DOWN AREA C,BALLYNAHINCH,BALLYNAHINCH,Slieve Croob
95NN060001,DOWN AREA C,BALLYNAHINCH,NEWCASTLE,Slieve Croob
95NN200004,DOWN AREA C,BALLYNAHINCH,BALLYNAHINCH,Slieve Croob
95NN120001,DOWN AREA C,NEWCASTLE,NEWCASTLE,Slieve Croob
95NN120002,DOWN AREA C,NEWCASTLE,NEWCASTLE,Slieve Croob
95NN120007,DOWN AREA C,NEWCASTLE,NEWCASTLE,Slieve Croob
95NN060002,DOWN AREA C,NEWCASTLE,NEWCASTLE,Slieve Croob
95FF020003,BANBRIDGE AREA B,DROMORE,DROMORE,Slieve Croob
95FF020001,BANBRIDGE AREA B,DROMORE,DROMORE,Slieve Croob
95FF020006,BANBRIDGE AREA B,DROMORE,DROMORE,Slieve Croob
95FF020005,BANBRIDGE AREA B,DROMORE,DROMORE,Slieve Croob
95FF110006,BANBRIDGE AREA B,KNOCKIVEAGH,KNOCKIVEAGH,Lagan River
95FF110002,BANBRIDGE AREA B,DROMORE,KNOCKIVEAGH,Lagan River
95FF020002,BANBRIDGE AREA B,DROMORE,DROMORE,Banbridge
95FF110003,BANBRIDGE AREA B,KNOCKIVEAGH,KNOCKIVEAGH,Banbridge
95FF110004,BANBRIDGE AREA B,KNOCKIVEAGH,KNOCKIVEAGH,Banbridge
95NN230006,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN060005,DOWN AREA C,NEWCASTLE,NEWCASTLE,Slieve Croob
95NN230002,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95NN230001,DOWN AREA C,NEWCASTLE,NEWCASTLE,The Mournes
95VV260006,NEWRY AND MOURNE AREA C,CROTLIEVE,CROTLIEVE,The Mournes
95VV260002,NEWRY AND MOURNE AREA C,CROTLIEVE,CROTLIEVE,Crotlieve
95VV200001,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV200004,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV040002,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV040007,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV010008,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV010005,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV010004,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV010001,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV010009,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV010007,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV010002,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV010003,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV040003,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV010006,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV190005,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV190001,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV180008,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV190003,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV180009,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV190004,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV190002,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV180010,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV180003,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV180002,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV040006,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV040004,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV040001,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV040005,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV180001,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV180004,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV180006,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV180007,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV190007,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV180005,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV190006,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV190008,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV200005,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV200006,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV200002,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV200003,NEWRY AND MOURNE AREA A ,THE MOURNES,THE MOURNES,The Mournes
95VV240007,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV070010,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV240002,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV240003,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV240004,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV240006,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV230005,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV230007,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV230004,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV230008,NEWRY AND MOURNE AREA A ,THE MOURNES,CROTLIEVE,The Mournes
95VV230006,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV230001,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV230002,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV050007,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV050001,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV260005,NEWRY AND MOURNE AREA C,CROTLIEVE,CROTLIEVE,Crotlieve
95VV210002,NEWRY AND MOURNE AREA C,CROTLIEVE,CROTLIEVE,Crotlieve
95VV210006,NEWRY AND MOURNE AREA C,CROTLIEVE,CROTLIEVE,Crotlieve
95VV210007,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV210001,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV050002,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV050006,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV050005,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV050003,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV050008,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV230003,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV070001,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV240008,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV240001,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV240005,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV240009,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV070007,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV070005,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV070008,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV070009,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV070006,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV070002,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV070004,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV070003,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV070011,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV160006,NEWRY AND MOURNE AREA D,SLIEVE GULLION,SLIEVE GULLION,Newry
95VV160001,NEWRY AND MOURNE AREA D,SLIEVE GULLION,SLIEVE GULLION,Newry
95VV160002,NEWRY AND MOURNE AREA D,SLIEVE GULLION,SLIEVE GULLION,Newry
95VV160007,NEWRY AND MOURNE AREA D,SLIEVE GULLION,SLIEVE GULLION,Newry
95VV050004,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV110006,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV110005,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Newry
95VV270007,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
95VV270006,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
95VV270005,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
95VV110004,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV110003,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV110001,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV110010,NEWRY AND MOURNE AREA B,CROTLIEVE,CROTLIEVE,Crotlieve
95VV280010,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
95VV300006,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
95VV280001,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
95VV280006,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
95VV280005,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
95VV280002,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
95VV280004,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
95VV280009,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
95VV270002,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
95VV280007,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
95VV270004,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
95VV270003,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
95VV140006,NEWRY AND MOURNE AREA D,NEWRY TOWN,NEWRY TOWN,Newry
95VV140004,NEWRY AND MOURNE AREA D,NEWRY TOWN,NEWRY TOWN,Newry
95VV100004,NEWRY AND MOURNE AREA D,NEWRY TOWN,NEWRY TOWN,Newry
95VV100001,NEWRY AND MOURNE AREA D,NEWRY TOWN,NEWRY TOWN,Newry
95VV100003,NEWRY AND MOURNE AREA D,NEWRY TOWN,NEWRY TOWN,Newry
95VV100002,NEWRY AND MOURNE AREA D,NEWRY TOWN,NEWRY TOWN,Newry
95VV140002,NEWRY AND MOURNE AREA D,NEWRY TOWN,NEWRY TOWN,Newry
95VV140003,NEWRY AND MOURNE AREA D,NEWRY TOWN,NEWRY TOWN,Newry
95VV270001,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
95VV280008,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
95VV100008,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
95VV280003,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
95VV150006,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
95VV020006,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
95VV150005,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
95VV020007,NEWRY AND MOURNE AREA D,NEWRY TOWN,NEWRY TOWN,Newry
95VV020004,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
95VV020003,NEWRY AND MOURNE AREA D,NEWRY TOWN,NEWRY TOWN,Newry
95VV100006,NEWRY AND MOURNE AREA D,NEWRY TOWN,NEWRY TOWN,Newry
95VV100009,NEWRY AND MOURNE AREA D,NEWRY TOWN,NEWRY TOWN,Newry
95VV100005,NEWRY AND MOURNE AREA D,NEWRY TOWN,NEWRY TOWN,Newry
95VV100007,NEWRY AND MOURNE AREA D,NEWRY TOWN,NEWRY TOWN,Newry
95VV120008,NEWRY AND MOURNE AREA D,THE FEWS,THE FEWS,Newry
95VV120005,NEWRY AND MOURNE AREA D,THE FEWS,THE FEWS,Slieve Gullion
95VV120007,NEWRY AND MOURNE AREA D,THE FEWS,THE FEWS,Newry
95VV160003,NEWRY AND MOURNE AREA D,NEWRY TOWN,SLIEVE GULLION,Newry
95VV140005,NEWRY AND MOURNE AREA D,NEWRY TOWN,NEWRY TOWN,Newry
95VV140007,NEWRY AND MOURNE AREA D,NEWRY TOWN,NEWRY TOWN,Newry
95VV140008,NEWRY AND MOURNE AREA D,NEWRY TOWN,NEWRY TOWN,Newry
95VV140001,NEWRY AND MOURNE AREA D,NEWRY TOWN,NEWRY TOWN,Newry
95VV160005,NEWRY AND MOURNE AREA D,NEWRY TOWN,SLIEVE GULLION,Newry
95VV160004,NEWRY AND MOURNE AREA D,SLIEVE GULLION,SLIEVE GULLION,Newry
95VV060006,NEWRY AND MOURNE AREA E,THE FEWS,THE FEWS,Slieve Gullion
95VV060004,NEWRY AND MOURNE AREA E,THE FEWS,THE FEWS,Slieve Gullion
95VV060003,NEWRY AND MOURNE AREA E,THE FEWS,THE FEWS,Slieve Gullion
95VV250002,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV060007,NEWRY AND MOURNE AREA D,SLIEVE GULLION,THE FEWS,Slieve Gullion
95VV170003,NEWRY AND MOURNE AREA D,SLIEVE GULLION,SLIEVE GULLION,Newry
95VV170002,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV170008,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV170001,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV170005,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV170006,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV170007,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV170004,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV250001,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV250006,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV080003,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV080006,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV080005,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV080001,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV080002,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV090004,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV090005,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV090006,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV090007,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV090002,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV090003,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV090001,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV220001,NEWRY AND MOURNE AREA E,THE FEWS,THE FEWS,Slieve Gullion
95VV220003,NEWRY AND MOURNE AREA E,THE FEWS,THE FEWS,Slieve Gullion
95VV080004,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV080007,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV250003,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV250007,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV250004,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV250008,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV250005,NEWRY AND MOURNE AREA E,SLIEVE GULLION,SLIEVE GULLION,Slieve Gullion
95VV060002,NEWRY AND MOURNE AREA E,THE FEWS,THE FEWS,Slieve Gullion
95VV220002,NEWRY AND MOURNE AREA E,THE FEWS,THE FEWS,Slieve Gullion
95VV290002,NEWRY AND MOURNE AREA E,THE FEWS,THE FEWS,Slieve Gullion
95CC190005,ARMAGH AREA B,CUSHER,CUSHER,Cusher
95CC160002,ARMAGH AREA B,CUSHER,CUSHER,Cusher
95CC120005,ARMAGH AREA B,CUSHER,CUSHER,Cusher
95CC040004,ARMAGH AREA C,CUSHER,CROSSMORE,Cusher
95VV220005,NEWRY AND MOURNE AREA E,THE FEWS,THE FEWS,Slieve Gullion
95VV220004,NEWRY AND MOURNE AREA E,THE FEWS,THE FEWS,Slieve Gullion
95VV220006,NEWRY AND MOURNE AREA E,THE FEWS,THE FEWS,Slieve Gullion
95CC040005,ARMAGH AREA C,CROSSMORE,CROSSMORE,Cusher
95CC040006,ARMAGH AREA C,CROSSMORE,CROSSMORE,Cusher
95CC070003,ARMAGH AREA C,CROSSMORE,CROSSMORE,Armagh
95CC070001,ARMAGH AREA C,CROSSMORE,CROSSMORE,Armagh
95CC070005,ARMAGH AREA C,CROSSMORE,CROSSMORE,Armagh
95CC070004,ARMAGH AREA C,CROSSMORE,CROSSMORE,Armagh
95CC070006,ARMAGH AREA C,CROSSMORE,CROSSMORE,Armagh
95CC070007,ARMAGH AREA C,CROSSMORE,CROSSMORE,Armagh
95CC110003,ARMAGH AREA C,CROSSMORE,CROSSMORE,Armagh
95CC110001,ARMAGH AREA C,CROSSMORE,CROSSMORE,Armagh
95CC110006,ARMAGH AREA C,CROSSMORE,CROSSMORE,Armagh
95CC110005,ARMAGH AREA C,CROSSMORE,CROSSMORE,Armagh
