DZ2021_cd,DZ2021_nm,DEA2014_nm,dea_1972,dea_1984,dea_1993,dea_2012
N20001446,Benbradagh_B1,Benbradagh,LIMAVADY AREA A,BELLARENA,BELLARENA,Benbradagh
N20001484,Limavady_A4,Limavady,LIMAVADY AREA A,BELLARENA,BELLARENA,Limavady
N20001483,Limavady_A3,Limavady,LIMAVADY AREA A,BELLARENA,BELLARENA,Limavady
N20001485,Limavady_F1,Limavady,LIMAVADY AREA A,BELLARENA,BELLARENA,Limavady
N20001520,Bann_B5,Bann,COLERAINE AREA A,BANN,BANN,Bann
N20001482,Limavady_A2,Limavady,LIMAVADY AREA A,BELLARENA,BELLARENA,Limavady
N20001517,Bann_B2,Bann,COLERAINE AREA A,BANN,BANN,Bann
N20001481,Limavady_A1,Limavady,LIMAVADY AREA A,BELLARENA,BELLARENA,Limavady
N20001808,Ballyarnett_D1,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001814,Ballyarnett_D4,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001812,Ballyarnett_C2,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001816,Ballyarnett_D5,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001819,Ballyarnett_F1,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001827,Ballyarnett_F2,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001826,Ballyarnett_D6,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001825,Ballyarnett_H2,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001809,Ballyarnett_D2,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001810,Ballyarnett_D3,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001824,Ballyarnett_H1,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001806,Ballyarnett_C1,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001804,Ballyarnett_A2,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001805,Ballyarnett_A3,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001807,Ballyarnett_A4,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001909,Faughan_A1,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001910,Faughan_A2,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001911,Faughan_A3,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001803,Ballyarnett_A1,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001908,Faughan_D1,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001915,Faughan_D2,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001917,Faughan_C1,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001919,Faughan_C3,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001918,Faughan_C2,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001916,Faughan_B2,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001914,Faughan_B1,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001920,Faughan_C4,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001923,Faughan_E1,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001922,Faughan_D4,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001872,Waterside_C5,Waterside,LONDONDERRY AREA A,RURAL,RURAL,Waterside
N20001861,Waterside_C3,Waterside,LONDONDERRY AREA A,RURAL,RURAL,Waterside
N20001858,Waterside_C1,Waterside,LONDONDERRY AREA A,RURAL,RURAL,Waterside
N20001912,Faughan_A4,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001913,Faughan_A5,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001921,Faughan_D3,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001850,Waterside_A1,Waterside,LONDONDERRY AREA B,RURAL,RURAL,Waterside
N20001834,Ballyarnett_H3,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001840,Ballyarnett_H4,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001838,Ballyarnett_K3,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001836,Ballyarnett_K2,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001830,Ballyarnett_K1,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001828,Ballyarnett_F3,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001843,Ballyarnett_L1,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001844,Ballyarnett_K4,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001847,Ballyarnett_L3,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001777,Foyleside_B3,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001772,Foyleside_B2,Foyleside,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Foyleside
N20001771,Foyleside_B1,Foyleside,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Foyleside
N20001781,Foyleside_B4,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001789,Foyleside_F1,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001854,Waterside_A3,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001860,Waterside_A5,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001851,Waterside_A2,Waterside,LONDONDERRY AREA B,RURAL,RURAL,Waterside
N20001852,Waterside_B1,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001853,Waterside_B2,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001856,Waterside_B3,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001859,Waterside_C2,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001857,Waterside_B4,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001855,Waterside_A4,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001864,Waterside_D3,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001868,Waterside_E2,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001865,Waterside_D4,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001862,Waterside_D1,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001863,Waterside_D2,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001867,Waterside_C4,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001871,Waterside_D5,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001878,Waterside_F3,Waterside,LONDONDERRY AREA B,RURAL,RURAL,Waterside
N20001879,Waterside_F4,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001875,Waterside_F2,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001873,Waterside_F1,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001880,Waterside_G2,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001881,Waterside_G3,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001874,Waterside_E5,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001870,Waterside_E4,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001876,Waterside_G1,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001869,Waterside_E3,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001866,Waterside_E1,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001877,Waterside_L1,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001756,The_Moor_G2,The Moor,LONDONDERRY AREA D,NORTHLAND,NORTHLAND,The Moor
N20001754,The_Moor_G1,The Moor,LONDONDERRY AREA D,NORTHLAND,NORTHLAND,The Moor
N20001750,The_Moor_C4,The Moor,LONDONDERRY AREA D,NORTHLAND,NORTHLAND,The Moor
N20001758,The_Moor_F2,The Moor,LONDONDERRY AREA D,CITYSIDE,CITYSIDE,The Moor
N20001761,The_Moor_G3,The Moor,LONDONDERRY AREA D,NORTHLAND,NORTHLAND,The Moor
N20001759,The_Moor_F3,The Moor,LONDONDERRY AREA D,CITYSIDE,CITYSIDE,The Moor
N20001753,The_Moor_E1,The Moor,LONDONDERRY AREA D,CITYSIDE,CITYSIDE,The Moor
N20001751,The_Moor_F1,The Moor,LONDONDERRY AREA D,CITYSIDE,CITYSIDE,The Moor
N20001748,The_Moor_B7,The Moor,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
N20001747,The_Moor_B6,The Moor,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
N20001739,The_Moor_A3,The Moor,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
N20001737,The_Moor_B2,The Moor,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
N20001740,The_Moor_B4,The Moor,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
N20001741,The_Moor_C1,The Moor,LONDONDERRY AREA D,NORTHLAND,NORTHLAND,The Moor
N20001738,The_Moor_B3,The Moor,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
N20001746,The_Moor_B5,The Moor,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
N20001745,The_Moor_C3,The Moor,LONDONDERRY AREA D,NORTHLAND,NORTHLAND,The Moor
N20001743,The_Moor_C2,The Moor,LONDONDERRY AREA D,NORTHLAND,NORTHLAND,The Moor
N20001802,Foyleside_F5,Foyleside,LONDONDERRY AREA D,NORTHLAND,NORTHLAND,Foyleside
N20001801,Foyleside_F4,Foyleside,LONDONDERRY AREA D,NORTHLAND,NORTHLAND,Foyleside
N20001800,Foyleside_G4,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001798,Foyleside_F3,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001797,Foyleside_F2,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001790,Foyleside_D4,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001793,Foyleside_D6,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001794,Foyleside_D7,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001795,Foyleside_G1,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001791,Foyleside_D5,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001792,Foyleside_E6,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001796,Foyleside_G2,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001799,Foyleside_G3,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001735,The_Moor_B1,The Moor,LONDONDERRY AREA E,NORTHLAND,CITYSIDE,The Moor
N20001734,The_Moor_A1,The Moor,LONDONDERRY AREA E,NORTHLAND,CITYSIDE,The Moor
N20001732,The_Moor_H1,The Moor,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,The Moor
N20001733,The_Moor_H2,The Moor,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,The Moor
N20001736,The_Moor_A2,The Moor,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
N20001742,The_Moor_A4,The Moor,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
N20001749,The_Moor_D1,The Moor,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
N20001744,The_Moor_A5,The Moor,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
N20001752,The_Moor_D2,The Moor,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
N20001755,The_Moor_D3,The Moor,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
N20001760,The_Moor_D5,The Moor,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
N20001757,The_Moor_D4,The Moor,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
N20001768,Foyleside_A1,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001833,Ballyarnett_J2,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001770,Foyleside_A3,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001774,Foyleside_A5,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001779,Foyleside_C1,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001782,Foyleside_C3,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001786,Foyleside_C4,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001780,Foyleside_C2,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001785,Foyleside_E4,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001778,Foyleside_E2,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001773,Foyleside_A4,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001776,Foyleside_E1,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001783,Foyleside_E3,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001788,Foyleside_E5,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001787,Foyleside_D3,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001784,Foyleside_D2,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001775,Foyleside_D1,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001849,Ballyarnett_J5,Ballyarnett,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Ballyarnett
N20001848,Ballyarnett_L4,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001845,Ballyarnett_L2,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001846,Ballyarnett_J4,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001769,Foyleside_A2,Foyleside,LONDONDERRY AREA E,NORTHLAND,NORTHLAND,Foyleside
N20001842,Ballyarnett_G6,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001839,Ballyarnett_J3,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001829,Ballyarnett_E4,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001835,Ballyarnett_G3,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001832,Ballyarnett_G2,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001841,Ballyarnett_G5,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001837,Ballyarnett_G4,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001831,Ballyarnett_F4,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001821,Ballyarnett_E2,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001822,Ballyarnett_G1,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001817,Ballyarnett_B4,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001811,Ballyarnett_B1,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001813,Ballyarnett_B2,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001815,Ballyarnett_B3,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001818,Ballyarnett_E1,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001823,Ballyarnett_E3,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001820,Ballyarnett_J1,Ballyarnett,LONDONDERRY AREA E,SHANTALLOW,SHANTALLOW,Ballyarnett
N20001998,Derg_C1,Derg,STRABANE AREA C,MOURNE,DERG,Derg
N20001999,Derg_C2,Derg,STRABANE AREA C,DERG,DERG,Derg
N20002003,Derg_C3,Derg,STRABANE AREA C,MOURNE,DERG,Derg
N20002005,Derg_C4,Derg,STRABANE AREA A,DERG,DERG,Derg
N20002006,Derg_C5,Derg,STRABANE AREA A,MOURNE,MOURNE,Derg
N20002019,Derg_H2,Derg,STRABANE AREA A,DERG,DERG,Derg
N20002015,Derg_H1,Derg,STRABANE AREA A,DERG,DERG,Derg
N20002018,Derg_F4,Derg,STRABANE AREA A,DERG,DERG,Derg
N20002012,Derg_F1,Derg,STRABANE AREA A,DERG,DERG,Derg
N20002014,Derg_F2,Derg,STRABANE AREA A,DERG,DERG,Derg
N20002020,Derg_F5,Derg,STRABANE AREA A,DERG,DERG,Derg
N20002021,Derg_F6,Derg,STRABANE AREA A,DERG,DERG,Derg
N20002016,Derg_F3,Derg,STRABANE AREA A,DERG,DERG,Derg
N20002008,Derg_D2,Derg,STRABANE AREA A,DERG,DERG,Derg
N20002013,Derg_D3,Derg,STRABANE AREA A,DERG,DERG,Derg
N20002025,Derg_G3,Derg,STRABANE AREA A,DERG,DERG,Derg
N20002022,Derg_F7,Derg,STRABANE AREA A,DERG,DERG,Derg
N20002023,Derg_H3,Derg,STRABANE AREA A,DERG,DERG,Derg
N20002026,Derg_H4,Derg,STRABANE AREA A,DERG,DERG,Derg
N20002125,Erne_North_B2,Erne North,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Erne North
N20002131,Erne_North_B4,Erne North,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Erne North
N20002137,Erne_North_B5,Erne North,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Erne North
N20002058,Erne_West_A2,Erne West,FERMANAGH AREA C,ERNE WEST,ERNE WEST,Erne West
N20002059,Erne_West_A3,Erne West,FERMANAGH AREA C,ERNE WEST,ERNE WEST,Erne West
N20002063,Erne_West_A4,Erne West,FERMANAGH AREA C,ERNE WEST,ERNE WEST,Erne West
N20002066,Erne_West_B2,Erne West,FERMANAGH AREA C,ERNE WEST,ERNE WEST,Erne West
N20002057,Erne_West_A1,Erne West,FERMANAGH AREA C,ERNE WEST,ERNE WEST,Erne West
N20002128,Erne_North_B3,Erne North,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Erne North
N20002130,Erne_North_C3,Erne North,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Erne North
N20002081,Enniskillen_A1,Enniskillen,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Enniskillen
N20002083,Enniskillen_A3,Enniskillen,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Enniskillen
N20002060,Erne_West_B1,Erne West,FERMANAGH AREA C,ERNE WEST,ERNE WEST,Erne West
N20002062,Erne_West_D1,Erne West,FERMANAGH AREA C,ERNE WEST,ERNE WEST,Erne West
N20002064,Erne_West_D2,Erne West,FERMANAGH AREA C,ERNE WEST,ERNE WEST,Erne West
N20002065,Erne_West_C2,Erne West,FERMANAGH AREA C,ERNE WEST,ERNE WEST,Erne West
N20002106,Enniskillen_D4,Enniskillen,FERMANAGH AREA E,ENNISKILLEN,ENNISKILLEN,Enniskillen
N20002087,Enniskillen_D2,Enniskillen,FERMANAGH AREA E,ENNISKILLEN,ENNISKILLEN,Enniskillen
N20002085,Enniskillen_D1,Enniskillen,FERMANAGH AREA E,ENNISKILLEN,ENNISKILLEN,Enniskillen
N20002061,Erne_West_C1,Erne West,FERMANAGH AREA C,ERNE WEST,ERNE WEST,Erne West
N20002141,Erne_North_E2,Erne North,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Erne North
N20002143,Erne_North_E3,Erne North,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Erne North
N20002145,Erne_North_G1,Erne North,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Erne North
N20002084,Enniskillen_A4,Enniskillen,FERMANAGH AREA E,ENNISKILLEN,ENNISKILLEN,Enniskillen
N20002094,Enniskillen_D3,Enniskillen,FERMANAGH AREA E,ENNISKILLEN,ENNISKILLEN,Enniskillen
N20002103,Enniskillen_E3,Enniskillen,FERMANAGH AREA E,ENNISKILLEN,ENNISKILLEN,Enniskillen
N20002105,Enniskillen_E4,Enniskillen,FERMANAGH AREA E,ENNISKILLEN,ENNISKILLEN,Enniskillen
N20002101,Enniskillen_E2,Enniskillen,FERMANAGH AREA E,ENNISKILLEN,ENNISKILLEN,Enniskillen
N20002096,Enniskillen_E1,Enniskillen,FERMANAGH AREA E,ENNISKILLEN,ENNISKILLEN,Enniskillen
N20002091,Enniskillen_B3,Enniskillen,FERMANAGH AREA E,ENNISKILLEN,ENNISKILLEN,Enniskillen
N20002098,Enniskillen_B5,Enniskillen,FERMANAGH AREA E,ENNISKILLEN,ENNISKILLEN,Enniskillen
N20002095,Enniskillen_B4,Enniskillen,FERMANAGH AREA E,ENNISKILLEN,ENNISKILLEN,Enniskillen
N20002102,Enniskillen_F3,Enniskillen,FERMANAGH AREA E,ENNISKILLEN,ENNISKILLEN,Enniskillen
N20002099,Enniskillen_F2,Enniskillen,FERMANAGH AREA E,ENNISKILLEN,ENNISKILLEN,Enniskillen
N20002088,Enniskillen_F1,Enniskillen,FERMANAGH AREA E,ENNISKILLEN,ENNISKILLEN,Enniskillen
N20002089,Enniskillen_B2,Enniskillen,FERMANAGH AREA E,ENNISKILLEN,ENNISKILLEN,Enniskillen
N20002086,Enniskillen_B1,Enniskillen,FERMANAGH AREA E,ENNISKILLEN,ENNISKILLEN,Enniskillen
N20002149,Erne_North_G4,Erne North,FERMANAGH AREA E,ENNISKILLEN,ENNISKILLEN,Erne North
N20002092,Enniskillen_C2,Enniskillen,FERMANAGH AREA E,ENNISKILLEN,ENNISKILLEN,Enniskillen
N20002093,Enniskillen_C3,Enniskillen,FERMANAGH AREA E,ENNISKILLEN,ENNISKILLEN,Enniskillen
N20002104,Enniskillen_F4,Enniskillen,FERMANAGH AREA E,ENNISKILLEN,ENNISKILLEN,Enniskillen
N20002097,Enniskillen_C4,Enniskillen,FERMANAGH AREA E,ENNISKILLEN,ENNISKILLEN,Enniskillen
N20002100,Enniskillen_G1,Enniskillen,FERMANAGH AREA B,ENNISKILLEN,ENNISKILLEN,Enniskillen
N20002090,Enniskillen_C1,Enniskillen,FERMANAGH AREA B,ENNISKILLEN,ENNISKILLEN,Enniskillen
N20002148,Erne_North_G3,Erne North,FERMANAGH AREA B,ENNISKILLEN,ENNISKILLEN,Erne North
N20002144,Erne_North_F3,Erne North,FERMANAGH AREA B,ENNISKILLEN,ENNISKILLEN,Erne North
N20002180,West_Tyrone_E5,West Tyrone,OMAGH AREA A,WEST TYRONE,WEST TYRONE,West Tyrone
N20002140,Erne_North_E1,Erne North,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Erne North
N20002139,Erne_North_F1,Erne North,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Erne North
N20002082,Enniskillen_A2,Enniskillen,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Enniskillen
N20002138,Erne_North_D6,Erne North,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Erne North
N20002133,Erne_North_D2,Erne North,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Erne North
N20002136,Erne_North_D5,Erne North,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Erne North
N20002134,Erne_North_D3,Erne North,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Erne North
N20002135,Erne_North_D4,Erne North,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Erne North
N20002132,Erne_North_D1,Erne North,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Erne North
N20002129,Erne_North_C2,Erne North,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Erne North
N20002175,West_Tyrone_E4,West Tyrone,OMAGH AREA A,WEST TYRONE,WEST TYRONE,West Tyrone
N20002160,West_Tyrone_E1,West Tyrone,OMAGH AREA A,WEST TYRONE,WEST TYRONE,West Tyrone
N20002124,Erne_North_A2,Erne North,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Erne North
N20002123,Erne_North_C1,Erne North,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Erne North
N20002126,Erne_North_A3,Erne North,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Erne North
N20002127,Erne_North_A4,Erne North,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Erne North
N20002121,Erne_North_B1,Erne North,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Erne North
N20002122,Erne_North_A1,Erne North,FERMANAGH AREA D,ERNE NORTH,ERNE NORTH,Erne North
N20002027,Derg_H5,Derg,STRABANE AREA A,DERG,DERG,Derg
N20002028,Derg_H6,Derg,STRABANE AREA A,DERG,DERG,Derg
N20002155,West_Tyrone_B3,West Tyrone,OMAGH AREA A,WEST TYRONE,WEST TYRONE,West Tyrone
N20002152,West_Tyrone_B1,West Tyrone,OMAGH AREA A,WEST TYRONE,WEST TYRONE,West Tyrone
N20002151,West_Tyrone_A2,West Tyrone,OMAGH AREA A,WEST TYRONE,WEST TYRONE,West Tyrone
N20002153,West_Tyrone_A3,West Tyrone,OMAGH AREA A,WEST TYRONE,WEST TYRONE,West Tyrone
