DZ2021_cd,SA2011,weight
N20002232,N00004369,0.08377823374477264
N20002232,N00004410,0.057218272678729754
N20002232,N00004401,0.05489457620238467
N20002232,N00004411,0.0048952931907569695
N20002233,N00004401,0.9821048186998391
N20002233,N00004410,0.017874842718679975
N20002233,N00004408,7.542043250218788e-06
N20002233,N00004386,5.979491255558061e-06
N20002233,N00004416,4.947376166979255e-06
N20002234,N00004368,0.5759035509649462
N20002234,N00004369,0.3381480715686575
N20002234,N00004373,0.0779929325244571
N20002234,N00004338,0.007875148388444744
N20002234,N00004371,8.029655349490928e-05
N20002235,N00004372,0.33813170591274455
N20002235,N00004370,0.321861276504729
N20002235,N00004368,0.18266917120813933
N20002235,N00004373,0.15733784637438739
N20002236,N00004401,0.71279337651092
N20002236,N00004415,0.15789002450134138
N20002236,N00004416,0.1293139483690933
N20002236,N00004435,2.5608904251496104e-06
N20002237,N00004440,0.6949771658759847
N20002237,N00004370,0.15814245137011348
N20002237,N00004436,0.07557475421317042
N20002237,N00004438,0.07130561804827464
N20002238,N00004411,0.6671224785513808
N20002238,N00004410,0.3224387477349267
N20002238,N00004371,0.00987388494340523
N20002238,N00004412,0.0005648887674759526
N20002239,N00004372,0.5199853564759084
N20002239,N00004440,0.17167800457766808
N20002239,N00004431,0.11920357652843266
N20002239,N00004427,0.08988308653428334
N20002239,N00004370,0.07648643532026828
N20002239,N00004368,0.022545023880913978
N20002239,N00004436,0.00021851668252620998
N20002240,N00004438,0.7071088985128874
N20002240,N00004439,0.14949583048865797
N20002240,N00004436,0.09003636785257546
N20002240,N00004437,0.0427313466296214
N20002240,N00004440,0.010607749594052666
N20002240,N00002795,9.661079175385015e-06
N20002240,N00002146,8.84664677168866e-06
N20002240,N00002144,1.3551848333252188e-06
N20002241,N00004437,0.664383813336124
N20002241,N00004436,0.33561618666387594
N20002242,N00004340,0.2938357174921569
N20002242,N00004338,0.1833021955349225
N20002242,N00004371,0.1565109413244335
N20002242,N00004368,0.1463331222211245
N20002242,N00004369,0.12364554307833889
N20002242,N00004427,0.09283223539503876
N20002242,N00004372,0.0027032346777954718
N20002242,N00004411,0.0008319170276448187
N20002242,N00004382,4.223499832499101e-06
N20002243,N00004431,0.5335416065545655
N20002243,N00004437,0.3070142797065143
N20002243,N00004372,0.07642139903890124
N20002243,N00004436,0.04249477248793526
N20002243,N00004440,0.024967428118114313
N20002243,N00004427,0.01083503763009947
N20002243,N00004428,0.00414478154920012
N20002243,N00004438,0.0005806949146692323
N20002244,N00004427,0.3133338659780694
N20002244,N00004428,0.2435596733128275
N20002244,N00004340,0.21638104697323027
N20002244,N00004342,0.15784147426890144
N20002244,N00004431,0.06888393946694588
N20002245,N00004339,0.6406668007883236
N20002245,N00004338,0.19230405192290395
N20002245,N00004352,0.1667804879234828
N20002245,N00004353,0.00016208650161769522
N20002245,N00004385,6.456380606201812e-05
N20002245,N00004382,2.2009057609779566e-05
N20002246,N00004340,0.5360525306895682
N20002246,N00004341,0.18641188848754273
N20002246,N00004339,0.15107737898124485
N20002246,N00004342,0.07229499806892038
N20002246,N00004338,0.05087930894522388
N20002246,N00004429,0.003225077103681097
N20002246,N00004420,5.448842130554449e-05
N20002246,N00004421,4.329302478225664e-06
N20002247,N00004340,0.6345463979502691
N20002247,N00004342,0.36212092550107217
N20002247,N00004341,0.0033326765486984228
N20002248,N00004430,0.3995489778078689
N20002248,N00004431,0.26111565286257904
N20002248,N00004438,0.197442596331196
N20002248,N00004428,0.10040825584493034
N20002248,N00004437,0.04140527455845832
N20002248,N00002812,5.936009960971359e-05
N20002248,N00002795,2.011281378750521e-05
N20002249,N00004341,0.7234880239893317
N20002249,N00004352,0.1648229606966774
N20002249,N00004339,0.10263387720256818
N20002249,N00004340,0.00898253780208073
N20002249,N00004421,5.319570664568192e-05
N20002249,N00004417,1.9404602693480815e-05
N20002250,N00004429,0.7119814269731163
N20002250,N00004342,0.20881479339061512
N20002250,N00004428,0.07897501991035719
N20002250,N00004427,0.00020291828828522348
N20002250,N00004420,2.584143762537187e-05
N20002251,N00004430,0.3479940623066125
N20002251,N00004429,0.327051093486193
N20002251,N00004428,0.3248067437686366
N20002251,N00002801,8.796092147887621e-05
N20002251,N00004419,4.746300867363605e-05
N20002251,N00002812,1.2655950574314354e-05
N20002252,N00003284,0.48449649410748713
N20002252,N00003285,0.33460322092363054
N20002252,N00003283,0.17708917308047373
N20002252,N00003378,0.002557700762529538
N20002252,N00003288,0.0010082678597200649
N20002252,N00003379,0.00022228370307885586
N20002252,N00003382,2.2859563093572976e-05
N20002253,N00003283,0.5156030984573582
N20002253,N00003286,0.4333423414767996
N20002253,N00003284,0.045187217581888206
N20002253,N00003372,0.0033660781927355196
N20002253,N00003382,0.0019487302121888388
N20002253,N00003289,0.0005286291762941596
N20002253,N00003422,1.2614641023727798e-05
N20002253,N00003371,8.920699130839641e-06
N20002253,N00003285,2.369562722670137e-06
N20002254,N00003287,0.6793546781862148
N20002254,N00003288,0.2990953578898247
N20002254,N00003285,0.018031377802028313
N20002254,N00003378,0.0035185861219340733
N20002255,N00003288,0.5142369734554958
N20002255,N00003283,0.2646399385894791
N20002255,N00003289,0.14901516506123902
N20002255,N00003286,0.036175097012002784
N20002255,N00003285,0.03593052972813765
N20002255,N00003287,1.3541060330651742e-06
N20002256,N00003289,0.6683435329626675
N20002256,N00003292,0.24200425082797467
N20002256,N00003286,0.0821664113372742
N20002256,N00003283,0.007099772656910912
N20002256,N00003422,0.00020055997534271515
N20002256,N00003419,0.00018533001290149014
N20002257,N00003290,0.8977934079935125
N20002257,N00003289,0.08099202407705558
N20002257,N00003292,0.01973583998356901
N20002257,N00003489,0.00041196836411289524
N20002257,N00003420,0.00039472156306248873
N20002257,N00003421,0.000347988229122796
N20002257,N00003488,0.00016665547700201692
N20002257,N00003419,0.00015119596102518057
N20002257,N00003409,4.820907639638642e-06
N20002257,N00003408,1.377443632072543e-06
N20002258,N00003470,0.4980817377145347
N20002258,N00003290,0.26360632630841657
N20002258,N00003471,0.23249143996551394
N20002258,N00003469,0.005589029652708089
N20002258,N00003408,0.00016349693430924955
N20002258,N00003463,6.794873982643845e-05
N20002259,N00003463,0.6598375485828012
N20002259,N00003469,0.18849382484666227
N20002259,N00003470,0.12770295179018093
N20002259,N00003452,0.023794215195540293
N20002259,N00003444,0.00013978443471588176
N20002259,N00003408,3.167515009880356e-05
N20002260,N00003290,0.46702622131760685
N20002260,N00003291,0.18778670726979532
N20002260,N00003467,0.14141602021176375
N20002260,N00003471,0.0680929447059366
N20002260,N00003472,0.05705301382531695
N20002260,N00003292,0.040031115168600286
N20002260,N00003465,0.01820786515988206
N20002260,N00003464,0.009460684518562123
N20002260,N00003289,0.006416331521060799
N20002260,N00003287,0.002144657826165495
N20002260,N00003288,0.0019432024569263062
N20002260,N00003262,0.00016981875300685776
N20002260,N00003394,0.00010812790250766898
N20002260,N00003473,9.538468296373587e-05
N20002260,N00003378,3.811408532620252e-05
N20002260,N00003388,9.603684057349201e-06
N20002261,N00003463,0.3864465996070038
N20002261,N00003471,0.18653027860398017
N20002261,N00003470,0.18261837801772646
N20002261,N00003466,0.16233486339082936
N20002261,N00003465,0.08206969407047085
N20002262,N00003476,0.617008584509902
N20002262,N00003477,0.31576345261341315
N20002262,N00003482,0.06449311722509123
N20002262,N00003478,0.002734845652004913
N20002263,N00003477,0.6653313746987949
N20002263,N00003475,0.28002012858910236
N20002263,N00003450,0.05463951388558854
N20002263,N00003480,8.98282698414949e-06
N20002264,N00003478,0.8376138930366027
N20002264,N00003474,0.09323869145300125
N20002264,N00003476,0.06914529775587655
N20002264,N00003479,2.1177555587960973e-06
N20002265,N00003480,0.4526160131179296
N20002265,N00003477,0.39267547933335434
N20002265,N00003475,0.15470850240719383
N20002266,N00003474,0.7082617477826181
N20002266,N00003478,0.20915549787716836
N20002266,N00003476,0.0819242588104381
N20002266,N00003479,0.0006584955299781752
N20002267,N00003482,0.5176732073786293
N20002267,N00003478,0.3197171426420654
N20002267,N00003474,0.1088371706167646
N20002267,N00003479,0.05260581939514971
N20002267,N00003477,0.0010873280047016523
N20002267,N00003476,7.933196208036839e-05
N20002268,N00003450,0.3397425867021089
N20002268,N00003475,0.2254627578626234
N20002268,N00003476,0.20109456456724767
N20002268,N00003452,0.1356042872916101
N20002268,N00003474,0.03699891351441293
N20002268,N00003448,0.019787692833908202
N20002268,N00003443,0.018615817930883752
N20002268,N00003444,0.01156432788941034
N20002268,N00003477,0.006351638758173846
N20002268,N00003451,0.0023074896887892156
N20002268,N00003479,0.0015243189916704157
N20002268,N00003446,0.0007386895735730507
N20002268,N00002335,0.00013559821883560321
N20002268,N00003245,1.9707636065754974e-05
N20002268,N00002173,1.9135958213611714e-05
N20002268,N00002262,1.4995258862024294e-05
N20002268,N00003240,8.025415409401542e-06
N20002268,N00003445,6.0750158626525224e-06
N20002268,N00003447,3.1886923039324276e-06
N20002269,N00003468,0.4318001495343072
N20002269,N00003465,0.28875635426263196
N20002269,N00003466,0.2794394962468808
N20002269,N00003464,2.284614452791069e-06
N20002269,N00003467,1.7153417217590598e-06
N20002270,N00003475,0.8327368461590289
N20002270,N00003480,0.16726315384089155
N20002271,N00003475,1.0
N20002272,N00003479,0.5548129710429639
N20002272,N00003475,0.1882784877972102
N20002272,N00003480,0.1405878630249359
N20002272,N00003482,0.07922770715957403
N20002272,N00003477,0.037092970975088915
N20002273,N00003479,0.5976046499382192
N20002273,N00003474,0.18909737774968977
N20002273,N00003481,0.14761446613297538
N20002273,N00003475,0.0656188545472667
N20002273,N00002335,6.469710425955755e-05
N20002274,N00003467,0.47572047149017416
N20002274,N00003464,0.42780359403767493
N20002274,N00003466,0.0727394977150426
N20002274,N00003468,0.012469564390514493
N20002274,N00003465,0.01126687236661567
N20002275,N00003479,0.6696805797927504
N20002275,N00003475,0.29897936708722567
N20002275,N00003481,0.03134005312024112
N20002276,N00003448,0.4796484061928936
N20002276,N00003452,0.2176670361031664
N20002276,N00003449,0.1555246971160001
N20002276,N00003393,0.06202950558103992
N20002276,N00003463,0.04561677136147929
N20002276,N00003450,0.03951358364542153
N20002277,N00003393,0.49212815859721476
N20002277,N00003449,0.16125875535759798
N20002277,N00003466,0.12949002581501376
N20002277,N00003463,0.07779879938833986
N20002277,N00003396,0.06788636115984505
N20002277,N00003448,0.05072138865979713
N20002277,N00003468,0.015702101259102597
N20002277,N00003467,0.005014409763086583
N20002278,N00003388,0.5212274385499631
N20002278,N00003390,0.25566961653150677
N20002278,N00003389,0.16508480447132662
N20002278,N00003391,0.05800534465622611
N20002278,N00003467,1.2795790985693042e-05
N20002279,N00003388,0.5836248079440419
N20002279,N00003467,0.3522076864888326
N20002279,N00003395,0.06416750556713922
N20002280,N00003389,0.6198972901589788
N20002280,N00003390,0.23152242678806964
N20002280,N00003387,0.1061273944785776
N20002280,N00003388,0.04093792431821286
N20002280,N00003394,0.0015149642561512711
N20002281,N00003396,0.5195017502967058
N20002281,N00003395,0.29581138487970265
N20002281,N00003467,0.1493431129989281
N20002281,N00003466,0.031852191624978654
N20002281,N00003388,0.0034915601996830877
N20002282,N00003391,0.7382608044625449
N20002282,N00003390,0.2598012562840303
N20002282,N00003389,0.0019341061559993433
N20002282,N00003388,3.83309742221476e-06
N20002283,N00003395,0.7967985751281921
N20002283,N00003388,0.18978182343125374
N20002283,N00003391,0.013419601440563821
N20002284,N00003449,0.3827176400748907
N20002284,N00003448,0.26591261036069563
N20002284,N00003475,0.26031197341143547
N20002284,N00003396,0.04746269523913228
N20002284,N00003392,0.024526453678956922
N20002284,N00003393,0.014875668100922473
N20002284,N00003450,0.004033640591307095
N20002284,N00000800,0.00013268810342812186
N20002284,N00000801,1.2247911561133815e-05
N20002284,N00002262,8.279979685464358e-06
N20002284,N00000741,6.251966245153611e-06
N20002285,N00003394,0.36052785448755065
N20002285,N00003396,0.3403193864413082
N20002285,N00003392,0.2300310702026821
N20002285,N00003395,0.037820493840392384
N20002285,N00003322,0.019187845315289692
N20002285,N00003391,0.009294941076705338
N20002285,N00003449,0.002038944302061286
N20002285,N00003390,0.0007552242079313978
N20002285,N00003264,2.1671973027730322e-05
N20002285,N00003262,2.237627266518684e-06
N20002286,N00003392,0.8087404865734057
N20002286,N00003322,0.17961712413811073
N20002286,N00003449,0.007141212013410221
N20002286,N00003318,0.004301728952483353
N20002286,N00000741,0.00014939480131277903
N20002286,N00000779,2.6798230194163742e-05
N20002286,N00000753,2.011265302805766e-05
N20002286,N00000780,3.21692681405966e-06
N20002287,N00003351,0.5296091982002565
N20002287,N00003354,0.20374523018190963
N20002287,N00003352,0.15000425428962488
N20002287,N00003358,0.048173961883107616
N20002287,N00003359,0.03113935510740424
N20002287,N00003355,0.03016435163893603
N20002287,N00000027,0.007110225342891886
N20002287,N00000026,5.3448571254294946e-05
N20002288,N00003349,0.8662759607703784
N20002288,N00003352,0.06377287071215416
N20002288,N00000027,0.04089263325798545
N20002288,N00003353,0.027452626182273093
N20002288,N00000038,0.0016062748259950334
N20002289,N00003359,0.44425728890990546
N20002289,N00003354,0.27456859455016996
N20002289,N00003293,0.1879835150701293
N20002289,N00003358,0.08161826586326128
N20002289,N00003356,0.008397832015292189
N20002289,N00003281,0.00288545054546826
N20002289,N00003351,0.00024827971804543806
N20002289,N00000030,2.5736000156010657e-05
N20002289,N00000025,5.714808074878501e-06
N20002289,N00001231,5.334605732410397e-06
N20002289,N00003308,3.7133368631414965e-06
N20002290,N00003349,0.5968207271794268
N20002290,N00003353,0.40317927282057314
N20002291,N00003351,0.3908725812675691
N20002291,N00003355,0.19202495089095467
N20002291,N00003352,0.18299589260911645
N20002291,N00003353,0.12290039871379603
N20002291,N00003349,0.11120617651855609
N20002292,N00003349,0.9992776654825275
N20002292,N00003355,0.0007223345174704913
N20002293,N00003355,0.5042540685227281
N20002293,N00003349,0.19081221368755358
N20002293,N00003350,0.15784223161614772
N20002293,N00003243,0.1470901225349183
N20002293,N00000038,1.3636386508649386e-06
N20002294,N00003358,0.562200383711881
N20002294,N00003355,0.2670955793337374
N20002294,N00003243,0.11686961413313054
N20002294,N00003351,0.053281059326961464
N20002294,N00003357,0.000553053702332604
N20002295,N00003350,0.5043544410167453
N20002295,N00003247,0.29898861997221376
N20002295,N00003349,0.17149870766861275
N20002295,N00003245,0.024897239433115486
N20002295,N00002177,0.0001618860428775994
N20002295,N00003249,9.822814686856239e-05
N20002295,N00000038,1.3684072220170887e-06
N20002296,N00003359,0.3691006614203381
N20002296,N00003356,0.2494819958603155
N20002296,N00003357,0.22858434481657333
N20002296,N00003281,0.15132016126861877
N20002296,N00003354,0.0015126537458023225
N20002297,N00003281,0.418278283514259
N20002297,N00003359,0.3450329806495111
N20002297,N00003280,0.14673816682529556
N20002297,N00003258,0.04017710959658196
N20002297,N00003293,0.0332472091044608
N20002297,N00003354,0.01651830849034398
N20002297,N00003308,6.610012810038445e-06
N20002297,N00003460,1.1480273929497064e-06
N20002298,N00003243,0.42364203702459335
N20002298,N00003357,0.23602057125264134
N20002298,N00003358,0.19125390752387209
N20002298,N00003244,0.08019404912935496
N20002298,N00003248,0.06249704162874544
N20002298,N00003356,0.006392393440791755
N20002299,N00003243,0.4124009641206824
N20002299,N00003247,0.21007035585111897
N20002299,N00003248,0.20329767100703902
N20002299,N00003350,0.16107871221190054
N20002299,N00003249,0.013152204831454229
N20002300,N00003249,0.6646670504169138
N20002300,N00003247,0.3353329495830996
N20002301,N00003280,0.41245692914694454
N20002301,N00003357,0.2837905585248971
N20002301,N00003244,0.2582609084081523
N20002301,N00003242,0.03717704960430279
N20002301,N00003281,0.008069499448195358
N20002301,N00003241,0.0002450548675087007
N20002302,N00003244,0.5417885034322295
N20002302,N00003241,0.230536282679323
N20002302,N00003357,0.14130700753503866
N20002302,N00003240,0.055541877598328564
N20002302,N00003248,0.020524993844288787
N20002302,N00003243,0.010301334910791788
N20002303,N00003245,0.6658240698069875
N20002303,N00003247,0.3304824327653304
N20002303,N00003249,0.003654966980013083
N20002303,N00003248,3.853044766920004e-05
N20002304,N00003240,0.5526612744674544
N20002304,N00003245,0.2695087099634005
N20002304,N00003248,0.17782996852297991
N20002305,N00003258,0.7412207190014901
N20002305,N00003261,0.258763484597583
N20002305,N00003524,8.205976599713364e-06
N20002305,N00003460,7.590424002702458e-06
N20002306,N00003280,0.9074597228374439
N20002306,N00003277,0.09254027716255456
N20002307,N00003258,0.8888862801235585
N20002307,N00003261,0.10873476528385317
N20002307,N00003280,0.0023789545925951903
N20002308,N00003280,0.4518623960873293
N20002308,N00003276,0.3478211854103804
N20002308,N00003277,0.2003164185022858
N20002309,N00003280,0.7387234216414449
N20002309,N00003282,0.14747699988907131
N20002309,N00003276,0.11220732406248057
N20002309,N00003242,0.001592254406520748
N20002310,N00003280,0.477419262603701
N20002310,N00003261,0.3071278130424346
N20002310,N00003257,0.10424368725818411
N20002310,N00003258,0.08793068234814597
N20002310,N00003259,0.023278554747535127
N20002311,N00003241,0.4581108579575818
N20002311,N00003242,0.42284562184463037
N20002311,N00003244,0.07217645037581018
N20002311,N00003282,0.0459377544064471
N20002311,N00003280,0.0008125210722709569
N20002311,N00003278,8.925822256865611e-05
N20002311,N00003408,2.7536120689473655e-05
N20002312,N00003276,0.5769704296034205
N20002312,N00003277,0.4126328889566786
N20002312,N00003282,0.010371743709272761
N20002312,N00003278,2.4937730615046387e-05
N20002313,N00003282,0.7430929409726164
N20002313,N00003276,0.25690705902700006
N20002314,N00003282,0.9994728659364901
N20002314,N00003280,0.0005271340636119682
N20002315,N00003282,0.5277974132680443
N20002315,N00003278,0.3995384243836022
N20002315,N00003276,0.07211243869410258
N20002315,N00003277,0.0005517236531629402
N20002316,N00003282,0.9999983209191499
N20002316,N00003278,1.679080848088756e-06
N20002317,N00003245,0.6392616857872871
N20002317,N00003246,0.34787829072937554
N20002317,N00002174,0.012388538424510796
N20002317,N00003247,0.0004152530980386156
N20002317,N00002177,5.6254932439395614e-05
N20002318,N00003240,0.7933872757834617
N20002318,N00003241,0.13029822535693997
N20002318,N00003443,0.06619786030771511
N20002318,N00003445,0.006015698838030343
N20002318,N00003244,0.003686057610221713
N20002318,N00003248,0.0002329105539519785
N20002318,N00003451,0.0001802567079792764
N20002318,N00003450,1.7148417006766696e-06
N20002319,N00003245,0.690792608164262
N20002319,N00003240,0.21912364100138082
N20002319,N00003246,0.08962368847868435
N20002319,N00002173,0.0002137049196387317
N20002319,N00003476,0.00017868792705927827
N20002319,N00002174,3.9883892886518775e-05
N20002319,N00003450,2.7821560971411864e-05
N20002320,N00003443,0.6963794707724302
N20002320,N00003445,0.3024928034364079
N20002320,N00003451,0.0011277257911529494
N20002321,N00003443,0.4696077175443275
N20002321,N00003451,0.4543087282985011
N20002321,N00003452,0.07608355415716803
N20002322,N00003446,0.6211914060122815
N20002322,N00003443,0.19407611195528843
N20002322,N00003445,0.1800294413667557
N20002322,N00003447,0.004702204552439939
N20002323,N00003451,0.548641031288772
N20002323,N00003443,0.4078879762601258
N20002323,N00003452,0.025961807993173883
N20002323,N00003447,0.015198317506848403
N20002323,N00003446,0.0022646532839864734
N20002323,N00003445,4.621366707568795e-05
N20002324,N00003444,0.4162295229336017
N20002324,N00003241,0.22192291947341994
N20002324,N00003443,0.14223545485554095
N20002324,N00003242,0.07783702773763257
N20002324,N00003452,0.07715874051736984
N20002324,N00003451,0.06433730341999809
N20002324,N00003463,0.00011444333481590432
N20002324,N00003469,9.849281084006743e-05
N20002324,N00003470,3.854875340239451e-05
N20002324,N00003408,2.554058596640007e-05
N20002324,N00003240,1.963384161473253e-06
N20002325,N00003447,0.4093867178939879
N20002325,N00003443,0.24779147871123353
N20002325,N00003446,0.14691143633097395
N20002325,N00003452,0.09130184178544415
N20002325,N00003450,0.0615036895460616
N20002325,N00003451,0.043104835732298
N20002326,N00003257,0.36045674610674316
N20002326,N00003260,0.337807612438092
N20002326,N00003259,0.25177966973099836
N20002326,N00003280,0.04995413566395386
N20002326,N00003250,1.1804266819740579e-06
N20002327,N00003260,0.3843128008988549
N20002327,N00003250,0.3287758982052505
N20002327,N00003277,0.13254845261061593
N20002327,N00003280,0.10170026788492628
N20002327,N00003252,0.052655514404042744
N20002327,N00003259,6.40919560305377e-06
N20002328,N00003250,0.3672267873961845
N20002328,N00003277,0.34510882340862553
N20002328,N00003253,0.21663045241578296
N20002328,N00003278,0.0710325498626113
N20002328,N00003260,1.3869165273669655e-06
N20002329,N00003278,0.44115847307917166
N20002329,N00003282,0.4160756970564013
N20002329,N00003271,0.1039784614111592
N20002329,N00003279,0.038131663930230354
N20002329,N00003277,0.0006557045222681306
N20002330,N00003251,0.37944169701381064
N20002330,N00003254,0.2779342808406254
N20002330,N00003259,0.19598770447407188
N20002330,N00003255,0.09980802297634331
N20002330,N00003261,0.04425876562988507
N20002330,N00003252,0.0016961191871443279
N20002330,N00003260,0.0008629462606728174
N20002330,N00003521,6.647203394882878e-06
N20002330,N00003524,3.816414001911339e-06
N20002331,N00003252,0.5947559665887929
N20002331,N00003255,0.4052359136287091
N20002331,N00003260,8.119782496896299e-06
N20002332,N00003253,0.35545986593181317
N20002332,N00003279,0.18633691839998054
N20002332,N00003252,0.17013544848120854
N20002332,N00003278,0.1127379162089743
N20002332,N00003275,0.10286658375368231
N20002332,N00003256,0.0687351453162697
N20002332,N00003250,0.0029807541010756777
N20002332,N00003255,0.00037590650052010525
N20002332,N00003277,0.00037146130698057823
N20002333,N00003254,0.4289033800711952
N20002333,N00003255,0.42117150864698805
N20002333,N00003252,0.07026180703394228
N20002333,N00003251,0.05750105256401055
N20002333,N00003256,0.022127191187077525
N20002333,N00003437,1.871903841539702e-05
N20002333,N00003253,1.4334529563813167e-05
N20002333,N00003521,1.7941467286920469e-06
N20002334,N00003271,0.45325024765668637
N20002334,N00003275,0.39920974356256717
N20002334,N00003279,0.07456081875555354
N20002334,N00003272,0.051941421257772416
N20002334,N00003274,0.02102797957168616
N20002334,N00003256,6.787067759061734e-06
N20002334,N00003253,3.002128321698134e-06
N20002335,N00003271,0.6459891077010613
N20002335,N00003272,0.33508218977424026
N20002335,N00003282,0.018928702523323522
N20002336,N00003282,0.4974621972863199
N20002336,N00003273,0.4694822959630913
N20002336,N00003272,0.018264560402690234
N20002336,N00003271,0.014790946347222224
N20002337,N00003256,0.8462251024665064
N20002337,N00003437,0.1537233297623615
N20002337,N00003255,2.91011279447709e-05
N20002337,N00003253,9.152385871379725e-06
N20002337,N00003413,6.090159669956135e-06
N20002337,N00003275,2.2942885400417356e-06
N20002337,N00003274,2.2746925211178764e-06
N20002337,N00003412,1.9311878989176083e-06
N20002338,N00003439,0.37026477568008664
N20002338,N00003438,0.3533065936911503
N20002338,N00003437,0.27641334648780325
N20002338,N00003254,8.958960310594216e-06
N20002338,N00003521,4.669971090937492e-06
N20002338,N00003440,1.655209065676746e-06
N20002339,N00003436,0.4402368703612372
N20002339,N00003438,0.40946912149937353
N20002339,N00003437,0.15028936101605228
N20002339,N00003256,3.529185560842496e-06
N20002339,N00003441,1.1179377884645423e-06
N20002340,N00003274,0.7649514191585236
N20002340,N00003275,0.22953497785051752
N20002340,N00003272,0.005485994246808859
N20002340,N00003256,1.9191053652548275e-05
N20002340,N00003412,8.417690639885956e-06
N20002341,N00003272,0.5840795006687067
N20002341,N00003273,0.29553679679994127
N20002341,N00003274,0.12003169125013496
N20002341,N00003271,0.0003429154785107076
N20002341,N00003415,4.165390944745894e-06
N20002341,N00003412,3.4268252959664726e-06
N20002341,N00003416,1.3356340776083291e-06
N20002342,N00003282,0.6254883702138797
N20002342,N00003408,0.37426497993281893
N20002342,N00003242,0.0002466498532938997
N20002343,N00003439,0.3162312349898355
N20002343,N00003436,0.2315406516750311
N20002343,N00003441,0.1865282861766965
N20002343,N00003438,0.17075569198188983
N20002343,N00003437,0.05391614179322156
N20002343,N00003440,0.041023598255052106
N20002343,N00003256,4.39512826122136e-06
N20002344,N00003273,0.5917172430321297
N20002344,N00003282,0.4082776848631404
N20002344,N00003411,5.07210484384206e-06
N20002345,N00003412,0.4831566866239122
N20002345,N00003413,0.48149894708166147
N20002345,N00003415,0.03502652605692265
N20002345,N00003414,0.000301434699888777
N20002345,N00003256,1.047224485039833e-05
N20002345,N00003274,5.9332927791739735e-06
N20002346,N00003441,0.5560688790991459
N20002346,N00003414,0.23798077095176703
N20002346,N00003440,0.15043565272755308
N20002346,N00003437,0.055419217227126866
N20002346,N00003410,8.706461931686785e-05
N20002346,N00003256,5.785858821345381e-06
N20002346,N00003436,1.6669327873459985e-06
N20002347,N00003416,0.47136898078390294
N20002347,N00003415,0.21292933091625602
N20002347,N00003412,0.21118105055367742
N20002347,N00003411,0.10450170662967392
N20002347,N00003273,1.0555300211302605e-05
N20002347,N00003274,6.16446664566598e-06
N20002347,N00003272,2.211350520750962e-06
N20002348,N00003415,0.5285412301825022
N20002348,N00003410,0.22723307289559772
N20002348,N00003413,0.1491467589166436
N20002348,N00003416,0.048759944823827825
N20002348,N00003412,0.042457504842404604
N20002348,N00003414,0.0038614883390390283
N20002349,N00003282,0.738180815806928
N20002349,N00003408,0.2550596846709929
N20002349,N00003411,0.004649463526809899
N20002349,N00003407,0.0011950638992202177
N20002349,N00003273,0.0009149720953967779
N20002350,N00003414,0.4158611413086933
N20002350,N00003442,0.33880159055326203
N20002350,N00003410,0.24107092273203842
N20002350,N00003441,0.0027794930869477126
N20002350,N00003440,0.0014849391720296195
N20002350,N00003406,1.9131470223381072e-06
N20002351,N00003282,0.7060468125388022
N20002351,N00003408,0.2939531874617906
N20002352,N00003435,0.36698787042428
N20002352,N00003434,0.2267787828275318
N20002352,N00003442,0.12900741529667803
N20002352,N00003440,0.10006404457926261
N20002352,N00003414,0.0976394757593807
N20002352,N00003410,0.07951277016097075
N20002352,N00003406,9.640951865610945e-06
N20002353,N00003410,0.3880382106499185
N20002353,N00003407,0.30685639273551596
N20002353,N00003406,0.13657517521271184
N20002353,N00003411,0.1311627854061397
N20002353,N00003416,0.020316743141009355
N20002353,N00003415,0.010805712126337146
N20002353,N00003408,0.006243013614383895
N20002353,N00003282,1.5937169579789438e-06
N20002354,N00003406,0.9042304752613719
N20002354,N00003410,0.09576821653613334
N20002354,N00003435,1.3082024956192705e-06
N20002355,N00003510,0.25727488764338813
N20002355,N00003506,0.22916050322800077
N20002355,N00003507,0.22436704812716385
N20002355,N00003508,0.1714054569437497
N20002355,N00003435,0.09628301489933015
N20002355,N00003509,0.021506011657825244
N20002355,N00003406,3.077500597398036e-06
N20002356,N00003506,0.6419401523134813
N20002356,N00003423,0.32259971741004195
N20002356,N00003434,0.026555894100750505
N20002356,N00003510,0.007235304354365433
N20002356,N00003435,0.0016629467115068643
N20002356,N00003512,5.985111186994122e-06
N20002357,N00003509,0.6260571549692681
N20002357,N00003511,0.15791336048320018
N20002357,N00003508,0.1556696617599213
N20002357,N00003406,0.056490507636049715
N20002357,N00003507,0.003852451023665498
N20002357,N00003483,1.2248592821167805e-05
N20002357,N00003485,4.615535068105845e-06
N20002358,N00003407,0.8027212339434956
N20002358,N00003409,0.10210267725123859
N20002358,N00003406,0.05240421337219005
N20002358,N00003486,0.018543212612014897
N20002358,N00003485,0.017891872314656367
N20002358,N00003484,0.006336790506391937
N20002359,N00003507,0.5197621618425128
N20002359,N00003508,0.36615659817697216
N20002359,N00003511,0.11406925994846577
N20002359,N00003510,1.1980032062579082e-05
N20002360,N00003407,0.9930195712914184
N20002360,N00003408,0.006980428708556454
N20002361,N00003484,0.5504033695413802
N20002361,N00003486,0.2812774005516167
N20002361,N00003485,0.16831922990706757
N20002362,N00003485,0.30831958323900566
N20002362,N00003483,0.24510960823867073
N20002362,N00003511,0.2320153847666352
N20002362,N00003512,0.12272845009840863
