DZ2021_cd,DZ2021_nm,total_pop,total_households,adults18plus,rc_pct,protestant_pct,none_relig_pct,relig_notstated_pct,none_or_notstated_pct,cb_catholic_pct,cb_protestant_pct,irish_speak_pct,econ_active_pct,unemployment_pct,owner_occ_pct,social_rent_pct,private_rent_pct,no_car_pct,llti_pct,qualified_pct,degree_pct
N20000001,Dunsilly_A1,499.9572232017664,174.68568780942303,378.06019913899974,4.506337169617769,79.32935973727984,,,16.130150089843735,6.285090173129391,90.97175616544158,1.0067733419563734,73.55479073056684,2.2045180397415223,92.44868164338524,0.774972454270626,6.776345902344123,8.231854031134999,13.07296929257895,59.61109324214424,15.73405189944288
N20000002,Dunsilly_B1,332.8364693674041,112.14114974497448,245.81469467780266,0.8083621222243882,88.16999123624878,,,11.021536956252202,0.8128729201602525,98.10568901126338,0.8242745945788776,65.66209792624794,2.2988296660020504,88.79858353431898,0.000766308009682245,11.20065015767134,7.200613343738045,16.980504478914817,66.28615564962274,21.210412523660736
N20000003,Dunsilly_A2,376.8037135956134,129.88344226577658,282.9319530382278,8.12256795017961,81.43597498831112,,,10.22322504813669,8.383863049831001,88.63691629513106,0.6928594309414647,67.08797116255961,2.818831465221017,90.48803462756527,4.023221935837623,5.488743436597105,8.484275432767047,16.34406566603188,56.35157242027468,18.82565117473502
N20000004,Dunsilly_A3,510.98066645899934,164.6098227661157,365.01919078607136,51.69759219469673,37.45988862937674,,,10.842399876924507,53.48030970596648,44.84633155053529,10.414307357109765,72.11381407625777,1.604629477576846,91.86255875807336,0.0029799791172319154,8.134461262809413,4.654806228026531,13.827573821217381,62.18689436950259,19.30739868500188
N20000005,Dunsilly_B2,449.8922252313223,154.4402059632675,334.71158432788786,1.9859012396162945,83.19447906042299,,,14.819597708895182,3.1284558385301646,92.4068080149699,0.3074927621446687,72.93034962456896,2.027984550226321,88.66992874057591,0.7133311021901221,10.616740157233993,6.162586965445424,13.805366015470854,62.083687968674745,18.11146565334388
N20000006,Dunsilly_A4,332.70118555302673,105.35808456322205,243.56177168695643,36.369834441047516,51.37943017675208,,,12.10001073731507,38.96981177412532,58.80578406349047,7.1198301393362335,67.3464906533004,2.858470549931105,92.05977463894227,1.2909369592831195,6.649288401774599,5.784276042750214,17.194096250589823,59.674784924083355,17.269258439935992
N20000007,Dunsilly_C1,830.9555336778105,231.624983475619,577.8614841284364,81.25474949291652,12.257872242261241,,,6.487378264822228,83.65310810669713,15.65889548775709,14.018250384396383,69.42644329572963,4.086604242008162,86.29606360045548,3.2010176948231845,10.50291870472131,10.075665516382664,16.779409305792015,56.84095416325704,13.296551869701371
N20000008,Dunsilly_A5,1582.9166081532155,560.3755237090601,1167.1277744201439,37.708184211034215,51.241979113154265,,,10.712808701459716,39.77960855889533,58.0400166915504,5.779013060245366,69.30909338757085,3.776212652497189,81.33833467181452,10.027267250704265,8.634398077481201,14.026685892455427,16.594566024317658,60.90955823003494,16.853224744440055
N20000009,Dunsilly_A6,227.06058436711794,78.57566879007632,162.25462367642166,6.5915622350697625,77.1454299795274,,,16.26281090713506,8.671081790092076,87.19956719535676,1.6238227018286728,68.10439514264891,5.289690871755115,84.08659759774093,5.889686844549704,10.023715557709359,7.946966794643253,15.772811803794355,51.943945420614966,14.53977367333147
N20000010,Dunsilly_B3,443.8501740427582,147.41417511614276,331.0953008436278,5.71729304607353,76.69291689747779,,,17.36488513004597,7.955506054401869,87.4298214549787,2.089614853650461,68.82783488402173,1.711680863378917,89.7046655987182,0.4009181114138753,9.894416289867916,5.095768980992002,14.750791454923936,65.77260916180569,20.005422777093287
N20000011,Dunsilly_D1,254.32815061013653,104.33924896733458,190.25284291031323,18.8181809181103,69.29679767255558,,,11.879134961036451,20.755703289283566,77.72979088623124,1.0436477755499536,66.25557634791787,7.793123726432052,62.61610808182093,30.71360172817517,6.670290190003912,27.212722711160744,19.690670493011247,47.85379929613051,4.446312029263769
N20000012,Dunsilly_D2,227.97143496990174,97.13484124120228,176.07678908723005,15.794780536940504,70.31657251799962,,,13.68263457683154,18.72593257148576,78.0248332907624,1.1078073007831337,66.58353552066511,5.26889121330758,71.23032013416908,16.714405204121878,12.05527466170906,21.80657627428028,20.12987373597464,54.46750688486889,17.674522088431463
