OA_CODE,nimdm2005_Income_score,nimdm2005_Employment_score,nimdm2005_EDM_score,nimdm2005_dep_pct,nimdm2010_Income Deprivation_score,nimdm2010_Employment Deprivation_score,nimdm2010_MDM_score,nimdm2010_dep_pct,nimdm2017_dep_pct,nimdm2017_income_pct,nimdm2017_employ_pct
95MM020001,0.04,0.1,6.44,14.39952200756821,0.04,0.07,5.31,9.241187014538932,13.932980599647271,11.397707231040567,17.261904761904766
95MM020002,0.17,0.16,15.22,41.904003186616215,0.22,0.11,10.79,28.20155347540331,30.268959435626098,53.152557319223995,58.75220458553792
95MM020003,0.02,0.08,5.62,11.372236606253738,0.07,0.04,5.15,8.464449312885879,2.954144620811283,4.298941798941803,4.894179894179896
95MM020004,0.06,0.1,8.62,22.744473212507465,0.06,0.05,4.87,7.388966341366265,12.014991181657853,32.95855379188713,14.969135802469136
95MM020005,0.08,0.12,9.59,25.771758613821948,0.11,0.08,7.89,17.94463254331806,23.897707231040567,45.811287477954146,42.28395061728394
95MM020006,0.06,0.12,8.35,21.46982672774348,0.09,0.1,6.87,14.439354710217088,9.700176366843039,29.78395061728395,16.313932980599645
95MM020007,0.2,0.14,14.44,39.952200756821355,0.21,0.13,12.27,33.499302927703646,31.305114638447975,66.31393298059965,32.870370370370374
95MM020008,0.17,0.13,13.1,36.38717386974706,0.14,0.12,10.58,27.30531766580363,12.676366843033513,11.860670194003529,21.626984126984123
95MM020009,0.99,0.73,84.22,100.0,0.44,0.22,32.4,79.18741286596295,71.71516754850089,86.1331569664903,76.3447971781305
95MM020010,0.3,0.21,27.43,71.34037044413463,0.49,0.23,31.28,77.49452300338578,48.0379188712522,36.882716049382715,71.25220458553791
95MM030001,0.3,0.2,36.28,83.6885082652858,0.36,0.13,26.4,70.02589125672176,66.4904599004589,52.62384677152607,74.73544051291657
95MM030002,0.25,0.14,23.6,63.11491734714201,0.25,0.14,20.15,56.82135032861979,64.96913580246914,76.63139329805998,64.13139329805998
95MM030003,0.16,0.12,24.22,64.62856004779924,0.16,0.1,18.01,52.280422226648085,80.489280106014,97.3762296693425,44.334257034978855
95MM030004,0.18,0.14,21.89,59.390559649472216,0.17,0.13,17.94,52.141007767377026,60.80246913580247,84.81040564373897,46.913580246913575
95MM030005,0.12,0.16,25.16,66.64011153156741,0.17,0.13,18.43,53.37582154949213,65.58641975308642,82.07671957671958,41.35802469135802
