Geography,SA2011,LGD,MDM_rank,Income_rank,Employment_rank,MDM_decile
Northland,N00001723,Mid and East Antrim,658,335,1297,2
Northland,N00001724,Mid and East Antrim,461,423,830,2
Northland,N00001725,Mid and East Antrim,657,1031,852,2
Sunnylands,N00001726,Mid and East Antrim,2350,3737,1889,6
Sunnylands,N00001727,Mid and East Antrim,1275,3325,939,3
Sunnylands,N00001728,Mid and East Antrim,544,572,751,2
Sunnylands,N00001729,Mid and East Antrim,2569,4246,1836,6
Sunnylands,N00001730,Mid and East Antrim,1596,1208,787,4
Sunnylands,N00001731,Mid and East Antrim,639,665,651,2
Victoria,N00001732,Mid and East Antrim,4104,4124,3598,10
Victoria,N00001733,Mid and East Antrim,1392,861,2114,4
Victoria,N00001734,Mid and East Antrim,3346,3447,3054,8
Victoria,N00001735,Mid and East Antrim,1520,1117,2062,4
Victoria,N00001736,Mid and East Antrim,1432,3126,732,4
Victoria,N00001737,Mid and East Antrim,2720,2685,2452,6
Whitehead,N00001738,Mid and East Antrim,4113,4351,3280,10
Whitehead,N00001739,Mid and East Antrim,3080,2940,3604,7
Whitehead,N00001740,Mid and East Antrim,3490,3071,2885,8
Whitehead,N00001741,Mid and East Antrim,4114,3666,4050,10
Whitehead,N00001742,Mid and East Antrim,1251,716,1003,3
Whitehead,N00001743,Mid and East Antrim,3071,2449,2405,7
Woodburn,N00001744,Mid and East Antrim,3895,4132,4003,9
Woodburn,N00001745,Mid and East Antrim,3694,3260,4328,9
Woodburn,N00001746,Mid and East Antrim,2534,3083,1997,6
Woodburn,N00001747,Mid and East Antrim,2961,2746,2946,7
Woodburn,N00001748,Mid and East Antrim,1600,646,3903,4
Woodburn,N00001749,Mid and East Antrim,2850,2151,4091,7
Ballyhanwood_1,N00001750,Lisburn and Castlereagh,3897,4001,3409,9
Ballyhanwood_1,N00001751,Lisburn and Castlereagh,4278,3892,4257,10
Ballyhanwood_1,N00001752,Lisburn and Castlereagh,4090,4210,3823,10
Ballyhanwood_1,N00001753,Lisburn and Castlereagh,2272,1775,1976,6
Ballyhanwood_1,N00001754,Lisburn and Castlereagh,3642,2221,4112,9
Ballyhanwood_2,N00001755,Lisburn and Castlereagh,3715,2591,3939,9
Ballyhanwood_2,N00001756,Lisburn and Castlereagh,4290,4216,4215,10
Ballyhanwood_2,N00001757,Lisburn and Castlereagh,3439,3605,2607,8
Ballyhanwood_2,N00001758,Lisburn and Castlereagh,4087,4039,4266,10
Ballyhanwood_2,N00001759,Belfast,4392,4371,4476,10
Beechill_1,N00001760,Lisburn and Castlereagh,4154,4101,3680,10
Beechill_1,N00001761,Lisburn and Castlereagh,4343,3995,4011,10
Beechill_2,N00001762,Belfast,2098,4148,1378,5
Beechill_2,N00001763,Lisburn and Castlereagh,3787,3709,3010,9
Beechill_3,N00001764,Belfast,585,760,792,2
Beechill_3,N00001765,Belfast,3013,3387,1676,7
Beechill_3,N00001766,Belfast,3384,4321,3088,8
Cairnshill_1,N00001767,Lisburn and Castlereagh,4106,3699,4343,10
Cairnshill_1,N00001768,Lisburn and Castlereagh,4341,4483,3516,10
Cairnshill_1,N00001769,Lisburn and Castlereagh,4151,2635,4066,10
Cairnshill_1,N00001770,Lisburn and Castlereagh,4444,4332,4520,10
Cairnshill_1,N00001771,Lisburn and Castlereagh,4424,4292,4377,10
Cairnshill_2,N00001772,Lisburn and Castlereagh,4439,4282,4531,10
Cairnshill_2,N00001773,Lisburn and Castlereagh,4319,4064,4471,10
Cairnshill_2,N00001774,Lisburn and Castlereagh,3946,3858,3427,9
Cairnshill_2,N00001775,Lisburn and Castlereagh,4323,4395,4292,10
Cairnshill_2,N00001776,Lisburn and Castlereagh,4091,3817,4203,10
Cairnshill_2,N00001777,Lisburn and Castlereagh,4494,4473,4385,10
Carrowreagh_1,N00001778,Lisburn and Castlereagh,4491,4150,4358,10
Carrowreagh_1,N00001779,Lisburn and Castlereagh,2950,3329,3436,7
Carrowreagh_1,N00001780,Lisburn and Castlereagh,4285,4160,4164,10
Carrowreagh_1,N00001781,Lisburn and Castlereagh,4482,4443,4179,10
Carrowreagh_1,N00001782,Lisburn and Castlereagh,4158,3505,3912,10
Carrowreagh_1,N00001783,Lisburn and Castlereagh,4389,4533,4406,10
Carrowreagh_2,N00001784,Lisburn and Castlereagh,1208,1819,691,3
Carrowreagh_2,N00001785,Lisburn and Castlereagh,1829,1474,2109,5
Carrowreagh_2,N00001786,Lisburn and Castlereagh,3143,3804,3245,7
Carrowreagh_2,N00001787,Lisburn and Castlereagh,996,752,1049,3
Carrowreagh_2,N00001788,Lisburn and Castlereagh,2432,3511,1639,6
Carrowreagh_2,N00001789,Lisburn and Castlereagh,3963,3478,4176,9
Carryduff East_1,N00001790,Lisburn and Castlereagh,3166,3913,2344,7
Carryduff East_1,N00001791,Lisburn and Castlereagh,4311,3766,3871,10
Carryduff East_1,N00001792,Lisburn and Castlereagh,4266,4165,3756,10
Carryduff East_1,N00001793,Lisburn and Castlereagh,4387,3941,4303,10
Carryduff East_2,N00001794,Lisburn and Castlereagh,2966,3225,1680,7
Carryduff East_2,N00001795,Lisburn and Castlereagh,3971,3448,3731,9
Carryduff East_2,N00001796,Lisburn and Castlereagh,3633,2465,3236,9
Carryduff East_2,N00001797,Lisburn and Castlereagh,4243,4021,3521,10
Carryduff West_1,N00001798,Lisburn and Castlereagh,4425,3927,4348,10
Carryduff West_1,N00001799,Lisburn and Castlereagh,3514,3684,3130,8
Carryduff West_1,N00001800,Lisburn and Castlereagh,4217,4433,4116,10
Carryduff West_1,N00001801,Lisburn and Castlereagh,4377,4123,3883,10
Carryduff West_2,N00001802,Lisburn and Castlereagh,4033,3640,3663,9
Carryduff West_2,N00001803,Lisburn and Castlereagh,4216,4501,4193,10
Carryduff West_2,N00001804,Lisburn and Castlereagh,4477,3945,4330,10
Carryduff West_2,N00001805,Lisburn and Castlereagh,4259,3787,3666,10
Cregagh,N00001806,Belfast,2346,3690,1503,6
Cregagh,N00001807,Belfast,3093,3401,3477,7
Cregagh,N00001808,Belfast,1722,3592,1299,4
Cregagh,N00001809,Belfast,2193,2837,2355,5
Cregagh,N00001810,Belfast,1163,1861,1375,3
Cregagh,N00001811,Belfast,1806,4504,1416,4
Cregagh,N00001812,Belfast,91,316,116,1
Cregagh,N00001813,Belfast,1418,4436,540,4
Downshire,N00001814,Belfast,1733,1622,1609,4
Downshire,N00001815,Belfast,4233,3955,3826,10
Downshire,N00001816,Belfast,3567,3650,2761,8
Downshire,N00001817,Belfast,4118,3734,3532,10
Downshire,N00001818,Belfast,3921,4177,3580,9
Downshire,N00001819,Belfast,3917,3054,3312,9
Dundonald_1,N00001820,Lisburn and Castlereagh,4127,3566,3631,10
Dundonald_1,N00001821,Lisburn and Castlereagh,3161,3080,2667,7
Dundonald_1,N00001822,Lisburn and Castlereagh,4196,4017,3809,10
Dundonald_1,N00001823,Lisburn and Castlereagh,4461,4487,4424,10
Dundonald_1,N00001824,Lisburn and Castlereagh,3225,1748,3012,8
Dundonald_2,N00001825,Lisburn and Castlereagh,3987,4452,3558,9
Dundonald_2,N00001826,Lisburn and Castlereagh,4255,4069,3694,10
Dundonald_2,N00001827,Lisburn and Castlereagh,4404,4328,4084,10
Dundonald_2,N00001828,Lisburn and Castlereagh,3865,4043,3163,9
Dundonald_2,N00001829,Lisburn and Castlereagh,2827,1620,2506,7
Enler,N00001830,Lisburn and Castlereagh,1681,3257,1592,4
Enler,N00001831,Lisburn and Castlereagh,3863,3134,3902,9
Enler,N00001832,Lisburn and Castlereagh,1978,2876,1779,5
Enler,N00001833,Lisburn and Castlereagh,1843,2166,1608,5
Enler,N00001834,Lisburn and Castlereagh,1404,1309,1449,4
Enler,N00001835,Lisburn and Castlereagh,870,971,1584,2
Enler,N00001836,Lisburn and Castlereagh,2084,4284,1372,5
Enler,N00001837,Lisburn and Castlereagh,1767,4381,1139,4
Enler,N00001838,Lisburn and Castlereagh,1934,2426,1520,5
Galwally,N00001839,Lisburn and Castlereagh,3745,3676,3426,9
Galwally,N00001840,Lisburn and Castlereagh,4448,4378,4370,10
Galwally,N00001841,Lisburn and Castlereagh,4485,4474,4086,10
Galwally,N00001842,Lisburn and Castlereagh,4517,4480,3964,10
Galwally,N00001843,Lisburn and Castlereagh,4302,4472,3396,10
Galwally,N00001844,Lisburn and Castlereagh,4169,3277,3204,10
Galwally,N00001845,Lisburn and Castlereagh,4227,4444,3892,10
Galwally,N00001846,Lisburn and Castlereagh,4516,4458,4495,10
Gilnahirk,N00001847,Belfast,4354,3740,4363,10
Gilnahirk,N00001848,Belfast,4397,3780,3615,10
Gilnahirk,N00001849,Belfast,3531,3280,2882,8
Gilnahirk,N00001850,Belfast,4476,4412,4238,10
Gilnahirk,N00001851,Belfast,4529,4498,4321,10
Gilnahirk,N00001852,Belfast,4528,4313,4334,10
Gilnahirk,N00001853,Belfast,4131,3969,4025,10
Graham's Bridge,N00001854,Lisburn and Castlereagh,1364,1486,1377,4
Graham's Bridge,N00001855,Lisburn and Castlereagh,2589,1445,3510,6
Graham's Bridge,N00001856,Lisburn and Castlereagh,2732,3215,1909,7
Graham's Bridge,N00001857,Lisburn and Castlereagh,2329,2566,1579,6
Graham's Bridge,N00001858,Lisburn and Castlereagh,2266,2684,2262,5
Graham's Bridge,N00001859,Lisburn and Castlereagh,1412,1615,1112,4
Graham's Bridge,N00001860,Lisburn and Castlereagh,1662,2417,1131,4
Graham's Bridge,N00001861,Lisburn and Castlereagh,1419,1655,1607,4
Graham's Bridge,N00001862,Lisburn and Castlereagh,2571,2062,2762,6
Graham's Bridge,N00001863,Lisburn and Castlereagh,2943,2294,2239,7
Hillfoot,N00001864,Belfast,4415,3560,3983,10
Hillfoot,N00001865,Belfast,4533,4386,4354,10
Hillfoot,N00001866,Belfast,4095,2663,3907,10
Hillfoot,N00001867,Belfast,4466,4515,4111,10
Hillfoot,N00001868,Belfast,4411,2966,4439,10
Hillfoot,N00001869,Belfast,4083,2833,4095,9
Hillfoot,N00001870,Belfast,4524,4266,4389,10
Knockbracken_1,N00001871,Lisburn and Castlereagh,4410,4336,4383,10
Knockbracken_1,N00001872,Lisburn and Castlereagh,3547,2475,4043,8
Knockbracken_1,N00001873,Lisburn and Castlereagh,4463,3925,4431,10
Knockbracken_1,N00001874,Lisburn and Castlereagh,4370,4360,4393,10
Knockbracken_2,N00001875,Lisburn and Castlereagh,4526,3935,4488,10
Knockbracken_2,N00001876,Lisburn and Castlereagh,4234,3948,3840,10
Knockbracken_2,N00001877,Lisburn and Castlereagh,4434,3918,4184,10
Knockbracken_2,N00001878,Lisburn and Castlereagh,3711,2399,3803,9
Knockbracken_2,N00001879,Lisburn and Castlereagh,4079,3113,3949,9
Lisnasharragh,N00001880,Belfast,4004,4482,3827,9
Lisnasharragh,N00001881,Belfast,2374,3686,1586,6
Lisnasharragh,N00001882,Belfast,4351,4523,4129,10
Lisnasharragh,N00001883,Belfast,1808,3199,1329,4
Lisnasharragh,N00001884,Belfast,4049,4440,3474,9
Lower Braniel,N00001885,Belfast,1007,2514,326,3
Lower Braniel,N00001886,Belfast,1219,1627,948,3
Lower Braniel,N00001887,Belfast,1798,1316,2034,4
Lower Braniel,N00001888,Belfast,3094,4304,1967,7
Lower Braniel,N00001889,Belfast,1420,1355,1094,4
Lower Braniel,N00001890,Belfast,4445,4340,3922,10
Lower Braniel,N00001891,Belfast,4330,2892,4390,10
Lower Braniel,N00001892,Belfast,4111,4136,3739,10
Minnowburn,N00001893,Belfast,943,3411,718,3
Minnowburn,N00001894,Belfast,2251,4235,1594,5
Minnowburn,N00001895,Belfast,1495,4343,1152,4
Minnowburn,N00001896,Belfast,1494,2028,1285,4
Minnowburn,N00001897,Belfast,2936,4108,2655,7
Minnowburn,N00001898,Belfast,2483,3270,1840,6
Minnowburn,N00001899,Belfast,485,245,625,2
Moneyreagh_1,N00001900,Lisburn and Castlereagh,3643,3534,3711,9
Moneyreagh_1,N00001901,Lisburn and Castlereagh,3934,3675,4217,9
Moneyreagh_1,N00001902,Lisburn and Castlereagh,3918,3264,4141,9
Moneyreagh_1,N00001903,Lisburn and Castlereagh,4163,3162,4405,10
Moneyreagh_1,N00001904,Lisburn and Castlereagh,4206,4479,3786,10
Moneyreagh_2,N00001905,Lisburn and Castlereagh,3160,4126,2923,7
Moneyreagh_2,N00001906,Lisburn and Castlereagh,3339,3943,3169,8
Moneyreagh_2,N00001907,Lisburn and Castlereagh,4144,3884,3813,10
Moneyreagh_2,N00001908,Lisburn and Castlereagh,2138,3082,1708,5
Moneyreagh_2,N00001909,Lisburn and Castlereagh,3460,4234,2574,8
Moneyreagh_2,N00001910,Lisburn and Castlereagh,4352,3816,4195,10
Newtownbreda,N00001911,Lisburn and Castlereagh,2525,3008,1866,6
Newtownbreda,N00001912,Belfast,2955,3063,1645,7
Newtownbreda,N00001913,Lisburn and Castlereagh,4182,4500,3918,10
Newtownbreda,N00001914,Lisburn and Castlereagh,4394,4099,3819,10
Newtownbreda,N00001915,Lisburn and Castlereagh,4489,4169,4237,10
Newtownbreda,N00001916,Lisburn and Castlereagh,3848,2429,3850,9
Newtownbreda,N00001917,Lisburn and Castlereagh,3814,3944,3262,9
Newtownbreda,N00001918,Lisburn and Castlereagh,4440,4307,4022,10
Tullycarnet,N00001919,Belfast,1734,2473,1674,4
Tullycarnet,N00001920,Belfast,3818,3546,3195,9
Tullycarnet,N00001921,Belfast,1460,3839,1195,4
Tullycarnet,N00001922,Belfast,1263,830,861,3
Tullycarnet,N00001923,Belfast,78,26,141,1
Tullycarnet,N00001924,Belfast,1766,3300,1704,4
Tullycarnet,N00001925,Belfast,1610,3747,1149,4
Tullycarnet,N00001926,Belfast,1144,1617,980,3
Upper Braniel,N00001927,Belfast,1683,857,2237,4
Upper Braniel,N00001928,Belfast,2447,3078,1970,6
Upper Braniel,N00001929,Belfast,3878,3286,3639,9
Upper Braniel,N00001930,Belfast,1987,1764,2627,5
Upper Braniel,N00001931,Belfast,2824,3813,2128,7
Upper Braniel,N00001932,Belfast,3786,2736,3224,9
Upper Braniel,N00001933,Belfast,4298,4175,3749,10
Upper Braniel,N00001934,Belfast,2184,2287,1690,5
Wynchurch,N00001935,Belfast,4433,4229,4456,10
Wynchurch,N00001936,Belfast,4507,3751,4462,10
Wynchurch,N00001937,Belfast,4320,4526,3432,10
Wynchurch,N00001938,Belfast,2018,2304,1757,5
Wynchurch,N00001939,Belfast,2323,3219,1600,6
Wynchurch,N00001940,Belfast,4292,4070,4007,10
Wynchurch,N00001941,Belfast,4481,3870,4269,10
Agivey,N00001942,Causeway Coast and Glens,3039,1669,3613,7
Agivey,N00001943,Causeway Coast and Glens,2428,1845,3179,6
Agivey,N00001944,Causeway Coast and Glens,1827,1853,2086,5
Agivey,N00001945,Causeway Coast and Glens,2879,2201,3581,7
Agivey,N00001946,Causeway Coast and Glens,2206,1170,3443,5
Agivey,N00001947,Causeway Coast and Glens,3165,2573,3183,7
Atlantic,N00001948,Causeway Coast and Glens,50,11,121,1
Atlantic,N00001949,Causeway Coast and Glens,3420,2599,3133,8
Atlantic,N00001950,Causeway Coast and Glens,27,37,49,1
Atlantic,N00001951,Causeway Coast and Glens,3835,3714,3108,9
Atlantic,N00001952,Causeway Coast and Glens,2079,2918,845,5
Atlantic,N00001953,Causeway Coast and Glens,723,598,573,2
Atlantic,N00001954,Causeway Coast and Glens,4142,3377,4015,10
Atlantic,N00001955,Causeway Coast and Glens,687,152,1480,2
Ballysally_1,N00001956,Causeway Coast and Glens,37,78,73,1
Ballysally_1,N00001957,Causeway Coast and Glens,2805,2322,2570,7
Ballysally_1,N00001958,Causeway Coast and Glens,160,34,283,1
Ballysally_1,N00001959,Causeway Coast and Glens,164,101,228,1
Ballysally_1,N00001960,Causeway Coast and Glens,36,52,31,1
Ballysally_2,N00001961,Causeway Coast and Glens,2300,1667,2141,6
Ballysally_2,N00001962,Causeway Coast and Glens,3147,3949,2350,7
Ballysally_2,N00001963,Causeway Coast and Glens,138,295,149,1
Ballysally_2,N00001964,Causeway Coast and Glens,285,426,331,1
Castlerock_1,N00001965,Causeway Coast and Glens,3173,2043,3605,7
Castlerock_1,N00001966,Causeway Coast and Glens,3599,2885,3320,8
Castlerock_1,N00001967,Causeway Coast and Glens,1751,523,3119,4
Castlerock_1,N00001968,Causeway Coast and Glens,588,774,905,2
Castlerock_2,N00001969,Causeway Coast and Glens,2657,1232,3283,6
Castlerock_2,N00001970,Causeway Coast and Glens,1732,1742,1275,4
Castlerock_2,N00001971,Causeway Coast and Glens,2519,1843,3003,6
Castlerock_2,N00001972,Causeway Coast and Glens,2183,484,3104,5
Central,N00001973,Causeway Coast and Glens,219,469,255,1
Central,N00001974,Causeway Coast and Glens,1349,944,2313,3
Central,N00001975,Causeway Coast and Glens,1165,406,1334,3
Central,N00001976,Causeway Coast and Glens,1085,1205,1154,3
Central,N00001977,Causeway Coast and Glens,980,1271,1182,3
Central,N00001978,Causeway Coast and Glens,1517,1740,1274,4
Churchland,N00001979,Causeway Coast and Glens,1557,1545,1061,4
Churchland,N00001980,Causeway Coast and Glens,749,647,1085,2
Churchland,N00001981,Causeway Coast and Glens,203,886,43,1
Churchland,N00001982,Causeway Coast and Glens,1738,1483,1626,4
Churchland,N00001983,Causeway Coast and Glens,708,401,717,2
Churchland,N00001984,Causeway Coast and Glens,2650,2815,2287,6
Churchland,N00001985,Causeway Coast and Glens,619,2326,257,2
Cross Glebe,N00001986,Causeway Coast and Glens,1648,2818,678,4
Cross Glebe,N00001987,Causeway Coast and Glens,1444,823,1447,4
Cross Glebe,N00001988,Causeway Coast and Glens,1265,1302,1194,3
Cross Glebe,N00001989,Causeway Coast and Glens,3103,1730,3336,7
Cross Glebe,N00001990,Causeway Coast and Glens,1226,1936,865,3
Cross Glebe,N00001991,Causeway Coast and Glens,343,146,689,1
Cross Glebe,N00001992,Causeway Coast and Glens,466,629,344,2
Cross Glebe,N00001993,Causeway Coast and Glens,465,728,303,2
Dundooan_1,N00001994,Causeway Coast and Glens,2466,2962,2566,6
Dundooan_1,N00001995,Causeway Coast and Glens,1369,836,1812,4
Dundooan_1,N00001996,Causeway Coast and Glens,1268,2504,742,3
Dundooan_1,N00001997,Causeway Coast and Glens,2682,2081,2464,6
Dundooan_2,N00001998,Causeway Coast and Glens,3079,3402,2793,7
Dundooan_2,N00001999,Causeway Coast and Glens,3915,3026,4131,9
Dundooan_2,N00002000,Causeway Coast and Glens,3823,2397,4201,9
Dunluce,N00002001,Causeway Coast and Glens,2631,1631,3890,6
Dunluce,N00002002,Causeway Coast and Glens,3324,2369,3843,8
Dunluce,N00002003,Causeway Coast and Glens,2140,1514,2543,5
Dunluce,N00002004,Causeway Coast and Glens,1758,1135,2214,4
Dunluce,N00002005,Causeway Coast and Glens,3840,3017,3498,9
Dunluce,N00002006,Causeway Coast and Glens,1791,829,2080,4
Dunluce,N00002007,Causeway Coast and Glens,3784,3564,3314,9
Garvagh,N00002008,Causeway Coast and Glens,1542,870,1576,4
Garvagh,N00002009,Causeway Coast and Glens,741,216,900,2
Garvagh,N00002010,Causeway Coast and Glens,1607,163,3473,4
Garvagh,N00002011,Causeway Coast and Glens,2299,1067,3630,6
Garvagh,N00002012,Causeway Coast and Glens,2074,1476,2564,5
Garvagh,N00002013,Causeway Coast and Glens,1445,1674,1253,4
Hopefield_1,N00002014,Causeway Coast and Glens,3241,2431,2872,8
Hopefield_1,N00002015,Causeway Coast and Glens,3954,3984,3612,9
Hopefield_1,N00002016,Causeway Coast and Glens,572,317,515,2
Hopefield_1,N00002017,Causeway Coast and Glens,3901,3085,3690,9
Hopefield_2,N00002018,Causeway Coast and Glens,2968,1517,3603,7
Hopefield_2,N00002019,Causeway Coast and Glens,2625,2748,1971,6
Hopefield_2,N00002020,Causeway Coast and Glens,3319,1992,3802,8
Kilrea,N00002021,Causeway Coast and Glens,2104,1698,2519,5
Kilrea,N00002022,Causeway Coast and Glens,2812,1885,2630,7
Kilrea,N00002023,Causeway Coast and Glens,3214,1762,3212,8
Kilrea,N00002024,Causeway Coast and Glens,3477,3271,3129,8
Kilrea,N00002025,Causeway Coast and Glens,1009,978,566,3
Kilrea,N00002026,Causeway Coast and Glens,773,268,1157,2
Kilrea,N00002027,Causeway Coast and Glens,1299,930,943,3
Knocklynn_1,N00002028,Causeway Coast and Glens,2757,1424,2604,7
Knocklynn_1,N00002029,Causeway Coast and Glens,3385,2310,3288,8
Knocklynn_1,N00002030,Causeway Coast and Glens,1060,1497,831,3
Knocklynn_2,N00002031,Causeway Coast and Glens,2364,1005,2419,6
Knocklynn_2,N00002032,Causeway Coast and Glens,3701,2097,3750,9
Knocklynn_2,N00002033,Causeway Coast and Glens,2823,1350,3036,7
Knocklynn_2,N00002034,Causeway Coast and Glens,3903,3111,2738,9
Knocklynn_2,N00002035,Causeway Coast and Glens,2907,3030,1869,7
Macosquin,N00002036,Causeway Coast and Glens,1933,1242,2273,5
Macosquin,N00002037,Causeway Coast and Glens,2762,2114,3607,7
Macosquin,N00002038,Causeway Coast and Glens,2220,1507,2018,5
Macosquin,N00002039,Causeway Coast and Glens,990,1981,826,3
Macosquin,N00002040,Causeway Coast and Glens,1989,2441,1703,5
Macosquin,N00002041,Causeway Coast and Glens,2555,1611,2796,6
Mount Sandel,N00002042,Causeway Coast and Glens,3721,2622,3328,9
Mount Sandel,N00002043,Causeway Coast and Glens,1317,1400,868,3
Mount Sandel,N00002044,Causeway Coast and Glens,2292,1487,2230,6
Mount Sandel,N00002045,Causeway Coast and Glens,2499,1899,1963,6
Mount Sandel,N00002046,Causeway Coast and Glens,3598,2492,2701,8
Portstewart,N00002047,Causeway Coast and Glens,2343,1494,1778,6
Portstewart,N00002048,Causeway Coast and Glens,2666,1803,2554,6
Portstewart,N00002049,Causeway Coast and Glens,1867,421,2529,5
Portstewart,N00002050,Causeway Coast and Glens,865,1610,513,2
Portstewart,N00002051,Causeway Coast and Glens,1543,1522,1161,4
Portstewart,N00002052,Causeway Coast and Glens,2219,2359,2133,5
Portstewart,N00002053,Causeway Coast and Glens,605,333,364,2
Ringsend,N00002054,Causeway Coast and Glens,1684,753,2290,4
Ringsend,N00002055,Causeway Coast and Glens,1135,525,1705,3
Ringsend,N00002056,Causeway Coast and Glens,2874,2483,2908,7
Ringsend,N00002057,Causeway Coast and Glens,2890,2214,2994,7
Ringsend,N00002058,Causeway Coast and Glens,1575,1145,2465,4
Royal Portrush,N00002059,Causeway Coast and Glens,936,901,632,3
Royal Portrush,N00002060,Causeway Coast and Glens,414,226,484,1
Royal Portrush,N00002061,Causeway Coast and Glens,2236,1256,2716,5
Royal Portrush,N00002062,Causeway Coast and Glens,877,198,1570,2
Strand_1,N00002063,Causeway Coast and Glens,4473,4370,4306,10
Strand_1,N00002064,Causeway Coast and Glens,4120,3547,4367,10
Strand_1,N00002065,Causeway Coast and Glens,4535,4162,4387,10
Strand_1,N00002066,Causeway Coast and Glens,4203,3418,3938,10
Strand_2,N00002067,Causeway Coast and Glens,4265,4081,4422,10
Strand_2,N00002068,Causeway Coast and Glens,3423,2133,2523,8
The Cuts_1,N00002069,Causeway Coast and Glens,1781,739,2380,4
The Cuts_1,N00002070,Causeway Coast and Glens,3234,2175,3111,8
The Cuts_1,N00002071,Causeway Coast and Glens,3705,3461,3887,9
The Cuts_1,N00002072,Causeway Coast and Glens,2134,892,2527,5
The Cuts_2,N00002073,Causeway Coast and Glens,2045,2537,1473,5
The Cuts_2,N00002074,Causeway Coast and Glens,3021,2467,2428,7
The Cuts_2,N00002075,Causeway Coast and Glens,4044,3100,3952,9
The Cuts_2,N00002076,Causeway Coast and Glens,960,828,672,3
The Cuts_2,N00002077,Causeway Coast and Glens,2919,2791,2308,7
University,N00002078,Causeway Coast and Glens,822,441,728,2
University,N00002079,Causeway Coast and Glens,1947,1433,1534,5
University,N00002080,Causeway Coast and Glens,611,405,541,2
University,N00002081,Causeway Coast and Glens,550,1053,564,2
University,N00002082,Causeway Coast and Glens,3618,3696,4040,8
Waterside,N00002083,Causeway Coast and Glens,4363,3603,3601,10
Waterside,N00002084,Causeway Coast and Glens,4215,3216,4051,10
Waterside,N00002085,Causeway Coast and Glens,2808,751,3447,7
Waterside,N00002086,Causeway Coast and Glens,4453,4030,4325,10
Waterside,N00002087,Causeway Coast and Glens,935,842,749,3
Waterside,N00002088,Causeway Coast and Glens,1492,396,2068,4
Waterside,N00002089,Causeway Coast and Glens,4190,2925,4106,10
