SA2011,DZ2021_cd,weight
N00001251,N20001401,0.028323834601870507
N00001252,N20001401,0.6665404257787938
N00001252,N20001422,0.294640505803343
N00001252,N20001424,0.02883375205398109
N00001252,N20001405,0.00988993522258227
N00001252,N20001413,8.692722093631304e-05
N00001252,N20001428,7.35215265907165e-06
N00001253,N20001401,0.45362251027581807
N00001253,N20001405,0.3821045478595642
N00001253,N20001417,0.1642685050266103
N00001253,N20001424,4.436838006252121e-06
N00001254,N20001392,0.7608096297379682
N00001254,N20001402,0.12488362842785271
N00001254,N20001391,0.10696102394527982
N00001254,N20001405,0.007339281472280609
N00001254,N20001386,5.4379186276201086e-06
N00001255,N20001401,0.9959200621611606
N00001255,N20001392,0.0018651733143761964
N00001255,N20001405,0.0018580898629616703
N00001255,N20001386,0.00035425956256525544
N00001255,N20001379,1.2214055892513686e-06
N00001255,N20001376,1.1935806109962468e-06
N00001256,N20001386,0.5655607101265527
N00001256,N20001392,0.4344392898734538
N00001257,N20001403,0.5590679276851954
N00001257,N20001405,0.4302480025533347
N00001257,N20001392,0.01067991840370448
N00001257,N20001417,3.700005988989321e-06
N00001258,N20001416,0.5375531239024004
N00001258,N20001417,0.3350628901839535
N00001258,N20001403,0.1273096939864928
N00001258,N20001405,6.049314489255186e-05
N00001258,N20001424,1.3798782255731974e-05
N00001259,N20001417,0.6480516386793208
N00001259,N20001405,0.3058586915807191
N00001259,N20001403,0.036456576954399925
N00001259,N20001424,0.009633092785560998
N00001260,N20001424,0.8174589832346122
N00001260,N20001416,0.1824716188877577
N00001260,N20001417,6.122613205251802e-05
N00001260,N20001297,8.171745578967667e-06
N00001261,N20001416,0.9597515401902468
N00001261,N20001424,0.04023703712782087
N00001261,N20001297,9.056625159790024e-06
N00001261,N20001298,2.029990129626101e-06
N00001262,N20001424,0.8794581925634646
N00001262,N20001422,0.11788990748583918
N00001262,N20001417,0.0014349703651665312
N00001262,N20001405,0.001192648566692904
N00001262,N20001300,1.9130950552895325e-05
N00001262,N20001297,4.777529883189881e-06
N00001263,N20000867,0.4810448296828536
N00001263,N20000871,0.4330068014879314
N00001263,N20000857,0.08128407595626737
N00001263,N20000860,0.0033685196046522874
N00001263,N20000864,0.0012869058422397164
N00001263,N20000868,7.10324585692166e-06
N00001264,N20000867,0.4735477734616791
N00001264,N20000875,0.2926602659203009
N00001264,N20000870,0.2326366592862068
N00001264,N20000878,0.001152214836552283
N00001264,N20000874,3.0864952995313133e-06
N00001265,N20000857,0.9024828417414462
N00001265,N20000882,0.02918161467859176
N00001265,N20000885,0.02698500104231329
N00001265,N20000870,0.01612655636676146
N00001265,N20000873,0.012233414330119976
N00001265,N20000877,0.005289614189097226
N00001265,N20000867,0.005072653099614048
N00001265,N20000874,0.0020827958972240673
N00001265,N20000880,0.00021757483700756694
N00001265,N20000856,0.0001892840074702011
N00001265,N20000860,0.0001353466333911639
N00001265,N20000825,2.6047328976707294e-06
N00001266,N20000874,0.7049063532039016
N00001266,N20000870,0.2539648531199916
N00001266,N20000875,0.041123848367116314
N00001266,N20000880,4.945309017581345e-06
N00001267,N20000880,0.6074120718984727
N00001267,N20000877,0.38445502806963844
N00001267,N20000874,0.008101609950354468
N00001267,N20000892,3.129008152412953e-05
N00001268,N20000877,0.8677147162502187
N00001268,N20000873,0.13198772909438297
N00001268,N20000892,0.00028152628753944146
N00001268,N20000893,1.602836781722255e-05
N00001269,N20000872,0.2841687476532293
N00001269,N20000869,0.27005490939325855
N00001269,N20000879,0.13996589883332045
N00001269,N20000876,0.13220332233883003
N00001269,N20000883,0.12925664687158833
N00001269,N20000871,0.02934496269113387
N00001269,N20000868,0.01433821175007357
N00001269,N20000966,0.0006673004685737388
N00001270,N20000879,0.528961625690817
N00001270,N20000871,0.22832636243868837
N00001270,N20000875,0.17822705018957463
N00001270,N20000878,0.03666632375159669
N00001270,N20000867,0.027818637929314688
N00001271,N20000880,0.28884447953566944
N00001271,N20000891,0.19305705076256732
N00001271,N20000888,0.14532681254187432
N00001271,N20000878,0.14022911360785045
N00001271,N20000875,0.0781182167028063
N00001271,N20000879,0.07713909178006434
N00001271,N20000874,0.038919270363410696
N00001271,N20000867,0.030398591546476658
N00001271,N20000883,0.007831872134696499
N00001271,N20000877,0.0001195374960760479
N00001271,N20000900,1.2084293130094433e-05
N00001271,N20000895,1.4207645167585267e-06
N00001271,N20000892,1.2465282777643922e-06
N00001272,N20000876,0.5618230270938039
N00001272,N20000872,0.24619838282023981
N00001272,N20000869,0.18978116828119052
N00001272,N20000966,0.0012264866236475873
N00001272,N20000883,0.0009709351811224434
N00001273,N20000883,0.8359676680167271
N00001273,N20000888,0.1640168361799141
N00001273,N20000879,1.5495803368684978e-05
N00001274,N20001009,0.9499222895073951
N00001274,N20001003,0.04989591230862831
N00001274,N20001000,0.0001601428018013022
N00001274,N20001034,1.328802080380173e-05
N00001274,N20001020,8.367361378799569e-06
N00001275,N20001003,0.9173756102365007
N00001275,N20001009,0.07794455943455465
N00001275,N20001000,0.003937626533831918
N00001275,N20000995,0.000661844789744845
N00001275,N20001010,8.035900535340863e-05
N00001276,N20001009,0.8973148719587026
N00001276,N20001003,0.10268008924883384
N00001276,N20001034,5.0387924523355505e-06
N00001277,N20000995,0.5732784911074177
N00001277,N20001010,0.36773438108870576
N00001277,N20001003,0.05898712780389114
N00001278,N20000995,0.6192932916161957
N00001278,N20001010,0.2519261263681442
N00001278,N20001003,0.12878040936374208
N00001279,N20001000,0.9999671037790453
N00001279,N20001020,3.289622095433362e-05
N00001280,N20001000,0.6941893917170306
N00001280,N20001003,0.28362599090453267
N00001280,N20001009,0.022165154074983748
N00001280,N20001020,1.9463303437644724e-05
N00001281,N20000983,0.6641720924314264
N00001281,N20000975,0.3358172890916638
N00001281,N20000974,1.061847690392364e-05
N00001282,N20000983,0.9594627068728977
N00001282,N20000975,0.021656944175636093
N00001282,N20000995,0.01887007021794659
N00001282,N20000974,8.875110972414238e-06
N00001283,N20000995,0.9440787957354249
N00001283,N20000983,0.05590937638388682
N00001283,N20001005,1.0074462629560785e-05
N00001284,N20000993,0.6000560885718814
N00001284,N20000995,0.18525601386136878
N00001284,N20001003,0.16233937092715509
N00001284,N20001000,0.029261568243248978
N00001284,N20000983,0.018580433750332623
N00001284,N20000985,0.004506524646011489
N00001285,N20000993,0.8265253058889593
N00001285,N20000994,0.08278668946492572
N00001285,N20000985,0.050107244796790615
N00001285,N20001000,0.03286290253068842
N00001285,N20000984,0.0076966366770630885
N00001285,N20001020,1.1236637969893722e-05
N00001285,N20000987,9.98400361205906e-06
N00001286,N20000990,0.7890768376406202
N00001286,N20000987,0.2074438627184532
N00001286,N20000994,0.0034719198723254397
N00001286,N20001017,7.37976860596316e-06
N00001287,N20000987,0.6573555165881304
N00001287,N20000990,0.17313070974561845
N00001287,N20000984,0.13882153988736837
N00001287,N20000993,0.03067434386630655
N00001287,N20000909,1.4077596118755469e-05
N00001287,N20000902,2.808754295782738e-06
N00001288,N20000987,0.7694225902203317
N00001288,N20000994,0.23055785298826398
N00001288,N20000993,1.955679140757262e-05
N00001289,N20000994,0.8435373897308406
N00001289,N20000990,0.15641625362818778
N00001289,N20000987,2.4346032623057115e-05
N00001289,N20001020,2.2010608346009023e-05
N00001290,N20000994,0.9686988298019849
N00001290,N20000993,0.03126574650237146
N00001290,N20001020,3.542369563498595e-05
N00001291,N20001253,0.8965366980006819
N00001291,N20001244,0.10257844873307002
N00001291,N20001251,0.0008832892834914588
N00001291,N20001190,1.5204014449099656e-06
N00001292,N20001253,0.5842365028395761
N00001292,N20001260,0.3223581184375517
N00001292,N20001251,0.09010712215827009
N00001292,N20001258,0.0019843263798861956
N00001292,N20001264,0.0012957951787967912
N00001292,N20001197,1.3524564589915863e-05
N00001292,N20001212,4.610441331551203e-06
N00001293,N20001253,0.4202763987990766
N00001293,N20001245,0.3391155253967069
N00001293,N20001244,0.2405963254993769
N00001293,N20001190,1.1250211791720838e-05
N00001294,N20001245,0.8961635876375041
N00001294,N20001244,0.09752570263955178
N00001294,N20001238,0.00600182940632992
N00001294,N20001367,0.0002961089097638516
N00001294,N20001368,1.2771406827325593e-05
N00001295,N20001251,0.5034206392873359
N00001295,N20001244,0.4407208260142363
N00001295,N20001253,0.05585853469841377
N00001296,N20001247,0.6761885499634213
N00001296,N20001249,0.2736007512470532
N00001296,N20001251,0.0451289609741215
N00001296,N20001244,0.005081382784957165
N00001297,N20001251,0.8323460153730441
N00001297,N20001247,0.15663375171424296
N00001297,N20001244,0.011020232912714421
N00001298,N20001249,0.5504421214349439
N00001298,N20001254,0.39983113696818806
N00001298,N20001246,0.044907205870193014
N00001298,N20001242,0.004819535726671782
N00001299,N20001254,0.5370707255590225
N00001299,N20001249,0.14776387020669746
N00001299,N20001258,0.12174688477603245
N00001299,N20001247,0.10000394476415021
N00001299,N20001251,0.06986261592363113
N00001299,N20001253,0.013332139400631134
N00001299,N20001242,0.010219819369836144
N00001300,N20001244,0.8524106396979119
N00001300,N20001238,0.14758936030208739
N00001301,N20001244,0.6289431030500836
N00001301,N20001238,0.18676515154363443
N00001301,N20001247,0.18429174540628798
N00001302,N20001242,0.44368452701466154
N00001302,N20001240,0.4258398825091678
N00001302,N20001246,0.12983837368166296
N00001302,N20001363,0.0006266335020999481
N00001302,N20001362,9.677840259929988e-06
N00001303,N20001240,0.864453867789823
N00001303,N20001237,0.13553938323835257
N00001303,N20001242,4.02044435721838e-06
N00001303,N20001247,2.728527466595284e-06
N00001304,N20001237,0.7938900760339868
N00001304,N20001236,0.17447448439274124
N00001304,N20001238,0.026302106067135223
N00001304,N20001240,0.005318787996877401
N00001304,N20001362,9.22125656277614e-06
N00001304,N20001356,3.805553450684055e-06
N00001304,N20001247,1.5186992420427813e-06
N00001305,N20001247,0.7229132156405701
N00001305,N20001237,0.24373462984751537
N00001305,N20001244,0.028850874331696138
N00001305,N20001249,0.004408112203393261
N00001305,N20001238,8.435906653302075e-05
N00001305,N20001240,8.808910289459778e-06
N00001306,N20001249,0.5841188435522244
N00001306,N20001242,0.23020750393917735
N00001306,N20001240,0.18300886051730603
N00001306,N20001247,0.0026647919912910246
N00001307,N20001242,0.8506608211005684
N00001307,N20001246,0.09932321776398918
N00001307,N20001240,0.05001596113544795
N00001308,N20000711,0.8676251119427874
N00001308,N20000713,0.09467009680210561
N00001308,N20000712,0.023857267510352696
N00001308,N20000721,0.008483769619603468
N00001308,N20000728,0.0048622825332458675
N00001308,N20000278,0.00031560221026220647
N00001308,N20000256,0.00017038894700362861
N00001308,N20000796,1.4862333265341999e-05
N00001309,N20000711,0.5531574380458267
N00001309,N20000712,0.2439835024851315
N00001309,N20000713,0.11880859612703938
N00001309,N20000715,0.04718771863785065
N00001309,N20000719,0.022688900291841785
N00001309,N20000725,0.011743884364597675
N00001309,N20000731,0.001926759642399075
N00001309,N20000724,0.0005032004053137004
N00001310,N20000712,0.9334732562380869
N00001310,N20000715,0.02755318825135716
N00001310,N20000724,0.026198964493632286
N00001310,N20000731,0.012343976922871274
N00001310,N20000725,0.00023340981478663921
N00001310,N20000285,0.00016728480952425397
N00001310,N20000278,2.5128182658034095e-05
N00001310,N20001378,4.76810862682844e-06
N00001311,N20000713,0.6324757027293922
N00001311,N20000719,0.31828817060001463
N00001311,N20000728,0.023184270541570847
N00001311,N20000725,0.022177065205712117
N00001311,N20000721,0.0038747909233125917
N00001312,N20000725,0.4790048966843928
N00001312,N20000731,0.21971798522068609
N00001312,N20000719,0.1252219851790753
N00001312,N20000713,0.11820100240760444
N00001312,N20000728,0.05611817995070056
N00001312,N20000712,0.001735950784365766
N00001313,N20000731,0.7868577589306007
N00001313,N20000725,0.12624907245119837
N00001313,N20000736,0.05904006679445677
N00001313,N20000712,0.017350700579719967
N00001313,N20000728,0.010483937647059358
N00001313,N20001370,1.2768015158800893e-05
N00001313,N20001369,5.695581811273477e-06
N00001314,N20000721,0.5140716979780584
N00001314,N20000713,0.20429783869572618
N00001314,N20000728,0.19904123404893978
N00001314,N20000719,0.0703344135793097
N00001314,N20000725,0.012254815697941004
N00001315,N20000728,0.741133619634205
N00001315,N20000736,0.15538776376615265
N00001315,N20000731,0.10246396637775451
N00001315,N20000721,0.0009919048864665474
N00001315,N20000725,2.274533542871566e-05
N00001316,N20000728,0.46105148968876514
N00001316,N20000736,0.3955936900929345
N00001316,N20000730,0.0733864148952108
N00001316,N20000731,0.0699684053230637
N00001317,N20000730,0.8327734163071366
N00001317,N20000736,0.1368937598266926
N00001317,N20000737,0.02449567064704177
N00001317,N20000733,0.00583715321911343
N00001318,N20000730,0.5774541041983593
N00001318,N20000737,0.36194615906599725
N00001318,N20000736,0.0605997367356674
N00001319,N20001373,0.7551056270900842
N00001319,N20000742,0.17191861273686065
N00001319,N20001371,0.04809469553708408
N00001319,N20000756,0.02488106463598562
N00001320,N20001371,0.5598874650456366
N00001320,N20000731,0.24713476251604033
N00001320,N20001370,0.13505472159574153
N00001320,N20001373,0.049515216924755974
N00001320,N20000736,0.007602272148880085
N00001320,N20000737,0.0008055624580302332
N00001321,N20001373,0.5719921409540756
N00001321,N20000756,0.38453505549209227
N00001321,N20000742,0.04175970212141342
N00001321,N20001376,0.0015082334528070125
N00001321,N20001374,0.0002010012339786205
N00001321,N20000744,3.866745634315045e-06
N00001322,N20000737,0.9469520887565238
N00001322,N20000742,0.030186862623429202
N00001322,N20000733,0.022861048620045513
N00001323,N20000742,0.9944015485872377
N00001323,N20000737,0.004022176301877835
N00001323,N20000733,0.0011657818266589794
N00001323,N20001371,0.0003863316166848676
N00001323,N20000739,1.2914186758110145e-05
N00001323,N20000744,1.1247480785036347e-05
N00001324,N20001371,0.6223831498194666
N00001324,N20000737,0.3071172493135452
N00001324,N20000742,0.07048682263580888
N00001324,N20000736,1.2778231177971282e-05
N00001325,N20001194,0.3796745301690973
N00001325,N20001191,0.20990285411179196
N00001325,N20001186,0.13530692937327485
N00001325,N20001189,0.1327032810638896
N00001325,N20001198,0.08331981526280252
N00001325,N20001183,0.05262823534319973
N00001325,N20001218,0.005317029213883964
N00001325,N20001207,0.0004983515369680727
N00001325,N20001201,0.0003907253252634082
N00001325,N20001196,0.0002573448085761149
N00001326,N20001198,0.5604261655114842
N00001326,N20001196,0.2515301731978471
N00001326,N20001218,0.15405051579547713
N00001326,N20001193,0.03190167086574165
N00001326,N20001189,0.0020695387454064966
N00001326,N20001194,2.1935884040490405e-05
N00001327,N20001198,0.7801101922455829
N00001327,N20001196,0.21987258241553354
N00001327,N20001218,9.501451814714442e-06
N00001327,N20001217,4.094389481209134e-06
N00001327,N20001193,2.7131515503298066e-06
N00001328,N20001185,0.5137266829178246
N00001328,N20001183,0.23478207010924865
N00001328,N20001182,0.10000195398605653
N00001328,N20001193,0.07531513056662405
N00001328,N20001189,0.0543878498177874
N00001328,N20001181,0.01616856704500906
N00001328,N20001186,0.005608178485786677
N00001328,N20001149,6.309097895745231e-06
N00001328,N20001176,2.5793578864990423e-06
N00001329,N20001193,0.8604864732322685
N00001329,N20001185,0.10343193370390898
N00001329,N20001196,0.03605707915607561
N00001329,N20001199,2.0632094386315256e-05
N00001329,N20001177,3.881813364700849e-06
N00001330,N20001196,0.5285677506262169
N00001330,N20001189,0.29732486503092076
N00001330,N20001193,0.1741073843428602
N00001331,N20001185,0.43321114284687584
N00001331,N20001167,0.19388268828294933
N00001331,N20001180,0.18568102540667342
N00001331,N20001171,0.10122696362283652
N00001331,N20001182,0.0859937292600702
N00001331,N20001176,2.495291216905078e-06
N00001331,N20001169,1.4376034210398042e-06
N00001332,N20001179,0.8448056363300779
N00001332,N20001167,0.1541576433727544
N00001332,N20001161,0.000989678291308066
N00001332,N20001149,3.8967401933147614e-05
N00001332,N20001180,8.074603973227157e-06
N00001333,N20001167,0.9999988608567691
N00001333,N20001169,1.1391432296239757e-06
N00001334,N20001167,0.5188120930629357
N00001334,N20001171,0.24433061231522182
N00001334,N20001169,0.23685729462184107
N00001335,N20001179,0.3913552412434657
N00001335,N20001183,0.2949676604588174
N00001335,N20001181,0.2392427644085962
N00001335,N20001182,0.07428546048168935
N00001335,N20001149,0.00013296506549128354
N00001335,N20001180,1.5908341925536364e-05
N00001336,N20001180,0.5384884123292252
N00001336,N20001182,0.4207582090196513
N00001336,N20001181,0.040747844871786704
N00001336,N20001179,5.53377933892082e-06
N00001337,N20001182,0.6287267864273248
N00001337,N20001181,0.3712714686735999
N00001337,N20001183,1.74489907427689e-06
N00001338,N20001203,0.537066874313638
N00001338,N20001210,0.29185029526233175
N00001338,N20001201,0.17107735223410217
N00001338,N20001211,5.478189933159081e-06
N00001339,N20001210,0.8934468979600171
N00001339,N20001213,0.10654987027947053
N00001339,N20001211,1.5908215555388182e-06
N00001339,N20001215,1.1369795068055508e-06
N00001340,N20001205,0.6299937831175288
N00001340,N20001203,0.1878554784183903
N00001340,N20001206,0.06426085579345474
N00001340,N20001213,0.05139761675263733
N00001340,N20001210,0.04439760822563322
N00001340,N20001195,0.022091172394608574
N00001340,N20001215,1.524359846190426e-06
N00001340,N20001202,1.391750727194657e-06
N00001341,N20001192,0.9307316366159134
N00001341,N20001190,0.055448117357968556
N00001341,N20001184,0.013820246026130386
N00001342,N20001192,0.6081962895279746
N00001342,N20001195,0.3745607943906086
N00001342,N20001205,0.01723229097086568
N00001342,N20001197,6.430303747506788e-06
N00001342,N20001202,4.194806810304598e-06
N00001343,N20001190,0.6579507152765813
N00001343,N20001197,0.2782538845973204
N00001343,N20001192,0.0637954001260987
N00001344,N20001197,0.8153926060398047
N00001344,N20001190,0.1845834830238872
N00001344,N20001253,2.3907715215804726e-05
N00001345,N20001190,0.533842146584729
N00001345,N20001184,0.4275177618771492
N00001345,N20001192,0.038619785310859696
N00001345,N20001245,9.685032431720723e-06
N00001345,N20001368,9.098260827156627e-06
N00001345,N20001253,1.4596793707802557e-06
N00001346,N20001194,0.37787922534380247
N00001346,N20001184,0.3087772157853702
N00001346,N20001201,0.1581532833383814
N00001346,N20001195,0.1327920246380932
N00001346,N20001203,0.014839051157137566
N00001346,N20001205,0.00383717387325385
N00001346,N20001186,0.0037220258639626847
N00001347,N20001184,0.9437675781094051
N00001347,N20001192,0.04025289979779881
N00001347,N20001195,0.008822140221203131
N00001347,N20001190,0.007153981513839649
N00001347,N20001361,1.9289180901502967e-06
N00001348,N20001195,0.9990405835689568
N00001348,N20001205,0.0009534471740348579
N00001348,N20001192,5.969257015605201e-06
N00001349,N20001184,0.8033294356294038
N00001349,N20001186,0.18173003255563447
N00001349,N20001149,0.014939714776078835
N00001350,N20000781,0.5311378307815654
N00001350,N20000783,0.1637184996676739
N00001350,N20000782,0.12124148247640058
N00001350,N20000773,0.06842099441173147
N00001350,N20000786,0.03799944200184568
N00001350,N20000779,0.02239672069140717
N00001350,N20000784,0.021700394021125367
N00001350,N20000780,0.020453553790778338
N00001350,N20000785,0.012918499584039924
N00001350,N20000853,6.497468420285048e-06
N00001350,N20000855,4.1607682938249695e-06
N00001350,N20001396,1.8978231060796055e-06
N00001351,N20000784,0.5835266145817116
N00001351,N20000781,0.2830369775758624
N00001351,N20000786,0.13342613156505642
N00001351,N20000855,1.0276277355442237e-05
N00001352,N20000786,0.8327000997347311
N00001352,N20000785,0.16728627183752198
N00001352,N20000855,7.495135151800891e-06
N00001352,N20001079,4.977850598353643e-06
N00001353,N20000785,0.7813151518359499
N00001353,N20000786,0.21866451192738096
N00001353,N20001396,1.758787586868633e-05
N00001353,N20001418,1.964771911853575e-06
N00001354,N20000783,0.3620450831051906
N00001354,N20000782,0.16731722833103171
N00001354,N20000778,0.16027207883223948
N00001354,N20000779,0.14572441323897747
N00001354,N20000777,0.10984129351347088
N00001354,N20000780,0.04300144142281257
N00001354,N20000771,0.011798461556274894
N00001355,N20000771,0.8507216214144523
N00001355,N20000769,0.1492590314445854
N00001355,N20000777,1.5722189890801626e-05
N00001355,N20000764,1.9101719207666035e-06
N00001355,N20000772,1.7147791541897225e-06
N00001356,N20000771,0.5351861247283274
N00001356,N20000777,0.4647676405224798
N00001356,N20000772,4.2828100561770144e-05
N00001356,N20000778,3.4066486317827944e-06
N00001357,N20000779,0.4614315908590466
N00001357,N20000777,0.251133982782493
N00001357,N20000778,0.23373409878027102
N00001357,N20000773,0.04427072575833369
N00001357,N20000771,0.009336866114414425
N00001357,N20000781,9.273570545969398e-05
N00001358,N20000764,0.665580201979151
N00001358,N20000769,0.2808147593623955
N00001358,N20000771,0.03034179445811028
N00001358,N20000766,0.02320956925263258
N00001358,N20000759,4.0378120202696814e-05
N00001358,N20000851,9.345768921965372e-06
N00001358,N20000849,3.9591919091108295e-06
N00001359,N20000766,0.8414042110223728
N00001359,N20000769,0.14555131688843467
N00001359,N20000764,0.013000488972231926
N00001359,N20000851,4.267377482633576e-05
N00001359,N20000852,1.309342110870063e-06
N00001360,N20000773,0.45691283102666413
N00001360,N20000766,0.4088414855037557
N00001360,N20000769,0.13419379377756996
N00001360,N20000852,4.270666772125237e-05
N00001360,N20000853,7.779248364277308e-06
N00001360,N20000771,1.403775924774409e-06
N00001361,N20000769,0.4139201506076579
N00001361,N20000773,0.41312101646112537
N00001361,N20000771,0.17263780274279156
N00001361,N20000778,0.0003210301884277856
N00001362,N20000773,0.6175026818055228
N00001362,N20000779,0.3824935966696439
N00001362,N20000778,3.7215248285013293e-06
N00001363,N20001019,0.9995401318016011
N00001363,N20001021,0.0004467203480219202
N00001363,N20001028,1.314785036450045e-05
N00001364,N20001028,0.5855540427929379
N00001364,N20001023,0.3641341816863427
N00001364,N20001019,0.05031177552072029
N00001365,N20000937,0.6566412246556442
N00001365,N20000935,0.17801008246868852
N00001365,N20001023,0.12133865464500261
N00001365,N20001019,0.04269104189004335
N00001365,N20001025,0.001318996340623641
N00001366,N20001028,0.8856562180401162
N00001366,N20001019,0.11371729996514003
N00001366,N20001038,0.0005185314700599871
N00001366,N20001023,0.00010795052466566403
N00001367,N20001018,0.6361637053798419
N00001367,N20001019,0.3637276482540285
N00001367,N20001021,4.575796231728323e-05
N00001367,N20000936,3.936527217663505e-05
N00001367,N20000943,1.4050611611023755e-05
N00001367,N20000937,9.472520030009262e-06
N00001368,N20001022,0.7825133347059712
N00001368,N20001025,0.11936994504625191
N00001368,N20001020,0.09610526307913002
N00001368,N20001038,0.0011577352971225076
N00001368,N20001034,0.0006556456279642216
N00001368,N20001031,0.0001980762435440024
N00001369,N20001025,0.5072439566904225
N00001369,N20001023,0.3706692834783898
N00001369,N20001028,0.07429121764069739
N00001369,N20001031,0.047153054201354225
N00001369,N20001033,0.0003253671604305649
N00001369,N20001022,0.00031578393409947017
N00001369,N20000937,1.3368946162114745e-06
N00001370,N20001033,0.5054005841214204
N00001370,N20001031,0.20566499387085455
N00001370,N20001028,0.1944056686545174
N00001370,N20001025,0.0716230850600078
N00001370,N20001038,0.022383631490271103
N00001370,N20001023,0.000522036802930954
N00001371,N20001034,0.9985265538562696
N00001371,N20001038,0.001460843831788386
N00001371,N20001020,1.2602311950534339e-05
N00001372,N20001033,0.4856796346810202
N00001372,N20001031,0.35828491555894687
N00001372,N20001038,0.15055118924151506
N00001372,N20001022,0.005484260518515672
N00001373,N20001020,0.5754257987310208
N00001373,N20001022,0.4245742012689831
N00001374,N20001020,0.8453029921498657
N00001374,N20001034,0.15469700785014157
N00001375,N20000935,0.7907004416836586
N00001375,N20000937,0.2056368048014874
N00001375,N20001020,0.003662753514854972
N00001376,N20001017,0.9999504847482906
N00001376,N20000990,3.29840164700098e-05
N00001376,N20000923,1.2883532144959698e-05
N00001376,N20000929,3.647197109976497e-06
N00001377,N20001020,0.9387811881286175
N00001377,N20001034,0.061211469553561056
N00001377,N20001000,3.6692497566316355e-06
N00001377,N20001009,2.6085641836797334e-06
N00001377,N20000994,1.0645038815337639e-06
N00001378,N20000937,0.41250217785971305
N00001378,N20001020,0.3575123270327112
N00001378,N20000935,0.188903241612375
N00001378,N20001025,0.04108224227834544
N00001379,N20001020,0.8617964320588223
N00001379,N20001017,0.12980795699459713
N00001379,N20000935,0.008384823337972828
N00001379,N20000994,9.769905414163846e-06
N00001379,N20000929,1.0177031957904228e-06
N00001380,N20001121,0.9999858508827746
N00001380,N20001141,5.596558099802096e-06
N00001380,N20001138,5.22531419149392e-06
N00001380,N20001145,2.1383997295978557e-06
N00001380,N20001042,1.1887253488719692e-06
N00001381,N20001121,0.8825280675430804
N00001381,N20001024,0.06554585927885626
N00001381,N20000942,0.022724040065287155
N00001381,N20001094,0.015806781402256075
N00001381,N20001035,0.012105697871081204
N00001381,N20000944,0.0010762326109697113
N00001381,N20001127,0.00020926357138085821
N00001381,N20000912,1.810837696443058e-06
N00001381,N20000934,1.192439198261282e-06
N00001381,N20000924,1.0543801911458407e-06
N00001382,N20001035,0.5125663156627348
N00001382,N20001037,0.3699291726093886
N00001382,N20001024,0.08424076823676412
N00001382,N20001030,0.03326374349111478
N00001383,N20001042,0.7721008858709383
N00001383,N20001037,0.2233239519503473
N00001383,N20001053,0.003693257399983592
N00001383,N20001057,0.0005772281577205769
N00001383,N20001035,0.000304676621014291
N00001384,N20001037,0.6396955968002958
N00001384,N20001036,0.2376032064272426
N00001384,N20001042,0.11322262950487125
N00001384,N20001044,0.00866787637500935
N00001384,N20001041,0.0008106908925831031
N00001385,N20001042,0.5017280863554789
N00001385,N20001121,0.28864493929995994
N00001385,N20001035,0.2094879626264173
N00001385,N20001037,0.00012516142627118707
N00001385,N20001057,1.287155334391926e-05
N00001386,N20001021,0.408477450027301
N00001386,N20001028,0.2992014320230839
N00001386,N20001029,0.2439684271943333
N00001386,N20001032,0.03682667558471948
N00001386,N20001038,0.010494290923555676
N00001386,N20001019,0.0009800299342499477
N00001386,N20001026,4.755653081840927e-05
N00001386,N20000943,4.166004071241262e-06
N00001387,N20001029,0.7346144386074451
N00001387,N20001032,0.263365698011488
N00001387,N20001026,0.0020198633810610744
N00001388,N20001038,0.9972602229230779
N00001388,N20001036,0.002057004673078441
N00001388,N20001028,0.0005906953616355551
N00001388,N20001032,6.183930921603142e-05
N00001388,N20001044,3.0237732999735757e-05
N00001389,N20001032,0.9981736226724756
N00001389,N20001026,0.0018209235087191494
N00001389,N20001038,5.453818822652066e-06
N00001390,N20001037,0.492506099901577
N00001390,N20001036,0.2911993142820002
N00001390,N20001030,0.17827192283023732
N00001390,N20001038,0.03781688646005064
N00001390,N20001032,0.0002057765261377981
N00001391,N20001037,0.6190730102457942
N00001391,N20001036,0.38092698975420386
N00001392,N20001027,0.4880615273994158
N00001392,N20001024,0.25614017866744304
N00001392,N20000944,0.1813277430435695
N00001392,N20001026,0.07447055088958107
N00001393,N20001024,0.6099196577532275
N00001393,N20001030,0.2022634474343088
N00001393,N20001027,0.18781689481245775
N00001394,N20001030,0.48603924422637423
N00001394,N20001037,0.27736705975684445
N00001394,N20001027,0.18495412570789588
N00001394,N20001026,0.02858147672857329
N00001394,N20001035,0.023058093580313545
N00001395,N20001026,0.33579863876892513
N00001395,N20001030,0.2306303670227486
N00001395,N20001032,0.21825241293002087
N00001395,N20001036,0.12098500815421963
N00001395,N20001037,0.09006480265680325
N00001395,N20001029,0.004268770467281477
N00001396,N20000942,0.5094670744706555
N00001396,N20000944,0.38927331776329566
N00001396,N20001024,0.07745988442695823
N00001396,N20001027,0.023683755537063377
N00001396,N20000941,9.980596003066301e-05
N00001396,N20000939,1.4239011551951606e-05
N00001396,N20000934,1.9228304307065467e-06
N00001397,N20001021,0.5720246965689334
N00001397,N20001026,0.4279753034310739
N00001398,N20001026,0.6481917184829078
N00001398,N20001027,0.18665806917255162
N00001398,N20001021,0.16060821491357902
N00001398,N20000944,0.004289020658175113
N00001398,N20001029,0.00024467807941059644
N00001398,N20000943,6.556865255761113e-06
