SA2011,DZ2021_cd,weight
N00000001,N20000279,0.9349055283158153
N00000001,N20000281,0.035594138130774854
N00000001,N20000268,0.02902970780228811
N00000001,N20000293,0.00047062575112307846
N00000002,N20000281,0.46266821648722617
N00000002,N20000293,0.44372819822724696
N00000002,N20000283,0.09353949877714493
N00000002,N20000279,6.4086508379579e-05
N00000003,N20000281,0.9672031998743936
N00000003,N20000279,0.032796800125609434
N00000004,N20000282,0.11878158424926216
N00000004,N20000279,0.03184074500351658
N00000004,N20000293,0.022677363535705767
N00000005,N20000268,0.1959306131933634
N00000005,N20000279,0.19538591865816224
N00000006,N20000293,0.5762309726552853
N00000006,N20000279,0.36652428622398925
N00000006,N20000281,0.028305731803191125
N00000006,N20000268,0.016370351420627198
N00000006,N20000282,0.012568657896907004
N00000007,N20000268,0.8753744038442478
N00000007,N20000279,0.010257413364520412
N00000007,N20000264,0.0005440903866638223
N00000007,N20000085,4.495124407670389e-06
N00000007,N20000084,2.1799371249056346e-06
N00000008,N20000264,0.42383536013494405
N00000008,N20000268,0.3160332515629978
N00000008,N20000274,0.1377189770947658
N00000008,N20000263,0.1224010474245814
N00000008,N20000085,9.476440148432296e-06
N00000008,N20000080,1.8873425623354131e-06
N00000009,N20000274,0.629172928251399
N00000009,N20000263,0.18775227270486608
N00000009,N20000261,0.1489256192221501
N00000009,N20000264,0.03408925297666832
N00000009,N20000258,5.8458917900152345e-05
N00000009,N20000080,1.4679270163983659e-06
N00000010,N20000268,0.32670826039903295
N00000010,N20000281,0.30092048760489487
N00000010,N20000274,0.26142278757875337
N00000010,N20000279,0.11094846441731684
N00000011,N20000084,0.28961996302893367
N00000011,N20000044,0.07491748481268297
N00000011,N20000081,0.006056283517999213
N00000011,N20000268,2.3384929174731797e-05
N00000012,N20000084,0.618588369024375
N00000012,N20000083,0.31011086370898294
N00000012,N20000081,0.057828095379408015
N00000012,N20000077,0.012523310305932508
N00000012,N20000076,0.0009493615812972615
N00000013,N20000084,0.37062735167180655
N00000013,N20000063,0.32273541262219263
N00000013,N20000077,0.16846318678107575
N00000013,N20000076,0.07264571845864712
N00000013,N20000044,0.06523274510122078
N00000013,N20000083,0.0002955853650513019
N00000014,N20000076,0.685769780933964
N00000014,N20000071,0.2008081673694362
N00000014,N20000084,0.040340843664987774
N00000014,N20000063,0.035845890667598856
N00000014,N20000083,0.034711758626718575
N00000014,N20000077,0.0025164965242359147
N00000014,N20000075,5.2624257453476e-06
N00000014,N20000085,1.799787323083413e-06
N00000015,N20000084,0.7272367197224847
N00000015,N20000081,0.06203192782258404
N00000015,N20000077,0.055354917520307835
N00000015,N20000044,0.04787684134486696
N00000016,N20000077,0.5776060505138622
N00000016,N20000081,0.263780205415928
N00000016,N20000083,0.15861374407020373
N00000017,N20000080,0.5139429497592346
N00000017,N20000074,0.3694530613972461
N00000017,N20000079,0.07982130506045367
N00000017,N20000067,0.034908133570218595
N00000017,N20000082,0.0016005681201029349
N00000017,N20000070,0.0002739820927420095
N00000018,N20000080,0.7241190496389291
N00000018,N20000082,0.24889762325304418
N00000018,N20000074,0.02670651496371595
N00000018,N20000085,0.00018673914610320755
N00000018,N20000264,9.00729982106951e-05
N00000019,N20000074,0.8237373525698753
N00000019,N20000079,0.09699007787725243
N00000019,N20000067,0.0792694391341805
N00000019,N20000078,3.114648637025804e-06
N00000020,N20000082,0.6928885770036161
N00000020,N20000079,0.3071101175937361
N00000020,N20000074,1.3054026512328295e-06
N00000021,N20000078,0.5250312531070924
N00000021,N20000258,0.2632402382973021
N00000021,N20000073,0.2117247229099779
N00000021,N20000079,3.7856856335460655e-06
N00000022,N20000079,0.3407161083141576
N00000022,N20000258,0.22283666872823066
N00000022,N20000078,0.19738159620328813
N00000022,N20000080,0.19482762017555708
N00000022,N20000082,0.042353773210492655
N00000022,N20000073,0.0009205529299644893
N00000022,N20000074,0.000516453402696649
N00000022,N20000264,0.0004472270356364563
N00000023,N20000080,0.46331828017020205
N00000023,N20000082,0.3232302298250354
N00000023,N20000079,0.21197323994996772
N00000023,N20000078,0.0010734837746835546
N00000023,N20000264,0.0003996226243469481
N00000023,N20000258,5.143655750308204e-06
N00000024,N20000280,0.40202118674841403
N00000024,N20000274,0.27216723547004906
N00000024,N20000261,0.1887908824100819
N00000024,N20000281,0.06591346875129507
N00000024,N20000278,0.0511162084870111
N00000024,N20000285,0.019991018133151166
N00000025,N20000280,0.504801047432777
N00000025,N20000285,0.4451441832344954
N00000025,N20000278,0.048718210424340644
N00000025,N20000281,0.0013207466347643028
N00000025,N20002289,1.5812273624466886e-05
N00000026,N20000285,0.4891026381769174
N00000026,N20000281,0.23289511204800908
N00000026,N20000274,0.2051775844741888
N00000026,N20000280,0.07278213034148857
N00000026,N20002287,4.195462567790881e-05
N00000027,N20000285,0.7636185706081987
N00000027,N20000281,0.21555942210761256
N00000027,N20002287,0.007779328146456669
N00000027,N20002288,0.004302134935075859
N00000027,N20000283,0.003584679131929842
N00000027,N20000284,0.0026118244625324073
N00000027,N20000292,0.0016177729902647675
N00000027,N20000286,0.0009258188878021246
N00000028,N20000285,0.4938211002032849
N00000028,N20000286,0.29234779766860336
N00000028,N20000283,0.2113985263953359
N00000028,N20000292,0.0022332221820452014
N00000028,N20000281,0.00019935355072559971
N00000029,N20000261,0.7151533182583675
N00000029,N20000278,0.2848460502761591
N00000030,N20000278,0.5435429087491709
N00000030,N20000285,0.4241654552932679
N00000030,N20000280,0.03217403734153991
N00000030,N20000712,3.664701539007661e-05
N00000030,N20002289,3.067092693423548e-05
N00000030,N20000261,2.263325642720426e-05
N00000030,N20001378,1.2903472502906516e-05
N00000030,N20000711,1.0700497096990814e-05
N00000030,N20001309,4.043446049123333e-06
N00000031,N20000032,0.14943709447503914
N00000031,N20000034,0.08608880486327877
N00000031,N20000028,0.01326796579699814
N00000031,N20000033,0.0052573667856272805
N00000032,N20000032,0.6041656785427929
N00000032,N20000028,0.3264286875948802
N00000032,N20000023,0.0681734572134037
N00000032,N20000029,0.0012321766489233488
N00000033,N20000028,0.5315040737749692
N00000033,N20000033,0.21683044477860755
N00000033,N20000034,0.14493459751705645
N00000033,N20000024,0.09845635303944009
N00000033,N20000009,0.007048697499261962
N00000033,N20000032,0.0010269730456603445
N00000033,N20000023,0.00019885858081424438
N00000034,N20000028,0.4596690391823266
N00000034,N20000008,0.4452619222887196
N00000034,N20000014,0.09506834350095823
N00000035,N20000020,0.8906093764243492
N00000035,N20000014,0.07142509298425317
N00000035,N20000023,0.03796553059139195
N00000036,N20000028,0.47134939275235294
N00000036,N20000023,0.3883654924017839
N00000036,N20000020,0.136801710948329
N00000036,N20000014,0.003482576564106361
N00000037,N20000293,0.354686247003631
N00000037,N20000294,0.3515468887767912
N00000037,N20000288,0.29376686421956505
N00000038,N20000293,0.6866921090833841
N00000038,N20000285,0.11623168314521588
N00000038,N20000282,0.017503928203756933
N00000038,N20000294,0.005133365165984457
N00000038,N20000290,0.002735791722530022
N00000038,N20000288,0.0007990867290956921
N00000038,N20002288,0.00012942843361413395
N00000038,N20000289,3.1429326870089427e-05
N00000038,N20002295,1.3759799331543224e-06
N00000039,N20000293,0.5194497103619158
N00000039,N20000294,0.14835835394012672
N00000039,N20000290,0.12681031453578437
N00000039,N20000288,0.11611682607485144
N00000039,N20000287,0.08597790249411685
N00000039,N20000284,0.003286892593203541
N00000040,N20000289,0.5599097153298667
N00000040,N20000293,0.3338218531348303
N00000040,N20000288,0.10539630892357259
N00000040,N20000294,0.0008721226117340788
N00000041,N20000292,0.887798679420449
N00000041,N20000286,0.11131874437606536
N00000041,N20000285,0.0005403759042594945
N00000041,N20000291,0.0003422002992275896
N00000042,N20000291,0.4991717303157605
N00000042,N20000285,0.23721407435717215
N00000042,N20000286,0.17875136533179817
N00000042,N20000292,0.08486282999527116
N00000043,N20000293,0.8345820902416887
N00000043,N20000284,0.08621861098577609
N00000043,N20000287,0.04449961695423937
N00000043,N20000288,0.017382150309939847
N00000043,N20000289,0.01731753150835586
N00000044,N20000285,0.41214880525628306
N00000044,N20000293,0.1733460115547968
N00000044,N20000291,0.1387796484623346
N00000044,N20000284,0.13055186711649275
N00000044,N20000289,0.11213597677134206
N00000044,N20000286,0.029807910217176322
N00000044,N20000283,0.003229780621575995
N00000045,N20000009,0.5126257972094761
N00000045,N20000007,0.20281327533828122
N00000045,N20000008,0.19652043672384265
N00000045,N20000028,0.05045936391576093
N00000045,N20000024,0.029984919144631573
N00000045,N20000003,0.007576839525655858
N00000045,N20002586,1.9368141115373084e-05
N00000046,N20000003,0.7583930079019323
N00000046,N20000008,0.1406553999560675
N00000046,N20000009,0.10079427422064181
N00000046,N20002584,9.482729381168323e-05
N00000046,N20002582,5.111624986721557e-05
N00000046,N20002586,1.1374377678949819e-05
N00000047,N20000008,0.6863070287229678
N00000047,N20000003,0.27450697128608803
N00000047,N20000012,0.037620615304208495
N00000047,N20000014,0.0012973848119465343
N00000047,N20000009,0.00014934298127008698
N00000047,N20002582,0.00011190179986596938
N00000047,N20000011,5.249900019791933e-06
N00000047,N20000004,1.5051936346281446e-06
N00000048,N20000008,0.6038566895110128
N00000048,N20000011,0.3128896745196612
N00000048,N20000016,0.08325324286291308
N00000049,N20000011,0.4721678548497927
N00000049,N20000008,0.4007652110011885
N00000049,N20000012,0.12676430498733224
N00000049,N20000016,0.00030262916168183817
N00000050,N20000012,0.4632967190757976
N00000050,N20000014,0.2962150055857198
N00000050,N20000008,0.1806599885995993
N00000050,N20000011,0.04027354008808484
N00000050,N20000019,0.017286528670172014
N00000050,N20000016,0.0022682179806288155
N00000051,N20000051,0.5078174305895259
N00000051,N20000038,0.33058128820546134
N00000051,N20000052,0.16116111231256272
N00000051,N20000053,0.0003093633673222091
N00000051,N20000059,0.0001308055251238695
N00000052,N20000052,0.5392562466679759
N00000052,N20000038,0.33037484696492136
N00000052,N20000042,0.07162826842451149
N00000052,N20000051,0.05823038947193093
N00000052,N20000053,0.00023633443338463955
N00000052,N20000030,0.00022370676356743858
N00000052,N20000010,4.862595933188543e-05
N00000052,N20000046,1.1800691305812175e-06
N00000053,N20000052,0.766715381634312
N00000053,N20000059,0.2240803993307419
N00000053,N20000073,0.008831023556416467
N00000053,N20000078,0.000353586327131875
N00000053,N20000051,1.1895637706436926e-05
N00000053,N20000066,3.617660213595741e-06
N00000053,N20000074,2.7697052987035467e-06
N00000053,N20000067,1.3261481813814014e-06
N00000054,N20000052,0.9240719920425783
N00000054,N20000073,0.07592800795742626
N00000055,N20000052,0.9297567749442235
N00000055,N20000073,0.0700238022800911
N00000055,N20000078,0.00021324606442400026
N00000055,N20000030,3.966760016695011e-06
N00000055,N20000258,2.2099512457965965e-06
N00000056,N20000073,0.48877595824472203
N00000056,N20000078,0.42824154589730545
N00000056,N20000052,0.08296325044130846
N00000056,N20000074,1.6325307712478413e-05
N00000056,N20000079,2.9201089261067535e-06
N00000057,N20000058,0.8209735248418093
N00000057,N20000061,0.1700288675085047
N00000057,N20000055,0.008997607649689881
N00000058,N20000061,0.7417723122879016
N00000058,N20000058,0.14858647175170928
N00000058,N20000062,0.1096395309972046
N00000058,N20000060,1.6849632040129207e-06
N00000059,N20000054,0.489958415047316
N00000059,N20000058,0.21520183709906457
N00000059,N20000055,0.16830784320060668
N00000059,N20000062,0.0873996601072953
N00000059,N20000061,0.0391322420627768
N00000060,N20000062,0.8318815664034561
N00000060,N20000054,0.09400570071363659
N00000060,N20000063,0.05780336907031979
N00000060,N20000072,0.013961035713309653
N00000060,N20000069,0.002346514908850876
N00000060,N20000058,1.8131904177243992e-06
N00000061,N20000072,0.5044026930732814
N00000061,N20000061,0.23218192986718936
N00000061,N20000062,0.18064433796951723
N00000061,N20000065,0.05988976155571022
N00000061,N20000069,0.022880568110808047
N00000062,N20000072,0.6182228273226215
N00000062,N20000065,0.260839818467321
N00000062,N20000080,0.10577058153336864
N00000062,N20000085,0.015166772676687704
N00000063,N20000054,0.55769986863518
N00000063,N20000047,0.15522792917211772
N00000063,N20000055,0.12947958685393474
N00000063,N20000057,0.07335405715038243
N00000063,N20000063,0.05406414709201636
N00000063,N20000050,0.012179512074479083
N00000063,N20000062,0.010929832516331551
N00000063,N20000058,0.0070626332467854415
N00000063,N20000056,1.5419918331031618e-06
N00000064,N20000067,0.5940075950503637
N00000064,N20000059,0.21515649672188175
N00000064,N20000066,0.10489050658105939
N00000064,N20000052,0.08594540164669316
N00000065,N20000064,0.4257246349304406
N00000065,N20000070,0.3718798610048006
N00000065,N20000067,0.17597087238330847
N00000065,N20000080,0.026423709591614726
N00000066,N20000070,0.4790143907846971
N00000066,N20000065,0.4017221377871788
N00000066,N20000080,0.05871006081920618
N00000066,N20000064,0.04523516267972777
N00000066,N20000072,0.015318247929191278
N00000067,N20000066,0.8843141482832528
N00000067,N20000067,0.11567220600618049
N00000067,N20000052,1.2226573348011395e-05
N00000067,N20000074,1.4190740321070958e-06
N00000068,N20000080,0.7062884082582924
N00000068,N20000070,0.15101737999900303
N00000068,N20000067,0.0958027515487285
N00000068,N20000085,0.046501257552707544
N00000068,N20000072,0.00039020264127027183
N00000069,N20000067,0.6611031654321823
N00000069,N20000074,0.20610778434255772
N00000069,N20000066,0.11479976164994775
N00000069,N20000080,0.01798928857530884
N00000070,N20000044,0.5799466426229307
N00000070,N20000048,0.4196428380547322
N00000070,N20000049,0.00040597306182401787
N00000070,N20000045,4.546260508550359e-06
N00000071,N20000063,0.47978580244518376
N00000071,N20000057,0.3381620792689612
N00000071,N20000044,0.16998289050656482
N00000071,N20000062,0.00932039243186489
N00000071,N20000068,0.002717323254866271
N00000071,N20000054,3.097580757819863e-05
N00000072,N20000085,0.7112185340604374
N00000072,N20000069,0.09139553758075139
N00000072,N20000084,0.07483764160764256
N00000072,N20000075,0.0592342119067171
N00000072,N20000068,0.031283471949496336
N00000072,N20000072,0.0140188573922149
N00000072,N20000071,0.013891924513003154
N00000072,N20000063,0.002923462933504055
N00000072,N20000062,0.000957736450089247
N00000072,N20000264,0.00021124148182096613
N00000072,N20000268,2.3505846563848546e-05
N00000072,N20000076,3.874277758587545e-06
N00000073,N20000063,0.5137733432483385
N00000073,N20000068,0.2747323835836751
N00000073,N20000071,0.21128450373579302
N00000073,N20000076,0.00020924904065465553
N00000074,N20000013,0.3980365644437566
N00000074,N20000044,0.27267046813317364
N00000074,N20000041,0.2258309346803813
N00000074,N20000027,0.05492923368400974
N00000074,N20000025,0.027784175951696348
N00000074,N20000048,0.02067425323164136
N00000074,N20000035,7.436987533960263e-05
N00000075,N20000044,0.8347557147976554
N00000075,N20000048,0.12652044326885592
N00000075,N20000041,0.037991979591791125
N00000075,N20000045,0.0007318623416969948
N00000076,N20000045,0.9900997501030526
N00000076,N20000044,0.007529047308382866
N00000076,N20000047,0.002369319301761424
N00000076,N20000048,1.8832867985669177e-06
N00000077,N20000049,0.3275148397831923
N00000077,N20000045,0.2326552886898895
N00000077,N20000057,0.20272829238608328
N00000077,N20000044,0.12398954407836715
N00000077,N20000048,0.11311203506247945
N00000078,N20000035,0.7008323191639872
N00000078,N20000041,0.2991676808360082
N00000079,N20000010,0.45783195909081975
N00000079,N20000026,0.27613139861776537
N00000079,N20000030,0.18862513970858644
N00000079,N20000005,0.0746601090048295
N00000079,N20000031,0.0027513935779978093
N00000080,N20000026,0.8476918854391241
N00000080,N20000030,0.13239226111273245
N00000080,N20000031,0.019804844998781396
N00000080,N20000261,0.00010174551681151041
N00000080,N20000122,9.262932551174584e-06
N00000081,N20000026,0.4714264823749401
N00000081,N20000030,0.41995550730769104
N00000081,N20000031,0.10812806857716388
N00000081,N20000261,0.0004899417402026889
N00000082,N20000030,0.8843548829148132
N00000082,N20000010,0.11554643824039613
N00000082,N20000258,8.340358065184535e-05
N00000082,N20000052,1.4866018338793876e-05
N00000083,N20000001,0.4372234134700916
N00000083,N20000005,0.36705339079583554
N00000083,N20000010,0.1951766238864271
N00000083,N20002679,0.00040309371085111727
N00000083,N20002677,0.0001228812897643708
N00000083,N20000002,2.0596847033821762e-05
N00000084,N20000005,0.7514909331694821
N00000084,N20000026,0.24620039065560567
N00000084,N20000010,0.0022663727343184815
N00000084,N20000099,3.397304275291607e-05
N00000084,N20000002,4.312809046276824e-06
N00000084,N20000122,4.0175887923029586e-06
N00000085,N20000029,0.3547423294828795
N00000085,N20000019,0.22497357064264012
N00000085,N20000020,0.18886281554219853
N00000085,N20000032,0.15464679577945506
N00000085,N20000023,0.050126790555204186
N00000085,N20000014,0.025804962668516937
N00000085,N20000016,0.0008427353291100208
N00000086,N20000029,0.6427082941724733
N00000086,N20000032,0.14198694620003985
N00000086,N20000017,0.09833848066926051
N00000086,N20000016,0.08706745685041772
N00000086,N20000021,0.029861190662645896
N00000086,N20000019,3.7631445161366766e-05
N00000087,N20000029,0.44723348600402835
N00000087,N20000032,0.13872553380335245
N00000087,N20000044,0.09233915627508084
N00000087,N20000025,0.007644012645218221
N00000087,N20000008,0.005823064179206178
N00000087,N20000021,0.005578700314577752
N00000087,N20000013,0.004273187443635969
N00000087,N20000018,0.0008562267878688272
N00000087,N20000016,0.00025709705191892984
N00000087,N20000017,1.640681842819619e-05
N00000088,N20000016,0.6620671960197775
N00000088,N20000019,0.21835679774005332
N00000088,N20000012,0.1189808087985651
N00000088,N20000011,0.0005951974415971914
N00000089,N20000029,0.44865539973534746
N00000089,N20000008,0.4289285412635823
N00000089,N20000018,0.09232120881026587
N00000089,N20000021,0.02657248400174176
N00000089,N20000017,0.0035223661890632055
N00000090,N20000017,0.6983416231276182
N00000090,N20000016,0.23734884545249302
N00000090,N20000018,0.0639053123750315
N00000090,N20000029,0.00028134423616012373
N00000090,N20000021,0.00012287480869392823
N00000091,N20000008,0.641664737467191
N00000091,N20000016,0.1625365221584564
N00000091,N20000017,0.1342641270101301
N00000091,N20000019,0.05564671322546697
N00000091,N20000014,0.003257499223085635
N00000091,N20000011,0.0026302270933096566
N00000092,N20000001,0.813902507401934
N00000092,N20000013,0.09383526172012678
N00000092,N20000004,0.06478308497689603
N00000092,N20000006,0.027045164410352294
N00000092,N20002684,0.00024113500625108365
N00000092,N20002677,0.00011739906529614358
N00000092,N20000010,7.543669562757395e-05
N00000093,N20000013,0.351787752298096
N00000093,N20000006,0.3400266192506999
N00000093,N20000029,0.1618840151745921
N00000093,N20000008,0.14536518825656197
N00000093,N20000004,0.0009360519306616644
N00000094,N20000004,0.6099131776350504
N00000094,N20000006,0.21224377409786863
N00000094,N20000013,0.17774165903422431
N00000094,N20002678,0.00010128490548246722
N00000095,N20000004,0.5300465306141249
N00000095,N20000008,0.45812167389596464
N00000095,N20000006,0.011499213871797039
N00000095,N20000029,0.00025028008593497346
N00000095,N20002678,8.150181912612158e-05
N00000096,N20000013,0.4433958704091479
N00000096,N20000010,0.3334102783258513
N00000096,N20000006,0.16729975150229084
N00000096,N20000001,0.05522899338665078
N00000096,N20000030,0.0006621282289494244
N00000096,N20000038,2.843303573112723e-06
N00000097,N20000041,0.4836212158525458
