SA2011,ward_key,ward_pop_1971,ward_pop_1981,ward_pop_change_pct,ward_male_pct_1981,ward_pop_density_1981
N00002692,down|donard,2165,2115,-2.31,46.15,211.3
N00002694,down|donard,2165,2115,-2.31,46.15,211.3
N00002691,down|donard,2165,2115,-2.31,46.15,211.3
N00002788,down|tollymore,1924,1941,0.88,51.42,29.0
N00002774,down|shimna,2709,3920,44.7,47.09,1136.0
N00002745,down|shimna,2709,3920,44.7,47.09,1136.0
N00002744,down|shimna,2709,3920,44.7,47.09,1136.0
N00002746,down|shimna,2709,3920,44.7,47.09,1136.0
N00002773,down|shimna,2709,3920,44.7,47.09,1136.0
N00002771,down|shimna,2709,3920,44.7,47.09,1136.0
N00002777,down|shimna,2709,3920,44.7,47.09,1136.0
N00002776,down|shimna,2709,3920,44.7,47.09,1136.0
N00002775,down|shimna,2709,3920,44.7,47.09,1136.0
N00002695,down|donard,2165,2115,-2.31,46.15,211.3
N00002772,down|shimna,2709,3920,44.7,47.09,1136.0
N00002698,down|donard,2165,2115,-2.31,46.15,211.3
N00002696,down|donard,2165,2115,-2.31,46.15,211.3
N00002697,down|donard,2165,2115,-2.31,46.15,211.3
N00002690,down|donard,2165,2115,-2.31,46.15,211.3
N00002778,down|shimna,2709,3920,44.7,47.09,1136.0
N00002747,down|shimna,2709,3920,44.7,47.09,1136.0
N00002748,down|dundrum,2245,2284,1.74,51.23,72.2
N00002742,down|tollymore,1924,1941,0.88,51.42,29.0
N00002791,down|tollymore,1924,1941,0.88,51.42,29.0
N00002789,down|castlewellan,2057,2321,12.83,50.5,165.8
N00002790,down|tollymore,1924,1941,0.88,51.42,29.0
N00002668,down|castlewellan,2057,2321,12.83,50.5,165.8
N00002667,down|castlewellan,2057,2321,12.83,50.5,165.8
N00002710,down|dundrum,2245,2284,1.74,51.23,72.2
N00002711,down|dundrum,2245,2284,1.74,51.23,72.2
N00002743,down|dundrum,2245,2284,1.74,51.23,72.2
N00002726,down|killough,3295,3185,-3.34,56.36,60.1
N00002709,down|dundrum,2245,2284,1.74,51.23,72.2
N00002768,down|seaforde,1833,1881,2.62,50.08,30.4
N00002770,down|seaforde,1833,1881,2.62,50.08,30.4
N00002769,down|seaforde,1833,1881,2.62,50.08,30.4
N00002764,down|seaforde,1833,1881,2.62,50.08,30.4
N00002766,down|seaforde,1833,1881,2.62,50.08,30.4
N00002713,down|dunmore,2230,2279,2.2,51.65,42.0
N00002717,down|dunmore,2230,2279,2.2,51.65,42.0
N00002669,down|dunmore,2230,2279,2.2,51.65,42.0
N00002767,down|seaforde,1833,1881,2.62,50.08,30.4
N00002707,down|dundrum,2245,2284,1.74,51.23,72.2
N00002708,down|dundrum,2245,2284,1.74,51.23,72.2
N00002712,down|dundrum,2245,2284,1.74,51.23,72.2
N00002670,down|castlewellan,2057,2321,12.83,50.5,165.8
N00000723,banbridge|garran,1709,1500,-12.23,51.27,23.8
N00000721,banbridge|garran,1709,1500,-12.23,51.27,23.8
N00000726,banbridge|garran,1709,1500,-12.23,51.27,23.8
N00000725,banbridge|garran,1709,1500,-12.23,51.27,23.8
N00000788,banbridge|balloolymore,1720,1676,-2.56,50.18,29.0
N00000784,banbridge|annaclone,1825,1509,-17.32,51.56,25.0
N00000722,banbridge|garran,1709,1500,-12.23,51.27,23.8
N00000785,banbridge|drumadonnell,1501,1265,-15.72,49.17,29.0
N00000786,banbridge|drumadonnell,1501,1265,-15.72,49.17,29.0
N00002787,down|tollymore,1924,1941,0.88,51.42,29.0
N00002786,down|tollymore,1924,1941,0.88,51.42,29.0
N00002785,down|tollymore,1924,1941,0.88,51.42,29.0
N00003861,newry and mourne|spelga,1970,1999,1.47,50.58,28.9
N00003858,newry and mourne|spelga,1970,1999,1.47,50.58,28.9
N00003817,newry and mourne|lisnacree,2046,2028,-0.88,50.44,23.6
N00003820,newry and mourne|lisnacree,2046,2028,-0.88,50.44,23.6
N00003691,newry and mourne|binnian,2160,1993,-7.73,50.23,31.5
N00003696,newry and mourne|binnian,2160,1993,-7.73,50.23,31.5
N00003670,newry and mourne|annalong,2155,2500,16.01,50.12,64.8
N00003673,newry and mourne|annalong,2155,2500,16.01,50.12,64.8
N00003672,newry and mourne|annalong,2155,2500,16.01,50.12,64.8
N00003671,newry and mourne|annalong,2155,2500,16.01,50.12,64.8
N00003675,newry and mourne|annalong,2155,2500,16.01,50.12,64.8
N00003669,newry and mourne|annalong,2155,2500,16.01,50.12,64.8
N00003667,newry and mourne|annalong,2155,2500,16.01,50.12,64.8
N00003668,newry and mourne|annalong,2155,2500,16.01,50.12,64.8
N00003692,newry and mourne|binnian,2160,1993,-7.73,50.23,31.5
N00003674,newry and mourne|annalong,2155,2500,16.01,50.12,64.8
N00003812,newry and mourne|cranfield,2544,2630,3.38,49.13,149.6
N00003813,newry and mourne|cranfield,2544,2630,3.38,49.13,149.6
N00003807,newry and mourne|kilkeel,2885,3840,33.1,47.08,1013.3
N00003810,newry and mourne|kilkeel,2885,3840,33.1,47.08,1013.3
N00003808,newry and mourne|kilkeel,2885,3840,33.1,47.08,1013.3
N00003811,newry and mourne|kilkeel,2885,3840,33.1,47.08,1013.3
N00003809,newry and mourne|kilkeel,2885,3840,33.1,47.08,1013.3
N00003803,newry and mourne|kilkeel,2885,3840,33.1,47.08,1013.3
N00003800,newry and mourne|kilkeel,2885,3840,33.1,47.08,1013.3
N00003799,newry and mourne|kilkeel,2885,3840,33.1,47.08,1013.3
N00003695,newry and mourne|binnian,2160,1993,-7.73,50.23,31.5
N00003693,newry and mourne|binnian,2160,1993,-7.73,50.23,31.5
N00003690,newry and mourne|binnian,2160,1993,-7.73,50.23,31.5
N00003694,newry and mourne|binnian,2160,1993,-7.73,50.23,31.5
N00003804,newry and mourne|lisnacree,2046,2028,-0.88,50.44,23.6
N00003801,newry and mourne|kilkeel,2885,3840,33.1,47.08,1013.3
N00003802,newry and mourne|kilkeel,2885,3840,33.1,47.08,1013.3
N00003806,newry and mourne|kilkeel,2885,3840,33.1,47.08,1013.3
N00003815,newry and mourne|cranfield,2544,2630,3.38,49.13,149.6
N00003805,newry and mourne|kilkeel,2885,3840,33.1,47.08,1013.3
N00003814,newry and mourne|cranfield,2544,2630,3.38,49.13,149.6
N00003816,newry and mourne|cranfield,2544,2630,3.38,49.13,149.6
N00003821,newry and mourne|lisnacree,2046,2028,-0.88,50.44,23.6
N00003822,newry and mourne|cranfield,2544,2630,3.38,49.13,149.6
N00003818,newry and mourne|cranfield,2544,2630,3.38,49.13,149.6
N00003819,newry and mourne|cranfield,2544,2630,3.38,49.13,149.6
N00003843,newry and mourne|seaview,2643,2746,3.9,51.02,703.9
N00003717,newry and mourne|clonallan,2685,2981,11.02,49.11,189.5
N00003846,newry and mourne|seaview,2643,2746,3.9,51.02,703.9
N00003841,newry and mourne|seaview,2643,2746,3.9,51.02,703.9
N00003842,newry and mourne|seaview,2643,2746,3.9,51.02,703.9
N00003838,newry and mourne|rostrevor,2292,2663,16.19,49.53,65.8
N00003837,newry and mourne|rostrevor,2292,2663,16.19,49.53,65.8
N00003840,newry and mourne|lisnacree,2046,2028,-0.88,50.44,23.6
N00003839,newry and mourne|rostrevor,2292,2663,16.19,49.53,65.8
N00003834,newry and mourne|rostrevor,2292,2663,16.19,49.53,65.8
N00003835,newry and mourne|rostrevor,2292,2663,16.19,49.53,65.8
N00003699,newry and mourne|rostrevor,2292,2663,16.19,49.53,65.8
N00003697,newry and mourne|rostrevor,2292,2663,16.19,49.53,65.8
N00003860,newry and mourne|spelga,1970,1999,1.47,50.58,28.9
N00003825,newry and mourne|ballycrossan,2404,2486,3.41,51.45,80.9
N00003826,newry and mourne|ballycrossan,2404,2486,3.41,51.45,80.9
N00003701,newry and mourne|ballycrossan,2404,2486,3.41,51.45,80.9
N00003704,newry and mourne|clonallan,2685,2981,11.02,49.11,189.5
N00003703,newry and mourne|clonallan,2685,2981,11.02,49.11,189.5
N00003698,newry and mourne|clonallan,2685,2981,11.02,49.11,189.5
N00003700,newry and mourne|rostrevor,2292,2663,16.19,49.53,65.8
N00003836,newry and mourne|rostrevor,2292,2663,16.19,49.53,65.8
N00003844,newry and mourne|seaview,2643,2746,3.9,51.02,703.9
N00003845,newry and mourne|seaview,2643,2746,3.9,51.02,703.9
N00003847,newry and mourne|seaview,2643,2746,3.9,51.02,703.9
N00003848,newry and mourne|seaview,2643,2746,3.9,51.02,703.9
N00003714,newry and mourne|clonallan,2685,2981,11.02,49.11,189.5
N00003712,newry and mourne|clonallan,2685,2981,11.02,49.11,189.5
N00003715,newry and mourne|clonallan,2685,2981,11.02,49.11,189.5
N00003716,newry and mourne|clonallan,2685,2981,11.02,49.11,189.5
N00003713,newry and mourne|clonallan,2685,2981,11.02,49.11,189.5
N00003719,newry and mourne|clonallan,2685,2981,11.02,49.11,189.5
N00003718,newry and mourne|clonallan,2685,2981,11.02,49.11,189.5
N00003720,newry and mourne|clonallan,2685,2981,11.02,49.11,189.5
N00003789,newry and mourne|fathom,2498,2636,5.52,50.76,67.1
N00003784,newry and mourne|fathom,2498,2636,5.52,50.76,67.1
N00003785,newry and mourne|fathom,2498,2636,5.52,50.76,67.1
N00003790,newry and mourne|fathom,2498,2636,5.52,50.76,67.1
N00003702,newry and mourne|ballycrossan,2404,2486,3.41,51.45,80.9
N00003747,newry and mourne|ballycrossan,2404,2486,3.41,51.45,80.9
N00003746,newry and mourne|ballycrossan,2404,2486,3.41,51.45,80.9
N00003868,newry and mourne|st mary s,2604,2562,-1.61,48.09,1293.5
N00003867,newry and mourne|st mary s,2604,2562,-1.61,48.09,1293.5
N00003745,newry and mourne|ballycrossan,2404,2486,3.41,51.45,80.9
N00003744,newry and mourne|ballycrossan,2404,2486,3.41,51.45,80.9
N00003743,newry and mourne|ballycrossan,2404,2486,3.41,51.45,80.9
N00003752,newry and mourne|ballycrossan,2404,2486,3.41,51.45,80.9
N00003871,newry and mourne|windsor hill,2706,3503,29.45,48.64,694.4
N00003883,newry and mourne|windsor hill,2706,3503,29.45,48.64,694.4
N00003870,newry and mourne|st patrick s,2395,2143,-10.52,48.3,1447.7
N00003869,newry and mourne|windsor hill,2706,3503,29.45,48.64,694.4
N00003864,newry and mourne|st mary s,2604,2562,-1.61,48.09,1293.5
N00003873,newry and mourne|st patrick s,2395,2143,-10.52,48.3,1447.7
N00003866,newry and mourne|st mary s,2604,2562,-1.61,48.09,1293.5
N00003865,newry and mourne|st mary s,2604,2562,-1.61,48.09,1293.5
N00003769,newry and mourne|drumalane,2513,2368,-5.77,48.18,978.9
N00003774,newry and mourne|drumalane,2513,2368,-5.77,48.18,978.9
N00003736,newry and mourne|daisy hill,2931,3177,8.39,48.22,2195.0
N00003734,newry and mourne|daisy hill,2931,3177,8.39,48.22,2195.0
N00003735,newry and mourne|daisy hill,2931,3177,8.39,48.22,2195.0
N00003738,newry and mourne|daisy hill,2931,3177,8.39,48.22,2195.0
N00003772,newry and mourne|drumalane,2513,2368,-5.77,48.18,978.9
N00003773,newry and mourne|drumalane,2513,2368,-5.77,48.18,978.9
N00003863,newry and mourne|st mary s,2604,2562,-1.61,48.09,1293.5
N00003741,newry and mourne|st patrick s,2395,2143,-10.52,48.3,1447.7
N00003872,newry and mourne|st patrick s,2395,2143,-10.52,48.3,1447.7
N00003779,newry and mourne|drumgullion,3075,2874,-6.54,50.42,1691.9
N00003681,newry and mourne|drumgullion,3075,2874,-6.54,50.42,1691.9
N00003778,newry and mourne|drumgullion,3075,2874,-6.54,50.42,1691.9
N00003682,newry and mourne|ballybot,3329,2646,-20.52,49.58,2287.5
N00003679,newry and mourne|ballybot,3329,2646,-20.52,49.58,2287.5
N00003678,newry and mourne|ballybot,3329,2646,-20.52,49.58,2287.5
N00003739,newry and mourne|daisy hill,2931,3177,8.39,48.22,2195.0
N00003742,newry and mourne|daisy hill,2931,3177,8.39,48.22,2195.0
N00003737,newry and mourne|daisy hill,2931,3177,8.39,48.22,2195.0
N00003740,newry and mourne|daisy hill,2931,3177,8.39,48.22,2195.0
N00003756,newry and mourne|daisy hill,2931,3177,8.39,48.22,2195.0
N00003754,newry and mourne|derrymore,2657,2160,-18.71,49.35,241.7
N00003755,newry and mourne|derrymore,2657,2160,-18.71,49.35,241.7
N00003786,newry and mourne|drumalane,2513,2368,-5.77,48.18,978.9
N00003775,newry and mourne|drumalane,2513,2368,-5.77,48.18,978.9
N00003770,newry and mourne|drumalane,2513,2368,-5.77,48.18,978.9
N00003771,newry and mourne|drumalane,2513,2368,-5.77,48.18,978.9
N00003768,newry and mourne|drumalane,2513,2368,-5.77,48.18,978.9
N00003788,newry and mourne|fathom,2498,2636,5.52,50.76,67.1
N00003787,newry and mourne|fathom,2498,2636,5.52,50.76,67.1
N00003710,newry and mourne|camlough,2102,1941,-7.66,50.33,37.8
N00003708,newry and mourne|camlough,2102,1941,-7.66,50.33,37.8
N00003707,newry and mourne|camlough,2102,1941,-7.66,50.33,37.8
N00003853,newry and mourne|camlough,2102,1941,-7.66,50.33,37.8
N00003711,newry and mourne|fathom,2498,2636,5.52,50.76,67.1
N00003792,newry and mourne|fathom,2498,2636,5.52,50.76,67.1
N00003791,newry and mourne|forkhill,2386,2137,-10.44,48.53,46.5
N00003798,newry and mourne|forkhill,2386,2137,-10.44,48.53,46.5
N00003795,newry and mourne|forkhill,2386,2137,-10.44,48.53,46.5
N00003796,newry and mourne|forkhill,2386,2137,-10.44,48.53,46.5
N00003797,newry and mourne|forkhill,2386,2137,-10.44,48.53,46.5
N00003794,newry and mourne|forkhill,2386,2137,-10.44,48.53,46.5
N00003793,newry and mourne|forkhill,2386,2137,-10.44,48.53,46.5
N00003849,newry and mourne|creggan,2102,1974,-6.09,51.01,38.1
N00003850,newry and mourne|creggan,2102,1974,-6.09,51.01,38.1
N00003723,newry and mourne|creggan,2102,1974,-6.09,51.01,38.1
N00003726,newry and mourne|creggan,2102,1974,-6.09,51.01,38.1
N00003725,newry and mourne|creggan,2102,1974,-6.09,51.01,38.1
N00003721,newry and mourne|creggan,2102,1974,-6.09,51.01,38.1
N00003722,newry and mourne|newtownhamilton,1936,1649,-14.82,50.82,32.5
N00003731,newry and mourne|crossmaglen,2309,1990,-13.82,50.4,72.5
N00003732,newry and mourne|crossmaglen,2309,1990,-13.82,50.4,72.5
N00003733,newry and mourne|crossmaglen,2309,1990,-13.82,50.4,72.5
N00003729,newry and mourne|crossmaglen,2309,1990,-13.82,50.4,72.5
N00003730,newry and mourne|crossmaglen,2309,1990,-13.82,50.4,72.5
N00003728,newry and mourne|crossmaglen,2309,1990,-13.82,50.4,72.5
N00003828,newry and mourne|newtownhamilton,1936,1649,-14.82,50.82,32.5
N00003830,newry and mourne|newtownhamilton,1936,1649,-14.82,50.82,32.5
N00003724,newry and mourne|newtownhamilton,1936,1649,-14.82,50.82,32.5
N00003727,newry and mourne|newtownhamilton,1936,1649,-14.82,50.82,32.5
N00003854,newry and mourne|camlough,2102,1941,-7.66,50.33,37.8
N00003851,newry and mourne|camlough,2102,1941,-7.66,50.33,37.8
N00003855,newry and mourne|camlough,2102,1941,-7.66,50.33,37.8
N00003852,newry and mourne|creggan,2102,1974,-6.09,51.01,38.1
N00003856,newry and mourne|forkhill,2386,2137,-10.44,48.53,46.5
N00003706,newry and mourne|belleek,2102,1588,-24.45,51.95,22.8
N00003829,newry and mourne|belleek,2102,1588,-24.45,51.95,22.8
N00003875,newry and mourne|belleek,2102,1588,-24.45,51.95,22.8
N00000453,armagh|poyntz pass,2053,2007,-2.24,49.38,37.1
N00000431,armagh|markethill,2352,2286,-2.81,48.99,56.4
N00000407,armagh|killeen,2345,2976,26.91,51.31,45.9
N00000363,armagh|carrigatuke,2371,2258,-4.77,50.93,37.5
N00003832,newry and mourne|belleek,2102,1588,-24.45,51.95,22.8
N00003831,newry and mourne|belleek,2102,1588,-24.45,51.95,22.8
N00003833,newry and mourne|newtownhamilton,1936,1649,-14.82,50.82,32.5
N00000364,armagh|carrigatuke,2371,2258,-4.77,50.93,37.5
N00000365,armagh|carrigatuke,2371,2258,-4.77,50.93,37.5
N00000382,armagh|derrynoose,1903,2050,7.72,52.68,30.4
N00000380,armagh|derrynoose,1903,2050,7.72,52.68,30.4
N00000384,armagh|derrynoose,1903,2050,7.72,52.68,30.4
N00000383,armagh|derrynoose,1903,2050,7.72,52.68,30.4
N00000385,armagh|derrynoose,1903,2050,7.72,52.68,30.4
N00000402,armagh|keady,2145,2504,16.74,49.52,2833.9
N00000400,armagh|keady,2145,2504,16.74,49.52,2833.9
N00000405,armagh|keady,2145,2504,16.74,49.52,2833.9
N00000404,armagh|keady,2145,2504,16.74,49.52,2833.9
N00000403,armagh|keady,2145,2504,16.74,49.52,2833.9
N00000401,armagh|keady,2145,2504,16.74,49.52,2833.9
N00000381,armagh|derrynoose,1903,2050,7.72,52.68,30.4
N00000360,armagh|carrigatuke,2371,2258,-4.77,50.93,37.5
N00000362,armagh|killeen,2345,2976,26.91,51.31,45.9
N00000438,armagh|milford,2016,1736,-13.89,52.59,44.1
N00000361,armagh|carrigatuke,2371,2258,-4.77,50.93,37.5
N00000440,armagh|milford,2016,1736,-13.89,52.59,44.1
N00000439,armagh|milford,2016,1736,-13.89,52.59,44.1
N00000416,armagh|killylea,2118,2164,2.17,49.45,33.8
N00000415,armagh|killylea,2118,2164,2.17,49.45,33.8
N00000441,armagh|milford,2016,1736,-13.89,52.59,44.1
N00000442,armagh|milford,2016,1736,-13.89,52.59,44.1
N00000437,armagh|killeen,2345,2976,26.91,51.31,45.9
N00000373,armagh|killeen,2345,2976,26.91,51.31,45.9
N00000374,armagh|demesne,2460,2707,10.04,47.8,1384.4
N00000389,armagh|downs,2669,1792,-32.86,48.38,1165.5
N00000386,armagh|downs,2669,1792,-32.86,48.38,1165.5
N00000388,armagh|downs,2669,1792,-32.86,48.38,1165.5
N00000375,armagh|demesne,2460,2707,10.04,47.8,1384.4
N00000377,armagh|demesne,2460,2707,10.04,47.8,1384.4
N00000472,armagh|demesne,2460,2707,10.04,47.8,1384.4
N00000376,armagh|demesne,2460,2707,10.04,47.8,1384.4
N00000471,armagh|demesne,2460,2707,10.04,47.8,1384.4
N00000409,armagh|killeen,2345,2976,26.91,51.31,45.9
N00000378,armagh|killeen,2345,2976,26.91,51.31,45.9
N00000379,armagh|killeen,2345,2976,26.91,51.31,45.9
N00000372,armagh|killeen,2345,2976,26.91,51.31,45.9
N00000410,armagh|killeen,2345,2976,26.91,51.31,45.9
N00000390,armagh|rich hill,2113,2993,41.65,49.88,81.3
N00000408,armagh|killeen,2345,2976,26.91,51.31,45.9
N00000406,armagh|killeen,2345,2976,26.91,51.31,45.9
N00000434,armagh|markethill,2352,2286,-2.81,48.99,56.4
N00000433,armagh|markethill,2352,2286,-2.81,48.99,56.4
N00000435,armagh|markethill,2352,2286,-2.81,48.99,56.4
N00000436,armagh|markethill,2352,2286,-2.81,48.99,56.4
N00000430,armagh|markethill,2352,2286,-2.81,48.99,56.4
N00000391,armagh|laurelvale,2297,2294,-0.13,48.91,56.1
N00000432,armagh|markethill,2352,2286,-2.81,48.99,56.4
N00000450,armagh|poyntz pass,2053,2007,-2.24,49.38,37.1
N00000454,armagh|tandragee,2422,3204,32.29,49.63,151.9
N00000463,armagh|tandragee,2422,3204,32.29,49.63,151.9
N00000799,banbridge|loughbrickland,2056,2240,8.95,50.94,45.9
N00000728,banbridge|edenderry,2256,2897,28.41,50.47,654.0
N00000794,banbridge|loughbrickland,2056,2240,8.95,50.94,45.9
N00000796,banbridge|loughbrickland,2056,2240,8.95,50.94,45.9
N00000797,banbridge|loughbrickland,2056,2240,8.95,50.94,45.9
N00000795,banbridge|loughbrickland,2056,2240,8.95,50.94,45.9
N00000798,banbridge|loughbrickland,2056,2240,8.95,50.94,45.9
N00000451,armagh|poyntz pass,2053,2007,-2.24,49.38,37.1
N00000449,armagh|poyntz pass,2053,2007,-2.24,49.38,37.1
N00000452,armagh|poyntz pass,2053,2007,-2.24,49.38,37.1
N00003879,newry and mourne|tullyhappy,2084,2115,1.49,50.54,35.9
N00003874,newry and mourne|tullyhappy,2084,2115,1.49,50.54,35.9
N00003878,newry and mourne|tullyhappy,2084,2115,1.49,50.54,35.9
N00003876,newry and mourne|belleek,2102,1588,-24.45,51.95,22.8
N00003688,newry and mourne|bessbrook,2472,3078,24.51,59.75,497.9
N00003683,newry and mourne|bessbrook,2472,3078,24.51,59.75,497.9
N00003709,newry and mourne|camlough,2102,1941,-7.66,50.33,37.8
N00003705,newry and mourne|derrymore,2657,2160,-18.71,49.35,241.7
N00003686,newry and mourne|bessbrook,2472,3078,24.51,59.75,497.9
N00003685,newry and mourne|bessbrook,2472,3078,24.51,59.75,497.9
N00003684,newry and mourne|bessbrook,2472,3078,24.51,59.75,497.9
N00003753,newry and mourne|derrymore,2657,2160,-18.71,49.35,241.7
N00003759,newry and mourne|derrymore,2657,2160,-18.71,49.35,241.7
N00003689,newry and mourne|bessbrook,2472,3078,24.51,59.75,497.9
N00003687,newry and mourne|bessbrook,2472,3078,24.51,59.75,497.9
N00003877,newry and mourne|tullyhappy,2084,2115,1.49,50.54,35.9
N00003758,newry and mourne|derrymore,2657,2160,-18.71,49.35,241.7
N00003757,newry and mourne|derrymore,2657,2160,-18.71,49.35,241.7
N00003760,newry and mourne|derrymore,2657,2160,-18.71,49.35,241.7
N00003677,newry and mourne|ballybot,3329,2646,-20.52,49.58,2287.5
N00003676,newry and mourne|ballybot,3329,2646,-20.52,49.58,2287.5
N00003781,newry and mourne|drumgullion,3075,2874,-6.54,50.42,1691.9
N00003780,newry and mourne|drumgullion,3075,2874,-6.54,50.42,1691.9
N00003680,newry and mourne|ballybot,3329,2646,-20.52,49.58,2287.5
N00003777,newry and mourne|drumgullion,3075,2874,-6.54,50.42,1691.9
N00003783,newry and mourne|drumgullion,3075,2874,-6.54,50.42,1691.9
N00003776,newry and mourne|drumgullion,3075,2874,-6.54,50.42,1691.9
N00003884,newry and mourne|windsor hill,2706,3503,29.45,48.64,694.4
N00003886,newry and mourne|windsor hill,2706,3503,29.45,48.64,694.4
N00003885,newry and mourne|windsor hill,2706,3503,29.45,48.64,694.4
N00003782,newry and mourne|drumgullion,3075,2874,-6.54,50.42,1691.9
N00003751,newry and mourne|windsor hill,2706,3503,29.45,48.64,694.4
N00003750,newry and mourne|windsor hill,2706,3503,29.45,48.64,694.4
N00003882,newry and mourne|windsor hill,2706,3503,29.45,48.64,694.4
N00003881,newry and mourne|windsor hill,2706,3503,29.45,48.64,694.4
N00003749,newry and mourne|windsor hill,2706,3503,29.45,48.64,694.4
N00003748,newry and mourne|donaghmore,2048,1829,-10.69,50.63,35.6
N00003765,newry and mourne|donaghmore,2048,1829,-10.69,50.63,35.6
N00003880,newry and mourne|tullyhappy,2084,2115,1.49,50.54,35.9
N00003767,newry and mourne|tullyhappy,2084,2115,1.49,50.54,35.9
N00003766,newry and mourne|donaghmore,2048,1829,-10.69,50.63,35.6
N00003763,newry and mourne|donaghmore,2048,1829,-10.69,50.63,35.6
N00003762,newry and mourne|donaghmore,2048,1829,-10.69,50.63,35.6
N00003823,newry and mourne|drumgath,2187,2062,-5.72,50.1,38.0
N00003761,newry and mourne|donaghmore,2048,1829,-10.69,50.63,35.6
N00003764,newry and mourne|donaghmore,2048,1829,-10.69,50.63,35.6
N00003824,newry and mourne|drumgath,2187,2062,-5.72,50.1,38.0
N00003827,newry and mourne|drumgath,2187,2062,-5.72,50.1,38.0
N00003857,newry and mourne|drumgath,2187,2062,-5.72,50.1,38.0
N00003859,newry and mourne|spelga,1970,1999,1.47,50.58,28.9
N00003862,newry and mourne|spelga,1970,1999,1.47,50.58,28.9
N00000809,newry and mourne|rathfriland,2148,2317,7.87,48.42,378.9
N00000810,newry and mourne|rathfriland,2148,2317,7.87,48.42,378.9
N00000812,newry and mourne|rathfriland,2148,2317,7.87,48.42,378.9
N00000807,newry and mourne|rathfriland,2148,2317,7.87,48.42,378.9
N00000811,newry and mourne|rathfriland,2148,2317,7.87,48.42,378.9
N00000808,newry and mourne|rathfriland,2148,2317,7.87,48.42,378.9
N00000806,newry and mourne|rathfriland,2148,2317,7.87,48.42,378.9
N00000787,banbridge|annaclone,1825,1509,-17.32,51.56,25.0
N00000783,banbridge|annaclone,1825,1509,-17.32,51.56,25.0
N00000740,banbridge|annaclone,1825,1509,-17.32,51.56,25.0
N00000739,banbridge|annaclone,1825,1509,-17.32,51.56,25.0
N00000718,banbridge|ballydown,2081,2693,29.41,48.9,343.9
N00000770,banbridge|central,2399,2764,15.21,47.58,1627.4
N00000769,banbridge|central,2399,2764,15.21,47.58,1627.4
N00000730,banbridge|central,2399,2764,15.21,47.58,1627.4
N00000767,banbridge|central,2399,2764,15.21,47.58,1627.4
N00000729,banbridge|central,2399,2764,15.21,47.58,1627.4
N00000734,banbridge|central,2399,2764,15.21,47.58,1627.4
N00000771,banbridge|central,2399,2764,15.21,47.58,1627.4
N00000768,banbridge|central,2399,2764,15.21,47.58,1627.4
N00000737,banbridge|balloolymore,1720,1676,-2.56,50.18,29.0
N00000736,banbridge|annaclone,1825,1509,-17.32,51.56,25.0
N00000738,banbridge|annaclone,1825,1509,-17.32,51.56,25.0
