DZ2021_cd,nimdm2005_Income_score,nimdm2005_Employment_score,nimdm2005_EDM_score,nimdm2005_dep_pct,nimdm2010_Income Deprivation_score,nimdm2010_Employment Deprivation_score,nimdm2010_MDM_score,nimdm2010_dep_pct,nimdm2017_dep_pct,nimdm2017_income_pct,nimdm2017_employ_pct
N20000001,0.07677415940719784,0.09241573283311119,13.29104266030113,36.91741228687097,0.07741133303673525,0.09191745443966681,10.92009751013245,28.448892810737618,25.90771475459079,35.40602068226022,11.741374546700069
N20000002,0.06000359845387018,0.0700037995853007,10.231237244191702,27.766890000391435,0.12000333739699869,0.06000468864322476,8.231486247923584,19.005324967011784,28.882593271670704,26.439328606943118,15.189092550071605
N20000003,0.10475267833853756,0.10531930655697343,13.451744069694756,37.176048383195315,0.1461103403497963,0.09775477536229414,12.098534305178594,32.938339963560054,58.07296592133796,74.44695093512897,21.884789868513312
N20000004,0.06144292918511357,0.08867579463750132,10.190632183443778,27.73536311919618,0.11222518702768132,0.09952184452547963,10.849688526021003,28.376241969270417,31.149714497112868,38.16670882333705,15.897702155917502
N20000005,0.049354837462964075,0.07641304079038211,12.22601217821806,33.74113939675158,0.06962372014715418,0.06897346088898886,8.994472336210563,22.01457746090349,23.52029044866937,31.69197887774998,6.280283429309894
N20000006,0.08307902104582277,0.09812703700215088,11.291219455956659,30.923300466672742,0.11585160127755113,0.10622884865756074,12.106196405387442,32.89471607651266,37.86413921833772,45.57964059753202,26.103281909383576
N20000007,0.1655317162106723,0.11406105637775026,17.775629526111516,48.76980422293508,0.16691847634209755,0.08236810254701805,12.314611337514807,33.723747510892906,34.05928336272628,43.423294939881366,31.008319267247046
N20000008,0.13083769924972102,0.1202246251699275,13.07036622033674,35.80219659171265,0.16974826107736896,0.10020776904359592,12.795323814372622,34.19872008164372,33.28024819604026,33.41472449363302,37.117317782438754
N20000009,0.11775602472155242,0.09974849886886192,14.396184109622967,39.83601869529352,0.09323903344943593,0.06457083440944113,10.024004482444877,25.175247665559766,29.50596480650799,36.36205042272934,15.519297552693416
N20000010,0.060299484502658734,0.09426548521505762,12.316270411237046,33.56861315575823,0.06874804784692644,0.08395030300847806,10.304615784225362,26.515064292789965,32.81443906874955,39.10324681737981,16.445986136873998
N20000011,0.22963577165000904,0.1629329717679915,19.775315691132626,53.87394084000221,0.2837854345369519,0.11803672629863396,20.83902051931927,58.2061109723477,63.39992216153303,51.749497021950205,63.383999720464324
N20000012,0.14521221138503015,0.13264862672254257,13.694649564473666,36.964632466247004,0.22248252806214802,0.10951095764451836,15.68039542738312,41.068654769006734,32.06308866302827,35.93295035023148,41.14947021541714
N20000013,0.08685166464188807,0.09951662628367575,10.757125325870891,28.653547411497026,0.10814768744863437,0.10623403186981945,11.695431703255426,31.35904651887871,26.468742152543236,32.757832647102155,19.382068762559594
N20000014,0.14182496474416775,0.11607768935143675,12.758400753156765,34.08561485788164,0.17377397886769516,0.09343046959123717,12.37731121788225,32.69598994336274,27.037880024243666,34.61015501878127,36.319110114763774
N20000015,0.6058606581536395,0.21367263653031557,47.93925308690424,87.89073441017071,0.5076687501909408,0.14983683689120697,31.695879702346403,74.97541338777665,87.77391710510231,73.57926227089227,89.2114013351586
N20000016,0.18708109311721013,0.15247560173931207,16.66593593085645,44.32673038588744,0.30731913536908506,0.16020975457320097,20.862617003705843,51.707345112663944,43.81133497783452,29.923536380480154,54.664319800619914
N20000017,0.10421759233609987,0.10256825435275543,8.825213403907332,23.090811641018462,0.15476169451028415,0.08175423898644343,8.85908251988326,21.459319707715398,22.93868118412413,14.973581610145954,29.47297736270859
N20000018,0.10001564576085131,0.12262505109106106,11.04967570431979,29.94355933757657,0.13489974956503573,0.06531639706574413,6.76834570175388,14.305666761835813,17.700365405490007,11.796852999444353,25.44126348770027
N20000019,0.24984094544289162,0.18478337113752155,22.97872786580342,60.870887240633685,0.2907519003321762,0.168093110287025,21.250409979976908,55.22779050204531,60.61749956456856,46.960335867465794,68.76125196381503
