DZ2021_cd,DZ2021_nm,lgd1993,cath_1971,cath_1981,cath_1991,cath_2021,cath_growth_1971_2021
N20000966,Ormiston_E2,BELFAST,34.1,26.1,39.0,16.588,-17.5
N20000964,Ormiston_E1,BELFAST,34.1,26.1,39.0,6.941,-27.2
N20000972,Ormiston_H1,BELFAST,34.1,26.1,39.0,33.663,-0.4
N20000969,Ormiston_E4,BELFAST,34.1,26.1,39.0,13.445,-20.7
N20000968,Ormiston_E3,BELFAST,34.1,26.1,39.0,15.385,-18.7
N20000961,Ormiston_D3,BELFAST,34.1,26.1,39.0,11.258,-22.8
N20000962,Ormiston_D4,BELFAST,34.1,26.1,39.0,5.175,-28.9
N20000958,Ormiston_D2,BELFAST,34.1,26.1,39.0,10.811,-23.3
N20000957,Ormiston_D1,BELFAST,34.1,26.1,39.0,11.738,-22.4
N20000858,Titanic_A2,BELFAST,34.1,26.1,39.0,7.425,-26.7
N20000859,Titanic_A3,BELFAST,34.1,26.1,39.0,17.333,-16.8
N20000856,Titanic_A1,BELFAST,34.1,26.1,39.0,5.643,-28.5
N20000825,Castle_Q1,BELFAST,34.1,26.1,39.0,52.012,17.9
N20000857,Titanic_B1,BELFAST,34.1,26.1,39.0,32.042,-2.1
N20000860,Titanic_C1,BELFAST,34.1,26.1,39.0,4.684,-29.4
N20000829,Castle_K4,BELFAST,34.1,26.1,39.0,11.656,-22.4
N20000835,Castle_P1,BELFAST,34.1,26.1,39.0,11.096,-23.0
N20000844,Castle_T2,BELFAST,34.1,26.1,39.0,6.346,-27.8
N20000842,Castle_T1,BELFAST,34.1,26.1,39.0,26.562,-7.5
N20000845,Castle_S3,BELFAST,34.1,26.1,39.0,17.733,-16.4
N20000843,Castle_S2,BELFAST,34.1,26.1,39.0,71.304,37.2
N20000839,Castle_R4,BELFAST,34.1,26.1,39.0,73.538,39.4
N20000841,Castle_S1,BELFAST,34.1,26.1,39.0,55.78,21.7
N20000837,Castle_P2,BELFAST,34.1,26.1,39.0,7.706,-26.4
N20000828,Castle_K3,BELFAST,34.1,26.1,39.0,16.765,-17.3
N20000832,Castle_N3,BELFAST,34.1,26.1,39.0,42.765,8.7
N20000826,Castle_N1,BELFAST,34.1,26.1,39.0,44.481,10.4
N20000831,Castle_N2,BELFAST,34.1,26.1,39.0,84.512,50.4
N20000836,Castle_R2,BELFAST,34.1,26.1,39.0,70.968,36.9
N20000838,Castle_R3,BELFAST,34.1,26.1,39.0,73.922,39.8
N20000833,Castle_R1,BELFAST,34.1,26.1,39.0,74.088,40.0
N20000830,Castle_L4,BELFAST,34.1,26.1,39.0,60.106,26.0
N20000834,Castle_L5,BELFAST,34.1,26.1,39.0,11.73,-22.4
N20000734,Oldpark_G1,BELFAST,34.1,26.1,39.0,85.754,51.7
N20000840,Castle_R5,BELFAST,34.1,26.1,39.0,77.368,43.3
N20000738,Oldpark_G3,BELFAST,34.1,26.1,39.0,76.231,42.1
N20000846,Castle_U1,BELFAST,34.1,26.1,39.0,84.988,50.9
N20000745,Oldpark_G5,BELFAST,34.1,26.1,39.0,71.322,37.2
N20000750,Oldpark_L2,BELFAST,34.1,26.1,39.0,83.554,49.5
N20000754,Oldpark_R1,BELFAST,34.1,26.1,39.0,76.018,41.9
N20000757,Oldpark_L3,BELFAST,34.1,26.1,39.0,72.789,38.7
N20000763,Oldpark_L5,BELFAST,34.1,26.1,39.0,59.786,25.7
N20000764,Oldpark_R3,BELFAST,34.1,26.1,39.0,69.114,35.0
N20000759,Oldpark_R2,BELFAST,34.1,26.1,39.0,60.329,26.2
N20000747,Oldpark_L1,BELFAST,34.1,26.1,39.0,79.692,45.6
N20000849,Castle_U3,BELFAST,34.1,26.1,39.0,73.124,39.0
N20000851,Castle_U4,BELFAST,34.1,26.1,39.0,14.775,-19.3
N20000848,Castle_U2,BELFAST,34.1,26.1,39.0,68.697,34.6
N20000847,Castle_T3,BELFAST,34.1,26.1,39.0,11.182,-22.9
N20000850,Castle_T4,BELFAST,34.1,26.1,39.0,13.121,-21.0
N20000852,Castle_U5,BELFAST,34.1,26.1,39.0,10.502,-23.6
N20000769,Oldpark_R5,BELFAST,34.1,26.1,39.0,72.878,38.8
N20000766,Oldpark_R4,BELFAST,34.1,26.1,39.0,80.615,46.5
N20000772,Oldpark_U1,BELFAST,34.1,26.1,39.0,67.873,33.8
N20000777,Oldpark_S2,BELFAST,34.1,26.1,39.0,93.333,59.2
N20000778,Oldpark_S3,BELFAST,34.1,26.1,39.0,84.252,50.2
N20000771,Oldpark_S1,BELFAST,34.1,26.1,39.0,84.524,50.4
N20000773,Oldpark_T1,BELFAST,34.1,26.1,39.0,92.235,58.1
N20000853,Castle_T5,BELFAST,34.1,26.1,39.0,13.534,-20.6
N20000779,Oldpark_T2,BELFAST,34.1,26.1,39.0,82.899,48.8
N20000781,Oldpark_T3,BELFAST,34.1,26.1,39.0,94.272,60.2
N20000780,Oldpark_S4,BELFAST,34.1,26.1,39.0,82.716,48.6
N20000782,Oldpark_S5,BELFAST,34.1,26.1,39.0,84.788,50.7
N20000783,Oldpark_U3,BELFAST,34.1,26.1,39.0,83.993,49.9
N20000774,Oldpark_U2,BELFAST,34.1,26.1,39.0,76.652,42.6
N20000775,Oldpark_R6,BELFAST,34.1,26.1,39.0,75.283,41.2
N20000776,Oldpark_Q4,BELFAST,34.1,26.1,39.0,7.103,-27.0
N20001389,Court_G2,BELFAST,34.1,26.1,39.0,5.516,-28.6
N20001398,Court_K2,BELFAST,34.1,26.1,39.0,5.234,-28.9
N20001396,Court_K1,BELFAST,34.1,26.1,39.0,9.049,-25.1
N20001406,Court_K3,BELFAST,34.1,26.1,39.0,4.908,-29.2
N20001412,Court_K5,BELFAST,34.1,26.1,39.0,6.593,-27.5
N20001431,Court_S3,BELFAST,34.1,26.1,39.0,89.937,55.8
N20001433,Court_W2,BELFAST,34.1,26.1,39.0,90.802,56.7
N20001429,Court_W1,BELFAST,34.1,26.1,39.0,92.92,58.8
N20001423,Court_Q3,BELFAST,34.1,26.1,39.0,84.298,50.2
N20001430,Court_Q4,BELFAST,34.1,26.1,39.0,81.293,47.2
N20001418,Court_Q2,BELFAST,34.1,26.1,39.0,44.068,10.0
N20001414,Court_Q1,BELFAST,34.1,26.1,39.0,72.271,38.2
N20001080,Botanic_A2,BELFAST,34.1,26.1,39.0,29.604,-4.5
N20001079,Botanic_A1,BELFAST,34.1,26.1,39.0,51.841,17.7
N20000855,Castle_Q3,BELFAST,34.1,26.1,39.0,45.959,11.9
N20000785,Oldpark_U4,BELFAST,34.1,26.1,39.0,91.277,57.2
N20000786,Oldpark_U5,BELFAST,34.1,26.1,39.0,64.364,30.3
N20000784,Oldpark_T4,BELFAST,34.1,26.1,39.0,91.906,57.8
N20000854,Castle_Q2,BELFAST,34.1,26.1,39.0,32.424,-1.7
N20000886,Titanic_H1,BELFAST,34.1,26.1,39.0,70.33,36.2
N20000894,Titanic_H3,BELFAST,34.1,26.1,39.0,60.584,26.5
N20000887,Titanic_H2,BELFAST,34.1,26.1,39.0,94.523,60.4
N20000885,Titanic_B4,BELFAST,34.1,26.1,39.0,19.794,-14.3
N20000882,Titanic_B2,BELFAST,34.1,26.1,39.0,23.046,-11.1
N20001083,Botanic_B3,BELFAST,34.1,26.1,39.0,89.755,55.7
N20001086,Botanic_B4,BELFAST,34.1,26.1,39.0,78.03,43.9
N20001082,Botanic_B2,BELFAST,34.1,26.1,39.0,88.614,54.5
N20001081,Botanic_B1,BELFAST,34.1,26.1,39.0,58.021,23.9
N20000896,Titanic_H4,BELFAST,34.1,26.1,39.0,86.694,52.6
N20000904,Titanic_P1,BELFAST,34.1,26.1,39.0,58.674,24.6
N20000913,Titanic_S2,BELFAST,34.1,26.1,39.0,25.472,-8.6
N20000912,Titanic_P2,BELFAST,34.1,26.1,39.0,26.074,-8.0
N20000924,Titanic_P4,BELFAST,34.1,26.1,39.0,21.811,-12.3
N20000918,Titanic_P3,BELFAST,34.1,26.1,39.0,15.821,-18.3
N20000922,Titanic_S3,BELFAST,34.1,26.1,39.0,11.19,-22.9
N20000928,Titanic_S4,BELFAST,34.1,26.1,39.0,20.0,-14.1
N20000931,Titanic_T5,BELFAST,34.1,26.1,39.0,18.307,-15.8
N20000934,Titanic_Y1,BELFAST,34.1,26.1,39.0,33.129,-1.0
N20000941,Titanic_Z2,BELFAST,34.1,26.1,39.0,22.576,-11.5
N20000939,Titanic_Y2,BELFAST,34.1,26.1,39.0,32.759,-1.3
N20000942,Titanic_Y3,BELFAST,34.1,26.1,39.0,37.674,3.6
N20001094,Botanic_D2,BELFAST,34.1,26.1,39.0,84.392,50.3
N20001105,Botanic_H3,BELFAST,34.1,26.1,39.0,55.12,21.0
N20001101,Botanic_D3,BELFAST,34.1,26.1,39.0,39.442,5.3
N20001097,Botanic_C4,BELFAST,34.1,26.1,39.0,12.063,-22.0
N20001103,Botanic_H2,BELFAST,34.1,26.1,39.0,44.732,10.6
N20001099,Botanic_H1,BELFAST,34.1,26.1,39.0,34.337,0.2
N20001090,Botanic_C3,BELFAST,34.1,26.1,39.0,21.885,-12.2
N20001088,Botanic_C2,BELFAST,34.1,26.1,39.0,23.093,-11.0
N20001091,Botanic_D1,BELFAST,34.1,26.1,39.0,11.78,-22.3
N20001085,Botanic_A4,BELFAST,34.1,26.1,39.0,24.324,-9.8
N20001087,Botanic_C1,BELFAST,34.1,26.1,39.0,23.973,-10.1
N20001084,Botanic_A3,BELFAST,34.1,26.1,39.0,17.829,-16.3
N20001438,Court_W3,BELFAST,34.1,26.1,39.0,94.272,60.2
N20001444,Court_W4,BELFAST,34.1,26.1,39.0,94.228,60.1
N20001095,Botanic_F2,BELFAST,34.1,26.1,39.0,12.407,-21.7
N20001089,Botanic_A5,BELFAST,34.1,26.1,39.0,5.286,-28.8
N20001093,Botanic_F1,BELFAST,34.1,26.1,39.0,4.489,-29.6
N20001100,Botanic_F3,BELFAST,34.1,26.1,39.0,13.819,-20.3
N20001102,Botanic_F4,BELFAST,34.1,26.1,39.0,28.0,-6.1
N20001124,Botanic_L2,BELFAST,34.1,26.1,39.0,43.76,9.7
N20001122,Botanic_L1,BELFAST,34.1,26.1,39.0,43.651,9.6
N20001108,Botanic_F5,BELFAST,34.1,26.1,39.0,26.147,-8.0
N20001110,Botanic_H5,BELFAST,34.1,26.1,39.0,49.296,15.2
N20001123,Botanic_H7,BELFAST,34.1,26.1,39.0,39.729,5.6
N20001132,Botanic_L3,BELFAST,34.1,26.1,39.0,43.564,9.5
N20001135,Botanic_R1,BELFAST,34.1,26.1,39.0,47.727,13.6
N20001133,Botanic_L4,BELFAST,34.1,26.1,39.0,37.628,3.5
N20001139,Botanic_R3,BELFAST,34.1,26.1,39.0,42.658,8.6
N20001148,Botanic_R5,BELFAST,34.1,26.1,39.0,37.939,3.8
N20001143,Botanic_R4,BELFAST,34.1,26.1,39.0,46.069,12.0
N20001137,Botanic_R2,BELFAST,34.1,26.1,39.0,48.632,14.5
N20001153,Botanic_Q4,BELFAST,34.1,26.1,39.0,46.395,12.3
N20001157,Botanic_Q5,BELFAST,34.1,26.1,39.0,48.529,14.4
N20001151,Botanic_Q3,BELFAST,34.1,26.1,39.0,46.026,11.9
N20001147,Botanic_T4,BELFAST,34.1,26.1,39.0,20.433,-13.7
N20001142,Botanic_Q2,BELFAST,34.1,26.1,39.0,41.1,7.0
N20001134,Botanic_N5,BELFAST,34.1,26.1,39.0,56.724,22.6
N20001130,Botanic_N3,BELFAST,34.1,26.1,39.0,78.771,44.7
N20001136,Botanic_Q1,BELFAST,34.1,26.1,39.0,45.585,11.5
N20001112,Botanic_H6,BELFAST,34.1,26.1,39.0,44.531,10.4
N20001107,Botanic_H4,BELFAST,34.1,26.1,39.0,54.953,20.9
N20001119,Botanic_J3,BELFAST,34.1,26.1,39.0,55.231,21.1
N20001113,Botanic_J1,BELFAST,34.1,26.1,39.0,62.552,28.5
N20001120,Botanic_J4,BELFAST,34.1,26.1,39.0,63.926,29.8
N20001109,Botanic_D4,BELFAST,34.1,26.1,39.0,78.52,44.4
N20001118,Botanic_N1,BELFAST,34.1,26.1,39.0,70.455,36.4
N20001114,Botanic_J2,BELFAST,34.1,26.1,39.0,65.349,31.2
N20001131,Botanic_N4,BELFAST,34.1,26.1,39.0,63.819,29.7
N20001127,Botanic_N2,BELFAST,34.1,26.1,39.0,68.539,34.4
N20001121,Botanic_P1,BELFAST,34.1,26.1,39.0,62.975,28.9
N20000944,Titanic_Y4,BELFAST,34.1,26.1,39.0,48.087,14.0
N20001024,Lisnasharragh_C1,BELFAST,34.1,26.1,39.0,59.413,25.3
N20001027,Lisnasharragh_C2,BELFAST,34.1,26.1,39.0,40.11,6.0
N20001030,Lisnasharragh_C3,BELFAST,34.1,26.1,39.0,42.939,8.8
N20001035,Lisnasharragh_F1,BELFAST,34.1,26.1,39.0,63.316,29.2
N20001037,Lisnasharragh_F3,BELFAST,34.1,26.1,39.0,40.773,6.7
N20001042,Lisnasharragh_F4,BELFAST,34.1,26.1,39.0,58.228,24.1
N20001155,Botanic_W3,BELFAST,34.1,26.1,39.0,53.881,19.8
N20001145,Botanic_P2,BELFAST,34.1,26.1,39.0,54.505,20.4
N20001141,Botanic_T2,BELFAST,34.1,26.1,39.0,57.006,22.9
N20001138,Botanic_T1,BELFAST,34.1,26.1,39.0,51.082,17.0
N20001146,Botanic_T3,BELFAST,34.1,26.1,39.0,48.352,14.3
N20001150,Botanic_W1,BELFAST,34.1,26.1,39.0,44.501,10.4
N20001154,Botanic_W2,BELFAST,34.1,26.1,39.0,43.648,9.5
N20001160,Botanic_W5,BELFAST,34.1,26.1,39.0,61.994,27.9
N20001164,Botanic_W6,BELFAST,34.1,26.1,39.0,63.168,29.1
N20001062,Lisnasharragh_K4,BELFAST,34.1,26.1,39.0,70.0,35.9
N20001061,Lisnasharragh_K3,BELFAST,34.1,26.1,39.0,56.672,22.6
N20001166,Botanic_P5,BELFAST,34.1,26.1,39.0,68.659,34.6
N20001165,Botanic_P4,BELFAST,34.1,26.1,39.0,59.958,25.9
N20001159,Botanic_W4,BELFAST,34.1,26.1,39.0,54.005,19.9
N20001158,Botanic_P3,BELFAST,34.1,26.1,39.0,63.218,29.1
N20001053,Lisnasharragh_L1,BELFAST,34.1,26.1,39.0,28.304,-5.8
N20001057,Lisnasharragh_K1,BELFAST,34.1,26.1,39.0,58.859,24.8
N20001063,Lisnasharragh_P2,CASTLEREAGH,10.1,5.7,9.4,51.027,40.9
N20001073,Lisnasharragh_R2,BELFAST,34.1,26.1,39.0,77.879,43.8
N20001071,Lisnasharragh_R1,CASTLEREAGH,10.1,5.7,9.4,65.736,55.6
N20001072,Lisnasharragh_Q3,BELFAST,34.1,26.1,39.0,68.809,34.7
N20001070,Lisnasharragh_Q2,BELFAST,34.1,26.1,39.0,59.641,25.5
N20001066,Lisnasharragh_Q1,BELFAST,34.1,26.1,39.0,46.87,12.8
N20001175,Botanic_Z1,BELFAST,34.1,26.1,39.0,44.767,10.7
N20001174,Botanic_Y5,BELFAST,34.1,26.1,39.0,55.088,21.0
N20001173,Botanic_Y4,BELFAST,34.1,26.1,39.0,48.086,14.0
N20001170,Botanic_Y2,BELFAST,34.1,26.1,39.0,54.31,20.2
N20001064,Lisnasharragh_K5,BELFAST,34.1,26.1,39.0,47.72,13.6
N20001059,Lisnasharragh_K2,BELFAST,34.1,26.1,39.0,38.667,4.6
N20001163,Botanic_T5,BELFAST,34.1,26.1,39.0,45.427,11.3
N20001168,Botanic_Y1,BELFAST,34.1,26.1,39.0,48.497,14.4
N20001162,Botanic_X1,BELFAST,34.1,26.1,39.0,44.486,10.4
N20001169,Botanic_X3,BELFAST,34.1,26.1,39.0,58.444,24.3
N20001171,Botanic_X4,BELFAST,34.1,26.1,39.0,46.758,12.7
N20001172,Botanic_Y3,BELFAST,34.1,26.1,39.0,41.379,7.3
N20001176,Botanic_Z2,BELFAST,34.1,26.1,39.0,60.412,26.3
N20001177,Botanic_Z3,BELFAST,34.1,26.1,39.0,55.579,21.5
N20001178,Botanic_Z4,BELFAST,34.1,26.1,39.0,48.799,14.7
N20001199,Balmoral_E5,BELFAST,34.1,26.1,39.0,58.672,24.6
N20001217,Balmoral_F4,BELFAST,34.1,26.1,39.0,31.139,-3.0
N20001228,Balmoral_P1,CASTLEREAGH,10.1,5.7,9.4,8.587,-1.5
N20001224,Balmoral_F5,CASTLEREAGH,10.1,5.7,9.4,7.868,-2.2
N20001229,Balmoral_P2,CASTLEREAGH,10.1,5.7,9.4,10.312,0.2
N20002477,Castlereagh_South_D4,CASTLEREAGH,10.1,5.7,9.4,43.032,32.9
N20001227,Balmoral_K4,CASTLEREAGH,10.1,5.7,9.4,9.559,-0.5
N20001225,Balmoral_K3,CASTLEREAGH,10.1,5.7,9.4,9.244,-0.9
N20001222,Balmoral_K1,CASTLEREAGH,10.1,5.7,9.4,11.024,0.9
N20001223,Balmoral_K2,CASTLEREAGH,10.1,5.7,9.4,13.644,3.5
N20002474,Castlereagh_South_D2,CASTLEREAGH,10.1,5.7,9.4,47.479,37.4
N20002470,Castlereagh_South_C4,CASTLEREAGH,10.1,5.7,9.4,51.56,41.5
N20002478,Castlereagh_South_D5,CASTLEREAGH,10.1,5.7,9.4,57.683,47.6
N20002473,Castlereagh_South_D1,CASTLEREAGH,10.1,5.7,9.4,56.18,46.1
N20002468,Castlereagh_South_A5,CASTLEREAGH,10.1,5.7,9.4,47.67,37.6
N20002466,Castlereagh_South_C3,CASTLEREAGH,10.1,5.7,9.4,46.025,35.9
N20002461,Castlereagh_South_C1,CASTLEREAGH,10.1,5.7,9.4,41.873,31.8
N20002462,Castlereagh_South_C2,CASTLEREAGH,10.1,5.7,9.4,26.25,16.2
N20002463,Castlereagh_South_A4,CASTLEREAGH,10.1,5.7,9.4,54.204,44.1
N20001200,Balmoral_F3,CASTLEREAGH,10.1,5.7,9.4,53.93,43.8
N20001187,Balmoral_F1,BELFAST,34.1,26.1,39.0,56.078,22.0
N20001188,Balmoral_F2,BELFAST,34.1,26.1,39.0,68.466,34.4
N20001076,Lisnasharragh_R3,BELFAST,34.1,26.1,39.0,71.849,37.7
N20001078,Lisnasharragh_R5,CASTLEREAGH,10.1,5.7,9.4,47.387,37.3
N20002456,Castlereagh_South_A1,CASTLEREAGH,10.1,5.7,9.4,57.571,47.5
N20001077,Lisnasharragh_R4,CASTLEREAGH,10.1,5.7,9.4,50.0,39.9
N20002458,Castlereagh_South_B1,CASTLEREAGH,10.1,5.7,9.4,55.009,44.9
N20002457,Castlereagh_South_A2,CASTLEREAGH,10.1,5.7,9.4,49.087,39.0
N20002459,Castlereagh_South_A3,CASTLEREAGH,10.1,5.7,9.4,45.528,35.4
N20002464,Castlereagh_South_B3,CASTLEREAGH,10.1,5.7,9.4,42.89,32.8
N20002460,Castlereagh_South_B2,CASTLEREAGH,10.1,5.7,9.4,42.51,32.4
N20002467,Castlereagh_South_B5,CASTLEREAGH,10.1,5.7,9.4,44.292,34.2
N20002475,Castlereagh_South_D3,CASTLEREAGH,10.1,5.7,9.4,45.708,35.6
N20002476,Castlereagh_South_E2,CASTLEREAGH,10.1,5.7,9.4,56.214,46.1
N20002472,Castlereagh_South_E1,CASTLEREAGH,10.1,5.7,9.4,46.781,36.7
N20002471,Castlereagh_South_B7,CASTLEREAGH,10.1,5.7,9.4,49.757,39.7
N20002469,Castlereagh_South_B6,CASTLEREAGH,10.1,5.7,9.4,50.681,40.6
N20002465,Castlereagh_South_B4,CASTLEREAGH,10.1,5.7,9.4,50.353,40.3
N20002543,Castlereagh_East_J4,CASTLEREAGH,10.1,5.7,9.4,11.236,1.1
N20001067,Lisnasharragh_N5,CASTLEREAGH,10.1,5.7,9.4,14.56,4.5
N20001047,Lisnasharragh_G3,CASTLEREAGH,10.1,5.7,9.4,9.206,-0.9
N20001045,Lisnasharragh_G2,CASTLEREAGH,10.1,5.7,9.4,10.909,0.8
N20001050,Lisnasharragh_N3,CASTLEREAGH,10.1,5.7,9.4,15.582,5.5
N20001049,Lisnasharragh_N2,CASTLEREAGH,10.1,5.7,9.4,18.283,8.2
N20001052,Lisnasharragh_N4,CASTLEREAGH,10.1,5.7,9.4,21.212,11.1
N20001074,Lisnasharragh_N6,CASTLEREAGH,10.1,5.7,9.4,42.022,31.9
N20001075,Lisnasharragh_P5,CASTLEREAGH,10.1,5.7,9.4,68.017,57.9
N20001069,Lisnasharragh_P4,CASTLEREAGH,10.1,5.7,9.4,65.806,55.7
N20001065,Lisnasharragh_L3,CASTLEREAGH,10.1,5.7,9.4,11.7,1.6
N20001068,Lisnasharragh_P3,CASTLEREAGH,10.1,5.7,9.4,52.371,42.3
N20001055,Lisnasharragh_H3,CASTLEREAGH,10.1,5.7,9.4,8.197,-1.9
N20001058,Lisnasharragh_L2,CASTLEREAGH,10.1,5.7,9.4,4.332,-5.8
N20001044,Lisnasharragh_H2,CASTLEREAGH,10.1,5.7,9.4,10.949,0.8
N20001046,Lisnasharragh_E3,CASTLEREAGH,10.1,5.7,9.4,12.179,2.1
N20001056,Lisnasharragh_P1,CASTLEREAGH,10.1,5.7,9.4,13.051,3.0
N20001054,Lisnasharragh_J4,CASTLEREAGH,10.1,5.7,9.4,11.801,1.7
N20001060,Lisnasharragh_J5,CASTLEREAGH,10.1,5.7,9.4,14.84,4.7
N20001051,Lisnasharragh_J3,CASTLEREAGH,10.1,5.7,9.4,9.862,-0.2
N20001048,Lisnasharragh_J2,CASTLEREAGH,10.1,5.7,9.4,9.211,-0.9
N20001043,Lisnasharragh_J1,CASTLEREAGH,10.1,5.7,9.4,9.328,-0.8
N20001038,Lisnasharragh_E2,CASTLEREAGH,10.1,5.7,9.4,16.36,6.3
N20001041,Lisnasharragh_H1,CASTLEREAGH,10.1,5.7,9.4,10.32,0.2
N20001036,Lisnasharragh_F2,BELFAST,34.1,26.1,39.0,26.238,-7.9
N20001028,Lisnasharragh_A4,BELFAST,34.1,26.1,39.0,17.132,-17.0
N20001032,Lisnasharragh_D4,BELFAST,34.1,26.1,39.0,28.84,-5.3
N20001026,Lisnasharragh_D2,BELFAST,34.1,26.1,39.0,25.971,-8.1
N20001029,Lisnasharragh_D3,BELFAST,34.1,26.1,39.0,33.531,-0.6
N20001021,Lisnasharragh_D1,BELFAST,34.1,26.1,39.0,34.725,0.6
N20000943,Titanic_Z3,BELFAST,34.1,26.1,39.0,25.613,-8.5
N20001019,Lisnasharragh_A2,BELFAST,34.1,26.1,39.0,21.415,-12.7
N20001023,Lisnasharragh_A3,BELFAST,34.1,26.1,39.0,17.857,-16.2
N20001033,Lisnasharragh_E1,BELFAST,34.1,26.1,39.0,10.073,-24.0
N20001025,Lisnasharragh_B4,BELFAST,34.1,26.1,39.0,15.414,-18.7
N20001031,Lisnasharragh_B5,BELFAST,34.1,26.1,39.0,10.736,-23.4
N20001022,Lisnasharragh_B3,BELFAST,34.1,26.1,39.0,9.031,-25.1
N20001020,Lisnasharragh_B2,BELFAST,34.1,26.1,39.0,12.736,-21.4
N20001040,Lisnasharragh_N1,CASTLEREAGH,10.1,5.7,9.4,5.511,-4.6
N20001034,Lisnasharragh_B6,CASTLEREAGH,10.1,5.7,9.4,8.05,-2.0
N20001039,Lisnasharragh_G1,CASTLEREAGH,10.1,5.7,9.4,10.695,0.6
N20001014,Ormiston_T2,CASTLEREAGH,10.1,5.7,9.4,5.378,-4.7
N20001012,Ormiston_T1,CASTLEREAGH,10.1,5.7,9.4,3.448,-6.7
N20001009,Ormiston_Q3,BELFAST,34.1,26.1,39.0,8.14,-26.0
N20001000,Ormiston_Q1,BELFAST,34.1,26.1,39.0,6.128,-28.0
N20001003,Ormiston_Q2,BELFAST,34.1,26.1,39.0,7.122,-27.0
N20001010,Ormiston_R3,BELFAST,34.1,26.1,39.0,24.256,-9.8
N20001005,Ormiston_R2,BELFAST,34.1,26.1,39.0,17.505,-16.6
N20001001,Ormiston_N4,BELFAST,34.1,26.1,39.0,15.269,-18.8
N20000998,Ormiston_P2,CASTLEREAGH,10.1,5.7,9.4,12.668,2.6
N20001008,Ormiston_P5,CASTLEREAGH,10.1,5.7,9.4,9.643,-0.5
N20001011,Ormiston_S2,CASTLEREAGH,10.1,5.7,9.4,5.644,-4.5
N20001013,Ormiston_S3,CASTLEREAGH,10.1,5.7,9.4,6.569,-3.5
N20001015,Ormiston_T3,CASTLEREAGH,10.1,5.7,9.4,10.784,0.7
N20001016,Ormiston_T4,CASTLEREAGH,10.1,5.7,9.4,10.245,0.1
N20001007,Ormiston_S1,CASTLEREAGH,10.1,5.7,9.4,10.895,0.8
N20001006,Ormiston_P4,CASTLEREAGH,10.1,5.7,9.4,9.524,-0.6
N20001002,Ormiston_P3,CASTLEREAGH,10.1,5.7,9.4,9.16,-0.9
N20001004,Ormiston_L5,CASTLEREAGH,10.1,5.7,9.4,1.518,-8.6
N20000999,Ormiston_L4,CASTLEREAGH,10.1,5.7,9.4,5.495,-4.6
N20002531,Castlereagh_East_G1,CASTLEREAGH,10.1,5.7,9.4,10.154,0.1
N20002534,Castlereagh_East_G3,CASTLEREAGH,10.1,5.7,9.4,9.074,-1.0
N20002537,Castlereagh_East_G5,CASTLEREAGH,10.1,5.7,9.4,4.242,-5.9
N20002536,Castlereagh_East_G4,CASTLEREAGH,10.1,5.7,9.4,8.511,-1.6
N20002532,Castlereagh_East_G2,CASTLEREAGH,10.1,5.7,9.4,10.129,0.0
N20002535,Castlereagh_East_H4,CASTLEREAGH,10.1,5.7,9.4,6.63,-3.5
N20002533,Castlereagh_East_H3,CASTLEREAGH,10.1,5.7,9.4,5.03,-5.1
N20002528,Castlereagh_East_H2,CASTLEREAGH,10.1,5.7,9.4,12.536,2.4
N20002538,Castlereagh_East_H5,CASTLEREAGH,10.1,5.7,9.4,10.115,0.0
N20002539,Castlereagh_East_H6,CASTLEREAGH,10.1,5.7,9.4,10.337,0.2
N20002541,Castlereagh_East_J2,CASTLEREAGH,10.1,5.7,9.4,7.576,-2.5
N20002540,Castlereagh_East_J1,CASTLEREAGH,10.1,5.7,9.4,6.961,-3.1
N20002542,Castlereagh_East_J3,CASTLEREAGH,10.1,5.7,9.4,5.978,-4.1
N20002547,Castlereagh_East_J5,CASTLEREAGH,10.1,5.7,9.4,17.035,6.9
N20002544,Castlereagh_East_K1,CASTLEREAGH,10.1,5.7,9.4,4.178,-5.9
N20002545,Castlereagh_East_K2,CASTLEREAGH,10.1,5.7,9.4,4.5,-5.6
N20002546,Castlereagh_East_K3,CASTLEREAGH,10.1,5.7,9.4,5.237,-4.9
N20003456,Comber_E2,ARDS,16.0,10.5,11.3,5.792,-10.2
N20003461,Comber_E3,ARDS,16.0,10.5,11.3,6.509,-9.5
N20002492,Castlereagh_South_H1,CASTLEREAGH,10.1,5.7,9.4,21.777,11.7
N20002496,Castlereagh_South_H4,CASTLEREAGH,10.1,5.7,9.4,53.197,43.1
N20002497,Castlereagh_South_H5,CASTLEREAGH,10.1,5.7,9.4,62.579,52.5
N20002495,Castlereagh_South_G4,CASTLEREAGH,10.1,5.7,9.4,68.373,58.3
N20002491,Castlereagh_South_G3,CASTLEREAGH,10.1,5.7,9.4,45.863,35.8
N20002494,Castlereagh_South_H3,CASTLEREAGH,10.1,5.7,9.4,59.615,49.5
N20002493,Castlereagh_South_H2,CASTLEREAGH,10.1,5.7,9.4,17.514,7.4
N20002490,Castlereagh_South_G2,CASTLEREAGH,10.1,5.7,9.4,43.175,33.1
N20002489,Castlereagh_South_G1,CASTLEREAGH,10.1,5.7,9.4,49.408,39.3
N20002487,Castlereagh_South_J3,CASTLEREAGH,10.1,5.7,9.4,70.476,60.4
N20002486,Castlereagh_South_J2,CASTLEREAGH,10.1,5.7,9.4,59.701,49.6
