SA2011,ward_key
N00003669,newryandmourne|annalong
N00003667,newryandmourne|annalong
N00003668,newryandmourne|annalong
N00003692,newryandmourne|binnian
N00003674,newryandmourne|annalong
N00003812,newryandmourne|kilkeelsouth
N00003813,newryandmourne|kilkeelsouth
N00003807,newryandmourne|kilkeelcentral
N00003810,newryandmourne|kilkeelcentral
N00003808,newryandmourne|kilkeelcentral
N00003811,newryandmourne|kilkeelsouth
N00003809,newryandmourne|kilkeelsouth
N00003803,newryandmourne|binnian
N00003800,newryandmourne|binnian
N00003799,newryandmourne|binnian
N00003695,newryandmourne|binnian
N00003693,newryandmourne|binnian
N00003690,newryandmourne|binnian
N00003694,newryandmourne|binnian
N00003804,newryandmourne|kilkeelcentral
N00003801,newryandmourne|kilkeelcentral
N00003802,newryandmourne|kilkeelcentral
N00003806,newryandmourne|kilkeelcentral
N00003815,newryandmourne|kilkeelsouth
N00003805,newryandmourne|kilkeelcentral
N00003814,newryandmourne|kilkeelsouth
N00003816,newryandmourne|kilkeelsouth
N00003821,newryandmourne|lisnacree
N00003822,newryandmourne|lisnacree
N00003818,newryandmourne|lisnacree
N00003819,newryandmourne|lisnacree
N00003843,newryandmourne|clonallan
N00003717,newryandmourne|clonallan
N00003846,newryandmourne|seaview
N00003841,newryandmourne|seaview
N00003842,newryandmourne|seaview
N00003838,newryandmourne|rostrevor
N00003837,newryandmourne|rostrevor
N00003840,newryandmourne|lisnacree
N00003839,newryandmourne|rostrevor
N00003834,newryandmourne|rostrevor
N00003835,newryandmourne|rostrevor
N00003699,newryandmourne|rostrevor
N00003697,newryandmourne|rostrevor
N00003860,newryandmourne|spelga
N00003825,newryandmourne|mayobridge
N00003826,newryandmourne|mayobridge
N00003701,newryandmourne|ballycrossan
N00003704,newryandmourne|ballycrossan
N00003703,newryandmourne|ballycrossan
N00003698,newryandmourne|ballycrossan
N00003700,newryandmourne|rostrevor
N00003836,newryandmourne|rostrevor
N00003844,newryandmourne|seaview
N00003845,newryandmourne|seaview
N00003847,newryandmourne|seaview
N00003848,newryandmourne|seaview
N00003714,newryandmourne|clonallan
N00003712,newryandmourne|clonallan
N00003715,newryandmourne|clonallan
N00003716,newryandmourne|clonallan
N00003713,newryandmourne|clonallan
N00003719,newryandmourne|clonallan
N00003718,newryandmourne|clonallan
N00003720,newryandmourne|clonallan
N00003789,newryandmourne|fathom
N00003784,newryandmourne|fathom
N00003785,newryandmourne|fathom
N00003790,newryandmourne|fathom
N00003702,newryandmourne|ballycrossan
N00003747,newryandmourne|ballycrossan
N00003746,newryandmourne|ballycrossan
N00003868,newryandmourne|stmarys
N00003867,newryandmourne|stmarys
N00003745,newryandmourne|ballycrossan
N00003744,newryandmourne|ballycrossan
N00003743,newryandmourne|ballycrossan
N00003752,newryandmourne|ballycrossan
N00003871,newryandmourne|windsorhill
N00003883,newryandmourne|windsorhill
N00003870,newryandmourne|stpatricks
N00003869,newryandmourne|stpatricks
N00003864,newryandmourne|stmarys
N00003873,newryandmourne|stpatricks
N00003866,newryandmourne|stmarys
N00003865,newryandmourne|stmarys
N00003769,newryandmourne|drumalane
N00003774,newryandmourne|drumalane
N00003736,newryandmourne|daisyhill
N00003734,newryandmourne|daisyhill
N00003735,newryandmourne|daisyhill
N00003738,newryandmourne|stpatricks
N00003772,newryandmourne|drumalane
N00003773,newryandmourne|drumalane
N00003863,newryandmourne|stmarys
N00003741,newryandmourne|stpatricks
N00003872,newryandmourne|stpatricks
N00003779,newryandmourne|drumgullion
N00003681,newryandmourne|drumgullion
N00003778,newryandmourne|drumgullion
N00003682,newryandmourne|ballybot
N00003679,newryandmourne|ballybot
N00003678,newryandmourne|ballybot
N00003739,newryandmourne|daisyhill
N00003742,newryandmourne|daisyhill
N00003737,newryandmourne|daisyhill
N00003740,newryandmourne|daisyhill
N00003756,newryandmourne|derrymore
N00003754,newryandmourne|derrymore
N00003755,newryandmourne|derrymore
N00003786,newryandmourne|drumalane
N00003775,newryandmourne|drumalane
N00003770,newryandmourne|drumalane
N00003771,newryandmourne|drumalane
N00003768,newryandmourne|drumalane
N00003788,newryandmourne|fathom
N00003787,newryandmourne|fathom
N00003710,newryandmourne|camlough
N00003708,newryandmourne|camlough
N00003707,newryandmourne|camlough
N00003853,newryandmourne|silverbridge
N00003711,newryandmourne|fathom
N00003792,newryandmourne|fathom
N00003791,newryandmourne|forkhill
N00003798,newryandmourne|forkhill
N00003795,newryandmourne|forkhill
N00003796,newryandmourne|forkhill
N00003797,newryandmourne|forkhill
N00003794,newryandmourne|forkhill
N00003793,newryandmourne|forkhill
N00003849,newryandmourne|silverbridge
N00003850,newryandmourne|silverbridge
N00003723,newryandmourne|creggan
N00003726,newryandmourne|creggan
N00003725,newryandmourne|creggan
N00003721,newryandmourne|creggan
N00003722,newryandmourne|creggan
N00003731,newryandmourne|crossmaglen
N00003732,newryandmourne|crossmaglen
N00003733,newryandmourne|crossmaglen
N00003729,newryandmourne|crossmaglen
N00003730,newryandmourne|crossmaglen
N00003728,newryandmourne|crossmaglen
N00003828,newryandmourne|newtownhamilton
N00003830,newryandmourne|newtownhamilton
N00003724,newryandmourne|creggan
N00003727,newryandmourne|creggan
N00003854,newryandmourne|silverbridge
N00003851,newryandmourne|silverbridge
N00003855,newryandmourne|silverbridge
N00003852,newryandmourne|silverbridge
N00003856,newryandmourne|forkhill
N00003706,newryandmourne|camlough
N00003829,newryandmourne|newtownhamilton
N00003875,newryandmourne|camlough
N00000453,armagh|poyntzpass
N00000431,armagh|markethill
N00000407,armagh|killeen
N00000363,armagh|carrigatuke
N00003832,newryandmourne|newtownhamilton
N00003831,newryandmourne|newtownhamilton
N00003833,newryandmourne|newtownhamilton
N00000364,armagh|carrigatuke
N00000365,armagh|carrigatuke
N00000382,armagh|derrynoose
N00000380,armagh|derrynoose
N00000384,armagh|derrynoose
N00000383,armagh|derrynoose
N00000385,armagh|derrynoose
N00000402,armagh|keady
N00000400,armagh|keady
N00000405,armagh|keady
N00000404,armagh|keady
N00000403,armagh|keady
N00000401,armagh|keady
N00000381,armagh|derrynoose
N00000360,armagh|carrigatuke
N00000362,armagh|killeen
N00000438,armagh|milford
N00000361,armagh|carrigatuke
N00000440,armagh|milford
N00000439,armagh|milford
N00000416,armagh|killylea
N00000415,armagh|killylea
N00000441,armagh|milford
N00000442,armagh|milford
N00000437,armagh|milford
N00000373,armagh|demesne
N00000374,armagh|demesne
N00000389,armagh|downs
N00000386,armagh|downs
N00000388,armagh|downs
N00000375,armagh|demesne
N00000377,armagh|demesne
N00000472,armagh|themall
N00000376,armagh|themall
N00000471,armagh|themall
N00000409,armagh|hamiltonsbawn
N00000378,armagh|demesne
N00000379,armagh|demesne
N00000372,armagh|demesne
N00000410,armagh|killeen
N00000390,armagh|hamiltonsbawn
N00000408,armagh|killeen
N00000406,armagh|killeen
N00000434,armagh|markethill
N00000433,armagh|markethill
N00000435,armagh|markethill
N00000436,armagh|markethill
N00000430,armagh|markethill
N00000391,armagh|hamiltonsbawn
N00000432,armagh|markethill
N00000450,armagh|poyntzpass
N00000454,armagh|poyntzpass
N00000463,armagh|tandragee
N00000799,banbridge|loughbrickland
N00000728,banbridge|banbridgewest
N00000794,banbridge|loughbrickland
N00000796,banbridge|loughbrickland
N00000797,banbridge|loughbrickland
N00000795,banbridge|loughbrickland
N00000798,banbridge|loughbrickland
N00000451,armagh|poyntzpass
N00000449,armagh|poyntzpass
N00000452,armagh|poyntzpass
N00003879,newryandmourne|tullyhappy
N00003874,newryandmourne|tullyhappy
N00003878,newryandmourne|tullyhappy
N00003876,newryandmourne|camlough
N00003688,newryandmourne|bessbrook
N00003683,newryandmourne|bessbrook
N00003709,newryandmourne|camlough
N00003705,newryandmourne|derrymore
N00003686,newryandmourne|bessbrook
N00003685,newryandmourne|bessbrook
N00003684,newryandmourne|bessbrook
N00003753,newryandmourne|derrymore
N00003759,newryandmourne|derrymore
N00003689,newryandmourne|bessbrook
N00003687,newryandmourne|bessbrook
N00003877,newryandmourne|tullyhappy
N00003758,newryandmourne|derrymore
N00003757,newryandmourne|derrymore
N00003760,newryandmourne|derrymore
N00003677,newryandmourne|ballybot
N00003676,newryandmourne|ballybot
N00003781,newryandmourne|drumgullion
N00003780,newryandmourne|drumgullion
N00003680,newryandmourne|ballybot
N00003777,newryandmourne|drumgullion
N00003783,newryandmourne|drumgullion
N00003776,newryandmourne|drumgullion
N00003884,newryandmourne|windsorhill
N00003886,newryandmourne|windsorhill
N00003885,newryandmourne|windsorhill
N00003782,newryandmourne|drumgullion
N00003751,newryandmourne|donaghmore
N00003750,newryandmourne|donaghmore
N00003882,newryandmourne|windsorhill
N00003881,newryandmourne|windsorhill
N00003749,newryandmourne|donaghmore
N00003748,newryandmourne|donaghmore
N00003765,newryandmourne|donaghmore
N00003880,newryandmourne|tullyhappy
N00003767,newryandmourne|tullyhappy
N00003766,newryandmourne|donaghmore
N00003763,newryandmourne|donaghmore
N00003762,newryandmourne|donaghmore
N00003823,newryandmourne|mayobridge
N00003761,newryandmourne|donaghmore
N00003764,newryandmourne|donaghmore
N00003824,newryandmourne|mayobridge
N00003827,newryandmourne|mayobridge
N00003857,newryandmourne|spelga
N00003859,newryandmourne|spelga
N00003862,newryandmourne|spelga
N00000809,banbridge|rathfriland
N00000810,banbridge|rathfriland
N00000812,banbridge|rathfriland
N00000807,banbridge|rathfriland
N00000811,banbridge|rathfriland
N00000808,banbridge|rathfriland
N00000806,banbridge|rathfriland
N00000787,banbridge|katesbridge
N00000783,banbridge|katesbridge
N00000740,banbridge|bannside
N00000739,banbridge|bannside
N00000718,banbridge|ballydown
N00000770,banbridge|banbridgewest
N00000769,banbridge|fort
N00000730,banbridge|banbridgewest
N00000767,banbridge|banbridgewest
N00000729,banbridge|banbridgewest
N00000734,banbridge|banbridgewest
N00000771,banbridge|fort
N00000768,banbridge|banbridgewest
N00000737,banbridge|bannside
N00000736,banbridge|bannside
N00000738,banbridge|bannside
N00000804,banbridge|quilly
N00000735,banbridge|bannside
N00000720,banbridge|ballydown
N00000716,banbridge|ballydown
N00000719,banbridge|ballydown
N00000715,banbridge|ballydown
N00000823,banbridge|ballydown
N00000821,banbridge|seapatrick
N00000824,banbridge|ballydown
N00000717,banbridge|ballydown
N00000820,banbridge|ballydown
N00000819,banbridge|fort
N00000766,banbridge|fort
N00000727,banbridge|banbridgewest
N00000733,banbridge|banbridgewest
N00000732,banbridge|banbridgewest
N00000731,banbridge|banbridgewest
N00000758,banbridge|edenderry
N00000759,banbridge|edenderry
N00000763,banbridge|edenderry
N00000761,banbridge|edenderry
N00000765,banbridge|edenderry
N00000762,banbridge|edenderry
N00000822,banbridge|ballydown
N00000817,banbridge|seapatrick
N00000816,banbridge|seapatrick
N00000760,banbridge|edenderry
N00000814,banbridge|seapatrick
N00000818,banbridge|seapatrick
N00000815,banbridge|seapatrick
N00000813,banbridge|seapatrick
N00000805,banbridge|quilly
N00000792,banbridge|lawrencetown
N00002261,craigavon|waringstown
N00002258,craigavon|magheralin
N00002259,craigavon|waringstown
N00002257,craigavon|waringstown
N00002260,craigavon|waringstown
N00000801,banbridge|quilly
N00000803,banbridge|quilly
N00000802,banbridge|quilly
N00000756,banbridge|dromoresouth
N00000754,banbridge|dromoresouth
N00000755,banbridge|dromoresouth
N00000749,banbridge|dromoresouth
N00000757,banbridge|dromoresouth
N00000751,banbridge|dromoresouth
N00000748,banbridge|dromoresouth
N00000752,banbridge|dromoresouth
N00000750,banbridge|dromoresouth
N00000746,banbridge|dromorenorth
N00000747,banbridge|dromorenorth
N00000742,banbridge|dromorenorth
N00000743,banbridge|dromorenorth
N00000744,banbridge|dromorenorth
N00000745,banbridge|dromorenorth
N00000741,banbridge|dromorenorth
N00000800,banbridge|quilly
N00003448,lisburn|moira
N00003449,lisburn|hillsborough
N00003393,lisburn|hillsborough
N00003463,lisburn|maze
N00003469,lisburn|maze
N00003444,lisburn|magheragall
N00003452,lisburn|moira
N00003451,lisburn|magheragall
N00003443,lisburn|magheragall
N00003447,lisburn|magheragall
N00003446,lisburn|magheragall
N00003450,lisburn|moira
N00003481,lisburn|moira
N00003482,lisburn|moira
N00003478,lisburn|moira
N00003479,lisburn|moira
N00003474,lisburn|moira
N00003477,lisburn|moira
N00003480,lisburn|moira
N00003476,lisburn|magheragall
N00002172,craigavon|aghagallon
N00002173,craigavon|aghagallon
N00002332,craigavon|magheralin
N00002333,craigavon|magheralin
N00002330,craigavon|magheralin
N00002326,craigavon|magheralin
N00002334,craigavon|magheralin
N00002335,craigavon|magheralin
N00003475,lisburn|moira
N00002262,craigavon|magheralin
N00002263,craigavon|magheralin
N00002377,craigavon|waringstown
N00002381,craigavon|waringstown
N00002378,craigavon|waringstown
N00002384,craigavon|waringstown
N00002385,craigavon|waringstown
N00002383,craigavon|waringstown
N00002382,craigavon|waringstown
N00002379,craigavon|waringstown
N00002376,craigavon|bleary
N00002207,craigavon|bleary
N00002265,craigavon|drumgask
N00002264,craigavon|drumgask
N00002267,craigavon|drumgask
N00002278,craigavon|drumgor
N00002279,craigavon|drumgor
N00002268,craigavon|drumgask
N00002380,craigavon|bleary
N00002341,craigavon|mourneview
N00002336,craigavon|mourneview
N00002228,craigavon|church
N00002225,craigavon|church
N00002343,craigavon|taghnevan
N00002339,craigavon|mourneview
N00002337,craigavon|taghnevan
N00002342,craigavon|taghnevan
N00002355,craigavon|taghnevan
N00002353,craigavon|taghnevan
N00002269,craigavon|taghnevan
N00002266,craigavon|drumgask
N00002272,craigavon|drumgask
N00002271,craigavon|tullygally
N00002277,craigavon|drumgor
N00002356,craigavon|tullygally
N00002274,craigavon|drumgor
N00002354,craigavon|tullygally
N00002270,craigavon|tullygally
N00002242,craigavon|court
N00002244,craigavon|court
N00002357,craigavon|taghnevan
N00002358,craigavon|taghnevan
N00002359,craigavon|taghnevan
N00002245,craigavon|court
N00002240,craigavon|court
N00002241,craigavon|court
N00002224,craigavon|church
N00002243,craigavon|court
N00002236,craigavon|court
N00002238,craigavon|court
N00002239,craigavon|court
N00002237,craigavon|court
N00002344,craigavon|parklake
N00002345,craigavon|parklake
N00002352,craigavon|parklake
N00002347,craigavon|parklake
N00002349,craigavon|parklake
N00002348,craigavon|parklake
N00002346,craigavon|parklake
N00002223,craigavon|knocknashane
N00002222,craigavon|church
N00002226,craigavon|church
N00002227,craigavon|mourneview
N00002320,craigavon|knocknashane
N00002318,craigavon|knocknashane
N00002221,craigavon|church
N00002338,craigavon|mourneview
N00002340,craigavon|mourneview
N00002319,craigavon|mourneview
N00002323,craigavon|knocknashane
N00002322,craigavon|knocknashane
N00002324,craigavon|knocknashane
N00002317,craigavon|knocknashane
N00002321,craigavon|knocknashane
N00002350,craigavon|parklake
N00002325,craigavon|knocknashane
N00002327,craigavon|magheralin
N00002328,craigavon|magheralin
N00002329,craigavon|magheralin
N00002331,craigavon|aghagallon
N00002386,craigavon|woodville
N00002282,craigavon|drumnamoe
N00002283,craigavon|drumnamoe
N00002284,craigavon|drumnamoe
N00002288,craigavon|drumnamoe
N00002392,craigavon|woodville
N00002287,craigavon|drumnamoe
N00002286,craigavon|drumnamoe
N00002281,craigavon|drumnamoe
N00002351,craigavon|parklake
N00002285,craigavon|drumnamoe
N00002171,craigavon|aghagallon
N00002175,craigavon|kinnegoe
N00002176,craigavon|kinnegoe
N00002391,craigavon|woodville
N00002395,craigavon|woodville
N00002393,craigavon|woodville
N00002394,craigavon|woodville
N00002389,craigavon|woodville
N00002387,craigavon|woodville
N00002390,craigavon|woodville
N00002388,craigavon|woodville
N00002251,craigavon|kinnegoe
N00002249,craigavon|kinnegoe
N00002250,craigavon|kinnegoe
N00002247,craigavon|kinnegoe
N00002246,craigavon|kinnegoe
N00002254,craigavon|kinnegoe
N00002253,craigavon|kinnegoe
N00002307,craigavon|kernan
N00002303,craigavon|kernan
N00002248,craigavon|kinnegoe
N00002273,craigavon|drumgor
N00002275,craigavon|drumgor
N00002276,craigavon|drumgor
N00002305,craigavon|kernan
N00002301,craigavon|kernan
N00002306,craigavon|kernan
N00002304,craigavon|kernan
N00002280,craigavon|drumgor
N00002300,craigavon|kernan
N00002313,craigavon|killycomain
N00002315,craigavon|killycomain
N00002314,craigavon|killycomain
N00002292,craigavon|edenderry
N00002291,craigavon|edenderry
N00002299,craigavon|kernan
N00002298,craigavon|kernan
N00002197,craigavon|ballyoran
N00002200,craigavon|ballyoran
N00002230,craigavon|corcrain
N00002198,craigavon|ballyoran
N00002201,craigavon|ballyoran
N00002199,craigavon|ballyoran
N00002231,craigavon|corcrain
N00002229,craigavon|corcrain
N00002235,craigavon|corcrain
N00002233,craigavon|corcrain
N00002232,craigavon|corcrain
N00002188,craigavon|ballybay
N00002191,craigavon|ballybay
N00002362,craigavon|tavanagh
N00002363,craigavon|tavanagh
N00002193,craigavon|ballybay
N00002216,craigavon|brownstown
N00002361,craigavon|brownstown
N00002215,craigavon|brownstown
N00002365,craigavon|tavanagh
N00002364,craigavon|tavanagh
N00002366,craigavon|tavanagh
N00002184,craigavon|annagh
N00002367,craigavon|tavanagh
N00002186,craigavon|annagh
N00002185,craigavon|annagh
N00002234,craigavon|corcrain
N00002183,craigavon|annagh
N00002290,craigavon|edenderry
N00002310,craigavon|killycomain
N00002309,craigavon|killycomain
N00002289,craigavon|edenderry
N00002293,craigavon|edenderry
N00002297,craigavon|edenderry
N00002296,craigavon|edenderry
N00002295,craigavon|edenderry
N00002294,craigavon|edenderry
N00002180,craigavon|annagh
N00002205,craigavon|bleary
N00002179,craigavon|annagh
N00002187,craigavon|annagh
N00002360,craigavon|tavanagh
N00002212,craigavon|brownstown
N00002218,craigavon|brownstown
N00002217,craigavon|brownstown
N00002219,craigavon|brownstown
N00002220,craigavon|brownstown
N00002214,craigavon|brownstown
N00002182,craigavon|annagh
N00002181,craigavon|annagh
N00002203,craigavon|bleary
N00002312,craigavon|killycomain
N00002311,craigavon|killycomain
N00002316,craigavon|killycomain
N00002308,craigavon|killycomain
N00002302,craigavon|kernan
N00002208,craigavon|bleary
N00002210,craigavon|bleary
N00002209,craigavon|bleary
N00002206,craigavon|bleary
N00002256,craigavon|bleary
N00000789,banbridge|lawrencetown
N00002204,craigavon|bleary
N00000774,banbridge|gilford
N00000776,banbridge|gilford
N00000773,banbridge|gilford
N00000791,banbridge|lawrencetown
N00000790,banbridge|lawrencetown
N00000764,banbridge|edenderry
N00000793,banbridge|lawrencetown
N00000772,banbridge|gilford
N00000465,armagh|tandragee
N00000464,armagh|tandragee
N00000469,armagh|tandragee
N00000422,armagh|laurelvale
N00000467,armagh|tandragee
N00000468,armagh|tandragee
N00000775,banbridge|gilford
N00000466,armagh|tandragee
N00000420,armagh|laurelvale
N00000421,armagh|laurelvale
N00000417,armagh|laurelvale
N00000418,armagh|laurelvale
N00000393,armagh|hamiltonsbawn
N00000392,armagh|richhill
N00000457,armagh|richhill
N00000455,armagh|richhill
N00000458,armagh|richhill
N00000419,armagh|laurelvale
N00002213,craigavon|brownstown
N00000398,armagh|laurelvale
N00002211,craigavon|brownstown
N00002192,craigavon|ballybay
N00002194,craigavon|ballybay
N00002190,craigavon|ballybay
N00000425,armagh|loughgall
N00000396,armagh|hockley
N00000399,armagh|hockley
N00000397,armagh|hockley
N00000424,armagh|loughgall
N00000426,armagh|loughgall
N00000443,armagh|observatory
N00000395,armagh|hockley
N00000461,armagh|richhill
N00000462,armagh|richhill
N00000460,armagh|richhill
N00000459,armagh|richhill
N00000394,armagh|hockley
N00000456,armagh|richhill
N00000446,armagh|observatory
N00000445,armagh|observatory
N00000476,armagh|themall
N00000470,armagh|demesne
N00000475,armagh|themall
N00000473,armagh|themall
N00000359,armagh|callanbridge
N00000474,armagh|themall
N00000387,armagh|downs
N00000356,armagh|callanbridge
N00000357,armagh|callanbridge
N00000348,armagh|abbeypark
N00000347,armagh|observatory
N00000448,armagh|observatory
N00000345,armagh|abbeypark
N00000349,armagh|abbeypark
N00000346,armagh|abbeypark
N00000444,armagh|observatory
N00000447,armagh|observatory
N00000344,armagh|abbeypark
N00000353,armagh|hockley
N00000355,armagh|ballymartrim
N00000358,armagh|callanbridge
N00000354,armagh|ballymartrim
N00000350,armagh|ballymartrim
N00000351,armagh|ballymartrim
N00002822,dungannon|benburb
N00000367,armagh|charlemont
N00000352,armagh|ballymartrim
N00000368,armagh|charlemont
N00000371,armagh|charlemont
N00000369,armagh|charlemont
N00002893,dungannon|moy
N00002895,dungannon|moy
N00002891,dungannon|moy
N00002894,dungannon|moy
N00000366,armagh|charlemont
N00002821,dungannon|benburb
N00002820,dungannon|benburb
N00002825,dungannon|benburb
N00002824,dungannon|benburb
N00002899,dungannon|moygashel
N00002900,dungannon|moygashel
N00002901,dungannon|moygashel
N00002823,dungannon|benburb
N00002897,dungannon|moygashel
N00002814,dungannon|ballysaggart
N00002819,dungannon|ballysaggart
N00002815,dungannon|ballysaggart
N00002816,dungannon|moygashel
N00002885,dungannon|killymeal
N00002903,dungannon|mullaghmore
N00002886,dungannon|killymeal
N00002862,dungannon|coolhill
N00002863,dungannon|coolhill
N00002858,dungannon|coolhill
N00002861,dungannon|coolhill
N00002898,dungannon|moygashel
N00002864,dungannon|coolhill
N00002859,dungannon|coolhill
N00002860,dungannon|coolhill
N00002884,dungannon|killyman
N00002881,dungannon|killyman
N00002896,dungannon|moy
N00002890,dungannon|moy
N00002892,dungannon|killyman
N00002879,dungannon|killyman
N00002882,dungannon|killyman
N00002374,craigavon|thebirches
N00002880,dungannon|killyman
N00000428,armagh|loughgall
N00000370,armagh|charlemont
N00000423,armagh|loughgall
N00000429,armagh|loughgall
N00000427,armagh|loughgall
N00002369,craigavon|thebirches
N00002370,craigavon|thebirches
N00002195,craigavon|ballyoran
N00002189,craigavon|ballybay
N00002202,craigavon|ballyoran
N00002196,craigavon|ballyoran
N00002368,craigavon|thebirches
N00002371,craigavon|thebirches
N00002372,craigavon|thebirches
N00002255,craigavon|kinnegoe
N00002252,craigavon|kinnegoe
N00002375,craigavon|thebirches
N00002112,cookstown|killycolpy
N00002911,dungannon|washingbay
N00002373,craigavon|thebirches
N00002909,dungannon|washingbay
N00002910,dungannon|washingbay
N00002907,dungannon|washingbay
N00002846,dungannon|washingbay
N00002852,dungannon|coalislandsouth
N00002842,dungannon|coalislandnorth
N00002843,dungannon|coalislandnorth
N00002844,dungannon|coalislandnorth
N00002845,dungannon|coalislandnorth
N00002850,dungannon|coalislandsouth
N00002849,dungannon|coalislandwestandnewmills
N00002853,dungannon|coalislandwestandnewmills
N00002851,dungannon|coalislandsouth
N00002848,dungannon|coalislandsouth
N00002883,dungannon|killyman
N00002887,dungannon|killymeal
N00002870,dungannon|drumglass
N00002871,dungannon|drumglass
N00002888,dungannon|killymeal
N00002889,dungannon|killymeal
N00002873,dungannon|drumglass
N00002874,dungannon|drumglass
N00002872,dungannon|drumglass
N00002906,dungannon|mullaghmore
N00002902,dungannon|mullaghmore
N00002818,dungannon|ballysaggart
N00002817,dungannon|ballysaggart
N00002905,dungannon|mullaghmore
N00002904,dungannon|mullaghmore
N00002869,dungannon|donaghmore
N00002867,dungannon|donaghmore
N00002854,dungannon|coalislandwestandnewmills
N00002857,dungannon|coalislandwestandnewmills
N00002855,dungannon|coalislandwestandnewmills
N00002866,dungannon|donaghmore
N00002865,dungannon|donaghmore
N00002149,cookstown|sandholes
N00002156,cookstown|stewartstown
N00002155,cookstown|stewartstown
N00002157,cookstown|stewartstown
N00002856,dungannon|coalislandwestandnewmills
N00002841,dungannon|coalislandnorth
N00002847,dungannon|coalislandnorth
N00002908,dungannon|washingbay
N00002153,cookstown|stewartstown
N00002154,cookstown|stewartstown
N00002152,cookstown|sandholes
N00002148,cookstown|sandholes
N00002151,cookstown|sandholes
N00002150,cookstown|sandholes
N00002114,cookstown|killymoon
N00002118,cookstown|killymoon
N00002116,cookstown|killymoon
N00002117,cookstown|killymoon
N00002130,cookstown|newbuildings
N00002119,cookstown|newbuildings
N00002115,cookstown|killymoon
N00002164,cookstown|tullagh
N00002169,cookstown|tullagh
N00002167,cookstown|tullagh
N00002166,cookstown|tullagh
N00002165,cookstown|tullagh
N00002168,cookstown|tullagh
N00002108,cookstown|gortalowry
N00002107,cookstown|gortalowry
N00002106,cookstown|gortalowry
N00002103,cookstown|gortalowry
N00002104,cookstown|gortalowry
N00002105,cookstown|gortalowry
N00002131,cookstown|oaklands
N00002120,cookstown|lissan
N00002141,cookstown|oldtown
N00002139,cookstown|tullagh
N00002137,cookstown|oldtown
N00002142,cookstown|oldtown
N00002136,cookstown|oldtown
N00002138,cookstown|tullagh
N00002140,cookstown|oldtown
N00002128,cookstown|newbuildings
N00002129,cookstown|newbuildings
N00002097,cookstown|coagh
N00002095,cookstown|coagh
N00002093,cookstown|ardboe
N00002090,cookstown|ardboe
N00002094,cookstown|coagh
N00002096,cookstown|coagh
N00002113,cookstown|killycolpy
N00002111,cookstown|killycolpy
N00002110,cookstown|killycolpy
N00002109,cookstown|killycolpy
N00002091,cookstown|ardboe
N00002092,cookstown|ardboe
N00000004,antrim|aldergrove
