code,name,LGD,EDM_score,EDM_rank,EDM_decile,Income_score,Income_rank,Employment_score,Employment_rank,Proximity to Services_score,Proximity to Services_rank
95BB170008,Loughries_1,,4.31,4699,10,0.05,4330,0.06,4726,-0.14,2700
95BB170009,Loughries_2,,20.09,2268,5,0.31,1343,0.13,3054,0.02,2209
95BB170010,Loughries_1,,31.35,1115,3,0.42,713,0.19,1606,-0.06,2474
95BB170011,Loughries_2,,32.9,1023,3,0.42,705,0.2,1401,-0.02,2346
95BB180001,Millisle_2,,16.24,2767,6,0.12,3315,0.14,2618,0.71,944
95BB180002,Millisle_1,,26.34,1540,4,0.28,1563,0.18,1672,0.5,1271
95BB180003,Millisle_2,,10.88,3513,7,0.06,4246,0.1,3767,0.78,846
95BB180004,Millisle_1,,24.95,1697,4,0.27,1631,0.18,1760,0.38,1470
95BB180005,Millisle_1,,15.11,2938,6,0.14,2997,0.12,3222,0.68,980
95BB180006,Millisle_1,,15.86,2833,6,0.09,3634,0.16,2270,0.55,1196
95BB180007,Millisle_1,,39.26,688,2,0.4,819,0.25,760,0.48,1300
95BB180008,Millisle_2,,7.92,4019,9,0.06,4133,0.07,4538,0.51,1267
95BB180009,Millisle_2,,11.52,3426,7,0.1,3602,0.08,4325,0.84,756
95BB180010,Millisle_2,,13.3,3163,7,0.14,3038,0.1,3732,0.63,1065
95BB190001,Movilla_2,,5.66,4443,9,0.05,4476,0.07,4659,0.21,1789
95BB190002,Movilla_2,,4.79,4599,10,0.02,4860,0.08,4419,0.07,2098
95BB190003,Movilla_2,,8.13,3976,8,0.04,4497,0.11,3390,0.09,2037
95BB190004,Movilla_1,,5.06,4550,10,0.03,4750,0.09,4134,-0.06,2450
95BB190005,Movilla_2,,5.48,4479,9,0.04,4531,0.07,4491,0.11,2000
95BB190006,Movilla_3,,4.41,4675,10,0.03,4760,0.07,4617,0.03,2191
95BB190007,Movilla_1,,7.51,4109,9,0.08,3767,0.1,3673,-0.27,3085
95BB190008,Movilla_3,,3.45,4830,10,0.02,4911,0.06,4745,-0.05,2443
95BB190009,Movilla_1,,8.53,3907,8,0.06,4155,0.12,3126,-0.16,2752
95BB190010,Movilla_3,,5.68,4439,9,0.03,4746,0.1,3742,-0.13,2680
95BB190011,Movilla_1,,14.84,2968,6,0.15,2860,0.17,2063,-0.47,3677
95BB190012,Movilla_3,,4.74,4610,10,0.05,4307,0.07,4662,-0.08,2523
95BB190013,Movilla_1,,9.24,3791,8,0.13,3158,0.12,3288,-0.61,4001
95BB190014,Movilla_2,,4.43,4671,10,0.03,4741,0.06,4780,0.1,2018
95BB200001,Portaferry_1,,16.21,2776,6,0.11,3458,0.12,3093,1.02,544
95BB200002,Portaferry_1,,27.32,1449,3,0.33,1185,0.19,1543,-0.03,2375
95BB200003,Portaferry_1,,31.37,1113,3,0.25,1799,0.18,1798,1.41,149
95BB200004,Portaferry_1,,10.14,3648,8,0.11,3444,0.08,4323,0.51,1255
95BB200005,Portaferry_2,,12.71,3242,7,0.15,2876,0.11,3481,0.24,1727
95BB200006,Portaferry_2,,29.56,1256,3,0.31,1362,0.22,1094,0.05,2147
95BB200007,Portaferry_2,,30.55,1178,3,0.26,1713,0.23,963,0.51,1263
95BB200008,Portaferry_2,,27.08,1463,3,0.29,1474,0.19,1564,0.41,1427
95BB200009,Portaferry_2,,30.18,1212,3,0.31,1302,0.2,1402,0.61,1096
95BB210001,Portavogie_1,,26,1574,4,0.14,2994,0.17,1904,1.4,154
95BB210002,Portavogie_1,,23,1919,4,0.15,2837,0.15,2309,1.25,278
95BB210003,Portavogie_2,,17.8,2568,6,0.09,3674,0.11,3455,1.33,198
95BB210004,Portavogie_1,,22.99,1920,4,0.22,2043,0.12,3136,1.23,297
95BB210005,Portavogie_1,,17.45,2613,6,0.11,3366,0.12,3124,1.14,394
95BB210006,Portavogie_1,,32.21,1065,3,0.26,1680,0.2,1311,1.16,369
95BB210007,Portavogie_2,,20.89,2170,5,0.14,3044,0.13,2949,1.32,210
95BB210008,Portavogie_2,,18.65,2462,5,0.15,2815,0.08,4393,1.39,159
95BB210009,Portavogie_2,,25.19,1673,4,0.19,2355,0.17,2029,1.18,353
95BB210010,Portavogie_2,,21.54,2087,5,0.16,2760,0.11,3398,1.42,143
95BB210011,Portavogie_1,,39.35,683,2,0.31,1334,0.24,835,1.26,273
95BB220001,Scrabo_2,,3.71,4797,10,0.05,4454,0.07,4509,-0.35,3326
95BB220002,Scrabo_2,,41.06,607,2,0.46,547,0.26,628,-0.33,3259
95BB220003,Scrabo_2,,30.01,1219,3,0.32,1278,0.23,962,-0.25,3040
95BB220004,Scrabo_2,,35.63,858,2,0.38,903,0.25,728,-0.25,3039
95BB220005,Scrabo_2,,32.76,1032,3,0.4,813,0.22,1097,-0.29,3158
95BB220006,Scrabo_1,,26.92,1475,3,0.32,1248,0.2,1448,-0.15,2727
95BB220007,Scrabo_1,,25.12,1681,4,0.24,1847,0.21,1205,-0.12,2636
95BB220008,Scrabo_1,,19.32,2355,5,0.24,1889,0.16,2293,-0.04,2400
95BB220009,Scrabo_1,,10.46,3585,8,0.09,3739,0.11,3482,0.29,1623
95BB230001,Whitespots_1,,5.06,4551,10,0.06,4110,0.1,3787,-0.83,4406
95BB230002,Whitespots_2,,7.89,4029,9,0.1,3600,0.07,4452,0.14,1917
95BB230003,Whitespots_2,,6.91,4224,9,0.03,4752,0.1,3780,0.17,1867
95BB230004,Whitespots_2,,5.12,4534,10,0.03,4710,0.08,4367,0.05,2143
95BB230005,Whitespots_2,,5.61,4457,9,0.05,4443,0.09,4036,-0.13,2663
95BB230006,Whitespots_1,,3.54,4817,10,0.03,4764,0.08,4430,-0.27,3070
95BB230007,Whitespots_1,,6.33,4324,9,0.04,4525,0.12,3174,-0.54,3835
95BB230008,Whitespots_1,,9.43,3758,8,0.14,2995,0.11,3496,-0.49,3716
95BB230009,Whitespots_1,,5.19,4520,10,0.08,3883,0.1,3899,-0.93,4560
95CC010001,Abbey Park,,38.78,708,2,0.27,1619,0.3,353,0.29,1630
95CC010002,Abbey Park,,31.13,1136,3,0.34,1144,0.22,1108,0.07,2097
95CC010003,Abbey Park,,24.11,1789,4,0.3,1427,0.16,2218,0.4,1436
95CC010004,Abbey Park,,24.09,1791,4,0.29,1475,0.19,1549,-0.33,3271
95CC010005,Abbey Park,,12.6,3259,7,0.15,2814,0.12,3145,-0.05,2433
95CC010006,Abbey Park,,21.94,2036,5,0.21,2148,0.18,1684,0.17,1858
95CC020001,Ballymartrim,,27.34,1445,3,0.22,2083,0.19,1630,1.07,481
95CC020002,Ballymartrim,,23.35,1883,4,0.17,2649,0.15,2389,1.25,275
95CC020003,Ballymartrim,,17.82,2566,6,0.16,2725,0.12,3112,0.94,642
95CC020004,Ballymartrim,,20.07,2277,5,0.19,2340,0.16,2202,0.51,1264
95CC020005,Ballymartrim,,22.79,1943,4,0.15,2813,0.15,2514,1.3,235
95CC020006,Ballymartrim,,16.6,2712,6,0.13,3084,0.13,2939,0.84,761
95CC030001,Callan Bridge,,37.5,760,2,0.51,413,0.18,1676,0.37,1489
95CC030002,Callan Bridge,,43.6,516,2,0.58,235,0.2,1405,0.37,1487
95CC030003,Callan Bridge,,34.67,908,2,0.5,446,0.16,2227,0.48,1318
95CC030004,Callan Bridge,,19.97,2293,5,0.28,1530,0.16,2158,-0.59,3950
95CC030005,Callan Bridge,,20.28,2243,5,0.32,1262,0.16,2296,-1.54,4995
95CC030006,Callan Bridge,,36,833,2,0.46,534,0.21,1186,-0.22,2929
95CC030007,Callan Bridge,,45.56,451,1,0.55,301,0.26,609,-0.58,3930
95CC040001,Carrigatuke,,22.67,1956,4,0.21,2116,0.17,1985,0.64,1042
95CC040002,Carrigatuke,,23.78,1830,4,0.24,1839,0.16,2130,0.73,916
95CC040003,Carrigatuke,,18.2,2512,6,0.16,2684,0.12,3270,1.03,523
95CC040004,Carrigatuke,,29.77,1235,3,0.27,1630,0.18,1698,1.13,409
95CC040005,Carrigatuke,,22.42,1982,4,0.15,2879,0.17,2068,1.1,438
95CC040006,Carrigatuke,,40.43,636,2,0.35,1078,0.26,592,0.76,870
95CC050001,Charlemont,,30.65,1169,3,0.34,1156,0.16,2124,1.11,433
95CC050002,Charlemont,,28.67,1347,3,0.33,1233,0.18,1813,0.67,990
95CC050003,Charlemont,,29.82,1233,3,0.25,1751,0.2,1328,0.93,647
95CC050004,Charlemont,,16.96,2667,6,0.14,3002,0.1,3720,1.15,384
95CC050005,Charlemont,,21.44,2094,5,0.17,2543,0.13,2980,1.23,296
95CC050006,Charlemont,,20.01,2288,5,0.13,3059,0.16,2109,0.88,712
95CC060001,Demesne_1,,11.97,3348,7,0.13,3051,0.1,3777,0.38,1473
95CC060002,Demesne_1,,12.03,3336,7,0.09,3689,0.12,3184,0.44,1377
95CC060003,Demesne_1,,11.67,3405,7,0.1,3554,0.12,3309,0.36,1516
95CC060004,Demesne_2,,10.65,3549,8,0.11,3449,0.14,2699,-0.45,3610
95CC060005,Demesne_1,,15.94,2819,6,0.16,2662,0.16,2224,-0.15,2723
95CC060006,Demesne_2,,10.45,3588,8,0.09,3737,0.12,3148,0.07,2108
95CC060007,Demesne_2,,30.53,1182,3,0.33,1179,0.2,1300,0.34,1544
95CC060008,Demesne_2,,8.6,3885,8,0.07,3999,0.1,3800,0.2,1812
95CC070001,Derrynoose,,27.2,1456,3,0.19,2354,0.14,2648,1.64,64
95CC070002,Derrynoose,,19.15,2382,5,0.2,2273,0.17,2036,0.05,2133
95CC070003,Derrynoose,,22.16,2016,5,0.16,2694,0.17,2015,0.96,610
95CC070004,Derrynoose,,25.84,1599,4,0.23,1975,0.12,3224,1.52,109
95CC070005,Derrynoose,,17.99,2541,6,0.11,3390,0.13,2989,1.16,371
95CC070006,Derrynoose,,18.68,2457,5,0.14,2989,0.14,2722,1.01,559
95CC070007,Derrynoose,,23.29,1893,4,0.29,1482,0.15,2430,0.48,1297
95CC080001,Downs,,45.23,464,1,0.49,460,0.28,454,-0.35,3327
95CC080002,Downs,,11.61,3414,7,0.18,2471,0.12,3113,-0.89,4499
95CC080003,Downs,,23.72,1836,4,0.39,882,0.12,3127,0.03,2179
95CC080004,Downs,,48.38,375,1,0.57,275,0.27,539,-0.23,2962
95CC080005,Downs,,14.52,3002,6,0.17,2568,0.13,2883,0,2275
95CC080006,Downs,,28.86,1326,3,0.36,1017,0.2,1339,-0.32,3230
95CC080007,Downs,,23.61,1852,4,0.32,1290,0.16,2230,0.07,2089
95CC090001,Hamiltonsbawn_2,,16.38,2747,6,0.13,3129,0.15,2372,0.45,1364
95CC090002,Hamiltonsbawn_1,,12.53,3266,7,0.07,4026,0.12,3197,0.71,946
95CC090003,Hamiltonsbawn_2,,12.47,3276,7,0.1,3538,0.09,4011,0.86,741
95CC090004,Hamiltonsbawn_2,,8.3,3954,8,0.05,4416,0.1,3868,0.39,1456
95CC090005,Hamiltonsbawn_1,,15.18,2925,6,0.09,3655,0.11,3408,1.07,483
95CC090006,Hamiltonsbawn_1,,11.91,3360,7,0.08,3826,0.1,3671,0.75,894
95CC090007,Hamiltonsbawn_2,,8.37,3941,8,0.09,3718,0.11,3601,-0.13,2661
95CC100001,Hockley,,9.23,3794,8,0.04,4640,0.11,3571,0.54,1219
95CC100002,Hockley,,19.02,2398,5,0.17,2634,0.14,2706,0.87,725
95CC100003,Hockley,,10.1,3654,8,0.06,4121,0.11,3467,0.42,1409
95CC100004,Hockley,,13.18,3180,7,0.07,3939,0.12,3170,0.78,852
95CC100005,Hockley,,11.04,3490,7,0.09,3731,0.1,3842,0.62,1078
95CC100006,Hockley,,18.14,2517,6,0.18,2485,0.14,2636,0.57,1158
95CC110001,Keady,,31.73,1093,3,0.43,683,0.19,1475,-0.26,3046
95CC110002,Keady,,28.42,1369,3,0.36,1009,0.19,1535,-0.12,2646
95CC110003,Keady,,25.59,1629,4,0.33,1204,0.19,1480,-0.62,4024
95CC110004,Keady,,27.24,1453,3,0.34,1170,0.19,1579,-0.03,2363
95CC110005,Keady,,31.88,1086,3,0.34,1166,0.21,1146,0.37,1499
95CC110006,Keady,,31.89,1084,3,0.42,742,0.19,1623,0.15,1896
95CC120001,Killeen,,16.22,2770,6,0.09,3746,0.14,2695,0.94,633
95CC120002,Killeen,,21.27,2114,5,0.14,2960,0.15,2371,1.15,390
95CC120003,Killeen,,15.97,2810,6,0.09,3628,0.13,2890,0.95,615
95CC120004,Killeen,,23.37,1881,4,0.2,2204,0.17,1916,0.78,843
95CC120005,Killeen,,34.25,939,2,0.34,1120,0.21,1263,0.91,670
95CC120006,Killeen,,17.46,2611,6,0.15,2910,0.15,2358,0.52,1240
95CC120007,Killeen,,12.06,3332,7,0.11,3405,0.09,4162,0.79,837
95CC130001,Killylea,,35.7,856,2,0.35,1090,0.17,2000,1.51,112
95CC130002,Killylea,,23.46,1869,4,0.1,3491,0.15,2501,1.57,85
95CC130003,Killylea,,29.5,1264,3,0.22,2037,0.14,2533,1.72,47
95CC130004,Killylea,,14.52,2999,6,0.06,4137,0.12,3103,1.02,538
95CC130005,Killylea,,24.54,1747,4,0.2,2293,0.17,1932,1.02,531
95CC130006,Killylea,,24.06,1796,4,0.13,3103,0.18,1700,1.16,373
95CC140001,Laurelvale,,8.49,3916,8,0.06,4203,0.09,4177,0.49,1288
95CC140002,Laurelvale,,9.32,3779,8,0.05,4355,0.09,4062,0.67,1003
95CC140003,Laurelvale,,9.76,3699,8,0.07,4014,0.09,4168,0.65,1027
95CC140004,Laurelvale,,15.03,2948,6,0.14,2929,0.12,3188,0.61,1092
95CC140005,Laurelvale,,9.81,3692,8,0.05,4305,0.11,3630,0.54,1209
95CC140006,Laurelvale,,15.53,2873,6,0.17,2633,0.13,3049,0.42,1408
95CC140007,Laurelvale,,21.29,2112,5,0.19,2331,0.18,1803,0.35,1521
95CC150001,Loughgall,,20.69,2190,5,0.18,2510,0.13,2843,1.1,444
95CC150002,Loughgall,,22.48,1975,4,0.18,2437,0.16,2080,0.91,671
95CC150003,Loughgall,,15.97,2811,6,0.11,3448,0.14,2748,0.81,808
95CC150004,Loughgall,,19.84,2308,5,0.17,2640,0.16,2294,0.75,885
95CC150005,Loughgall,,25.08,1684,4,0.18,2420,0.17,1892,1.13,411
95CC150006,Loughgall,,19.8,2312,5,0.17,2619,0.14,2684,0.97,602
95CC150007,Loughgall,,14.13,3066,7,0.07,3989,0.11,3485,1.07,485
95CC160001,Markethill,,18.12,2521,6,0.15,2851,0.14,2735,0.86,737
95CC160002,Markethill,,26.71,1499,3,0.25,1780,0.16,2114,1.1,437
95CC160003,Markethill,,15.95,2817,6,0.18,2473,0.14,2532,-0.03,2361
95CC160004,Markethill,,27.08,1464,3,0.23,1961,0.24,793,-0.48,3679
95CC160005,Markethill,,16.65,2703,6,0.2,2295,0.15,2350,-0.19,2844
95CC160006,Markethill,,22.73,1950,4,0.31,1357,0.16,2110,-0.13,2684
95CC160007,Markethill,,9.46,3754,8,0.08,3796,0.12,3164,-0.11,2614
95CC170001,Milford,,15.11,2935,6,0.1,3578,0.13,2932,0.82,785
95CC170002,Milford,,16.02,2804,6,0.1,3614,0.11,3484,1.17,363
95CC170003,Milford,,20.31,2238,5,0.12,3255,0.15,2347,1.13,410
95CC170004,Milford,,21.04,2143,5,0.19,2396,0.12,3102,1.17,355
95CC170005,Milford,,25.29,1659,4,0.21,2165,0.19,1503,0.69,967
95CC170006,Milford,,25.91,1592,4,0.24,1855,0.19,1568,0.61,1090
95CC180001,Observatory,,7.31,4150,9,0.05,4410,0.09,4169,0.32,1576
95CC180002,Observatory,,25.95,1583,4,0.21,2149,0.23,960,-0.08,2510
95CC180003,Observatory,,6.03,4373,9,0.03,4811,0.08,4209,0.23,1744
95CC180004,Observatory,,6.5,4289,9,0.06,4251,0.09,4132,0.03,2207
95CC180005,Observatory,,11.85,3369,7,0.11,3446,0.14,2771,-0.06,2455
95CC180006,Observatory,,23.29,1892,4,0.3,1434,0.19,1562,-0.73,4241
95CC180007,Observatory,,61.92,124,1,0.64,150,0.36,144,-0.57,3916
95CC190001,Poyntz Pass,,12.95,3217,7,0.09,3653,0.11,3469,0.76,875
95CC190002,Poyntz Pass,,20.08,2273,5,0.16,2687,0.13,2969,1.15,389
95CC190003,Poyntz Pass,,21.2,2122,5,0.21,2168,0.14,2762,0.95,619
95CC190004,Poyntz Pass,,13.98,3084,7,0.1,3613,0.12,3271,0.82,788
95CC190005,Poyntz Pass,,36.73,797,2,0.35,1096,0.24,826,0.65,1036
95CC190006,Poyntz Pass,,11.41,3439,7,0.05,4397,0.12,3260,0.69,974
95CC200001,Rich Hill_1,,15.44,2884,6,0.17,2581,0.13,2880,0.22,1757
95CC200002,Rich Hill_2,,5.93,4388,9,0.05,4362,0.08,4355,0.07,2107
95CC200003,Rich Hill_2,,12.37,3289,7,0.1,3555,0.14,2731,0.09,2046
95CC200004,Rich Hill_2,,23.17,1905,4,0.2,2240,0.2,1351,0.08,2075
95CC200005,Rich Hill_1,,7.79,4049,9,0.04,4649,0.1,3711,0.29,1628
95CC200006,Rich Hill_1,,8.3,3953,8,0.04,4577,0.11,3596,0.31,1600
95CC200007,Rich Hill_1,,9.76,3701,8,0.07,3925,0.11,3610,0.32,1582
95CC200008,Rich Hill_2,,7.82,4041,9,0.05,4448,0.1,3813,0.26,1691
95CC200009,Rich Hill_2,,23.57,1859,4,0.2,2283,0.2,1380,0.26,1684
95CC210001,Tandragee,,15.25,2912,6,0.15,2844,0.15,2452,0.03,2175
95CC210002,Tandragee,,13.48,3141,7,0.09,3736,0.13,2935,0.6,1105
95CC210003,Tandragee,,15.24,2915,6,0.13,3148,0.13,2874,0.59,1119
95CC210004,Tandragee,,13.38,3153,7,0.13,3091,0.11,3505,0.56,1171
95CC210005,Tandragee,,10.22,3632,8,0.04,4495,0.1,3724,0.74,902
95CC210006,Tandragee,,18.9,2427,5,0.19,2315,0.15,2442,0.44,1372
95CC210007,Tandragee,,7.65,4081,9,0.06,4253,0.08,4307,0.39,1452
95CC210008,Tandragee,,8.61,3884,8,0.07,4089,0.1,3857,0.28,1644
95CC220001,The Mall,,16.86,2681,6,0.2,2282,0.16,2092,-0.46,3647
95CC220002,The Mall,,18.12,2523,6,0.16,2695,0.17,1876,0.01,2248
95CC220003,The Mall,,23.79,1828,4,0.29,1446,0.18,1714,-0.21,2900
95CC220004,The Mall,,5.11,4537,10,0.09,3719,0.07,4615,-0.37,3398
95CC220005,The Mall,,13.99,3081,7,0.09,3697,0.19,1622,-0.82,4393
95CC220006,The Mall,,20.48,2214,5,0.26,1650,0.18,1844,-0.73,4227
95CC220007,The Mall,,12.27,3302,7,0.13,3087,0.13,3014,-0.02,2340
95DD010001,Academy,,4.76,4604,10,0.02,4932,0.06,4717,0.24,1723
95DD010002,Academy,,20.37,2230,5,0.25,1753,0.18,1821,-0.55,3874
95DD010003,Academy,,4.73,4612,10,0.02,4892,0.05,4863,0.28,1641
95DD010004,Academy,,9.65,3721,8,0.06,4171,0.11,3513,0.37,1495
95DD010005,Academy,,5.29,4510,9,0.05,4438,0.06,4817,0.17,1856
95DD010006,Academy,,15.67,2860,6,0.22,2053,0.13,2970,-0.15,2713
95DD020001,Ahoghill_2,,8.47,3919,8,0.08,3841,0.09,4076,0.23,1739
95DD020002,Ahoghill_2,,9.18,3799,8,0.07,3959,0.08,4230,0.55,1204
95DD020003,Ahoghill_1,,28.6,1353,3,0.24,1836,0.22,1045,0.38,1481
95DD020004,Ahoghill_1,,9.28,3781,8,0.03,4841,0.11,3370,0.52,1251
95DD020005,Ahoghill_2,,6.38,4312,9,0.02,4898,0.08,4343,0.43,1394
95DD020006,Ahoghill_2,,10.3,3615,8,0.07,4012,0.11,3583,0.48,1316
95DD020007,Ahoghill_1,,16.06,2800,6,0.18,2479,0.12,3273,0.56,1183
95DD020008,Ahoghill_1,,17.65,2587,6,0.16,2714,0.15,2412,0.47,1330
95DD020009,Ahoghill_2,,9.06,3815,8,0.09,3730,0.07,4445,0.5,1275
95DD020010,Ahoghill_2,,13.21,3176,7,0.1,3480,0.12,3199,0.58,1143
95DD020011,Ahoghill_1,,6.21,4344,9,0.04,4618,0.04,4970,0.55,1200
95DD030001,Ardeevin,,4.31,4698,10,0.02,4910,0.08,4333,-0.05,2444
95DD030002,Ardeevin,,4.85,4587,10,0.07,4074,0.07,4535,-0.25,3022
95DD030003,Ardeevin,,1.87,4990,10,0.02,4904,0.04,4966,-0.35,3335
95DD030004,Ardeevin,,4.44,4668,10,0.03,4683,0.06,4755,0.07,2102
95DD030005,Ardeevin,,5.39,4494,9,0.04,4623,0.06,4721,0.25,1710
95DD030006,Ardeevin,,12.43,3279,7,0.09,3627,0.13,3045,0.4,1447
95DD030007,Ardeevin,,9.85,3685,8,0.11,3468,0.14,2755,-0.71,4180
95DD040001,Ballee,,15.63,2864,6,0.18,2441,0.15,2375,-0.28,3120
95DD040002,Ballee,,19.05,2395,5,0.21,2129,0.17,2061,-0.08,2502
95DD040003,Ballee,,39.32,685,2,0.4,836,0.27,525,-0.21,2908
95DD040004,Ballee,,31.24,1125,3,0.45,596,0.17,1905,-0.09,2539
95DD040005,Ballee,,40.28,643,2,0.49,472,0.23,995,0.16,1882
95DD040006,Ballee,,38.09,736,2,0.48,487,0.21,1181,0.07,2084
95DD040007,Ballee,,25.94,1586,4,0.28,1551,0.21,1219,-0.3,3171
95DD050001,Ballykeel,,25.65,1616,4,0.34,1140,0.17,1915,-0.03,2388
95DD050002,Ballykeel,,10.59,3561,8,0.08,3798,0.13,3020,0.04,2167
95DD050003,Ballykeel,,43.21,526,2,0.49,458,0.25,691,0.03,2196
95DD050004,Ballykeel,,11.6,3416,7,0.1,3608,0.15,2444,-0.31,3200
95DD050005,Ballykeel,,44.64,481,1,0.57,279,0.23,891,-0.04,2406
95DD050006,Ballykeel,,37.15,774,2,0.53,358,0.19,1593,-0.1,2556
95DD060001,Ballyloughan,,4.88,4581,10,0.03,4729,0.09,4065,-0.15,2714
95DD060002,Ballyloughan,,7.27,4156,9,0.05,4354,0.09,3935,0.15,1912
95DD060003,Ballyloughan,,11.3,3453,7,0.12,3301,0.1,3731,0.37,1488
95DD060004,Ballyloughan,,6.25,4337,9,0.03,4745,0.1,3701,-0.03,2360
95DD060005,Ballyloughan,,5.73,4424,9,0.02,4868,0.09,3984,0.06,2112
95DD060006,Ballyloughan,,5.34,4505,9,0.02,4964,0.07,4473,0.27,1661
95DD060007,Ballyloughan,,10.34,3607,8,0.12,3246,0.11,3628,0.04,2169
95DD070001,Broughshane_2,,11.7,3397,7,0.13,3068,0.09,3991,0.46,1354
95DD070002,Broughshane_2,,11.52,3427,7,0.11,3450,0.11,3606,0.45,1366
95DD070003,Broughshane_2,,6.54,4283,9,0.03,4759,0.04,4965,0.66,1014
95DD070004,Broughshane_2,,10.91,3507,7,0.18,2531,0.08,4259,-0.01,2319
95DD070005,Broughshane_1,,8.58,3891,8,0.07,3961,0.07,4475,0.53,1225
95DD070006,Broughshane_1,,11.56,3420,7,0.06,4284,0.12,3073,0.57,1166
95DD070007,Broughshane_1,,15.48,2876,6,0.21,2140,0.1,3704,0.38,1467
95DD070008,Broughshane_1,,8.13,3979,8,0.07,3929,0.07,4530,0.44,1371
95DD070009,Broughshane_1,,11.96,3351,7,0.13,3156,0.09,3939,0.54,1212
95DD080001,Castle Demesne,,18.04,2535,6,0.27,1582,0.15,2414,-0.97,4611
95DD080002,Castle Demesne,,19.11,2384,5,0.31,1298,0.14,2582,-1.09,4758
95DD080003,Castle Demesne,,30.3,1200,3,0.36,1006,0.23,974,-1.24,4876
95DD080004,Castle Demesne,,21.15,2128,5,0.23,1953,0.2,1378,-1.1,4771
95DD080005,Castle Demesne,,15.63,2863,6,0.17,2592,0.16,2077,-0.51,3749
95DD080006,Castle Demesne,,33.17,1001,2,0.36,1035,0.25,756,-0.55,3864
95DD080007,Castle Demesne,,37.57,755,2,0.37,958,0.28,453,-1.02,4684
95DD080008,Castle Demesne,,18.63,2465,5,0.18,2442,0.19,1492,-0.83,4413
95DD090001,Craigywarren,,15.86,2832,6,0.07,3913,0.12,3088,1.11,429
95DD090002,Craigywarren,,16.8,2685,6,0.08,3911,0.11,3561,1.32,207
95DD090003,Craigywarren,,16.8,2688,6,0.15,2906,0.12,3108,0.87,726
95DD090004,Craigywarren,,13.12,3189,7,0.11,3465,0.1,3840,0.86,733
95DD090005,Craigywarren,,7.97,4008,8,0.04,4510,0.06,4790,0.77,862
95DD090006,Craigywarren,,6.22,4341,9,0.06,4221,0.07,4653,0.21,1790
95DD100001,Cullybackey,,10.31,3614,8,0.05,4342,0.1,3703,0.68,979
95DD100002,Cullybackey,,7.02,4206,9,0.05,4299,0.05,4848,0.53,1235
95DD100003,Cullybackey,,18.96,2410,5,0.18,2423,0.15,2527,0.6,1101
95DD100004,Cullybackey,,10.56,3565,8,0.12,3279,0.08,4400,0.54,1210
95DD100005,Cullybackey,,27.53,1433,3,0.24,1900,0.21,1161,0.43,1400
95DD100006,Cullybackey,,23.66,1844,4,0.2,2230,0.19,1611,0.56,1180
95DD100007,Cullybackey,,23.88,1818,4,0.27,1601,0.16,2142,0.52,1252
95DD100008,Cullybackey,,21.41,2098,5,0.22,2019,0.16,2115,0.42,1414
95DD100009,Cullybackey,,19.29,2359,5,0.2,2279,0.15,2316,0.38,1472
95DD110001,Dunclug,,35.77,851,2,0.41,760,0.23,885,-0.17,2774
95DD110002,Dunclug,,7.73,4063,9,0.11,3428,0.09,4101,-0.17,2788
95DD110003,Dunclug,,26,1576,4,0.36,1008,0.17,1867,-0.28,3128
95DD110004,Dunclug,,13.45,3146,7,0.23,1999,0.11,3479,-0.43,3532
95DD110005,Dunclug,,14.23,3049,7,0.25,1813,0.09,3933,-0.13,2677
95DD110006,Dunclug,,33.67,968,2,0.44,633,0.21,1246,-0.33,3278
95DD110007,Dunclug,,27.87,1411,3,0.39,871,0.18,1741,-0.31,3199
95DD110008,Dunclug,,33.58,974,2,0.49,469,0.18,1729,-0.23,2978
95DD120001,Dunminning,,12.3,3300,7,0.06,4143,0.1,3916,1.02,541
95DD120002,Dunminning,,16.84,2682,6,0.1,3551,0.11,3493,1.23,293
95DD120003,Dunminning,,13.45,3145,7,0.06,4173,0.11,3511,1.04,512
95DD120004,Dunminning,,12.79,3234,7,0.07,4010,0.07,4573,1.2,329
95DD120005,Dunminning,,17.74,2574,6,0.08,3870,0.08,4261,1.6,75
95DD120006,Dunminning,,26.38,1536,4,0.17,2549,0.15,2320,1.5,117
95DD130001,Fair Green,,17.52,2603,6,0.23,1947,0.16,2287,-0.46,3628
95DD130002,Fair Green,,21.18,2124,5,0.29,1493,0.17,1940,-0.6,3963
95DD130003,Fair Green,,39.63,670,2,0.54,331,0.21,1198,-0.29,3135
95DD130004,Fair Green,,37.9,745,2,0.37,989,0.28,490,-0.35,3332
95DD130005,Fair Green,,20.23,2248,5,0.28,1517,0.16,2138,-0.55,3854
95DD130006,Fair Green,,14.55,2995,6,0.18,2433,0.14,2663,-0.29,3155
95DD140001,Galgorm_1,,8.42,3927,8,0.04,4601,0.09,4070,0.6,1108
95DD140002,Galgorm_2,,10.88,3514,7,0.08,3808,0.1,3641,0.53,1232
95DD140003,Galgorm_1,,7.49,4113,9,0.05,4353,0.08,4434,0.47,1323
95DD140004,Galgorm_2,,9.43,3759,8,0.07,3973,0.1,3886,0.44,1387
95DD140005,Galgorm_1,,13.8,3102,7,0.13,3109,0.13,2917,0.28,1650
95DD140006,Galgorm_2,,4.07,4732,10,0.01,4988,0.04,4985,0.23,1751
95DD140007,Galgorm_2,,6.14,4356,9,0.05,4361,0.05,4875,0.37,1494
95DD140008,Galgorm_1,,6.36,4318,9,0.03,4663,0.06,4690,0.48,1305
