SA2011,OA_CODE_dominant,OA_CODE_point
N00002471,95MM110001,95MM110001
N00002472,95MM110002,95MM110002
N00002473,95MM110003,95MM110003
N00002474,95MM110004,95MM110004
N00002475,95MM110005,95MM110005
N00002476,95MM110006,95MM110006
N00002477,95MM120001,95MM120001
N00002478,95MM120003,95MM120003
N00002479,95MM120011,95MM120011
N00002480,95MM120012,95MM120012
N00002481,95MM120002,95MM120002
N00002482,95MM120004,95MM120004
N00002483,95MM120005,95MM120005
N00002484,95MM120006,95MM120006
N00002485,95MM120007,95MM120007
N00002486,95MM120008,95MM120008
N00002487,95MM120009,95MM120009
N00002488,95MM120010,95MM120010
N00002489,95MM130002,95MM130002
N00002490,95MM130019,95MM130019
N00002491,95MM130015,95MM130015
N00002492,95MM130016,95MM130016
N00002493,95MM130017,95MM130017
N00002494,95MM130018,95MM130017
N00002495,95MM130010,95MM130010
N00002496,95MM130013,95MM130013
N00002497,95MM130014,95MM130014
N00002498,95MM130007,95MM130007
N00002499,95MM130008,95MM130008
N00002500,95MM130009,95MM130009
N00002501,95MM130001,95MM130004
N00002502,95MM130005,95MM130005
N00002503,95MM140002,95MM140002
N00002504,95MM140003,95MM140003
N00002505,95MM140004,95MM140004
N00002506,95MM140005,95MM140005
N00002507,95MM140006,95MM140006
N00002508,95MM140007,95MM140007
N00002509,95MM140008,95MM140008
N00002510,95MM140009,95MM140009
N00002511,95MM140010,95MM140010
N00002512,95MM150001,95MM150001
N00002513,95MM150004,95MM150004
N00002514,95MM150008,95MM150008
N00002515,95MM150011,95MM150011
N00002516,95MM150003,95MM150003
N00002517,95MM150005,95MM150005
N00002518,95MM150006,95MM150006
N00002519,95MM150007,95MM150007
N00002520,95MM150010,95MM150010
N00002521,95MM160007,95MM160007
N00002522,95MM160004,95MM160007
N00002523,95MM160005,95MM160005
N00002524,95MM160006,95MM160006
N00002525,95MM160001,95MM160001
N00002526,95MM160008,95MM160008
N00002527,95MM160009,95MM160009
N00002528,95MM170001,95MM170006
N00002529,95MM170002,95MM170002
N00002530,95MM170003,95MM170003
N00002531,95MM170006,95MM170006
N00002532,95MM170010,95MM170010
N00002533,95MM170009,95MM170009
N00002534,95MM170007,95MM170007
N00002535,95MM170008,95MM170009
N00002536,95MM180001,95MM180004
N00002537,95MM180003,95MM180003
N00002538,95MM180004,95MM180004
N00002539,95MM180005,95MM180005
N00002540,95MM180009,95MM180009
N00002541,95MM190007,95MM190005
N00002542,95MM190004,95MM190004
N00002543,95MM190001,95MM190001
N00002544,95MM190009,95MM190009
N00002545,95MM190008,95MM190008
N00002546,95MM190010,95MM190010
N00002547,95MM200010,95MM200010
N00002548,95MM200009,95MM200009
N00002549,95MM200001,95MM200001
N00002550,95MM200002,95MM200002
N00002551,95MM200003,95MM200003
N00002552,95MM200004,95MM200004
N00002553,95MM200005,95MM200005
N00002554,95MM200006,95MM200006
N00002555,95MM210002,95MM210002
N00002556,95MM210003,95MM210003
N00002557,95MM210004,95MM210004
N00002558,95MM210009,95MM210009
N00002559,95MM210010,95MM210010
N00002560,95MM210001,95MM210001
N00002561,95MM210005,95MM210005
N00002562,95MM210006,95MM210006
N00002563,95MM210007,95MM210007
N00002564,95MM210008,95MM210008
N00002565,95MM220001,95MM220001
N00002566,95MM220003,95MM220003
N00002567,95MM220005,95MM220005
N00002568,95MM220007,95MM220007
N00002569,95MM220002,95MM220002
N00002570,95MM220004,95MM220004
N00002571,95MM220006,95MM220006
N00002572,95MM220008,95MM220008
N00002573,95MM230001,95MM230001
N00002574,95MM230002,95MM230002
N00002575,95MM230003,95MM230003
N00002576,95MM230004,95MM230004
N00002577,95MM230006,95MM230006
N00002578,95MM230007,95MM230007
N00002579,95MM240001,95MM240001
N00002580,95MM240002,95MM240002
N00002581,95MM240003,95MM240003
N00002582,95MM240004,95MM240005
N00002583,95MM250011,95MM250011
N00002584,95MM250012,95MM250012
N00002585,95MM250013,95MM250013
N00002586,95MM250014,95MM250014
N00002587,95MM250005,95MM250005
N00002588,95MM250009,95MM250009
N00002589,95MM250015,95MM250015
N00002590,95MM250001,95MM250001
N00002591,95MM250002,95MM250002
N00002592,95MM250007,95MM250007
N00002593,95MM250008,95MM250008
N00002594,95MM260001,95MM260001
N00002595,95MM260003,95MM260003
N00002596,95MM260004,95MM260004
N00002597,95MM260005,95MM260005
N00002598,95MM260009,95MM260001
N00002599,95MM260002,95MM260002
N00002600,95MM260006,95MM260006
N00002601,95MM260007,95MM260007
N00002602,95MM260008,95MM260008
N00002603,95MM270003,95MM270003
N00002604,95MM270002,95MM270002
N00002605,95MM270005,95MM270005
N00002606,95MM270006,95MM270006
N00002607,95MM270007,95MM270007
N00002608,95MM270009,95MM270009
N00002609,95MM270010,95MM270010
N00002610,95MM270011,95MM270011
N00002611,95MM270012,95MM270012
N00002612,95MM270013,95MM270013
N00002613,95MM280001,95MM280001
N00002614,95MM280003,95MM280003
N00002615,95MM280005,95MM280005
N00002616,95MM280006,95MM280006
N00002617,95MM280007,95MM280007
N00002618,95MM280008,95MM280008
N00002619,95MM290001,95MM290001
N00002620,95MM290003,95MM290003
N00002621,95MM290004,95MM290004
N00002622,95MM290005,95MM290005
N00002623,95MM290006,95MM290006
N00002624,95MM290007,95MM290007
N00002625,95MM290008,95MM290008
N00002626,95MM290009,95MM290005
N00002627,95MM300001,95MM300001
N00002628,95MM300002,95MM300002
N00002629,95MM300004,95MM300004
N00002630,95MM300005,95MM300005
N00002631,95MM300006,95MM300006
N00002632,95NN010001,95NN010001
N00002633,95NN010003,95NN010003
N00002634,95NN010004,95NN010004
N00002635,95NN010005,95NN010005
N00002636,95NN010002,95NN010002
N00002637,95NN010006,95NN010006
N00002638,95NN010007,95NN010007
N00002639,95NN010008,95NN010008
N00002640,95NN020001,95NN020001
N00002641,95NN020002,95NN020002
N00002642,95NN020003,95NN020003
N00002643,95NN020004,95NN020004
N00002644,95NN020005,95NN020006
N00002645,95NN020006,95NN020006
N00002646,95NN030003,95NN030003
N00002647,95NN030005,95NN130006
N00002648,95NN030008,95NN030008
N00002649,95NN030001,95NN030001
N00002650,95NN030002,95NN030002
N00002651,95NN030004,95NN030004
N00002652,95NN030006,95NN030006
N00002653,95NN040001,95NN040001
N00002654,95NN040002,95NN040002
N00002655,95NN040003,95NN040003
N00002656,95NN040004,95NN040004
N00002657,95NN040005,95NN040005
N00002658,95NN040006,95NN040006
N00002659,95NN040007,95NN040007
N00002660,95NN050001,95NN050001
N00002661,95NN050002,95NN050002
N00002662,95NN050003,95NN050003
N00002663,95NN050004,95NN050004
N00002664,95NN050005,95NN050005
N00002665,95NN050007,95NN050007
N00002666,95NN050008,95NN050008
N00002667,95NN060006,95NN060004
N00002668,95NN060007,95NN060007
N00002669,95NN060001,95NN060001
N00002670,95NN060002,95NN060002
N00002671,95NN070004,95NN070007
N00002672,95NN070006,95NN070006
N00002673,95NN070002,95NN070003
N00002674,95NN070008,95NN070008
N00002675,95NN080001,95NN080001
N00002676,95NN080004,95NN080004
N00002677,95NN080005,95NN080005
N00002678,95NN080003,95NN080003
N00002679,95NN080006,95NN080006
N00002680,95NN080007,95NN080007
N00002681,95NN080008,95NN080008
N00002682,95NN090001,95NN090001
N00002683,95NN090002,95NN090002
N00002684,95NN090003,95NN090003
N00002685,95NN090005,95NN090005
N00002686,95NN090004,95NN090004
N00002687,95NN090006,95NN090006
N00002688,95NN090007,95NN090007
N00002689,95NN090008,95NN090008
N00002690,95NN100002,95NN100002
N00002691,95NN100003,95NN100003
N00002692,95NN100006,95NN100006
N00002693,95NN100007,95NN100007
N00002694,95NN100008,95NN100008
N00002695,95NN100001,95NN100001
N00002696,95NN100004,95NN100004
N00002697,95NN100005,95NN100005
N00002698,95NN100009,95NN100009
N00002699,95NN110002,95NN110002
N00002700,95NN110004,95NN110004
N00002701,95NN110005,95NN110005
N00002702,95NN110008,95NN110008
N00002703,95NN110001,95NN110001
N00002704,95NN110003,95NN110003
N00002705,95NN110006,95NN110006
N00002706,95NN110007,95NN110001
N00002707,95NN120001,95NN120001
N00002708,95NN120002,95NN120002
N00002709,95NN120003,95NN120003
N00002710,95NN120004,95NN120004
N00002711,95NN120005,95NN120005
N00002712,95NN120007,95NN120007
N00002713,95NN130001,95NN130001
N00002714,95NN130002,95NN130002
N00002715,95NN130003,95NN130003
N00002716,95NN130004,95NN130004
N00002717,95NN130005,95NN130005
N00002718,95NN130006,95NN130007
N00002719,95NN130007,95NN130007
N00002720,95NN140001,95NN140001
N00002721,95NN140002,95NN140002
N00002722,95NN140003,95NN140003
N00002723,95NN140008,95NN140008
N00002724,95NN140009,95NN140009
N00002725,95NN140004,95NN140004
N00002726,95NN140006,95NN140007
N00002727,95NN150001,95NN150001
N00002728,95NN150002,95NN150002
N00002729,95NN150004,95NN150004
N00002730,95NN150005,95NN150005
N00002731,95NN150006,95NN150006
N00002732,95NN150007,95NN150007
N00002733,95NN150008,
N00002734,95NN160002,95NN160002
N00002735,95NN160003,95NN160003
N00002736,95NN160004,95NN160004
N00002737,95NN160006,95NN160006
N00002738,95NN160001,95NN160001
N00002739,95NN160005,95NN160005
N00002740,95NN160007,95NN160007
N00002741,95NN160008,95NN160008
N00002742,95NN170001,95NN170001
N00002743,95NN170002,95NN170002
N00002744,95NN170003,95NN170003
N00002745,95NN170004,95NN170004
N00002746,95NN170005,95NN170005
N00002747,95NN170006,95NN170006
N00002748,95NN170007,95NN170007
N00002749,95NN180001,95NN180001
N00002750,95NN180004,95NN180004
N00002751,95NN180005,95NN180005
N00002752,95NN180007,95NN180007
N00002753,95NN180002,95NN180002
N00002754,95NN180003,95NN180003
N00002755,95NN180006,95NN180006
N00002756,95NN190003,95NN190003
N00002757,95NN190004,95NN190004
N00002758,95NN190006,95NN190006
N00002759,95NN190007,95NN190007
N00002760,95NN190008,95NN190008
N00002761,95NN190002,95NN190002
N00002762,95NN190005,95NN190005
N00002763,95NN190009,95NN190009
N00002764,95NN200001,95NN200001
N00002765,95NN200002,95NN200002
N00002766,95NN200003,95NN200003
N00002767,95NN200004,95NN200004
N00002768,95NN200005,95NN200005
N00002769,95NN200006,95NN200006
N00002770,95NN200007,95NN200007
N00002771,95NN210001,95NN210001
N00002772,95NN210002,95NN210002
N00002773,95NN210003,95NN210003
N00002774,95NN210004,95NN210004
N00002775,95NN210005,95NN210005
N00002776,95NN210006,95NN210006
N00002777,95NN210007,95NN210007
N00002778,95NN210008,95NN210008
N00002779,95NN220001,95NN220001
N00002780,95NN220002,95NN220002
N00002781,95NN220003,95NN220003
N00002782,95NN220004,95NN220004
N00002783,95NN220005,95NN220005
N00002784,95NN220006,95NN220006
N00002785,95NN230001,95NN230001
N00002786,95NN230002,95NN230002
N00002787,95NN230006,95NN230006
N00002788,95NN230003,95NN230003
N00002789,95NN230004,95NN230004
N00002790,95NN230005,95NN230005
N00002791,95NN230007,95NN230007
N00002792,95OO010001,95OO010003
N00002793,95OO010002,95OO010002
N00002794,95OO010003,95OO010003
N00002795,95OO010004,95OO010004
N00002796,95OO010005,95OO010005
N00002797,95OO020001,95OO020001
N00002798,95OO020002,95OO020002
N00002799,95OO020003,95OO020003
N00002800,95OO020004,95OO020004
N00002801,95OO020005,95OO020005
N00002802,95OO030001,95OO030001
N00002803,95OO030002,95OO030002
N00002804,95OO030003,95OO030003
N00002805,95OO030004,95OO030004
N00002806,95OO030005,95OO030005
N00002807,95OO030006,95OO030006
N00002808,95OO040001,95OO040001
N00002809,95OO040002,95OO040002
N00002810,95OO040003,95OO040003
N00002811,95OO040004,95OO040004
N00002812,95OO040005,95OO040005
N00002813,95OO040006,95OO040006
N00002814,95OO050001,95OO050001
N00002815,95OO050002,95OO050002
N00002816,95OO050003,95OO050003
N00002817,95OO050004,95OO050004
N00002818,95OO050005,95OO050005
N00002819,95OO050006,95OO050006
N00002820,95OO060001,95OO060001
N00002821,95OO060002,95OO060002
N00002822,95OO060003,95OO060003
N00002823,95OO060004,95OO060004
N00002824,95OO060005,95OO060005
N00002825,95OO060006,95OO060006
N00002826,95OO070001,95OO070001
N00002827,95OO070002,95OO070002
N00002828,95OO070003,95OO070003
N00002829,95OO070004,95OO070004
N00002830,95OO070005,95OO070005
N00002831,95OO070006,95OO070006
N00002832,95OO080001,95OO080001
N00002833,95OO080002,95OO080002
N00002834,95OO080003,95OO080003
N00002835,95OO080004,95OO080004
N00002836,95OO080005,95OO080006
N00002837,95OO080006,95OO080006
N00002838,95OO090001,95OO090001
N00002839,95OO090002,95OO090002
N00002840,95OO090005,95OO090005
N00002841,95OO100001,95OO100001
N00002842,95OO100002,95OO100003
N00002843,95OO100003,95OO100003
N00002844,95OO100004,95OO100004
N00002845,95OO100005,95OO100005
N00002846,95OO100006,95OO100006
N00002847,95OO100007,95OO100007
N00002848,95OO110001,95OO110001
N00002849,95OO110002,95OO110002
N00002850,95OO110003,95OO110003
N00002851,95OO110005,95OO110005
N00002852,95OO110007,95OO110007
N00002853,95OO120001,95OO120001
N00002854,95OO120002,95OO120002
N00002855,95OO120003,95OO120003
N00002856,95OO120004,95OO120004
N00002857,95OO120005,95OO120005
N00002858,95OO130001,95OO130001
N00002859,95OO130002,95OO130002
N00002860,95OO130003,95OO130003
N00002861,95OO130004,95OO130004
N00002862,95OO130005,95OO130006
N00002863,95OO130006,95OO130005
N00002864,95OO130007,95OO130007
N00002865,95OO140001,95OO140001
N00002866,95OO140002,95OO140002
N00002867,95OO140003,95OO140005
N00002868,95OO140004,95OO140004
N00002869,95OO140005,95OO140005
N00002870,95OO150001,95OO150001
N00002871,95OO150002,95OO150002
N00002872,95OO150003,95OO150003
N00002873,95OO150004,95OO150004
N00002874,95OO150005,95OO150005
N00002875,95OO160006,95OO160006
N00002876,95OO160003,95OO160003
N00002877,95OO160004,95OO160004
N00002878,95OO160005,95OO160005
N00002879,95OO170001,95OO170005
N00002880,95OO170002,95OO170002
N00002881,95OO170003,95OO170003
N00002882,95OO170004,95OO170004
N00002883,95OO170005,95OO170005
N00002884,95OO170006,95OO170006
N00002885,95OO180002,95OO180002
N00002886,95OO180003,95OO180003
N00002887,95OO180004,95OO180004
N00002888,95OO180005,95OO180005
N00002889,95OO180006,95OO180006
N00002890,95OO190001,95OO190001
N00002891,95OO190002,95OO190002
N00002892,95OO190003,95OO190003
N00002893,95OO190004,95OO190004
N00002894,95OO190005,95OO190002
N00002895,95OO190006,95OO190006
N00002896,95OO190007,95OO190007
N00002897,95OO200003,95OO200003
N00002898,95OO200002,95OO200002
N00002899,95OO200004,95OO200004
N00002900,95OO200005,95OO200005
N00002901,95OO200006,95OO200006
N00002902,95OO210001,95OO210001
N00002903,95OO210006,95OO210006
N00002904,95OO210003,95OO210003
N00002905,95OO210004,95OO210004
N00002906,95OO210005,95OO210005
N00002907,95OO220001,95OO220001
N00002908,95OO220002,95OO220002
N00002909,95OO220003,95OO220003
N00002910,95OO220004,95OO220004
N00002911,95OO220005,95OO220005
N00002912,95PP010001,95PP010001
N00002913,95PP010002,95PP010002
N00002914,95PP010003,95PP010004
N00002915,95PP010006,95PP010006
N00002916,95PP010007,95PP010007
N00002917,95PP020001,95PP020001
N00002918,95PP020002,95PP020002
N00002919,95PP020003,95PP020003
N00002920,95PP020004,95PP020004
N00002921,95PP020005,95PP020005
N00002922,95PP020006,95PP020006
N00002923,95PP020007,95PP020007
N00002924,95PP030001,95PP030001
N00002925,95PP030002,95PP030002
N00002926,95PP030003,95PP030003
N00002927,95PP030004,95PP030004
N00002928,95PP030005,95PP030005
N00002929,95PP030006,95PP030006
N00002930,95PP040001,95PP040001
N00002931,95PP040002,95PP040002
N00002932,95PP040003,95PP040003
N00002933,95PP040004,95PP040004
N00002934,95PP040005,95PP040005
N00002935,95PP040006,95PP040006
N00002936,95PP040007,95PP040007
N00002937,95PP050001,95PP050001
N00002938,95PP050002,95PP050002
N00002939,95PP050003,95PP050003
N00002940,95PP050004,95PP050004
N00002941,95PP050005,95PP050005
N00002942,95PP050006,95PP050006
N00002943,95PP060001,95PP060001
N00002944,95PP060002,95PP060002
N00002945,95PP060003,95PP060003
N00002946,95PP060010,95PP060010
N00002947,95PP060011,95PP060011
N00002948,95PP060004,95PP060004
N00002949,95PP060005,95PP060005
N00002950,95PP060006,95PP060007
N00002951,95PP060007,95PP060007
N00002952,95PP060008,95PP060008
N00002953,95PP060009,95PP060009
N00002954,95PP070001,95PP070001
N00002955,95PP070002,95PP070002
N00002956,95PP070003,95PP070003
N00002957,95PP070004,95PP070004
N00002958,95PP070005,95PP070005
N00002959,95PP070006,95PP070006
N00002960,95PP080001,95PP080001
N00002961,95PP080002,95PP080002
N00002962,95PP080003,95PP080003
N00002963,95PP080004,95PP080004
N00002964,95PP080005,95PP080005
N00002965,95PP080006,95PP080006
N00002966,95PP080007,95PP080007
N00002967,95PP090001,95PP090001
N00002968,95PP090002,95PP090002
N00002969,95PP090003,95PP090003
N00002970,95PP090004,95PP090004
N00002971,95PP090005,95PP090005
N00002972,95PP090006,95PP090006
N00002973,95PP100001,95PP100001
N00002974,95PP100002,95PP100002
N00002975,95PP100003,95PP100003
N00002976,95PP100004,95PP100004
N00002977,95PP100005,95PP100005
N00002978,95PP100006,95PP100006
N00002979,95PP110001,95PP110001
N00002980,95PP110002,95PP110002
N00002981,95PP110003,95PP110003
N00002982,95PP110004,95PP110004
N00002983,95PP110005,95PP110005
N00002984,95PP110006,95PP110006
N00002985,95PP110007,95PP110007
N00002986,95PP110008,95PP110008
N00002987,95PP120001,95PP120001
N00002988,95PP120002,95PP120002
N00002989,95PP120003,95PP120003
N00002990,95PP120004,95PP120004
N00002991,95PP120005,95PP120005
N00002992,95PP120006,95PP120006
N00002993,95PP130001,95PP130001
N00002994,95PP130002,95PP130002
N00002995,95PP130003,95PP130003
N00002996,95PP130004,95PP130004
N00002997,95PP130005,95PP130005
N00002998,95PP130006,95PP130006
N00002999,95PP130007,95PP130007
N00003000,95PP140002,95PP140002
N00003001,95PP140003,95PP140003
N00003002,95PP140005,95PP140005
N00003003,95PP140009,95PP140009
N00003004,95PP140006,95PP140006
N00003005,95PP140007,95PP140007
N00003006,95PP150001,95PP150001
N00003007,95PP150002,95PP150002
N00003008,95PP150008,95PP150003
N00003009,95PP150004,95PP150004
N00003010,95PP150005,95PP150005
N00003011,95PP150006,95PP150006
N00003012,95PP150007,95PP150007
N00003013,95PP160001,95PP160001
N00003014,95PP160002,95PP160002
N00003015,95PP160003,95PP160003
N00003016,95PP160004,95PP160004
N00003017,95PP160005,95PP160005
N00003018,95PP170001,95PP170005
N00003019,95PP170002,95PP170002
N00003020,95PP170003,95PP170003
N00003021,95PP170004,95PP170004
N00003022,95PP170005,95PP170005
N00003023,95PP170006,95PP170006
N00003024,95PP170008,95PP170008
N00003025,95PP180001,95PP180001
N00003026,95PP180002,95PP180002
N00003027,95PP180003,95PP180003
N00003028,95PP180004,95PP180004
N00003029,95PP180005,95PP180005
N00003030,95PP180006,95PP180006
N00003031,95PP180007,95PP180007
N00003032,95PP190001,95PP190001
N00003033,95PP190002,95PP190002
N00003034,95PP190003,95PP190003
N00003035,95PP190004,95PP190004
N00003036,95PP190005,95PP190005
N00003037,95PP190006,95PP190006
N00003038,95PP190007,95PP190007
N00003039,95PP200001,95PP200001
N00003040,95PP200002,95PP200002
N00003041,95PP200004,95PP200004
N00003042,95PP200005,95PP200005
N00003043,95PP200006,95PP200006
N00003044,95PP200007,95PP200007
N00003045,95PP200008,95PP200008
N00003046,95PP200009,95PP200009
N00003047,95PP210001,95PP210001
N00003048,95PP210002,95PP210002
N00003049,95PP210003,95PP210003
N00003050,95PP210004,95PP210004
N00003051,95PP210005,95PP210005
N00003052,95PP210006,95PP210006
N00003053,95PP220001,95PP220001
N00003054,95PP220002,95PP220002
N00003055,95PP220003,95PP220003
N00003056,95PP220004,95PP220003
N00003057,95PP220005,95PP220005
N00003058,95PP220006,95PP220006
N00003059,95PP220007,95PP220007
N00003060,95PP220008,95PP220008
N00003061,95PP230001,95PP230001
N00003062,95PP230002,95PP230002
N00003063,95PP230003,95PP230003
N00003064,95PP230004,95PP230004
N00003065,95PP230005,95PP230005
N00003066,95PP230006,95PP230006
N00003067,95QQ010001,95QQ010001
N00003068,95QQ010002,95QQ010002
N00003069,95QQ010003,95QQ010003
N00003070,95QQ010004,95QQ010004
N00003071,95QQ010005,95QQ010005
N00003072,95QQ010006,95QQ010006
N00003073,95QQ020001,95QQ020001
N00003074,95QQ020002,95QQ020002
N00003075,95QQ020003,95QQ020003
N00003076,95QQ020004,95QQ020004
N00003077,95QQ020005,95QQ020005
N00003078,95QQ020006,95QQ020006
N00003079,95QQ030001,95QQ030001
N00003080,95QQ030002,95QQ030002
N00003081,95QQ030003,95QQ030003
N00003082,95QQ030004,95QQ030005
N00003083,95QQ030005,95QQ030005
N00003084,95QQ040001,95QQ040001
N00003085,95QQ040002,95QQ040003
N00003086,95QQ040003,95QQ040003
N00003087,95QQ040004,95QQ040004
N00003088,95QQ040005,95QQ040005
N00003089,95QQ040006,95QQ040005
N00003090,95QQ050001,95QQ050001
N00003091,95QQ050002,95QQ050002
N00003092,95QQ050003,95QQ050003
N00003093,95QQ050004,95QQ050004
N00003094,95QQ050005,95QQ050005
N00003095,95QQ050006,95QQ050006
N00003096,95QQ050007,95QQ050007
N00003097,95QQ050008,95QQ050008
N00003098,95QQ060001,95QQ060001
N00003099,95QQ060002,95QQ060002
N00003100,95QQ060004,95QQ060004
N00003101,95QQ060005,95QQ060005
N00003102,95QQ060006,95QQ060006
N00003103,95QQ070001,95QQ070001
N00003104,95QQ070002,95QQ070002
N00003105,95QQ070005,95QQ070005
N00003106,95QQ070004,95QQ070004
N00003107,95QQ070008,95QQ070008
N00003108,95QQ070007,95QQ070007
N00003109,95QQ070009,95QQ070009
N00003110,95QQ080001,95QQ080001
N00003111,95QQ080002,95QQ080002
N00003112,95QQ080003,95QQ080003
N00003113,95QQ080004,95QQ080004
N00003114,95QQ080005,95QQ080005
N00003115,95QQ080006,95QQ080006
N00003116,95QQ090001,95QQ090001
N00003117,95QQ090002,95QQ090002
N00003118,95QQ090003,95QQ090003
N00003119,95QQ090004,95QQ090004
N00003120,95QQ090005,95QQ090005
N00003121,95QQ090006,95QQ090006
N00003122,95QQ090007,95QQ090007
N00003123,95QQ100001,95QQ100001
N00003124,95QQ100002,95QQ100002
N00003125,95QQ100003,95QQ100003
N00003126,95QQ100004,95QQ100004
N00003127,95QQ100005,95QQ100005
N00003128,95QQ110001,95QQ110001
N00003129,95QQ110002,95QQ110002
N00003130,95QQ110003,95QQ110003
N00003131,95QQ110004,95QQ110004
N00003132,95QQ110006,95QQ110006
N00003133,95QQ120001,95QQ120001
N00003134,95QQ120002,95QQ120002
N00003135,95QQ120003,95QQ120003
N00003136,95QQ120004,95QQ120004
N00003137,95QQ120005,95QQ120005
N00003138,95QQ120006,95QQ120006
N00003139,95QQ130001,95QQ130001
N00003140,95QQ130002,95QQ130002
N00003141,95QQ130003,95QQ130001
N00003142,95QQ130004,95QQ130004
N00003143,95QQ130006,95QQ130006
N00003144,95QQ130007,95QQ130007
N00003145,95QQ140002,95QQ140002
N00003146,95QQ140003,95QQ140003
N00003147,95QQ140004,95QQ140004
N00003148,95QQ140005,95QQ140005
N00003149,95QQ140007,95QQ140007
N00003150,95QQ140001,95QQ140009
N00003151,95QQ140006,95QQ140006
N00003152,95QQ140008,95QQ140008
N00003153,95QQ140009,95QQ140009
N00003154,95QQ140010,95QQ140010
N00003155,95QQ150001,95QQ150001
N00003156,95QQ150002,95QQ150002
N00003157,95QQ150003,95QQ150003
N00003158,95QQ150004,95QQ150004
N00003159,95QQ150005,95QQ150005
N00003160,95QQ150006,95QQ150006
N00003161,95RR010005,95RR010006
N00003162,95RR010008,95RR010008
N00003163,95RR010001,95RR010001
N00003164,95RR010002,95RR010002
N00003165,95RR010003,95RR010003
N00003166,95RR010004,95RR010004
N00003167,95RR020001,95RR020001
N00003168,95RR020002,95RR020002
N00003169,95RR020003,95RR020003
N00003170,95RR020005,95RR020005
N00003171,95RR030001,95RR030001
N00003172,95RR030002,95RR030003
N00003173,95RR030003,95RR030003
N00003174,95RR030004,95RR030004
N00003175,95RR030005,95RR030005
N00003176,95RR040001,95RR040001
N00003177,95RR040002,95RR040002
N00003178,95RR040003,95RR040003
N00003179,95RR040006,95RR040006
N00003180,95RR050002,95RR050002
N00003181,95RR050003,95RR050003
N00003182,95RR050004,95RR050004
N00003183,95RR050008,95RR050008
N00003184,95RR050001,95RR050001
N00003185,95RR050005,95RR050005
N00003186,95RR050006,95RR050006
N00003187,95RR050007,95RR050007
N00003188,95RR060001,95RR060001
N00003189,95RR060002,95RR060002
N00003190,95RR060003,95RR060003
N00003191,95RR060004,95RR060004
N00003192,95RR060005,95RR060005
N00003193,95RR070001,95RR070001
N00003194,95RR070002,95RR070002
N00003195,95RR070003,95RR070003
N00003196,95RR070004,95RR070004
N00003197,95RR070005,95RR070005
N00003198,95RR070006,95RR070006
N00003199,95RR080001,95RR080001
N00003200,95RR080002,95RR080002
N00003201,95RR080003,95RR080003
N00003202,95RR080004,95RR080004
N00003203,95RR080005,95RR080005
N00003204,95RR090001,95RR090001
N00003205,95RR090002,95RR090002
N00003206,95RR090006,95RR090006
N00003207,95RR090007,95RR090007
N00003208,95RR090008,95RR090008
N00003209,95RR090004,95RR090004
N00003210,95RR090005,95RR090005
N00003211,95RR100001,95RR100001
N00003212,95RR100002,95RR100002
N00003213,95RR100003,95RR100003
N00003214,95RR100004,95RR100004
N00003215,95RR100005,95RR100005
N00003216,95RR110001,95RR110001
N00003217,95RR110002,95RR110002
N00003218,95RR110003,95RR110003
N00003219,95RR110004,95RR110004
N00003220,95RR110005,95RR110005
N00003221,95RR120001,95RR120001
N00003222,95RR120002,95RR120002
N00003223,95RR120003,95RR120003
N00003224,95RR120004,95RR120004
N00003225,95RR120005,95RR120005
N00003226,95RR130001,95RR130001
N00003227,95RR130002,95RR130002
N00003228,95RR130003,95RR130003
N00003229,95RR130004,95RR130004
N00003230,95RR130005,95RR130005
N00003231,95RR130006,95RR130006
N00003232,95RR140001,95RR140001
N00003233,95RR140002,95RR140002
N00003234,95RR140003,95RR140003
N00003235,95RR140004,95RR140004
N00003236,95RR150001,95RR150001
N00003237,95RR150002,95RR150002
N00003238,95RR150004,95RR150004
N00003239,95RR150005,95RR150005
N00003240,95SS010002,95SS010002
N00003241,95SS010004,95SS010004
N00003242,95SS010006,95SS010006
N00003243,95SS010007,95SS010007
N00003244,95SS010010,95SS010010
N00003245,95SS010001,95SS010001
N00003246,95SS010005,95SS010005
N00003247,95SS010008,95SS010008
N00003248,95SS010009,95SS010009
N00003249,95SS010011,95SS010011
N00003250,95SS020003,95SS020003
N00003251,95SS020006,95SS020006
N00003252,95SS020007,95SS020007
N00003253,95SS020008,95SS020008
N00003254,95SS020009,95SS020009
N00003255,95SS020010,95SS020010
N00003256,95SS020011,95SS020011
N00003257,95SS020001,95SS020001
N00003258,95SS020002,95SS020002
N00003259,95SS020004,95SS020004
N00003260,95SS020005,95SS020005
N00003261,95SS020012,95SS020012
N00003262,95SS030004,95SS030004
N00003263,95SS030007,95SS030007
N00003264,95SS030008,95SS030008
N00003265,95SS030009,95SS030009
N00003266,95SS030001,95SS030001
N00003267,95SS030002,95SS030002
N00003268,95SS030003,95SS030003
N00003269,95SS030005,95SS030005
N00003270,95SS030006,95SS030006
N00003271,95SS040001,95SS040001
N00003272,95SS040006,95SS040003
N00003273,95SS040005,95SS040005
N00003274,95SS040007,95SS040007
N00003275,95SS040002,95SS040002
N00003276,95SS040011,95SS040011
N00003277,95SS040013,95SS040013
N00003278,95SS040014,95SS040017
N00003279,95SS040015,95SS040015
N00003280,95SS040008,95SS040008
N00003281,95SS040009,95SS040009
