OA_CODE,DZ2021_cd,weight
95AA080003,N20000078,0.00035359054998211056
95AA080003,N20000051,1.18951101360101e-05
95AA080003,N20000066,3.640232744561774e-06
95AA080003,N20000074,2.776110836573798e-06
95AA080003,N20000067,1.3328440452337963e-06
95AA080004,N20000052,0.9240719341234118
95AA080004,N20000073,0.07592806587659506
95AA080005,N20000052,0.9297567702690781
95AA080005,N20000073,0.07002380882467506
95AA080005,N20000078,0.00021324642070815963
95AA080005,N20000030,3.964457593299456e-06
95AA080005,N20000258,2.2100279427352423e-06
95AA080006,N20000073,0.4887757991988681
95AA080006,N20000078,0.42824165322695673
95AA080006,N20000052,0.0829632187051747
95AA080006,N20000074,1.6399171106649798e-05
95AA080006,N20000079,2.9296979212692435e-06
95AA090001,N20000058,0.8209737551273629
95AA090001,N20000061,0.1700288490195166
95AA090001,N20000055,0.008997395853119768
95AA090002,N20000061,0.7417722021249002
95AA090002,N20000058,0.14858644022069378
95AA090002,N20000062,0.10963967917224238
95AA090002,N20000060,1.678482165518412e-06
95AA090003,N20000054,0.4899583810050147
95AA090003,N20000058,0.21520186079844256
95AA090003,N20000055,0.16830774027376003
95AA090003,N20000062,0.08739970103161684
95AA090003,N20000061,0.03913231444648949
95AA090004,N20000062,0.8318815783628274
95AA090004,N20000054,0.09400562736333776
95AA090004,N20000063,0.05780338613045227
95AA090004,N20000072,0.013961078057000444
95AA090004,N20000069,0.002346527290968749
95AA090004,N20000058,1.8027954047213398e-06
95AA090005,N20000072,0.5044026899219518
95AA090005,N20000061,0.2321818836560497
95AA090005,N20000062,0.18064434913317695
95AA090005,N20000065,0.059889763556795
95AA090005,N20000069,0.022880604530789043
95AA090006,N20000072,0.6182228731161183
95AA090006,N20000065,0.26083976856155977
95AA090006,N20000080,0.10577053001528695
95AA090006,N20000085,0.015166828307029936
95AA090007,N20000054,0.5576998377725374
95AA090007,N20000047,0.1552278967322353
95AA090007,N20000055,0.1294796117593292
95AA090007,N20000057,0.0733540851224837
95AA090007,N20000063,0.05406417881368538
95AA090007,N20000050,0.012179491619545124
95AA090007,N20000062,0.01092983897662257
95AA090007,N20000058,0.007062626998308302
95AA090007,N20000056,1.5404293059092033e-06
95AA100001,N20000067,0.5940077095779998
95AA100001,N20000059,0.21515644125532943
95AA100001,N20000066,0.10489051606361649
95AA100001,N20000052,0.08594533310303815
95AA100002,N20000064,0.4257246351225612
95AA100002,N20000070,0.3718799088106381
95AA100002,N20000067,0.17597079993666456
95AA100002,N20000080,0.02642373404030442
95AA100003,N20000070,0.4790143380474577
95AA100003,N20000065,0.40172216187262183
95AA100003,N20000080,0.05871011143415934
95AA100003,N20000064,0.04523511057433969
95AA100003,N20000072,0.01531827807142363
95AA100004,N20000066,0.8843141692268908
95AA100004,N20000067,0.11567225863979723
95AA100004,N20000052,1.2150457466858493e-05
95AA100004,N20000074,1.4216145928994461e-06
95AA100005,N20000080,0.7062883555887057
95AA100005,N20000070,0.15101737234672868
95AA100005,N20000067,0.09580272033916706
95AA100005,N20000085,0.046501344707740144
95AA100005,N20000072,0.00039020701766616627
95AA100006,N20000067,0.6611032331669356
95AA100006,N20000074,0.20610779882024607
95AA100006,N20000066,0.11479965693207324
95AA100006,N20000080,0.017989311080747424
95AA110001,N20000013,0.39803655191980486
95AA110001,N20000044,0.2726704955710244
95AA110001,N20000041,0.2258309250515038
95AA110001,N20000027,0.0549292336701806
95AA110001,N20000025,0.027784177100111378
95AA110001,N20000048,0.02067424925061488
95AA110001,N20000035,7.436743675828056e-05
95AA110002,N20000044,0.8347557122464335
95AA110002,N20000048,0.12652045152315644
95AA110002,N20000041,0.03799197773796784
95AA110002,N20000045,0.0007318584924435934
95AA110003,N20000045,0.9900998507744443
95AA110003,N20000044,0.007529004021145598
95AA110003,N20000047,0.0023692525272630653
95AA110003,N20000048,1.8926771437405674e-06
95AA110004,N20000049,0.32751478450755755
95AA110004,N20000045,0.23265523018906895
95AA110004,N20000057,0.20272829509191506
95AA110004,N20000044,0.12398958528773212
95AA110004,N20000048,0.11311210492372054
95AA110005,N20000044,0.579946671778567
95AA110005,N20000048,0.4196428342254617
95AA110005,N20000049,0.00040596831114790176
95AA110005,N20000045,4.52568482570543e-06
95AA110006,N20000063,0.4797858343564358
95AA110006,N20000057,0.3381620423606901
95AA110006,N20000044,0.1699829108366312
95AA110006,N20000062,0.009320370405150385
95AA110006,N20000068,0.0027173349595316964
95AA110006,N20000054,3.0975275098813955e-05
95AA110007,N20000085,0.6663300519435839
95AA110007,N20000069,0.2590801825884346
95AA110007,N20000072,0.04757950134482503
95AA110007,N20000068,0.013833561253165982
95AA110007,N20000063,0.009922142099703565
95AA110007,N20000062,0.003250518335137307
95AA110007,N20000075,4.042435145549421e-06
95AA110008,N20000068,0.6661298834739187
95AA110008,N20000071,0.30326144245919384
95AA110008,N20000063,0.030608674066857505
95AA110009,N20000063,0.6456541453137667
95AA110009,N20000071,0.1861792397701515
95AA110009,N20000068,0.16789958127886875
95AA110009,N20000076,0.0002663697140308203
95AA110010,N20000085,0.7299691831184464
95AA110010,N20000084,0.1060985848567042
95AA110010,N20000075,0.08397563884312818
95AA110010,N20000068,0.038572589775832625
95AA110010,N20000069,0.021350862405400167
95AA110010,N20000071,0.01969481851855485
95AA110010,N20000264,0.00029947789358459193
95AA110010,N20000268,3.3351504216202725e-05
95AA110010,N20000076,5.493084135416173e-06
95AA110011,N20000035,0.7008322369351695
95AA110011,N20000041,0.2991677630648308
95AA120001,N20000010,0.4578319603528956
95AA120001,N20000026,0.2761313975465047
95AA120001,N20000030,0.18862514387124585
95AA120001,N20000005,0.07466010394533439
95AA120001,N20000031,0.0027513942840198826
95AA120002,N20000026,0.847691878172507
95AA120002,N20000030,0.13239227287148067
95AA120002,N20000031,0.01980484652714526
95AA120002,N20000261,0.00010174592577238434
95AA120002,N20000122,9.256503093131298e-06
95AA120003,N20000026,0.4714264606774841
95AA120003,N20000030,0.41995553510763733
95AA120003,N20000031,0.10812805571253607
95AA120003,N20000261,0.0004899485023408384
95AA120004,N20000030,0.8843548799218242
95AA120004,N20000010,0.1155464373602171
95AA120004,N20000258,8.340725217493398e-05
95AA120004,N20000052,1.4866230668318911e-05
95AA120005,N20000001,0.4372234184853236
95AA120005,N20000005,0.3670533891341233
95AA120005,N20000010,0.19517662864863705
95AA120005,N20002679,0.0004030885243166775
95AA120005,N20002677,0.00012287970157937543
95AA120005,N20000002,2.0595506022003242e-05
95AA120006,N20000005,0.7514909329549545
95AA120006,N20000026,0.24620039762877857
95AA120006,N20000010,0.0022663737341819335
95AA120006,N20000099,3.396823523276356e-05
95AA120006,N20000002,4.3120253052174835e-06
95AA120006,N20000122,4.015421548739072e-06
95AA130001,N20000016,0.6620671042887971
95AA130001,N20000019,0.21835686287643755
95AA130001,N20000012,0.11898083881039424
95AA130001,N20000011,0.0005951940243797424
95AA130002,N20000029,0.4486553970442989
95AA130002,N20000008,0.42892850653969267
95AA130002,N20000018,0.09232122353986785
95AA130002,N20000021,0.026572497794846918
95AA130002,N20000017,0.0035223750812923226
95AA130003,N20000017,0.6983416724669478
95AA130003,N20000016,0.2373488401700077
95AA130003,N20000018,0.06390527527653787
95AA130003,N20000029,0.0002813377011288986
95AA130003,N20000021,0.0001228743853799938
95AA130004,N20000029,0.3547422999859156
95AA130004,N20000019,0.22497353906114587
95AA130004,N20000020,0.18886283800032072
95AA130004,N20000032,0.15464681631192254
95AA130004,N20000023,0.05012681853448904
95AA130004,N20000014,0.025804956447066468
95AA130004,N20000016,0.0008427316591405413
95AA130005,N20000008,0.6416647131714973
95AA130005,N20000016,0.16253653709460997
95AA130005,N20000017,0.1342641263283292
95AA130005,N20000019,0.055646717500419884
95AA130005,N20000014,0.0032575029766756343
95AA130005,N20000011,0.0026302293808092617
95AA130006,N20000029,0.6427083123528502
95AA130006,N20000032,0.14198695097172326
95AA130006,N20000017,0.09833845347795651
95AA130006,N20000016,0.08706746066184844
95AA130006,N20000021,0.029861191314911707
95AA130006,N20000019,3.7631220710300296e-05
95AA130007,N20000032,0.49336656326752115
95AA130007,N20000029,0.43897740326665646
95AA130007,N20000008,0.023144917491376843
95AA130007,N20000021,0.02217374922110925
95AA130007,N20000018,0.0034032573855250995
95AA130007,N20000016,0.0010218875036114745
95AA130007,N20000017,6.521261606074971e-05
95AA130008,N20000029,0.45000890061174736
95AA130008,N20000044,0.12338048402098059
95AA130008,N20000032,0.019507102295550586
95AA130008,N20000025,0.010213673559904159
95AA130008,N20000013,0.005709689292171098
95AA140001,N20000001,0.8139024997423709
95AA140001,N20000013,0.09383526638129557
95AA140001,N20000004,0.06478308857239236
95AA140001,N20000006,0.027045167382296027
95AA140001,N20002684,0.00024113246622314505
95AA140001,N20002677,0.00011739826560696882
95AA140001,N20000010,7.543655709923976e-05
95AA140002,N20000013,0.3517877417732374
95AA140002,N20000006,0.3400266133048491
95AA140002,N20000029,0.16188402765411103
95AA140002,N20000008,0.14536519097274536
95AA140002,N20000004,0.000936052110456015
95AA140003,N20000004,0.6099131771744841
95AA140003,N20000006,0.21224377161374897
95AA140003,N20000013,0.17774166477660908
95AA140003,N20002678,0.00010128210091838415
95AA140004,N20000004,0.5300465245286534
95AA140004,N20000008,0.45812168571134504
95AA140004,N20000006,0.01149921262801556
95AA140004,N20000029,0.0002502800607193063
95AA140004,N20002678,8.14981662118931e-05
95AA140005,N20000013,0.44339587176729517
95AA140005,N20000010,0.33341027490934283
95AA140005,N20000006,0.16729975422146295
95AA140005,N20000001,0.05522898991324908
95AA140005,N20000030,0.0006621280535159689
95AA140005,N20000038,2.845629663914685e-06
95AA150001,N20000037,0.6351449474815144
95AA150001,N20000040,0.36263771198668915
95AA150001,N20000041,0.002100329936862879
95AA150001,N20000035,0.00011701059493614491
95AA150002,N20000037,0.3318215813772864
95AA150002,N20000039,0.3288274991131812
95AA150002,N20000040,0.2418009503372301
95AA150002,N20000041,0.09754996917229707
95AA150003,N20000041,0.4836211946596036
95AA150003,N20000043,0.22811034595910648
95AA150003,N20000047,0.19463404836537412
95AA150003,N20000049,0.06735692865258458
95AA150003,N20000040,0.018327434042336468
95AA150003,N20000045,0.0048693157156250114
95AA150003,N20000044,0.0024484172136327058
95AA150003,N20000039,0.0006323153917361874
95AA150004,N20000039,0.48487319745788776
95AA150004,N20000038,0.21395015601982076
95AA150004,N20000035,0.09951516607628805
95AA150004,N20000042,0.08784934009128098
95AA150004,N20000047,0.060523072104980515
95AA150004,N20000043,0.05151764748130882
95AA150004,N20000041,0.0014669656411405996
95AA150004,N20000037,0.00030092836196811743
95AA150004,N20000040,3.5267653271331866e-06
95AA150005,N20000047,0.8920157382191393
95AA150005,N20000049,0.10798152190952981
95AA150005,N20000054,1.4447576885153547e-06
95AA150005,N20000057,1.2951136453328708e-06
95AA150006,N20000049,0.9962744002039426
95AA150006,N20000045,0.002694081614408191
95AA150006,N20000057,0.0010315181816494378
95AA150007,N20000038,0.4656143063105473
95AA150007,N20000035,0.40334148347823
95AA150007,N20000039,0.0800635504648729
95AA150007,N20000036,0.03574522791371647
95AA150007,N20000037,0.01493807749553829
95AA150007,N20000042,0.0002632492139528308
95AA150007,N20000010,3.104372500394094e-05
95AA150007,N20000013,2.780177716298071e-06
95AA150008,N20000035,0.6902143061150497
95AA150008,N20000037,0.16409923379064328
95AA150008,N20000040,0.14452664564153175
95AA150008,N20000041,0.0011598144527729
95AA160001,N20000054,0.8775785791384348
95AA160001,N20000047,0.10711943824653493
95AA160001,N20000050,0.00809765281360148
95AA160001,N20000046,0.0072043298014297244
95AA160002,N20000050,0.5359380274777166
95AA160002,N20000054,0.4640370741522976
95AA160002,N20000055,2.2450211474107774e-05
95AA160002,N20000046,2.4481585104966863e-06
95AA160003,N20000050,0.5520956764349064
95AA160003,N20000055,0.4473760897625551
95AA160003,N20000053,0.0005243979624834476
95AA160003,N20000056,3.171026144445124e-06
95AA160004,N20000047,0.5404654435585734
95AA160004,N20000046,0.24431131920360177
95AA160004,N20000054,0.2152203722951388
95AA160004,N20000042,2.864942678611565e-06
95AA160005,N20000046,0.8273408409751822
95AA160005,N20000047,0.17252638947083138
95AA160005,N20000050,0.00011734814649103342
95AA160005,N20000042,1.4902386046956237e-05
95AA160006,N20000050,0.6594131379951738
95AA160006,N20000046,0.34057784251000023
95AA160006,N20000038,5.477077434383911e-06
95AA160006,N20000054,3.3210460987052957e-06
95AA170001,N20000065,0.4564513103400762
95AA170001,N20000061,0.36787216368771963
95AA170001,N20000060,0.17535575543967596
95AA170001,N20000059,0.0002657822481702505
95AA170001,N20000056,5.49882843593879e-05
95AA170002,N20000056,0.5372230327107331
95AA170002,N20000060,0.45975217512203537
95AA170002,N20000059,0.001207910928125816
95AA170002,N20000061,0.001026793049577855
95AA170002,N20000055,0.0007900881895258207
95AA170003,N20000059,0.7252138848029236
95AA170003,N20000064,0.13552030001558477
95AA170003,N20000060,0.11607670365080874
95AA170003,N20000056,0.018525590265420562
95AA170003,N20000053,0.004350937284429343
95AA170003,N20000065,0.00031258398083103245
95AA170004,N20000064,0.529605312799557
95AA170004,N20000065,0.4040059307899743
95AA170004,N20000059,0.06517872086841672
95AA170004,N20000060,0.0012001047242184166
95AA170004,N20000067,6.005382021194435e-06
95AA170004,N20000070,3.925435810178921e-06
95AA170005,N20000053,0.8375926116348675
95AA170005,N20000059,0.16059751735113223
95AA170005,N20000051,0.0018098710140118236
95AA170006,N20000053,0.6640530909309222
95AA170006,N20000056,0.3357968716604861
95AA170006,N20000050,0.0001391604339947035
95AA170006,N20000055,1.087697459666827e-05
95AA170007,N20000053,0.49006909058657194
95AA170007,N20000056,0.39534838043783105
95AA170007,N20000059,0.11458252897559498
95AA180001,N20000258,0.5579282436493158
95AA180001,N20000261,0.25464384530058765
95AA180001,N20000259,0.11912665624718645
95AA180001,N20000257,0.06758799608151342
95AA180001,N20000260,0.0006143277154357747
95AA180001,N20000030,8.856489455679679e-05
95AA180001,N20000026,1.0366111404392258e-05
95AA180002,N20000260,0.5468962319385341
95AA180002,N20000261,0.43899013986318375
95AA180002,N20000259,0.008394717513013376
95AA180002,N20000257,0.005398784276662523
95AA180002,N20000258,0.0003201264086035969
95AA180003,N20000261,0.9856387847546724
95AA180003,N20000257,0.00895987553235522
95AA180003,N20000262,0.0027354686232533613
95AA180003,N20000260,0.001978637368351643
95AA180003,N20000258,0.0002966737485072612
95AA180003,N20000026,0.0002713439416201448
95AA180003,N20000122,0.00011921603123915779
95AA180004,N20000258,0.7295462709562222
95AA180004,N20000259,0.27045372904377785
95AA180005,N20000258,0.6072394527428581
95AA180005,N20000261,0.3718323801073436
95AA180005,N20000263,0.012082251677095963
95AA180005,N20000259,0.008740875445158265
95AA180005,N20000030,0.0001050400275444078
95AA180006,N20000258,0.6611689153765308
95AA180006,N20000261,0.14206484807470995
95AA180006,N20000260,0.13274672957898578
95AA180006,N20000259,0.06401950696977297
95AA180007,N20000258,0.7133414662274727
95AA180007,N20000263,0.2861928580990488
95AA180007,N20000030,0.0002999334759534582
95AA180007,N20000264,8.805031989051139e-05
95AA180007,N20000073,7.216688928160509e-05
95AA180007,N20000052,5.387684490112767e-06
95AA190001,N20000007,0.8271698627972157
95AA190001,N20000024,0.1725587695504451
95AA190001,N20000009,0.0001414691907252817
95AA190001,N20002585,8.023090403851143e-05
95AA190001,N20002586,4.966756799982429e-05
95AA190002,N20000007,0.8892949640388769
95AA190002,N20000015,0.05882199299014691
95AA190002,N20000024,0.05056727314251495
95AA190002,N20000022,0.0012892323333985052
95AA190002,N20002887,1.5467377443198467e-05
95AA190002,N20002585,1.1070083424755033e-05
95AA190003,N20000024,0.7979422244501767
95AA190003,N20000033,0.16170924263884523
95AA190003,N20000022,0.034839804201051906
95AA190003,N20000028,0.0051783424389949696
95AA190003,N20000015,0.0002473055716253243
95AA190003,N20000007,8.308069930555595e-05
95AA190004,N20000033,0.2821201350629096
95AA190004,N20000034,0.025529900090803376
95AA190004,N20000024,0.014107883395861465
95AA190005,N20000024,0.3359289740909473
95AA190005,N20000033,0.06497341971602892
95AA190005,N20000015,0.010877638845435605
95AA190005,N20000022,0.005238645051732862
95AA190006,N20000015,0.45225151494256244
95AA190006,N20000024,0.02895763456504345
95AA190006,N20002887,4.916392738386117e-05
95BB010001,N20003458,0.540979831205956
95BB010001,N20003462,0.18120820042503263
95BB010001,N20003468,0.1363707720467115
95BB010001,N20003471,0.1191920891555199
95BB010001,N20003465,0.022249107166783518
95BB010002,N20003461,0.8721987554935525
95BB010002,N20003471,0.10144630143703941
95BB010002,N20003463,0.018794651784321843
95BB010002,N20003456,0.00666071813282373
95BB010002,N20003466,0.0008783192995141493
95BB010002,N20002498,1.9540907916612808e-05
95BB010003,N20003471,0.995402447956967
95BB010003,N20003461,0.004510390004070369
