OA_CODE,DZ2021_cd,weight
95AA010001,N20000281,0.46266818833356865
95AA010001,N20000293,0.4437282191102933
95AA010001,N20000283,0.0935395049545416
95AA010001,N20000279,6.408760159522784e-05
95AA010002,N20000281,0.9588921467623126
95AA010002,N20000279,0.041107853237689125
95AA010003,N20000282,0.11878158404250048
95AA010003,N20000279,0.031840743950446615
95AA010003,N20000293,0.022677362767572345
95AA010004,N20000268,0.8753744055297807
95AA010004,N20000279,0.010257414712507915
95AA010004,N20000264,0.0005440901170414306
95AA010004,N20000085,4.493902098195566e-06
95AA010004,N20000084,2.179364476705875e-06
95AA010005,N20000264,0.9868124585647942
95AA010005,N20000268,0.013054690374202677
95AA010005,N20000085,0.00011080978784696814
95AA010005,N20000080,2.2041273156185115e-05
95AA010006,N20000274,0.629172940671862
95AA010006,N20000263,0.1877522696203951
95AA010006,N20000261,0.14892561005381527
95AA010006,N20000264,0.034089253849401466
95AA010006,N20000258,5.845816888516754e-05
95AA010006,N20000080,1.467635640124215e-06
95AA010007,N20000268,0.19593060916661081
95AA010007,N20000279,0.195385921771373
95AA010008,N20000264,0.3711880009020954
95AA010008,N20000268,0.3443666196194659
95AA010008,N20000274,0.1505978888875335
95AA010008,N20000263,0.13384749059090398
95AA010009,N20000279,0.30149259654665833
95AA010009,N20000268,0.26962029102064555
95AA010009,N20000281,0.2295055893613333
95AA010009,N20000274,0.19938152307136472
95AA010010,N20000279,0.9267397918385752
95AA010010,N20000281,0.07326020816142483
95AA010011,N20000279,0.5693059273910248
95AA010011,N20000293,0.37552246995620875
95AA010011,N20000281,0.0363269971425529
95AA010011,N20000268,0.01066010204395209
95AA010011,N20000282,0.008184503466260483
95AA020001,N20000084,0.2896199636839446
95AA020001,N20000044,0.07491748019141382
95AA020001,N20000081,0.00605628058536519
95AA020001,N20000268,2.3386492879417177e-05
95AA020002,N20000084,0.6185884248357407
95AA020002,N20000083,0.31011078863539
95AA020002,N20000081,0.05782812426360323
95AA020002,N20000077,0.012523303052827627
95AA020002,N20000076,0.0009493592124438649
95AA020003,N20000084,0.3706273983704731
95AA020003,N20000063,0.3227353266252672
95AA020003,N20000077,0.16846322056025506
95AA020003,N20000076,0.07264568924050512
95AA020003,N20000044,0.06523275952192913
95AA020003,N20000083,0.0002956056815658635
95AA020004,N20000076,0.6857698494808631
95AA020004,N20000071,0.20080810048423792
95AA020004,N20000084,0.04034081744688505
95AA020004,N20000063,0.03584587641482974
95AA020004,N20000083,0.034711790456216106
95AA020004,N20000077,0.002516510974708828
95AA020004,N20000075,5.255724636618632e-06
95AA020004,N20000085,1.7990176259899549e-06
95AA020005,N20000084,0.727236644110325
95AA020005,N20000081,0.06203194448136252
95AA020005,N20000077,0.055354911109303
95AA020005,N20000044,0.047876831226297385
95AA020006,N20000077,0.5776058933231571
95AA020006,N20000081,0.263780346798511
95AA020006,N20000083,0.15861375987833456
95AA030001,N20000080,0.5139429936481391
95AA030001,N20000074,0.3694529713525148
95AA030001,N20000079,0.07982135376274851
95AA030001,N20000067,0.034908089716058535
95AA030001,N20000082,0.0016006051663367915
95AA030001,N20000070,0.000273986354200053
95AA030002,N20000080,0.7241191283768454
95AA030002,N20000082,0.24889753205798884
95AA030002,N20000074,0.026706479887513363
95AA030002,N20000085,0.00018674713696436551
95AA030002,N20000264,9.011254068721414e-05
95AA030003,N20000074,0.8237373843114422
95AA030003,N20000079,0.09699013151413319
95AA030003,N20000067,0.07926938513535318
95AA030003,N20000078,3.083426946720268e-06
95AA030004,N20000082,0.6928887393548829
95AA030004,N20000079,0.3071099533472803
95AA030004,N20000074,1.3072978385782986e-06
95AA030005,N20000078,0.5250313115642521
95AA030005,N20000258,0.263240253218301
95AA030005,N20000073,0.21172464038895303
95AA030005,N20000079,3.7948284791926243e-06
95AA030006,N20000079,0.3407161043770194
95AA030006,N20000258,0.2228366531945616
95AA030006,N20000078,0.19738150912558888
95AA030006,N20000080,0.1948276564227429
95AA030006,N20000082,0.04235381471960053
95AA030006,N20000073,0.0009205507852563785
95AA030006,N20000074,0.0005164515786819963
95AA030006,N20000264,0.0004472597965416872
95AA030007,N20000080,0.46331832908154436
95AA030007,N20000082,0.32323018853893176
95AA030007,N20000079,0.2119731999664584
95AA030007,N20000078,0.0010734665872473767
95AA030007,N20000264,0.00039967829132703627
95AA030007,N20000258,5.137534495353494e-06
95AA040001,N20000280,0.4020211874946912
95AA040001,N20000274,0.2721672401094756
95AA040001,N20000261,0.18879087908112047
95AA040001,N20000281,0.0659134700187298
95AA040001,N20000278,0.051116202352716314
95AA040001,N20000285,0.019991020943262813
95AA040002,N20000280,0.5048010487783262
95AA040002,N20000285,0.44514418603819117
95AA040002,N20000278,0.04871820479207468
95AA040002,N20000281,0.001320746969854821
95AA040002,N20002289,1.5813421553164594e-05
95AA040003,N20000285,0.489102638776463
95AA040003,N20000281,0.2328951141405144
95AA040003,N20000274,0.20517758303467562
95AA040003,N20000280,0.07278212811269578
95AA040003,N20002287,4.1955473376594665e-05
95AA040004,N20000285,0.7636185709171568
95AA040004,N20000281,0.21555941895598255
95AA040004,N20002287,0.007779330151886778
95AA040004,N20002288,0.004302135767639438
95AA040004,N20000283,0.003584678524400597
95AA040004,N20000284,0.002611824981514036
95AA040004,N20000292,0.0016177733723234688
95AA040004,N20000286,0.0009258190326286295
95AA040005,N20000285,0.49382106163455747
95AA040005,N20000286,0.29234785357887527
95AA040005,N20000283,0.21139849839339944
95AA040005,N20000292,0.0022332501331778468
95AA040005,N20000281,0.0001993362599940616
95AA040006,N20000261,0.7151533121253212
95AA040006,N20000278,0.28484605862300194
95AA040007,N20000278,0.5435429039010635
95AA040007,N20000285,0.424165458508145
95AA040007,N20000280,0.03217403787828275
95AA040007,N20000712,3.664653913479202e-05
95AA040007,N20002289,3.067320016616019e-05
95AA040007,N20000261,2.263316206608389e-05
95AA040007,N20001378,1.29028770237021e-05
95AA040007,N20000711,1.070018307501819e-05
95AA040007,N20001309,4.043749422840371e-06
95AA050001,N20000032,0.14943709223929805
95AA050001,N20000034,0.08608880489998284
95AA050001,N20000028,0.013267965198372375
95AA050001,N20000033,0.0052573672842368005
95AA050002,N20000032,0.6041656793070834
95AA050002,N20000028,0.32642869600622115
95AA050002,N20000023,0.06817344992648806
95AA050002,N20000029,0.0012321747602065615
95AA050003,N20000028,0.5315040671689538
95AA050003,N20000033,0.2168304499195877
95AA050003,N20000034,0.14493460034646785
95AA050003,N20000024,0.09845635294479291
95AA050003,N20000009,0.0070486959231130806
95AA050003,N20000032,0.0010269735260827627
95AA050003,N20000023,0.0001988584141402039
95AA050004,N20000028,0.4596690760948107
95AA050004,N20000008,0.4452618909382742
95AA050004,N20000014,0.09506833590969525
95AA050005,N20000020,0.8906093827859934
95AA050005,N20000014,0.07142503600051069
95AA050005,N20000023,0.037965581213501555
95AA050006,N20000028,0.47134948197417587
95AA050006,N20000023,0.3883654934111159
95AA050006,N20000020,0.13680164186252022
95AA050006,N20000014,0.0034825549775996294
95AA060001,N20000289,0.5599096319528688
95AA060001,N20000293,0.3338219283351206
95AA060001,N20000288,0.10539631231185119
95AA060001,N20000294,0.0008721274001659534
95AA060002,N20000293,0.35468628752730463
95AA060002,N20000294,0.3515468426030116
95AA060002,N20000288,0.2937668698696706
95AA060003,N20000292,0.8877985712760997
95AA060003,N20000286,0.11131876438198778
95AA060003,N20000285,0.000540365284697934
95AA060003,N20000291,0.00034229905721540137
95AA060004,N20000293,0.6866921026899311
95AA060004,N20000285,0.11623167935706201
95AA060004,N20000282,0.017503926634817365
95AA060004,N20000294,0.005133366569851854
95AA060004,N20000290,0.002735791545015009
95AA060004,N20000288,0.000799086157951021
95AA060004,N20002288,0.0001294292044736725
95AA060004,N20000289,3.142912617144061e-05
95AA060004,N20002295,1.378576694013647e-06
95AA060005,N20000291,0.49917177854252825
95AA060005,N20000285,0.23721410617420768
95AA060005,N20000286,0.17875130208156967
95AA060005,N20000292,0.084862813201688
95AA060006,N20000293,0.5839668897411566
95AA060006,N20000294,0.4160331102588371
95AA060007,N20000293,0.5816787551751831
95AA060007,N20000290,0.22956664417568234
95AA060007,N20000287,0.16067707090430206
95AA060007,N20000288,0.026478323515918657
95AA060007,N20000284,0.0015339843776503452
95AA060007,N20000294,6.522185126185668e-05
95AA060008,N20000293,0.900701903244318
95AA060008,N20000284,0.050383995621626106
95AA060008,N20000287,0.048913900357546634
95AA060009,N20000285,0.41214880596090053
95AA060009,N20000293,0.17334600801747488
95AA060009,N20000291,0.13877962842923508
95AA060009,N20000284,0.1305518778307602
95AA060009,N20000289,0.11213601193519789
95AA060009,N20000286,0.029807890899237313
95AA060009,N20000283,0.003229776927190593
95AA060010,N20000284,0.4474612132244859
95AA060010,N20000288,0.19260669788843576
95AA060010,N20000289,0.19189260442995248
95AA060010,N20000293,0.16803948445713016
95AA060011,N20000288,0.9406201650775956
95AA060011,N20000290,0.036626938612043164
95AA060011,N20000284,0.02275289631035025
95AA070001,N20000009,0.5126257918457148
95AA070001,N20000007,0.2028132817275764
95AA070001,N20000008,0.19652043187448145
95AA070001,N20000028,0.05045936761654614
95AA070001,N20000024,0.029984922480600862
95AA070001,N20000003,0.007576838550521126
95AA070001,N20002586,1.936590332274566e-05
95AA070002,N20000003,0.7583930047856923
95AA070002,N20000008,0.1406554005013187
95AA070002,N20000009,0.10079428120693698
95AA070002,N20002584,9.482761430057852e-05
95AA070002,N20002582,5.111181170001323e-05
95AA070002,N20002586,1.1374080047986043e-05
95AA070003,N20000008,0.6863070364099553
95AA070003,N20000003,0.2745069728141712
95AA070003,N20000012,0.037620613956658576
95AA070003,N20000014,0.00129738434816989
95AA070003,N20000009,0.00014934296825095812
95AA070003,N20002582,0.00011189884489808686
95AA070003,N20000011,5.249547178457644e-06
95AA070003,N20000004,1.5011107175391207e-06
95AA070004,N20000008,0.6038566259993147
95AA070004,N20000011,0.31288971558330203
95AA070004,N20000016,0.0832532642708412
95AA070005,N20000011,0.47216783944546703
95AA070005,N20000008,0.4007651037638837
95AA070005,N20000012,0.12676441862983517
95AA070005,N20000016,0.0003026381608120159
95AA070006,N20000012,0.46329666025467414
95AA070006,N20000014,0.29621510258462763
95AA070006,N20000008,0.180659989805697
95AA070006,N20000011,0.04027352577405729
95AA070006,N20000019,0.01728652854972173
95AA070006,N20000016,0.0022681930312220336
95AA080001,N20000051,0.5078173953947263
95AA080001,N20000038,0.33058129168186345
95AA080001,N20000052,0.1611611261237406
95AA080001,N20000053,0.0003093723417684048
95AA080001,N20000059,0.00013081445789583498
95AA080002,N20000052,0.5392562588409213
95AA080002,N20000038,0.330374847762746
95AA080002,N20000042,0.07162826726169098
95AA080002,N20000051,0.05823039385773505
95AA080002,N20000053,0.00023633958535380423
95AA080002,N20000030,0.0002236892332449094
95AA080002,N20000010,4.861801902872464e-05
95AA080002,N20000046,1.1821172245038742e-06
95AA080003,N20000052,0.7667152914886688
95AA080003,N20000059,0.22408044624068812
95AA080003,N20000073,0.008831027422897321
