DZ2021_cd,OA_CODE,weight
N20000049,95AA150005,0.19649198709544544
N20000049,95AA150003,0.07660472116427425
N20000049,95AA110005,0.0005160427534882199
N20000049,95AA090007,1.5439809159237715e-06
N20000049,95AA110006,1.3474150320758902e-06
N20000050,95AA160003,0.45856572447811955
N20000050,95AA160002,0.28411959425488326
N20000050,95AA160006,0.22371221630314733
N20000050,95AA090007,0.028819656642437106
N20000050,95AA160001,0.004584727034747838
N20000050,95AA170006,0.00010306366385339016
N20000050,95AA160005,9.150991396184937e-05
N20000050,95AA080002,3.507708854515089e-06
N20000051,95AA080002,0.593586025606868
N20000051,95AA080001,0.405887570612484
N20000051,95AA170005,0.0005119996154191991
N20000051,95AA080003,1.4404165216266444e-05
N20000052,95AA080002,0.66124210501617
N20000052,95AA080005,0.17307425384872244
N20000052,95AA080003,0.11168249727724931
N20000052,95AA080004,0.03372918319228949
N20000052,95AA080001,0.015494937785719993
N20000052,95AA100001,0.0025557676958577343
N20000052,95AA080006,0.0021358110089931054
N20000052,95AA120004,7.827291122546517e-05
N20000052,95AA180007,6.805075891974701e-06
N20000053,95AA170005,0.4458165966339243
N20000053,95AA170006,0.3764824399862973
N20000053,95AA170007,0.16934408186595995
N20000053,95AA080002,0.0045328546576158205
N20000053,95AA170003,0.0030253558823769336
N20000053,95AA080001,0.0004652442855269426
N20000053,95AA160003,0.00033342668829688667
N20000054,95AA090007,0.5062208563598605
N20000054,95AA160001,0.19059882539702522
N20000054,95AA090003,0.13823311408527258
N20000054,95AA160002,0.0943667866265321
N20000054,95AA160004,0.046815095640856834
N20000054,95AA090004,0.023722211202339437
N20000054,95AA110006,4.114492688063556e-05
N20000054,95AA150005,1.3783000127518117e-06
N20000055,95AA160003,0.4619786325487721
N20000055,95AA090007,0.38091046590155897
N20000055,95AA090003,0.15390013153480459
N20000055,95AA090001,0.00258710530433731
N20000055,95AA170002,0.000598852668525508
N20000055,95AA160002,1.4796838174281485e-05
N20000055,95AA170006,1.0015203833210212e-05
N20000056,95AA170002,0.4244961690840832
N20000056,95AA170006,0.3223317277534798
N20000056,95AA170007,0.23130081567891403
N20000056,95AA170003,0.021809724962874016
N20000056,95AA170001,5.3424527825048116e-05
N20000056,95AA090007,4.724306014707735e-06
N20000056,95AA160003,3.413686811179817e-06
N20000057,95AA110006,0.7319675039351364
N20000057,95AA110004,0.15915420653743986
N20000057,95AA090007,0.10849997576261376
N20000057,95AA150006,0.00037630040013578945
N20000057,95AA150005,2.0133646782375945e-06
N20000058,95AA090001,0.44755866667217503
N20000058,95AA090003,0.3730820406661149
N20000058,95AA090002,0.13996076630731757
N20000058,95AA090007,0.03939228802531704
N20000058,95AA090005,3.442869696902885e-06
N20000058,95AA090004,2.7954593339665704e-06
N20000059,95AA080003,0.4032371843267528
N20000059,95AA170003,0.3982862913061182
N20000059,95AA100001,0.07904220573408094
N20000059,95AA170005,0.0675146193887266
N20000059,95AA170007,0.03127279640572966
N20000059,95AA170004,0.019925332310809715
N20000059,95AA170002,0.0004452512785835515
N20000059,95AA080001,0.00015537849503778067
N20000059,95AA170001,0.00012046131702429117
N20000060,95AA170002,0.5413286561132921
N20000060,95AA170001,0.253868385680815
N20000060,95AA170003,0.20362977201091537
N20000060,95AA170004,0.001171887294516178
N20000060,95AA090002,1.2954279140453393e-06
N20000061,95AA090005,0.42729351523976533
N20000061,95AA090002,0.26487718890525574
N20000061,95AA170001,0.24641265494310338
N20000061,95AA090001,0.0351390635585287
N20000061,95AA090003,0.02571820933774791
N20000061,95AA170002,0.0005593680156102375
N20000062,95AA090004,0.4997591171075663
N20000062,95AA090005,0.33975664796508703
N20000062,95AA090003,0.05870306138336704
N20000062,95AA090002,0.04001173387588202
N20000062,95AA110006,0.029473532962152493
N20000062,95AA090007,0.023618438544091114
N20000062,95AA110007,0.00867746816184199
N20000063,95AA110006,0.4826375716999643
N20000063,95AA110009,0.27830219989678573
N20000063,95AA020003,0.16694359774111264
N20000063,95AA090007,0.037163936560251534
N20000063,95AA020004,0.01187894490036436
N20000063,95AA090004,0.011046563145819756
N20000063,95AA110007,0.008425982096483875
N20000063,95AA110008,0.00360120395921567
N20000064,95AA100002,0.46657626038724603
N20000064,95AA170004,0.3412777241482165
N20000064,95AA170003,0.15688790779283196
N20000064,95AA100003,0.03525810767170641
N20000065,95AA090006,0.34040957182291104
N20000065,95AA170001,0.24645294259420278
N20000065,95AA100003,0.17695839846963535
N20000065,95AA170004,0.14713140898011284
N20000065,95AA090005,0.08884316844839436
N20000065,95AA170003,0.00020450968474119684
N20000066,95AA100004,0.7705055127436838
N20000066,95AA100006,0.13839919912327478
N20000066,95AA100001,0.09107980471167652
N20000066,95AA080003,1.5483421429045334e-05
N20000067,95AA100006,0.41273939219472044
N20000067,95AA100001,0.267110895106863
N20000067,95AA100002,0.11198849743423599
N20000067,95AA100005,0.09988268893350793
N20000067,95AA100004,0.05219297289106071
N20000067,95AA030003,0.0365594685936786
N20000067,95AA030001,0.019520901850566853
N20000067,95AA080003,2.9358291015445565e-06
N20000067,95AA170004,2.247166240224702e-06
N20000068,95AA110010,0.3218548791811593
N20000068,95AA110008,0.3216696469564941
N20000068,95AA110009,0.29703954563073504
N20000068,95AA110007,0.04821665188803415
N20000068,95AA110006,0.011219276343589463
N20000069,95AA110007,0.7926778137504298
N20000069,95AA110010,0.15638538953294392
N20000069,95AA090005,0.049321148045349636
N20000069,95AA090004,0.0016156486712836434
N20000070,95AA100002,0.3872941943764352
N20000070,95AA100003,0.3547940039451514
N20000070,95AA100005,0.2576586668456275
N20000070,95AA030001,0.00025073109048930086
N20000070,95AA170004,2.4037422884828156e-06
N20000071,95AA110009,0.3606521785611687
N20000071,95AA020004,0.299061498069234
N20000071,95AA110010,0.17993926015953093
N20000071,95AA110008,0.16034706321006392
N20000072,95AA090006,0.483409031453117
N20000072,95AA090005,0.4483225334236527
N20000072,95AA110007,0.060024684513120645
N20000072,95AA100003,0.004042937900973055
N20000072,95AA090004,0.003963581247393342
N20000072,95AA100005,0.0002372314617380374
N20000073,95AA080005,0.37237665121456703
N20000073,95AA080006,0.359468232328055
N20000073,95AA030005,0.1485547476352768
N20000073,95AA080004,0.07917279465454885
N20000073,95AA080003,0.036748178611322575
N20000073,95AA180007,0.0026040084990871337
N20000073,95AA030006,0.0010753870571451095
N20000074,95AA030003,0.5190677685050848
N20000074,95AA030001,0.28227593790629824
N20000074,95AA100006,0.17580934878828283
N20000074,95AA030002,0.02239222295205947
N20000074,95AA030006,0.0004363293354133396
N20000074,95AA080006,8.72248978800202e-06
N20000074,95AA080003,8.354666864459524e-06
N20000075,95AA110010,0.9999696908137784
N20000075,95AA110007,2.0107511944038562e-05
N20000075,95AA020004,1.020167426641923e-05
N20000076,95AA020004,0.8568061413261091
N20000076,95AA020003,0.14167676449582353
N20000076,95AA020002,0.0010421114384175584
N20000076,95AA110009,0.000432879539619462
N20000076,95AA110010,4.2103200035656543e-05
N20000077,95AA020003,0.4665489218090918
N20000077,95AA020006,0.3091256093561574
N20000077,95AA020005,0.20033945674863562
N20000077,95AA020002,0.01952116775164627
N20000077,95AA020004,0.004464844334461691
N20000078,95AA030005,0.4012944617167649
N20000078,95AA080006,0.343085653657034
N20000078,95AA030006,0.25118074671161084
N20000078,95AA080003,0.0016028322214884138
N20000078,95AA030007,0.0015926569433695663
N20000078,95AA080005,0.001235325175338452
N20000078,95AA180007,5.396969920085908e-06
N20000078,95AA030003,2.926604446504133e-06
N20000079,95AA030006,0.39876233419458335
N20000079,95AA030007,0.28923859959870896
N20000079,95AA030004,0.14284688227888695
N20000079,95AA030003,0.0846641395193016
N20000079,95AA030001,0.08448321823448922
N20000079,95AA030005,2.6675446579736055e-06
N20000079,95AA080006,2.1586293616978205e-06
N20000080,95AA100005,0.347471734702651
N20000080,95AA030002,0.20968855746834694
N20000080,95AA030007,0.1576167113702422
N20000080,95AA030001,0.13561689481144298
N20000080,95AA090006,0.06692595831045867
N20000080,95AA030006,0.05684857209559678
N20000080,95AA100003,0.012538923520383216
N20000080,95AA100002,0.007935093542553638
N20000080,95AA100006,0.0052996382141023545
N20000080,95AA010006,3.81984349032553e-05
N20000080,95AA010005,1.971752932489065e-05
N20000081,95AA020001,0.44859838422523396
N20000081,95AA020005,0.27158299337400693
N20000081,95AA020006,0.17077435211942665
N20000081,95AA020002,0.10904427028132073
N20000082,95AA030007,0.3996129947821582
N20000082,95AA030004,0.29200666890761295
N20000082,95AA030002,0.2619329950280244
N20000082,95AA030006,0.044912413428679986
N20000082,95AA030001,0.001534927853538971
N20000083,95AA020002,0.7664567748079917
N20000083,95AA020006,0.13459474948041786
N20000083,95AA020004,0.09764913426912136
N20000083,95AA020003,0.0012980420355117885
N20000083,95AA020001,1.2994069695798787e-06
N20000084,95AA020001,0.7519666667198632
N20000084,95AA020005,0.11160439752553857
N20000084,95AA110010,0.048967392041183846
N20000084,95AA020003,0.043523602118854574
N20000084,95AA020002,0.04088687434728918
N20000084,95AA020004,0.0030349211117119343
N20000084,95AA010004,1.614613556002139e-05
N20000085,95AA110010,0.7144449738132196
N20000085,95AA110007,0.2724177577329592
N20000085,95AA100005,0.009161756273650958
N20000085,95AA090006,0.003843266271769364
N20000085,95AA010004,7.06039842937579e-05
N20000085,95AA010005,3.969810062257249e-05
N20000085,95AA030002,2.16568082135649e-05
N20000086,95WW060003,0.8122105789614101
N20000086,95WW060006,0.13901236781170678
N20000086,95WW060004,0.04841659958811287
N20000086,95QQ140001,0.00036145859206533897
N20000087,95WW060002,0.4143540257323064
N20000087,95WW130007,0.3911595305607172
N20000087,95WW130005,0.14945957777109048
N20000087,95WW130006,0.03817049091921138
N20000087,95WW130010,0.006607175862437587
N20000087,95QQ140001,0.00015060411341015552
N20000087,95WW020010,7.712566217918551e-05
N20000087,95WW130008,2.1495220190499965e-05
N20000088,95WW060005,0.7100781541986128
N20000088,95WW060004,0.2249771183266821
N20000088,95WW060003,0.061709464689319316
N20000088,95WW060006,0.0031067481675417477
N20000088,95QQ140010,9.626496547965864e-05
N20000088,95QQ140001,3.2541821938433655e-05
N20000089,95WW060005,0.6560681994360984
N20000089,95WW060008,0.34227430594592123
N20000089,95WW060006,0.0014805226713898193
N20000089,95HH170006,0.00014280878973561327
N20000089,95QQ110005,2.6936264376507165e-05
N20000089,95QQ140010,6.656899436840737e-06
N20000090,95WW020011,0.43711220348670116
N20000090,95WW020010,0.27222452191232155
N20000090,95WW130007,0.1886611551617709
N20000090,95WW060002,0.10198417260284455
N20000090,95WW020001,1.7946836347426122e-05
N20000091,95WW130008,0.5497963854902532
N20000091,95WW130009,0.40581448749139964
N20000091,95WW130006,0.044389127018368585
N20000092,95WW030005,0.7141815465284541
N20000092,95WW020010,0.13381843211752728
N20000092,95WW030010,0.09547299139473042
N20000092,95WW060006,0.02485480049060288
N20000092,95WW030002,0.01966466785926643
N20000092,95WW020011,0.009945900344388267
N20000092,95WW060002,0.0013164065241984958
N20000092,95WW020002,0.00046529968510683044
N20000092,95WW030004,0.00027995505573234585
N20000093,95WW020001,0.4521918755855978
N20000093,95WW020011,0.4002211650827427
N20000093,95WW020002,0.1459976674614945
N20000093,95WW020010,0.0015672268799363602
N20000093,95WW030010,1.2600034640121902e-05
N20000093,95WW030005,6.3129271292411645e-06
N20000093,95WW130007,3.152028456239793e-06
N20000094,95WW130007,0.6273382810583062
N20000094,95WW020003,0.1704971052625732
N20000094,95WW020005,0.12471900522375111
N20000094,95WW020011,0.07744560845536821
N20000095,95WW020002,0.4424719507601301
N20000095,95WW030010,0.2946626139623132
N20000095,95WW020003,0.2513085933423648
N20000095,95WW020011,0.008494559705163652
N20000095,95WW030002,0.0016266392485111804
N20000095,95WW020001,0.0014356429814977175
N20000096,95WW130010,0.48615193996876777
N20000096,95WW130006,0.4172323892017173
N20000096,95WW130009,0.09622444733212127
N20000096,95WW130007,0.00039122349739050455
N20000097,95WW020003,0.4125090543879337
N20000097,95WW020005,0.27966731006553713
N20000097,95WW020004,0.1590822586688248
N20000097,95WW020011,0.14874038394850697
N20000098,95WW030005,0.6770076396782718
N20000098,95WW030004,0.28204123828570676
N20000098,95WW030002,0.03743151035306916
N20000098,95WW030007,0.0035196116829619354
N20000099,95WW130007,0.2710559750138685
N20000099,95WW130009,0.23306460005264068
N20000099,95WW130010,0.2079511692251591
N20000099,95WW130006,0.12950034728102458
N20000099,95WW130005,0.05533254519919476
N20000099,95WW130002,0.03925271305377402
N20000099,95WW130004,0.02684125868815545
N20000099,95WW020006,0.019955324565305535
N20000099,95WW130008,0.01697990356812914
N20000099,95AA120006,6.184328421271639e-05
N20000099,95WW130001,4.3702313792774555e-06
N20000100,95WW060006,0.5127165124663507
N20000100,95WW060002,0.1390814985650329
N20000100,95WW070008,0.12948972999606465
N20000100,95WW070002,0.0877535087300765
N20000100,95WW060008,0.07268891329078375
N20000100,95WW060004,0.04021892820806014
N20000100,95WW030011,0.010875067236649699
N20000100,95WW030005,0.006528387338606843
N20000100,95WW060005,0.0002858902730360503
N20000100,95WW030003,0.00018629005834688804
N20000100,95QQ140001,0.00014750765190612794
N20000100,95WW020010,2.7306233270693444e-05
N20000101,95WW030011,0.5569157721250205
N20000101,95WW030003,0.4116818099186004
N20000101,95WW030007,0.031374685811885274
N20000101,95WW060006,2.773214448224593e-05
N20000102,95WW030003,0.2811960903872413
N20000102,95WW030007,0.2692383479411688
N20000102,95WW030005,0.23565758840091328
N20000102,95WW030011,0.09140383823097961
N20000102,95WW030004,0.06470915373626229
N20000102,95WW030008,0.05779498130343325
N20000103,95WW020004,0.47893700733204003
N20000103,95WW030002,0.255796121949201
N20000103,95WW030010,0.1390409767648145
N20000103,95WW020007,0.09816581086961418
N20000103,95WW020003,0.01760351248681797
N20000103,95WW030005,0.010399309468031808
N20000103,95WW030004,5.12266597150232e-05
N20000103,95WW030006,6.0344697598219105e-06
N20000104,95WW020005,0.35497698971876107
N20000104,95WW020008,0.237593612179213
N20000104,95WW020007,0.16217704001020536
N20000104,95WW020003,0.10306938896917056
N20000104,95WW020009,0.08010092022984677
N20000104,95WW020004,0.062080561317036584
N20000104,95WW070003,1.4757429348133151e-06
N20000105,95WW020007,0.5808546797505827
N20000105,95WW020004,0.3144834422548313
N20000105,95WW020008,0.10450639861242873
N20000105,95WW030006,0.00015477641380991892
N20000106,95WW030007,0.8353328002405542
N20000106,95WW030008,0.140162595721102
N20000106,95WW030003,0.02090987742436394
N20000106,95WW070002,0.0035849345350837314
N20000106,95WW060006,9.792078891450834e-06
N20000107,95WW030008,0.5695251768707258
N20000107,95WW030004,0.3525094531461191
N20000107,95WW030007,0.07642410371881621
N20000107,95WW070002,0.0013248820683975063
N20000107,95WW030006,0.00021638419594214981
N20000108,95WW030006,0.42058197254726953
N20000108,95WW030004,0.41825033071899687
N20000108,95WW030001,0.12092769043015167
N20000108,95WW030002,0.03898055686388909
N20000108,95WW020007,0.0004931786586178861
N20000108,95WW070003,0.0002824634721831751
N20000108,95WW030008,0.00021973495095866475
N20000108,95WW030009,0.00019488037768811427
N20000108,95WW030005,4.0966110764882964e-05
N20000108,95WW020004,2.8225869471155557e-05
N20000109,95WW020006,0.4814539129001828
N20000109,95WW020009,0.4538504578890831
N20000109,95WW020005,0.06468515955984923
N20000109,95WW070003,5.20623361995869e-06
N20000109,95WW020007,3.7571660636747037e-06
N20000109,95WW070007,1.5062512125811412e-06
N20000110,95WW020006,0.5053309955938259
N20000110,95WW070007,0.31148025423721004
N20000110,95WW130007,0.13317298594786842
N20000110,95WW020005,0.02989544243542117
N20000110,95WW070005,0.012915652832546207
N20000110,95WW070003,0.006882331256861273
N20000110,95WW020009,0.00032233769626478347
N20000111,95WW070003,0.4366071333836747
N20000111,95WW070004,0.2286571455218611
N20000111,95WW070005,0.16124377618246294
N20000111,95WW030001,0.08108864614572302
N20000111,95WW070007,0.050851152091363205
N20000111,95WW030009,0.040738277954312306
N20000111,95WW020009,0.0008138687205759644
N20000112,95WW030006,0.45362316930122926
N20000112,95WW030009,0.35340097255036657
N20000112,95WW030001,0.16266469955270363
N20000112,95WW070003,0.030311158595717334
N20000113,95WW070002,0.5113794281980936
N20000113,95WW070006,0.23572500378202432
N20000113,95WW070008,0.2057698647348422
N20000113,95WW030006,0.03805237341642785
N20000113,95WW030008,0.00716668442778952
