OA_CODE,DZ2021_cd_dominant,DZ2021_cd_point
95LL230006,N20000399,N20000396
95LL230007,N20000398,N20000398
95LL230008,N20000405,N20000405
95LL240001,N20000365,N20000365
95LL240002,N20000363,N20000363
95LL240003,N20000366,N20000368
95LL240004,N20000366,N20000366
95LL240005,N20000356,N20000356
95LL240006,N20000356,N20000356
95LL240007,N20000358,N20000358
95LL240008,N20000360,N20000360
95LL250001,N20000559,N20000561
95LL250002,N20000569,N20000569
95LL250003,N20000551,N20000551
95LL250004,N20000551,N20000556
95LL250005,N20000569,N20000558
95LL250006,N20000551,N20000552
95LL250007,N20000555,N20000557
95LL250008,N20000569,N20000569
95LL250009,N20000558,N20000558
95LL250010,N20000559,N20000555
95LL260001,N20000498,N20000498
95LL260002,N20000506,N20000505
95LL260003,N20000505,N20000505
95LL260004,N20000504,N20000504
95LL260005,N20000483,N20000493
95LL260006,N20000487,N20000487
95LL260007,N20000483,N20000483
95LL260008,N20000500,N20000500
95LL260009,N20000492,N20000492
95LL260010,N20000498,N20000492
95LL260011,N20000506,N20000506
95MM010001,N20001894,N20001894
95MM010002,N20001893,N20001893
95MM010003,N20001893,N20001893
95MM010004,N20001898,N20001898
95MM010005,N20001903,N20001903
95MM010006,N20001906,N20001906
95MM010007,N20001905,N20001905
95MM010008,N20001903,N20001903
95MM010009,N20001888,N20001884
95MM010010,N20001891,N20001891
95MM010011,N20001894,N20001894
95MM010012,N20001888,N20001888
95MM010013,N20001899,N20001899
95MM020001,N20001781,N20001771
95MM020002,N20001772,N20001772
95MM020003,N20001812,N20001824
95MM020004,N20001812,N20001824
95MM020005,N20001834,N20001834
95MM020006,N20001834,N20001834
95MM020007,N20001840,N20001840
95MM020008,N20001812,N20001844
95MM020009,N20001847,N20001847
95MM020010,N20001847,N20001847
95MM030001,N20001946,N20001946
95MM030002,N20001949,N20001949
95MM030003,N20001956,N20001956
95MM030004,N20001949,N20001949
95MM030005,N20001981,N20001949
95MM030006,N20001954,N20001954
95MM030007,N20001948,N20001948
95MM040001,N20001737,N20001737
95MM040002,N20001735,N20001740
95MM040003,N20001735,N20001737
95MM040004,N20001740,N20001740
95MM040005,N20001739,N20001739
95MM040006,N20001747,N20001747
95MM040007,N20001734,N20001734
95MM050001,N20001765,N20001765
95MM050002,N20001766,N20001759
95MM050003,N20001750,N20001751
95MM050004,N20001759,N20001753
95MM050005,N20001751,N20001751
95MM050006,N20001759,N20001759
95MM050007,N20001758,N20001758
95MM050008,N20001759,N20001762
95MM060001,N20001842,N20001842
95MM060002,N20001846,N20001846
95MM060003,N20001843,N20001843
95MM060004,N20001845,N20001845
95MM060005,N20001848,N20001848
95MM060006,N20001848,N20001845
95MM060007,N20001843,N20001843
95MM060008,N20001848,N20001848
95MM070001,N20001855,N20001855
95MM070002,N20001854,N20001855
95MM070003,N20001856,N20001852
95MM070004,N20001853,N20001853
95MM070005,N20001856,N20001856
95MM070006,N20001857,N20001857
95MM070007,N20001852,N20001853
95MM070008,N20001852,N20001853
95MM070009,N20001852,N20001852
95MM080001,N20001885,N20001885
95MM080002,N20001887,N20001887
95MM080003,N20001885,N20001885
95MM080004,N20001886,N20001895
95MM080005,N20001886,N20001886
95MM080006,N20001891,N20001891
95MM080007,N20001896,N20001895
95MM080008,N20001891,N20001897
95MM090001,N20001944,N20001943
95MM090002,N20001927,N20001923
95MM090003,N20001927,N20001927
95MM090004,N20001936,N20001936
95MM090005,N20001937,N20001937
95MM090006,N20001936,N20001944
95MM090007,N20001936,N20001944
95MM090008,N20001927,N20001942
95MM100001,N20001736,N20001749
95MM100002,N20001753,N20001752
95MM100003,N20001736,N20001752
95MM100004,N20001736,N20001736
95MM100005,N20001736,N20001736
95MM100006,N20001736,N20001739
95MM100007,N20001736,N20001744
95MM100008,N20001742,N20001742
95MM110001,N20001753,N20001762
95MM110002,N20001757,N20001755
95MM110003,N20001755,N20001755
95MM110004,N20001757,N20001760
95MM110005,N20001762,N20001762
95MM110006,N20001762,N20001762
95MM120001,N20001768,N20001768
95MM120002,N20001773,N20001773
95MM120003,N20001768,N20001782
95MM120004,N20001774,N20001774
95MM120005,N20001774,N20001779
95MM120006,N20001779,N20001779
95MM120007,N20001780,N20001780
95MM120008,N20001782,N20001782
95MM120009,N20001780,N20001780
95MM120010,N20001733,N20001733
95MM120011,N20001767,N20001733
95MM120012,N20001767,N20001767
95MM130001,N20001807,N20001807
95MM130002,N20001807,N20001803
95MM130003,N20001812,N20001812
95MM130004,N20001806,N20001806
95MM130005,N20001812,N20001812
95MM130006,N20001807,N20001805
95MM130007,N20001812,N20001809
95MM130008,N20001812,N20001808
95MM130009,N20001814,N20001816
95MM130010,N20001809,N20001809
95MM130011,N20001819,N20001819
95MM130012,N20001809,N20001809
95MM130013,N20001819,N20001819
95MM130014,N20001826,N20001826
95MM130015,N20001827,N20001827
95MM130016,N20001831,N20001831
95MM130017,N20001827,N20001827
95MM130018,N20001831,N20001831
95MM130019,N20001803,N20001803
95MM140001,N20001854,N20001854
95MM140002,N20001854,N20001854
95MM140003,N20001860,N20001860
95MM140004,N20001854,N20001866
95MM140005,N20001854,N20001866
95MM140006,N20001869,N20001869
95MM140007,N20001877,N20001877
95MM140008,N20001870,N20001870
95MM140009,N20001874,N20001874
95MM140010,N20001870,N20001870
95MM150001,N20001915,N20001914
95MM150002,N20001914,N20001914
95MM150003,N20001927,N20001927
95MM150004,N20001922,N20001922
95MM150005,N20001916,N20001916
95MM150006,N20001923,N20001919
95MM150007,N20001916,N20001916
95MM150008,N20001922,N20001917
95MM150009,N20001918,N20001918
95MM150010,N20001927,N20001919
95MM150011,N20001908,N20001908
95MM160001,N20001922,N20001922
95MM160002,N20001922,N20001921
95MM160003,N20001909,N20001909
95MM160004,N20001908,N20001909
95MM160005,N20001910,N20001910
95MM160006,N20001921,N20001912
95MM160007,N20001908,N20001912
95MM160008,N20001921,N20001851
95MM160009,N20001850,N20001850
95MM170001,N20001788,N20001788
95MM170002,N20001785,N20001785
95MM170003,N20001785,N20001785
95MM170004,N20001791,N20001794
95MM170005,N20001787,N20001787
95MM170006,N20001788,N20001788
95MM170007,N20001787,N20001791
95MM170008,N20001792,N20001792
95MM170009,N20001796,N20001792
95MM170010,N20001783,N20001783
95MM180001,N20001935,N20001935
95MM180002,N20001929,N20001929
95MM180003,N20001938,N20001938
95MM180004,N20001935,N20001904
95MM180005,N20001892,N20001892
95MM180006,N20001924,N20001924
95MM180007,N20001935,N20001896
95MM180008,N20001901,N20001896
95MM180009,N20001935,N20001902
95MM190001,N20001867,N20001867
95MM190002,N20001867,N20001867
95MM190003,N20001871,N20001871
95MM190004,N20001867,N20001867
95MM190005,N20001871,N20001871
95MM190006,N20001875,N20001875
95MM190007,N20001878,N20001878
95MM190008,N20001859,N20001859
95MM190009,N20001863,N20001863
95MM190010,N20001859,N20001859
95MM200001,N20001875,N20001873
95MM200002,N20001875,N20001875
95MM200003,N20001876,N20001876
95MM200004,N20001876,N20001876
95MM200005,N20001873,N20001873
95MM200006,N20001884,N20001879
95MM200007,N20001862,N20001862
95MM200008,N20001864,N20001864
95MM200009,N20001864,N20001864
95MM200010,N20001862,N20001865
95MM200011,N20001873,N20001873
95MM200012,N20001873,N20001868
95MM210001,N20001928,N20001928
95MM210002,N20001932,N20001932
95MM210003,N20001933,N20001933
95MM210004,N20001940,N20001933
95MM210005,N20001935,N20001925
95MM210006,N20001926,N20001926
95MM210007,N20001926,N20001925
95MM210008,N20001935,N20001931
95MM210009,N20001930,N20001930
95MM210010,N20001940,N20001930
95MM220001,N20001784,N20001775
95MM220002,N20001781,N20001781
95MM220003,N20001775,N20001849
95MM220004,N20001781,N20001781
95MM220005,N20001784,N20001784
95MM220006,N20001777,N20001777
95MM220007,N20001777,N20001849
95MM220008,N20001772,N20001772
95MM230001,N20001795,N20001795
95MM230002,N20001799,N20001799
95MM230003,N20001796,N20001796
95MM230004,N20001800,N20001800
95MM230005,N20001793,N20001793
95MM230006,N20001796,N20001795
95MM230007,N20001796,N20001799
95MM230008,N20001799,N20001799
95MM240001,N20001838,N20001838
95MM240002,N20001844,N20001844
95MM240003,N20001844,N20001844
95MM240004,N20001830,N20001830
95MM240005,N20001836,N20001836
95MM240006,N20001836,N20001836
95MM240007,N20001836,N20001836
95MM250001,N20001812,N20001820
95MM250002,N20001823,N20001829
95MM250003,N20001817,N20001817
95MM250004,N20001822,N20001821
95MM250005,N20001822,N20001822
95MM250006,N20001832,N20001832
95MM250007,N20001820,N20001820
95MM250008,N20001839,N20001839
95MM250009,N20001835,N20001835
95MM250010,N20001829,N20001829
95MM250011,N20001837,N20001835
95MM250012,N20001837,N20001837
95MM250013,N20001841,N20001841
95MM250014,N20001837,N20001837
95MM250015,N20001842,N20001842
95MM250016,N20001811,N20001822
95MM260001,N20001770,N20001770
95MM260002,N20001775,N20001776
95MM260003,N20001773,N20001773
95MM260004,N20001776,N20001776
95MM260005,N20001778,N20001778
95MM260006,N20001769,N20001769
95MM260007,N20001769,N20001769
95MM260008,N20001769,N20001769
95MM260009,N20001770,N20001770
95MM270001,N20001801,N20001798
95MM270002,N20001797,N20001797
95MM270003,N20001801,N20001801
95MM270004,N20001801,N20001802
95MM270005,N20001741,N20001743
95MM270006,N20001741,N20001741
95MM270007,N20001745,N20001745
95MM270008,N20001743,N20001745
95MM270009,N20001789,N20001789
95MM270010,N20001790,N20001790
95MM270011,N20001789,N20001784
95MM270012,N20001789,N20001789
95MM270013,N20001790,N20001794
95MM280001,N20001750,N20001756
95MM280002,N20001750,N20001754
95MM280003,N20001764,N20001761
95MM280004,N20001764,N20001756
95MM280005,N20001764,N20001764
95MM280006,N20001764,N20001761
95MM280007,N20001764,N20001761
95MM280008,N20001766,N20001765
95MM290001,N20001877,N20001883
95MM290002,N20001881,N20001881
95MM290003,N20001882,N20001882
95MM290004,N20001880,N20001880
95MM290005,N20001889,N20001883
95MM290006,N20001885,N20001885
95MM290007,N20001883,N20001883
95MM290008,N20001890,N20001890
95MM290009,N20001889,N20001901
95MM300001,N20001746,N20001746
95MM300002,N20001747,N20001748
95MM300003,N20001738,N20001738
95MM300004,N20001746,N20001746
95MM300005,N20001753,N20001753
95MM300006,N20001748,N20001748
95MM300007,N20001738,N20001738
95NN010001,N20003424,N20003425
95NN010002,N20003423,N20003425
95NN010003,N20003427,N20003427
95NN010004,N20003424,N20003424
95NN010005,N20003428,N20003428
95NN010006,N20003414,N20003414
95NN010007,N20003423,N20003423
95NN010008,N20003420,N20003420
95NN020001,N20003409,N20003405
95NN020002,N20003402,N20003402
95NN020003,N20003405,N20003405
95NN020004,N20003402,N20003400
95NN020005,N20003403,N20003403
95NN020006,N20003407,N20003407
95NN030001,N20003362,N20003362
95NN030002,N20003362,N20003369
95NN030003,N20003369,N20003374
95NN030004,N20003370,N20003370
95NN030005,N20003378,N20003378
95NN030006,N20003369,N20003369
95NN030007,N20003382,N20003382
95NN030008,N20003389,N20003378
95NN040001,N20003413,N20003409
95NN040002,N20003411,N20003409
95NN040003,N20003408,N20003408
95NN040004,N20003411,N20003417
95NN040005,N20003413,N20003413
95NN040006,N20003422,N20003417
95NN040007,N20003416,N20003416
95NN050001,N20003367,N20003367
95NN050002,N20003363,N20003379
95NN050003,N20003373,N20003373
95NN050004,N20003380,N20003380
95NN050005,N20003380,N20003380
95NN050006,N20003379,N20003380
95NN050007,N20003385,N20003385
95NN050008,N20003389,N20003389
95NN060001,N20003327,N20003327
95NN060002,N20003336,N20003336
95NN060003,N20003334,N20003334
95NN060004,N20003342,N20003342
95NN060005,N20003336,N20003345
95NN060006,N20003336,N20003344
95NN060007,N20003346,N20003346
95NN060008,N20003342,N20003342
95NN070001,N20003412,N20003410
95NN070002,N20003422,N20003422
95NN070003,N20003418,N20003418
95NN070004,N20003415,N20003412
95NN070005,N20003421,N20003421
95NN070006,N20003419,N20003419
95NN070007,N20003421,N20003421
95NN070008,N20003417,N20003419
95NN070009,N20003395,N20003408
95NN080001,N20003365,N20003365
95NN080002,N20003383,N20003383
95NN080003,N20003365,N20003388
95NN080004,N20003383,N20003384
95NN080005,N20003371,N20003371
95NN080006,N20003388,N20003388
95NN080007,N20003392,N20003392
95NN080008,N20003395,N20003392
95NN090001,N20003352,N20003357
95NN090002,N20003359,N20003359
95NN090003,N20003352,N20003352
95NN090004,N20003358,N20003358
95NN090005,N20003359,N20003359
95NN090006,N20003358,N20003358
95NN090007,N20003371,N20003365
95NN090008,N20003358,N20003364
95NN100001,N20003272,N20003272
95NN100002,N20003278,N20003278
95NN100003,N20003277,N20003272
95NN100004,N20003274,N20003274
95NN100005,N20003274,N20003274
95NN100006,N20003281,N20003279
95NN100007,N20003278,N20003278
95NN100008,N20003275,N20003277
95NN100009,N20003273,N20003273
95NN110001,N20003319,N20003313
95NN110002,N20003318,N20003318
95NN110003,N20003321,N20003321
95NN110004,N20003313,N20003318
95NN110005,N20003317,N20003317
95NN110006,N20003319,N20003319
95NN110007,N20003313,N20003313
95NN110008,N20003315,N20003315
95NN120001,N20003337,N20003337
95NN120002,N20003333,N20003343
95NN120003,N20003337,N20003340
95NN120004,N20003337,N20003338
95NN120005,N20003337,N20003340
95NN120006,N20003339,N20003339
95NN120007,N20003333,N20003333
95NN130001,N20003325,N20003325
95NN130002,N20003316,N20003314
95NN130003,N20003317,N20003317
95NN130004,N20003316,N20003316
95NN130005,N20003320,N20003325
95NN130006,N20003311,N20003311
95NN130007,N20003314,N20003312
95NN140001,N20003424,N20003424
95NN140002,N20003429,N20003429
95NN140003,N20003422,N20003422
95NN140004,N20003429,N20003429
95NN140005,N20003335,N20003335
95NN140006,N20003335,N20003335
95NN140007,N20003335,N20003335
95NN140008,N20003429,N20003431
95NN140009,N20003430,N20003430
95NN150001,N20003371,N20003381
95NN150002,N20003371,N20003386
95NN150003,N20003381,N20003376
95NN150004,N20003358,N20003368
95NN150005,N20003358,N20003368
95NN150006,N20003371,N20003377
95NN150007,N20003371,N20003372
95NN150008,N20003375,N20003375
95NN160001,N20003361,N20003361
95NN160002,N20003356,N20003353
95NN160003,N20003356,N20003356
95NN160004,N20003360,N20003363
95NN160005,N20003363,N20003363
95NN160006,N20003356,N20003356
95NN160007,N20003387,N20003387
95NN160008,N20003387,N20003387
95NN170001,N20003275,N20003265
95NN170002,N20003259,N20003266
95NN170003,N20003265,N20003265
95NN170004,N20003263,N20003265
95NN170005,N20003262,N20003262
95NN170006,N20003266,N20003266
95NN170007,N20003259,N20003343
95NN180001,N20003401,N20003401
95NN180002,N20003398,N20003398
95NN180003,N20003394,N20003399
95NN180004,N20003403,N20003403
95NN180005,N20003404,N20003404
95NN180006,N20003393,N20003397
95NN180007,N20003395,N20003397
95NN190001,N20003348,N20003348
95NN190002,N20003361,N20003349
95NN190003,N20003351,N20003354
95NN190004,N20003349,N20003349
95NN190005,N20003356,N20003356
95NN190006,N20003353,N20003353
95NN190007,N20003353,N20003353
95NN190008,N20003350,N20003350
95NN190009,N20003347,N20003347
95NN200001,N20003324,N20003324
95NN200002,N20003321,N20003321
95NN200003,N20003324,N20003324
95NN200004,N20003326,N20003329
95NN200005,N20003330,N20003329
95NN200006,N20003328,N20003328
95NN200007,N20003328,N20003328
95NN210001,N20003269,N20003269
95NN210002,N20003274,N20003274
95NN210003,N20003267,N20003267
95NN210004,N20003275,N20003268
95NN210005,N20003268,N20003268
95NN210006,N20003270,N20003269
95NN210007,N20003269,N20003269
95NN210008,N20003271,N20003271
95NN220001,N20003414,N20003393
95NN220002,N20003391,N20003391
95NN220003,N20003393,N20003396
95NN220004,N20003393,N20003393
95NN220005,N20003414,N20003394
95NN220006,N20003420,N20003396
95NN230001,N20003276,N20003276
95NN230002,N20003257,N20003276
95NN230003,N20003275,N20003275
95NN230004,N20003259,N20003341
95NN230005,N20003258,N20003258
95NN230006,N20003257,N20003260
95NN230007,N20003259,N20003257
95OO010001,N20003065,N20003065
95OO010002,N20002990,N20002998
95OO010003,N20002998,N20002998
95OO010004,N20002990,N20002990
95OO010005,N20003063,N20003063
95OO020001,N20003073,N20003073
95OO020002,N20003089,N20003089
95OO020003,N20003081,N20003081
95OO020004,N20003089,N20003089
95OO020005,N20003073,N20003073
95OO030001,N20003084,N20003084
95OO030002,N20003095,N20003088
95OO030003,N20003083,N20003090
95OO030004,N20003083,N20003090
95OO030005,N20003084,N20003084
95OO030006,N20003083,N20003083
95OO040001,N20003074,N20003074
95OO040002,N20003070,N20003070
95OO040003,N20003078,N20003076
95OO040004,N20003080,N20003078
95OO040005,N20003070,N20003070
95OO040006,N20003068,N20003068
95OO050001,N20003050,N20003041
95OO050002,N20003041,N20003041
95OO050003,N20003043,N20003043
95OO050004,N20003032,N20003033
95OO050005,N20003035,N20003033
95OO050006,N20003042,N20003033
95OO060001,N20003082,N20003062
95OO060002,N20003062,N20003057
95OO060003,N20003062,N20003062
95OO060004,N20003072,N20003072
95OO060005,N20003057,N20003057
95OO060006,N20003077,N20003077
95OO070001,N20003092,N20003092
95OO070002,N20003095,N20003095
95OO070003,N20003100,N20003100
95OO070004,N20003075,N20003075
95OO070005,N20003086,N20003086
95OO070006,N20003079,N20003079
95OO080001,N20003067,N20003067
95OO080002,N20003069,N20003069
95OO080003,N20003071,N20003065
95OO080004,N20003079,N20003079
95OO080005,N20003065,N20003066
95OO080006,N20003065,N20003069
95OO090001,N20003081,N20003081
95OO090002,N20003085,N20003085
95OO090003,N20003085,N20003091
95OO090004,N20003096,N20003096
95OO090005,N20003096,N20003096
95OO100001,N20002988,N20002997
95OO100002,N20002993,N20002993
95OO100003,N20002993,N20002997
95OO100004,N20003001,N20003001
95OO100005,N20003005,N20003006
95OO100006,N20003021,N20003012
95OO100007,N20002993,N20002993
95OO110001,N20003019,N20003019
95OO110002,N20003002,N20003002
95OO110003,N20003003,N20003003
95OO110004,N20003010,N20003006
95OO110005,N20003011,N20003011
95OO110006,N20003010,N20003010
95OO110007,N20003008,N20003008
95OO120001,N20003009,N20003003
95OO120002,N20003009,N20003009
95OO120003,N20002994,N20002994
95OO120004,N20002995,N20002995
95OO120005,N20003009,N20003009
95OO120006,N20002995,N20002995
95OO130001,N20003047,N20003047
95OO130002,N20003049,N20003049
95OO130003,N20003024,N20003039
95OO130004,N20003045,N20003045
95OO130005,N20003040,N20003045
95OO130006,N20003046,N20003046
95OO130007,N20003047,N20003047
95OO140001,N20002987,N20002996
95OO140002,N20002985,N20002996
95OO140003,N20003064,N20003064
95OO140004,N20003014,N20003007
95OO140005,N20003064,N20003014
95OO150001,N20003024,N20003020
95OO150002,N20003020,N20003020
95OO150003,N20003020,N20003028
95OO150004,N20003029,N20003029
95OO150005,N20003029,N20003029
95OO160001,N20003094,N20003094
95OO160002,N20003097,N20003097
95OO160003,N20003093,N20003094
95OO160004,N20003098,N20003098
95OO160005,N20003094,N20003099
95OO160006,N20003093,N20003093
95OO170001,N20003036,N20003036
95OO170002,N20000362,N20000362
95OO170003,N20003056,N20003048
95OO170004,N20000357,N20000357
95OO170005,N20003021,N20003021
95OO170006,N20003036,N20003036
95OO180001,N20003038,N20003038
95OO180002,N20003031,N20003040
95OO180003,N20003039,N20003040
95OO180004,N20003024,N20003024
95OO180005,N20003031,N20003022
95OO180006,N20003031,N20003034
95OO190001,N20003056,N20003056
95OO190002,N20003057,N20003058
95OO190003,N20000361,N20000361
95OO190004,N20003055,N20003059
95OO190005,N20003060,N20003060
95OO190006,N20003061,N20003061
95OO190007,N20003056,N20003054
95OO200001,N20003050,N20003050
95OO200002,N20003052,N20003044
95OO200003,N20003050,N20003050
95OO200004,N20003057,N20003057
95OO200005,N20003052,N20003052
95OO200006,N20003057,N20003053
95OO210001,N20003030,N20003035
95OO210002,N20003043,N20003041
95OO210003,N20003024,N20003023
95OO210004,N20003024,N20003025
95OO210005,N20003023,N20003030
95OO210006,N20003030,N20003037
95OO220001,N20003000,N20003000
95OO220002,N20002986,N20002991
95OO220003,N20003015,N20003015
95OO220004,N20003016,N20003021
95OO220005,N20002989,N20002989
95PP010001,N20002145,N20002145
95PP010002,N20002145,N20002141
95PP010003,N20002144,N20002144
95PP010004,N20002139,N20002139
95PP010005,N20002139,N20002140
95PP010006,N20002139,N20002141
95PP010007,N20002145,N20002143
95PP020001,N20002058,N20002059
95PP020002,N20002063,N20002063
95PP020003,N20002066,N20002066
95PP020004,N20002066,N20002066
95PP020005,N20002057,N20002057
95PP020006,N20002058,N20002058
95PP020007,N20002063,N20002063
95PP030001,N20002137,N20002131
95PP030002,N20002137,N20002137
95PP030003,N20002137,N20002131
95PP030004,N20002121,N20002121
95PP030005,N20002121,N20002121
95PP030006,N20002125,N20002125
95PP030007,N20002128,N20002128
95PP040001,N20002068,N20002068
95PP040002,N20002070,N20002070
95PP040003,N20002069,N20002068
95PP040004,N20002065,N20002064
95PP040005,N20002066,N20002064
95PP040006,N20002067,N20002067
95PP040007,N20002067,N20002067
95PP050001,N20002037,N20002037
95PP050002,N20002031,N20002031
95PP050003,N20002029,N20002029
95PP050004,N20002031,N20002031
95PP050005,N20002034,N20002034
95PP050006,N20002029,N20002030
95PP060001,N20002092,N20002092
95PP060002,N20002092,N20002092
95PP060003,N20002093,N20002093
95PP060004,N20002100,N20002097
95PP060005,N20002100,N20002104
95PP060006,N20002104,N20002102
95PP060007,N20002113,N20002102
95PP060008,N20002100,N20002113
95PP060009,N20002110,N20002107
95PP060010,N20002149,N20002149
95PP060011,N20002090,N20002149
95PP070001,N20002061,N20002065
95PP070002,N20002057,N20002061
95PP070003,N20002057,N20002060
95PP070004,N20002061,N20002060
95PP070005,N20002066,N20002060
95PP070006,N20002062,N20002062
95PP080001,N20002079,N20002079
95PP080002,N20002075,N20002075
95PP080003,N20002077,N20002077
95PP080004,N20002079,N20002077
95PP080005,N20002078,N20002078
95PP080006,N20002080,N20002078
95PP080007,N20002080,N20002080
95PP090001,N20002096,N20002095
95PP090002,N20002095,N20002095
95PP090003,N20002101,N20002095
95PP090004,N20002096,N20002096
95PP090005,N20002098,N20002098
95PP090006,N20002084,N20002086
95PP100001,N20002044,N20002044
95PP100002,N20002048,N20002048
95PP100003,N20002051,N20002051
95PP100004,N20002051,N20002044
95PP100005,N20002051,N20002051
95PP100006,N20002037,N20002037
95PP110001,N20002086,N20002091
95PP110002,N20002102,N20002102
95PP110003,N20002098,N20002098
95PP110004,N20002088,N20002099
95PP110005,N20002084,N20002088
95PP110006,N20002089,N20002089
95PP110007,N20002086,N20002086
95PP110008,N20002098,N20002091
95PP120001,N20002074,N20002074
95PP120002,N20002076,N20002076
95PP120003,N20002071,N20002071
95PP120004,N20002072,N20002072
95PP120005,N20002073,N20002073
95PP120006,N20002075,N20002074
95PP130001,N20002138,N20002138
95PP130002,N20002129,N20002139
95PP130003,N20002135,N20002132
95PP130004,N20002139,N20002138
95PP130005,N20002139,N20002134
95PP130006,N20002134,N20002134
95PP130007,N20002136,N20002136
95PP140001,N20002126,N20002127
95PP140002,N20002129,N20002129
95PP140003,N20002123,N20002123
95PP140004,N20002123,N20002124
95PP140005,N20002122,N20002122
95PP140006,N20002122,N20002122
95PP140007,N20002122,N20002122
95PP140008,N20002124,N20002124
95PP140009,N20002130,N20002130
95PP150001,N20002100,N20002100
95PP150002,N20002120,N20002100
95PP150003,N20002117,N20002117
95PP150004,N20002118,N20002109
95PP150005,N20002120,N20002120
95PP150006,N20002109,N20002109
95PP150007,N20002120,N20002118
95PP150008,N20002120,N20002117
95PP160001,N20002081,N20002081
95PP160002,N20002130,N20002130
95PP160003,N20002082,N20002082
95PP160004,N20002083,N20002083
95PP160005,N20002084,N20002084
95PP170001,N20002041,N20002046
95PP170002,N20002042,N20002042
95PP170003,N20002041,N20002040
95PP170004,N20002041,N20002043
95PP170005,N20002046,N20002046
95PP170006,N20002045,N20002045
95PP170007,N20002045,N20002045
95PP170008,N20002047,N20002047
95PP180001,N20002032,N20002035
95PP180002,N20002041,N20002041
95PP180003,N20002039,N20002039
95PP180004,N20002032,N20002033
95PP180005,N20002032,N20002032
95PP180006,N20002036,N20002035
95PP180007,N20002039,N20002039
95PP190001,N20002056,N20002056
95PP190002,N20002055,N20002055
95PP190003,N20002055,N20002054
95PP190004,N20002053,N20002053
95PP190005,N20002053,N20002054
95PP190006,N20002056,N20002054
95PP190007,N20002055,N20002055
95PP200001,N20002096,N20002108
95PP200002,N20002111,N20002107
95PP200003,N20002111,N20002107
95PP200004,N20002103,N20002103
95PP200005,N20002103,N20002103
95PP200006,N20002106,N20002106
95PP200007,N20002111,N20002111
95PP200008,N20002085,N20002087
95PP200009,N20002094,N20002094
95PP210001,N20002050,N20002050
95PP210002,N20002052,N20002050
95PP210003,N20002049,N20002049
95PP210004,N20002037,N20002048
95PP210005,N20002038,N20002038
95PP210006,N20002049,N20002049
95PP220001,N20002106,N20002114
95PP220002,N20002111,N20002111
95PP220003,N20002115,N20002115
95PP220004,N20002112,N20002112
95PP220005,N20002116,N20002116
95PP220006,N20002116,N20002114
95PP220007,N20002106,N20002106
95PP220008,N20002108,N20002105
95PP230001,N20002148,N20002148
95PP230002,N20002148,N20002148
95PP230003,N20002142,N20002142
95PP230004,N20002142,N20002142
95PP230005,N20002144,N20002146
95PP230006,N20002147,N20002147
95QQ010001,N20002722,N20002722
95QQ010002,N20002724,N20002724
95QQ010003,N20002723,N20002723
95QQ010004,N20002719,N20002719
95QQ010005,N20002719,N20002719
95QQ010006,N20002724,N20002724
95QQ020001,N20002747,N20002747
95QQ020002,N20002747,N20002747
95QQ020003,N20002747,N20002747
95QQ020004,N20002758,N20002750
95QQ020005,N20002752,N20002752
95QQ020006,N20002747,N20002753
95QQ030001,N20002710,N20002710
95QQ030002,N20002710,N20002710
95QQ030003,N20002719,N20002719
95QQ030004,N20002704,N20002704
95QQ030005,N20002704,N20002704
95QQ040001,N20002696,N20002698
95QQ040002,N20002709,N20002709
95QQ040003,N20002709,N20002709
95QQ040004,N20002696,N20002696
95QQ040005,N20002698,N20002698
95QQ040006,N20002701,N20002707
95QQ050001,N20002694,N20002699
95QQ050002,N20002694,N20002700
95QQ050003,N20002702,N20002702
95QQ050004,N20002694,N20002692
95QQ050005,N20002693,N20002693
95QQ050006,N20002694,N20002692
95QQ050007,N20002694,N20002694
95QQ050008,N20002694,N20002695
95QQ060001,N20002687,N20002686
95QQ060002,N20002685,N20002685
95QQ060003,N20002686,N20002686
95QQ060004,N20002685,N20002687
95QQ060005,N20002688,N20002688
95QQ060006,N20002690,N20002690
95QQ070001,N20002726,N20002726
95QQ070002,N20002727,N20002727
95QQ070003,N20002727,N20002727
95QQ070004,N20002734,N20002734
95QQ070005,N20002729,N20002729
95QQ070006,N20002729,N20002729
95QQ070007,N20002732,N20002732
95QQ070008,N20002732,N20002729
95QQ070009,N20002736,N20002736
95QQ080001,N20002703,N20002708
95QQ080002,N20002712,N20002712
95QQ080003,N20002711,N20002711
95QQ080004,N20002712,N20002712
95QQ080005,N20002708,N20002708
95QQ080006,N20002708,N20002708
95QQ090001,N20002722,N20002722
95QQ090002,N20002715,N20002715
95QQ090003,N20002721,N20002721
95QQ090004,N20002720,N20002720
95QQ090005,N20002697,N20002697
95QQ090006,N20002703,N20002715
95QQ090007,N20002713,N20002713
95QQ100001,N20002691,N20002691
95QQ100002,N20002689,N20002689
95QQ100003,N20002690,N20002689
95QQ100004,N20002668,N20002668
95QQ100005,N20002694,N20002694
95QQ110001,N20002744,N20002741
95QQ110002,N20002744,N20002745
95QQ110003,N20002744,N20002744
95QQ110004,N20002742,N20002742
95QQ110005,N20002802,N20002802
95QQ110006,N20002744,N20002736
95QQ120001,N20002726,N20002726
95QQ120002,N20002725,N20002725
95QQ120003,N20002735,N20002728
95QQ120004,N20002735,N20002728
95QQ120005,N20002735,N20002735
95QQ120006,N20002701,N20002709
