W72_ID,ward_key,DZ2021_cd,inter_area,share_of_ward,share_of_dz,pop_1971_apportioned,pop_1981_apportioned
antrim--aldergrove,antrim|aldergrove,N20000084,64.92030558050696,1.2559071617544844e-06,3.734264972398065e-05,0.0,0.0
antrim--aldergrove,antrim|aldergrove,N20000268,10591194.850353815,0.2048905553533086,0.5704961390641116,447.9,591.5
antrim--aldergrove,antrim|aldergrove,N20000274,685719.9957206129,0.013265505235735631,0.05335575250400454,29.0,38.3
antrim--aldergrove,antrim|aldergrove,N20000279,14221618.329476846,0.27512243129508296,0.9553492188019492,601.4,794.3
antrim--aldergrove,antrim|aldergrove,N20000281,9067673.534521556,0.1754174757901423,0.6745761124324449,383.5,506.4
antrim--aldergrove,antrim|aldergrove,N20000282,10405638.815968271,0.2013009056988939,0.9800280892887442,440.0,581.2
antrim--aldergrove,antrim|aldergrove,N20000283,158138.94899447312,0.003059256065087286,0.6928407056027283,6.7,8.8
antrim--aldergrove,antrim|aldergrove,N20000285,541829.4175687023,0.010481889139137356,0.017611407904106226,22.9,30.3
antrim--aldergrove,antrim|aldergrove,N20000293,6010203.299773993,0.11626959085129507,0.3794291993443765,254.2,335.7
antrim--balloo,antrim|balloo,N20000044,364253.91246561613,0.15846158746985728,0.10488052283445143,391.6,318.7
antrim--balloo,antrim|balloo,N20000063,66561.54072053578,0.02895630505550514,0.16864904801836966,71.6,58.2
antrim--balloo,antrim|balloo,N20000076,29764.235051532163,0.012948352165021618,0.28432874780972683,32.0,26.0
antrim--balloo,antrim|balloo,N20000077,73717.48379980978,0.03206935905816526,0.9999996762058805,79.2,64.5
antrim--balloo,antrim|balloo,N20000081,60938.78653230886,0.026510235091319563,1.0000000000000002,65.5,53.3
antrim--balloo,antrim|balloo,N20000083,46492.91271573359,0.020225838358642476,0.9999999999999997,50.0,40.7
antrim--balloo,antrim|balloo,N20000084,1653302.1108847829,0.7192369610657204,0.9509918516653745,1777.2,1446.4
antrim--balloo,antrim|balloo,N20000268,137.20376453576708,5.968783200710426e-05,7.390499281589719e-06,0.1,0.1
antrim--ballycraigy,antrim|ballycraigy,N20000067,8156.764922321986,0.017173414406696064,0.05265123464832366,43.2,40.1
antrim--ballycraigy,antrim|ballycraigy,N20000070,23.66732803093442,4.9829661151831626e-05,0.0002500030490335101,0.1,0.1
antrim--ballycraigy,antrim|ballycraigy,N20000074,93273.23111309008,0.19637930799906425,0.8225996796349749,493.5,458.3
antrim--ballycraigy,antrim|ballycraigy,N20000078,239.30522662146106,0.0005038379634077723,0.0031789139874788177,1.3,1.2
antrim--ballycraigy,antrim|ballycraigy,N20000079,81641.3910855654,0.1718894016443509,0.9974211549576635,432.0,401.2
antrim--ballycraigy,antrim|ballycraigy,N20000080,182812.0145849104,0.3848960359759771,0.5568271466788004,967.2,898.3
antrim--ballycraigy,antrim|ballycraigy,N20000082,90339.86311072377,0.19020333691350327,1.0,478.0,443.9
antrim--ballycraigy,antrim|ballycraigy,N20000085,2.735749113590422,5.759900363423167e-06,3.3370884574007077e-06,0.0,0.0
antrim--ballycraigy,antrim|ballycraigy,N20000258,18383.007541204042,0.038703948140342614,0.0023841229380736776,97.3,90.3
antrim--ballycraigy,antrim|ballycraigy,N20000264,92.67861674932436,0.00019512739514165466,5.282400927403005e-05,0.5,0.5
antrim--ballyrobin,antrim|ballyrobin,N20000080,894.8770190817494,1.6015702155242408e-05,0.002725706066393575,0.0,0.0
antrim--ballyrobin,antrim|ballyrobin,N20000084,2.907722189933307,5.203979044175992e-08,1.6725437482526017e-06,0.0,0.0
antrim--ballyrobin,antrim|ballyrobin,N20000085,931.402661229671,1.666940517051298e-05,0.0011361323502002865,0.0,0.0
antrim--ballyrobin,antrim|ballyrobin,N20000258,491.43590771958344,8.795276846537314e-06,6.373514331434464e-05,0.0,0.0
antrim--ballyrobin,antrim|ballyrobin,N20000261,2502452.6572535485,0.04478664169663571,0.10923462385963664,110.9,106.9
