Ward Code,Ward Name,LGD Name,Multiple Deprivation Measure Score,Rank of Multiple Deprivation Measure Domain,Income Domain Score,Rank of Income Domain,Employment Domain Score,Rank of Employment Domain,Health Domain Score,Rank of Health Domain,Education Domain Score,Rank of Education Domain,Access Domain Score,Rank of Access Domain,Social Environment Domain Score,Rank of Social Environment Domain,Housing Domain Score,Rank of Housing Domain,MDM_decile
725,Glen Road,Belfast,39.1220834506916,71,46.7407790794532,58,17.1978701021088,82,0.93438605984828,50,0.660888133232975,130,-0.787262801479243,473,0.968649466743517,68,0.195792098997455,525,2
726,Glencairn,Belfast,49.4842305464934,35,43.1254564614519,81,19.5165534505792,36,1.45618800172399,22,1.56726364389895,29,-0.496873362941073,402,0.751419223999524,104,0.274782589624509,224,1
727,Glencolin,Belfast,44.715807622334,48,49.4820879808885,39,17.300287908983,78,1.1915213283607,38,0.888237596863019,89,-0.489552059116249,401,1.33168013257212,31,0.208145753579016,483,1
728,Highfield,Belfast,38.5356493713056,76,34.3024332652788,168,17.6671400837797,67,1.1782003163962,39,1.38183974957035,40,-0.766797336473691,467,0.598153573792817,129,0.227676320962398,416,2
729,Island,Belfast,47.6149542262896,37,42.0095861637105,89,18.1795163294474,53,1.65962616480518,17,1.79091183749608,17,-1.19315347244467,529,-0.078650501374663,297,0.287538835003215,177,1
730,Knock,Belfast,8.0820873372057,465,15.234813946452,454,10.0242389774199,395,-0.423331814707565,410,-0.198922118411455,335,-0.745657688795753,464,-0.372108592031826,372,0.270635579565733,246,9
731,Ladybrook,Belfast,26.1070675689702,171,36.2528561338859,144,14.676455492417,158,0.524324705083155,119,0.177071047923641,233,-1.08907804597506,516,1.04488571951751,63,0.22595611707203,424,4
732,Legoniel,Belfast,37.4311927200333,86,35.8921206450532,147,16.0592552686103,106,0.90415231135185,59,1.18972971219839,57,-0.687123549324003,448,1.08886607774173,59,0.322481778892612,67,2
733,Malone,Belfast,6.23779964831693,500,14.5651800177416,460,6.98119296465822,504,-0.680806106240509,464,-2.00002394835491,557,-0.639661050701681,433,0.509984095301371,146,0.294789408568529,149,9
734,New Lodge,Belfast,67.7300175808361,8,63.851653632286,7,21.2812679891568,19,2.21243568594871,3,1.70977028589471,23,-1.76476853397244,561,1.24576312011895,45,0.273697671137281,234,1
735,Orangefield,Belfast,9.71255055372713,438,12.4460768997654,485,8.46177530106314,460,-0.230824466889376,364,0.0239656184145377,275,-0.890779624731183,492,0.0708733860708815,258,0.324642134018244,61,8
736,Ravenhill,Belfast,12.3499656097887,397,18.0815102016742,422,9.70490759309342,410,0.124600117705793,233,-1.35548856188343,528,-1.16583061091178,525,0.862001015986863,86,0.34911489700729,26,8
737,Rosetta,Belfast,8.12157789418975,463,16.2876006669303,444,9.50923206865127,420,0.031130340826806,267,-1.39335361132612,531,-0.908578689413059,496,0.130688809337985,237,0.270978330326973,242,9
738,Shaftesbury,Belfast,62.9474535937199,14,53.4897474722763,25,21.1217091043241,23,1.96166201097554,6,1.90366465246069,15,-1.56424298787655,551,1.30158945061748,36,0.29704999031868,143,1
739,Shankill,Belfast,64.517412420247,10,49.5659929860853,38,23.7774833115572,7,1.69149806522364,15,2.01957885802873,9,-1.72345556105206,557,1.03424487339996,64,0.310082525177648,99,1
740,St. Annes,Belfast,74.1960803408963,4,59.4213855764093,14,24.5578238063356,3,1.89207749449485,7,2.57151664839104,1,-2.01231097396499,565,0.679756090088192,115,0.299613943180091,131,1
741,Stormont,Belfast,2.49449761314975,556,6.65573155635779,549,5.16189744719891,556,-1.43772973439414,554,-2.25202069914547,562,-0.222844346434281,312,-1.12783672322915,529,0.252588838375017,317,10
742,Stranmillis,Belfast,2.84433125237228,551,5.11149892344677,561,4.23547375599096,563,-1.65184833337753,562,-2.55339861851662,565,-0.657537283410947,441,-0.142934235890822,313,0.294248636098926,155,10
743,Sydenham,Belfast,24.917726318703,191,26.9771609626809,274,12.1493723000104,280,0.911922001487904,55,0.837238383407609,96,-0.552035027891939,417,0.00970088928696593,276,0.299875752397587,130,4
744,The Mount,Belfast,66.21575457295,9,47.6166232595713,53,21.7239526459446,15,1.72453510027716,12,2.30316257815965,3,-2.03474663810509,566,1.96391544997781,1,0.347038979260723,28,1
745,Upper Malone,Belfast,5.03770142565546,519,12.8564079107831,479,7.12479301778045,495,-0.630429299990808,455,-1.14956869042078,511,-0.476380988265366,398,0.070755110013469,259,0.242111570733976,360,10
746,Upper Springfield,Belfast,64.2594136426631,11,63.046701158564,8,19.6363053271355,34,1.81260277243171,9,1.85556214765341,16,-0.849383609987187,484,1.43062436681081,21,0.225056947035248,430,1
747,Water Works,Belfast,60.845981140952,16,54.1537838522426,23,21.3675971487407,18,1.49513623978177,21,1.33326457897239,43,-1.71467204931192,556,1.80329253521406,5,0.318530016679911,84,1
748,Whiterock,Belfast,74.9041103678897,3,66.4132032627433,3,22.4243237987683,13,2.25236176531062,2,2.17789493295036,5,-0.966398874559939,502,1.10075020294056,56,0.268217921555734,254,1
749,Windsor,Belfast,14.4092748660172,358,19.4342341862148,398,12.1476038176912,281,0.22973540366135,193,-1.78982461345532,551,-1.3433563690272,538,0.907748074407652,79,0.322658019690999,66,7
750,Woodstock,Belfast,53.1767760482925,26,44.6113979303165,69,18.8899789557208,40,1.70999855011325,13,1.76728093039392,21,-1.74275551634614,559,1.3346348205133,30,0.300673347276259,126,1
751,Woodvale,Belfast,70.8244561174418,7,51.1363919416791,31,24.1422779738811,5,1.75975733549896,10,2.12700657399287,6,-1.47723763787365,545,1.42645091870038,22,0.355741350116093,19,1
801,Blackhead,Carrickfergus,13.5353770361824,374,19.7575863060597,394,11.1924652182823,340,0.0118824276814545,273,-0.53905681095047,409,0.140192322233889,242,0.103587615332979,243,0.318023270359381,86,7
802,Boneybefore,Carrickfergus,3.32915882258818,542,5.65731003874521,558,6.82703872976115,516,-1.0636443455745,524,-1.29202390334528,522,-0.265532395199966,323,-0.549595774941068,418,0.24331703315465,355,10
803,Clipperstown,Carrickfergus,21.8976864657113,232,28.3991844854203,249,10.6505452743007,368,0.131056267895967,229,1.05282514914309,69,-0.15559797737963,295,0.761494559418193,103,0.289580968544398,172,5
804,Eden,Carrickfergus,6.35182516822294,498,9.05861157119818,519,6.69942989043302,523,-0.618274513306791,452,-0.238735791603322,343,0.206950383290347,233,-0.355054144541634,369,0.232109087868645,394,9
805,Gortalee,Carrickfergus,32.8960960564541,109,36.6347762782676,141,18.7659308418465,44,0.0375307052848366,265,0.637781298967693,138,-0.96556518181382,501,0.651703149558871,120,0.30390199395613,119,2
806,Greenisland,Carrickfergus,11.1161131829084,416,13.976132103453,465,8.62926822213413,450,-0.605566772502131,447,-0.414269664754962,378,-0.216210824560357,310,0.104773930932544,242,0.369920596852202,9,8
807,Killycrot,Carrickfergus,32.4904268692528,116,31.2961101206662,205,18.0027576926516,58,0.258344861413092,183,0.752954404568912,107,-0.651903227056266,438,0.989140910358114,66,0.305874954396401,113,3
808,Knockagh,Carrickfergus,5.50004298182403,510,9.35716822428121,516,7.01167412160506,502,-1.16331621995914,534,-1.70889712146487,546,-0.130692541306836,288,0.210346938056876,216,0.287685714638918,176,10
809,Love Lane,Carrickfergus,27.6069480126432,158,32.3677522076436,188,13.5984295371927,216,-0.0565029638201814,303,1.10740377042494,63,-0.215685414430046,309,1.38976057680611,23,0.302480909489746,120,3
810,Milebush,Carrickfergus,12.5476785803995,392,22.5935440587119,350,8.70516017939678,448,-0.74917984096147,479,0.539532666224345,158,0.100794042359494,248,0.57867350769234,133,0.197296440448726,521,7
811,Northland,Carrickfergus,33.4635944630144,105,39.2707046498841,111,14.7244636496161,155,0.247502539189827,188,1.62966869253895,27,-0.449075743887192,388,0.935118633347982,71,0.227823986680529,415,2
812,Sunnylands,Carrickfergus,32.810039936403,113,30.1164142238198,227,18.5206574432531,47,0.481209374289765,129,0.984087338846302,76,-0.743733238639103,462,0.684629975501423,113,0.187728150400764,541,2
813,Victoria,Carrickfergus,7.88086810447073,468,17.1504342571424,433,9.28131576007469,435,-0.225190975786729,360,-0.425884352646727,381,-0.33281533231345,347,-0.0580061172757663,289,0.194462213483379,532,9
814,Whitehead,Carrickfergus,6.62440657279441,489,7.94364924437021,533,6.8038654132481,517,-1.10187405251698,527,-0.940883038065351,480,-0.134418584659032,290,0.0915438185905945,248,0.324683342103968,60,9
815,Woodburn,Carrickfergus,6.62297480523457,490,8.68748780517015,526,7.76874305636807,477,-0.591174459579041,442,-0.413408783739453,377,0.372832633992012,201,-0.200120651097653,329,0.169548295314211,556,9
901,Ballyhanwood,Castlereagh,3.86010322857485,535,7.56639052586808,538,6.90985813242407,511,-1.14536098078385,532,-0.959132060869738,486,-0.29213583822548,333,0.0111909572538803,275,0.211546837330667,474,10
902,Beechill,Castlereagh,10.7690876135794,424,12.084838401405,493,9.40228771053675,429,0.689810014348242,94,-0.925354518756446,478,-0.508351172226147,408,-0.059438643598159,290,0.222311759508685,438,8
903,Carrowreagh,Castlereagh,18.5799659767986,281,24.2539763341869,322,13.1589625204751,239,0.00898421293252097,274,0.827848154648442,97,-0.179384746426946,301,-0.172201958393068,323,0.185035728610966,544,5
904,Carryduff,Castlereagh,3.0601320006579,549,8.70073044472728,524,5.60031331512564,549,-1.24266659437762,542,-1.0461500757788,500,-0.25545781915968,320,-1.4647030756995,559,0.243382365653899,354,10
905,Cregagh,Castlereagh,30.2064674490853,135,34.54402093395,164,14.8394795365188,146,0.784004703459258,78,1.28856856815227,49,-1.10964107251096,521,-0.216444909218182,336,0.205611733641949,495,3
906,Downshire,Castlereagh,7.41506617164125,478,16.626971439844,440,9.93754188812195,401,-0.100157799177314,321,-0.276828459690279,356,-0.871018151322822,490,-1.0646940511656,518,0.190187164316359,538,9
907,Dundonald,Castlereagh,5.58168886144542,509,8.43433831138087,529,6.00840746337127,538,-0.0992088548571214,318,-0.321909918493438,361,-0.428408823628593,375,-0.788415214208643,468,0.216238420541261,462,9
908,Enler,Castlereagh,31.4392829078733,123,34.5335934953262,165,14.4556467117945,169,0.82939043320696,71,1.40241842437857,37,-0.716058660333037,452,0.371044974669876,172,0.168424025305733,559,3
909,Four Winds,Castlereagh,1.17520658185213,565,6.55507691340927,550,4.80325819754351,559,-1.82333141730223,564,-1.35876015954915,529,-0.827485174974377,480,-0.657482758677166,443,0.162400628742445,563,10
910,Gilnahirk,Castlereagh,2.01487857311746,561,7.65141258395367,537,6.99575986708042,503,-1.38354251241297,550,-1.29553409953809,524,-0.995470757181983,505,-0.540542240323162,414,0.177427768804391,551,10
911,Graham's Bridge,Castlereagh,17.106184672905,305,24.8136620054039,313,13.8466654799978,198,-0.134804003625202,331,0.55635910371189,156,-1.1072670694448,519,0.295159541579166,188,0.208418231987324,482,6
912,Hillfoot,Castlereagh,1.44630868613658,564,5.72166252041201,556,4.99191959665907,558,-1.41197141550535,551,-1.67340380882076,541,-0.499900147632386,405,-1.16682791883481,535,0.205861330690396,494,10
913,Knockbracken,Castlereagh,1.89680018024339,562,4.69102598976907,564,5.52002757270986,551,-1.49783638540383,557,-1.71914113447162,548,-0.233329732128318,316,-0.838889700232466,482,0.169124526117556,558,10
914,Lisnasharragh,Castlereagh,13.8121140341843,373,21.0848364644433,371,11.2489980991957,336,0.150354000053626,224,0.63381928388339,139,-0.863111677234167,487,-0.847861335253499,486,0.183394307617252,546,7
915,Lower Braniel,Castlereagh,9.04804936541879,445,17.1014446082331,435,10.0280400642264,394,-0.177251952165719,345,0.084141573723987,259,-1.00949475776921,508,0.0506335011473754,266,0.170853378574288,554,8
916,Minnowburn,Castlereagh,23.9865434640665,205,24.9395349204605,311,14.763749635766,151,0.187305479613862,209,1.39965695346791,39,-0.821810200458944,479,-0.185864736094098,327,0.169533923953357,557,4
917,Moneyreagh,Castlereagh,4.24472008654856,530,10.2133889423358,509,6.96907603496821,505,-1.10186946955253,526,-1.2301633766411,515,0.348650395559701,209,-1.39491409996862,554,0.198782319852176,514,10
918,Newtownbreda,Castlereagh,3.91537146059161,533,10.3180770110725,507,6.90675457100442,512,-0.725986299305977,477,-0.57136938336035,418,-1.00862448603965,507,-0.304873653534362,355,0.221742645210072,440,10
919,Tullycarnet,Castlereagh,43.7433137510111,53,44.3125267082651,72,16.1852751813309,99,0.84372922895,68,2.29978587396151,4,-0.766118642973604,466,0.24682951470647,201,0.194605440695602,530,1
920,Upper Braniel,Castlereagh,7.26643309319381,480,12.9628953939519,476,8.03293565121885,469,-0.262053337684516,370,-0.0542498995742966,295,-0.215667717007777,308,-1.01851952206764,513,0.172013382704324,553,9
921,Wynchurch,Castlereagh,3.08262913776684,548,12.0516392980601,494,6.20340039701253,533,-1.01693831218276,521,-0.579413740160116,420,-1.09167120855551,517,-0.615039623572577,435,0.200338337707014,507,10
1001,Agivey,Coleraine,13.078012146151,380,17.9481462135523,423,9.50525891251497,421,-1.02640929090398,523,-0.944501786708633,482,0.88008897487331,95,-1.19263573856557,539,0.451852103743416,2,7
1002,Atlantic,Coleraine,15.7993507025612,329,26.697068421527,278,10.9069894271556,355,-0.594244922514805,444,-0.479949917762845,392,0.0256890925732611,256,0.906400296387797,80,0.338378959253694,34,6
1003,Ballysally,Coleraine,45.5429361082216,46,53.2801401024467,26,17.040908101704,88,0.131128409988644,228,1.43478658695033,35,-0.195409799427758,306,1.79975515144792,6,0.255157423189856,307,1
1004,Castlerock,Coleraine,11.9109812440108,407,21.6865586823252,362,10.8078851827314,360,-0.554111459602717,438,-0.142953360364561,319,0.641969534704483,148,-0.393703163864031,379,0.238995791675473,370,8
1005,Central,Coleraine,23.4933466510359,211,27.9822120710125,256,15.3894984453374,134,0.260078660346739,182,0.36363005749941,199,-1.68547917602892,554,1.00230406690209,65,0.275633101301372,218,4
1006,Churchland,Coleraine,43.6962497039354,54,47.9180264288805,50,18.4108747072199,48,0.842983850371353,69,1.04968414505865,71,-0.779118738210162,469,0.516847162208917,145,0.270646144912779,244,1
1007,Cross Glebe,Coleraine,36.2982685604712,91,46.4799872299102,60,16.1136298512573,103,0.124026327074588,234,1.32805385349326,45,-0.497265636360962,403,0.639608853993746,123,0.246507873367534,342,2
1008,Dunluce,Coleraine,9.28776847107141,441,18.6044498254118,412,8.9304160244201,443,-0.472244121782546,425,-0.822685610231811,469,0.665546516684212,141,-0.403051381722645,383,0.267202167537018,261,8
1009,Garvagh,Coleraine,21.1442716667513,241,33.444566132035,184,13.573059545304,218,-0.417386429502423,407,-0.421961336757237,379,0.682255435586057,135,-0.20020260853986,330,0.338586076637259,33,5
1010,Hopefield,Coleraine,8.29512501728715,460,16.7256319326304,439,9.93098870677206,402,-0.137998040118855,333,-1.22671097402936,514,-0.0753662880930055,275,-0.0715758843624428,292,0.22900654757831,413,9
1011,Kilrea,Coleraine,22.3810512464036,225,34.1432696652619,169,14.7319485477913,153,-0.0374599595649021,288,-0.0738051124449021,303,0.30436914798028,217,-0.65924162372276,444,0.289306289049303,173,4
1012,Knockantern,Coleraine,10.6947223826975,425,21.2737705220292,370,11.030053049683,351,-0.420283003512674,409,-0.38141266860605,373,0.31268226148928,215,-0.265012883163214,348,0.220860430929625,444,8
1013,Macosquin,Coleraine,12.0626735500399,403,24.8871916243813,312,11.1810007592655,342,-0.706948454295241,473,-0.215965259176322,337,0.52871093755306,170,-0.461179757146541,399,0.225275147292226,428,8
1014,Mount Sandel,Coleraine,6.38968192558759,497,13.1010898361693,473,8.34128858082917,463,-0.995906996785531,517,-1.71061754221486,547,-0.305217051412421,337,-0.0754315781484844,295,0.308159852054155,108,9
1015,Portstewart,Coleraine,10.6248899787805,426,23.147816677979,346,10.240515393478,385,-0.0989306507442431,317,-0.316568049257261,359,-1.1043541527291,518,0.415744584891334,160,0.23560751163925,374,8
1016,Ringsend,Coleraine,18.9417896796598,274,23.2490886132223,345,13.32216458358,228,-0.673685914433417,463,-0.755691781420816,456,1.10957270512782,59,-1.21039108458941,541,0.392910054822337,5,5
1017,Royal Portrush,Coleraine,24.306063986242,199,24.3932431042306,317,14.6064347375376,163,0.0265947057583083,268,0.616381923787736,144,-0.657667033197674,442,1.86592367673647,4,0.300036075321699,128,4
1018,Strand,Coleraine,3.30990644696678,543,7.31293566360596,542,6.87085102436307,513,-1.22636138075213,538,-1.89969779308221,554,-0.17639941479986,300,-0.422391752619164,384,0.227245272299732,419,10
1019,The Cuts,Coleraine,10.1866699067756,429,18.9180059769786,408,9.6015006251004,417,-0.869761248916058,501,-0.11566728611811,312,-0.129631487028837,287,-0.262212004104353,347,0.313896443700728,92,8
1020,University,Coleraine,11.9374475314964,406,23.5646754113495,336,10.040042081685,393,-0.256754589858711,369,0.0530346969215948,268,-0.449107001568113,389,0.292153216373307,192,0.262515460375511,276,8
1021,Waterside,Coleraine,3.82893362876261,536,12.7278958825427,482,7.95501647412915,471,-0.960689010937197,512,-1.6767955374648,542,-0.736957098792121,461,-0.952050331256785,504,0.258727847198704,293,10
1101,Ardboe,Cookstown,41.2559993447176,63,48.1480000483728,47,18.2617455413352,51,0.193558426495638,206,0.367635480694599,198,1.16393845110383,51,-0.761387680066071,461,0.308322381463176,107,2
1102,Coagh,Cookstown,21.4755204529141,239,27.3529073554266,267,14.0968881460303,187,-0.0292824239635899,286,0.387724220638525,192,0.592897770581175,153,-0.526588871946012,412,0.300617322001376,127,5
1103,Dunnamore,Cookstown,32.8840540980797,111,42.6055099003261,87,15.3983664010568,133,-0.220350105474593,359,-0.0312517836702796,289,1.68860435841909,9,-0.697851955692642,449,0.308441121264101,104,2
1104,Gortalowry,Cookstown,27.0417775053044,162,41.9270859079706,91,13.8929152418491,195,0.0756579116783532,252,-0.00357504115011855,281,-0.0923066399856176,278,1.05511622249846,61,0.299085866358631,133,3
1105,Killycolpy,Cookstown,32.1309800539703,118,47.4680639959362,54,14.6962764466547,156,-0.291408508617361,381,-0.357588805493806,368,1.28258835293181,34,-0.57732245819716,425,0.327452071521014,49,3
1106,Killymoon,Cookstown,29.581670598452,141,37.5445930482124,130,14.796932567354,149,0.373407395228238,158,0.485161197478583,174,0.026578995586257,255,0.986192575995197,67,0.289861493801101,171,3
1107,Lissan,Cookstown,17.1590157495054,303,22.8011019932857,348,12.0242861060532,287,-0.310881978352945,384,-0.0470898716740584,293,0.771463286717251,113,-0.868585213742487,492,0.345617638568418,29,6
1108,Moneymore,Cookstown,21.6568139322109,236,34.8523041929408,161,11.9539174144705,294,-0.227225457300111,361,0.455522541183614,183,0.0511312409499038,251,0.235464258472723,205,0.325339972875505,58,5
1109,Newbuildings,Cookstown,28.3828988022051,150,31.8796933490829,196,15.6572841536211,124,0.144331742798605,225,-0.016022941527413,284,-0.518370299415344,410,1.91640209120924,3,0.335456271550902,38,3
1110,Oaklands,Cookstown,17.552964366821,296,25.9284344235352,291,11.5064144031022,324,-0.235880780237274,366,0.154875266975961,239,0.892016064756401,90,-0.478800707896235,406,0.301712029099428,123,6
1111,Oldtown,Cookstown,19.5902650726951,262,27.7369541125031,259,14.1850031591195,179,-0.405887894353111,404,0.606803194764412,145,-0.710299676765698,451,0.659020095898863,118,0.251591814518478,321,5
1112,Pomeroy,Cookstown,39.8030433113667,68,46.344689702348,62,17.9233130672879,62,0.354769838901279,162,0.328727700742247,203,1.22271310740633,44,-0.168834963157685,321,0.29249065676127,161,2
1113,Sandholes,Cookstown,14.8158022415484,351,22.3825185469987,352,10.1550134494052,389,-0.520164318290634,433,-0.157212864351223,325,0.700767209931535,130,-0.51561058738912,410,0.35360208619982,21,7
1114,Stewartstown,Cookstown,24.7575956895678,192,31.7724268614348,198,14.173244021623,180,-0.275626791093863,374,0.490293324058247,170,0.441311247448861,183,0.655937813565466,119,0.326474190185502,54,4
1115,The Loop,Cookstown,23.3256449442185,216,31.8672062837954,197,15.6570233460425,125,-0.269124219661563,372,-0.0289960160343076,287,0.731464212343347,125,-1.28076779401695,547,0.302114036051555,122,4
1116,Tullagh,Cookstown,20.5493206720201,252,25.4982674222107,298,13.9378702686722,193,0.433187559747012,142,-0.0458571460114263,291,-0.716169711638419,453,1.37476610810678,25,0.19001863518102,539,5
1201,Aghagallon,Craigavon,13.8168142273858,372,20.5784037285676,378,14.1545600370855,183,-0.7067933849561,472,-0.628642888424469,432,0.547352489437932,163,-0.902614459082827,499,0.25187139885754,320,7
1202,Annagh,Craigavon,21.0350074604833,243,25.4597181587633,299,13.790430957919,206,0.396067097847157,151,0.016170294588205,276,-0.433644756528102,376,1.10302641422025,54,0.285739533879587,182,5
1203,Ballybay,Craigavon,31.0643498749638,127,34.9781960991607,159,17.1377657989732,85,0.602217922492441,104,0.561786142704073,153,-0.386883055463761,362,0.623703534640051,125,0.244279465715673,350,3
1204,Ballyoran,Craigavon,25.0830716617929,187,36.3319376078713,143,13.3184881543497,229,0.427304207204172,144,0.465047883908295,178,0.0638990205022583,250,0.438228042698152,154,0.230547690289078,404,4
1205,Bleary,Craigavon,6.79450639636821,486,14.6615862916603,459,9.45071743068997,424,-0.703677253605308,470,-1.12664119349594,507,0.242050287476897,229,-0.75016555714984,455,0.251309151244078,326,9
1206,Brownstown,Craigavon,9.28035006705706,442,16.5780275061976,442,10.7109177268807,364,-0.289699996148572,378,-0.568617623072528,417,-0.16761843596664,298,-0.144058584770558,314,0.262100225720332,279,8
1207,Church,Craigavon,38.5036822246855,78,33.516538033166,181,20.9817525018615,24,0.628548748579261,99,1.03153068355553,72,-1.02964268647788,511,0.740504325220247,106,0.229613029296224,409,2
1208,Corcrain,Craigavon,39.635162547443,70,49.0901107788053,43,14.6448076709778,161,0.797706466606654,76,1.19255319990195,55,-0.434356633483016,377,1.27301208597652,40,0.217228475487875,457,2
1209,Court,Craigavon,46.2292123266507,41,41.9580990981928,90,20.6911882254979,27,1.34616899534103,28,1.11556841446729,62,-1.36788355747978,539,0.677068878745093,116,0.256023924047706,305,1
1210,Drumgask,Craigavon,45.619041273503,45,51.0425790903387,32,13.7575861145222,208,1.50008641559148,20,1.46391010667177,34,-0.277153359336137,326,1.11129355351449,51,0.258785971164938,292,1
1211,Drumgor,Craigavon,44.2377077563715,50,46.7428344804886,57,17.2949798368507,79,1.38774933092579,26,0.694698968713377,121,-0.374277278305006,359,1.67424766466261,12,0.243470022083488,353,1
1212,Drumnamoe,Craigavon,35.2437064038081,97,42.9457287823559,83,15.506811867924,131,1.14003042843189,43,0.691540728532274,125,-0.405438285940241,368,-0.132153820785453,309,0.278284300730351,207,2
1213,Edenderry,Craigavon,16.2639873052743,321,17.5014879153711,430,13.0933279255536,241,0.419091904465652,146,-0.561031224200142,415,-0.588986340031288,425,0.0428132007572504,269,0.328523061758884,47,6
1214,Kernan,Craigavon,10.0867690832974,431,18.2845867535027,418,10.4596759277609,378,0.121440859005588,236,-0.950026337754359,483,-0.00417446120027463,259,-0.8386317858161,480,0.246773828309669,340,8
1215,Killycomain,Craigavon,8.70637136706032,453,17.0805862886415,436,11.7010612474731,308,-0.931616980829269,510,-0.360982522569541,370,-0.426259455319651,374,0.0600112798832252,264,0.203745347199422,502,9
1216,Kinnegoe,Craigavon,12.5990091304392,391,17.5962612521569,428,11.5970647520651,316,-0.156093129088732,340,-1.00765570106048,495,0.675673062963771,137,-0.0302768247862319,281,0.295952292031849,148,7
1217,Knocknashane,Craigavon,6.19715056880539,501,9.25890260496717,517,10.3854140361311,380,-0.592182423035937,443,-1.30492327982363,526,-0.344972057124053,350,-0.657261906945608,442,0.269985317856377,249,9
1218,Magheralin,Craigavon,7.19449219802785,482,11.8792153888134,496,8.49878603217988,459,-0.570496444593542,441,-0.768006959509826,459,0.401023882281453,191,-0.778404350463212,463,0.271714256900149,239,9
1219,Mourneview,Craigavon,19.7449234399017,259,19.8699890299442,390,13.0141482448993,243,0.200904709837627,204,0.717284238776222,116,-0.320897995873613,340,0.302430538488264,186,0.299178016674327,132,5
1220,Parklake,Craigavon,18.4148038283153,284,18.9318820302688,407,15.8132511439877,119,0.163885161590712,218,-0.188232497915418,333,-0.642559272092116,435,0.764067011600922,101,0.213209208754869,467,6
1221,Taghnevan,Craigavon,29.7165667230757,139,35.6119755098985,150,15.8828072142647,113,0.763236615016567,82,0.466507700044105,177,-0.554410155950595,419,0.785783794119951,99,0.211664995807314,472,3
1222,Tavanagh,Craigavon,28.7760058065302,148,35.143256369195,157,15.1782330121483,139,0.425386428024527,145,0.733517862724254,112,-1.17654872672746,528,0.908333745125372,78,0.284823141590236,184,3
1223,The Birches,Craigavon,12.8646685114004,385,23.2650230036699,344,8.55085021736799,455,-0.290135768741209,379,-0.116325935184206,313,0.954943544800301,82,-0.472214961698919,404,0.25627427250876,303,7
1224,Tullygally,Craigavon,35.515822016465,95,43.9468722369237,74,13.8056797821421,203,1.28441371620916,32,0.775132712947011,104,-0.448155249442154,386,0.830650052410419,91,0.241418969459547,362,2
1225,Warringstown,Craigavon,5.69213521520407,508,12.5642144233969,483,7.44176199145504,488,-0.91678164518931,507,-0.993600909213665,493,0.319976663140586,214,-0.349567177019816,368,0.230381392635004,405,9
1226,Woodville,Craigavon,17.5174326474328,297,29.0093879900154,241,12.1199441993499,283,0.252273266490735,187,-0.241049625689146,344,-0.733081001363536,459,0.886968392944516,83,0.254702697862315,309,6
1301,Altnagelvin,Derry,9.54994926356418,439,16.6238803240959,441,10.8124431416933,359,-0.00415837216338612,278,-0.481845152913554,394,-0.437445045914681,379,0.0733292976624725,256,0.191224729140901,537,8
1302,Ballynashallog,Derry,13.0205612641971,381,18.956014259531,406,11.243992950864,338,0.752937496329842,85,-1.68568376229004,543,-0.418626489488307,372,-0.144740888778489,316,0.19686173424477,522,7
1303,Banagher,Derry,28.0739101686136,153,35.1025152605424,158,14.15102334418,184,-0.00130729735757265,277,0.603822882446997,146,1.38079142414986,25,-0.389370050023525,378,0.231887142147458,395,3
1304,Beechwood,Derry,43.9247097532748,52,49.6989383882283,37,19.2028776187649,38,1.12475102628807,44,0.535322675240814,160,-1.17358987532172,526,0.128482939268929,238,0.246304640080461,343,1
1305,Brandywell,Derry,70.9471516272608,6,69.1454606758746,1,22.4972481907783,12,1.73904673691852,11,1.96468082335863,11,-0.897313018322941,493,0.560998269557899,136,0.204799514541021,498,1
1306,Carn Hill,Derry,44.5476152096183,49,52.2832975861881,29,17.2682046305244,80,1.15302181041958,42,0.95715650164455,79,-0.355170519990748,353,0.3241989319402,181,0.210959788448156,476,1
1307,Caw,Derry,36.783100081123,88,39.6601382782302,106,18.2312162616926,52,0.869807583549633,66,0.444623217501443,184,-0.268238896834453,325,0.810659836615037,94,0.194547155987122,531,2
1308,Claudy,Derry,26.2339619604927,170,29.1768817586548,239,15.8719417204345,115,0.312006649503368,172,0.226200250664863,221,0.992804905114764,77,-0.201893480461835,331,0.206488173246566,490,4
1309,Clondermot,Derry,32.469986991443,117,40.449709371626,102,18.0137790730709,57,0.507459198825486,122,0.307616416869446,207,-1.03157766923729,513,0.292971733863993,191,0.211638542804962,473,3
1310,Corrody,Derry,43.2888536284044,58,46.3666759160924,61,18.1742099007547,54,0.828639889857931,72,0.980404171329354,78,0.1906254081897,235,0.861897810861141,87,0.239388301270857,368,2
1311,Creggan Central,Derry,56.0529015482721,22,60.9197383567367,11,20.9694779096081,25,1.22128511764674,33,1.31566340934888,48,-0.719761572844938,455,0.0593725563820057,265,0.243517370302283,352,1
1312,Creggan South,Derry,63.3575185930185,13,66.134309158403,5,21.2771415894344,20,1.60089976897756,18,1.76323799501836,22,-0.646928458603815,436,0.0320924247942721,273,0.234779687194451,377,1
1313,Crevagh & Springtown,Derry,28.8763987498177,147,42.1228882984478,88,15.7460801104399,122,0.394623144240201,152,0.0722368726332176,260,0.0411638676163747,252,0.0753342049030936,255,0.195049490683314,528,3
