Ward Code,Ward Name,LGD Name,Multiple Deprivation Measure Score,Rank of Multiple Deprivation Measure Domain,Income Domain Score,Rank of Income Domain,Employment Domain Score,Rank of Employment Domain,Health Domain Score,Rank of Health Domain,Education Domain Score,Rank of Education Domain,Access Domain Score,Rank of Access Domain,Social Environment Domain Score,Rank of Social Environment Domain,Housing Domain Score,Rank of Housing Domain,MDM_decile
214,Millisle,Ards,10.9967272372336,418,19.2843771759497,402,9.56361453163705,418,-0.775805247936071,486,-0.0397277134642017,290,0.410883219518107,188,0.427109843031075,159,0.249781736503308,335,8
215,Movilla,Ards,5.25813195295495,515,8.71111814475231,523,6.17494191403415,534,-0.442084106208226,418,-0.539209784513914,410,-0.223341575679005,313,-0.0822094703458608,298,0.217142437998941,458,10
216,Portaferry,Ards,21.5178274935102,238,26.7180620204944,276,11.5747279930304,321,0.121975103287587,235,0.117414878979127,248,1.39045061830887,24,0.214757466795785,213,0.246673911337385,341,5
217,Portavogie,Ards,18.1653879378899,289,21.4073794196334,367,11.6651210458454,311,-0.32839003738818,389,0.379174094659846,195,1.13173049933964,55,0.0428023635716376,270,0.292731981898589,159,6
218,Scrabo,Ards,20.78207402955,248,27.205535112782,270,13.7914679562762,205,0.236275999003415,190,0.456878663217156,182,-0.531406400550637,412,0.400592850107217,163,0.281341217148165,198,5
219,West Winds,Ards,42.5163338088772,61,43.2151422438407,78,17.717341529876,65,0.618041861020399,102,1.50862029358221,32,-0.231269371915491,315,0.831697168834824,90,0.275494170088372,220,2
220,Whitespots,Ards,3.18178549409258,545,8.65522564022952,527,6.86218697734774,514,-0.817927274200086,493,-1.11453886850738,505,-0.669580434084228,446,-0.459930277155013,398,0.230711978869279,402,10
301,Abbey Park,Armagh,34.4372818605463,102,39.7466608407845,104,17.3140444961622,76,0.917184435537432,54,0.222956075262391,223,-0.3929049182226,364,-0.0563099678684293,288,0.277608872904742,211,2
302,Ballymartrim,Armagh,18.7812940873182,276,29.1828430028712,238,13.2649809710956,232,-0.0304333844197139,287,-0.695603469448702,442,0.678115638545861,136,0.238162159039861,202,0.287448489421141,178,5
303,Callan Bridge,Armagh,44.010110924353,51,54.7824624312796,21,18.3631745124225,50,0.399967177333407,150,0.75114871997149,109,-0.865376727290875,488,0.348848196743629,176,0.296551897385166,146,1
304,Carrigatuke,Armagh,23.0991747491594,217,33.5577136465944,180,13.7954711938556,204,0.300903979929896,173,0.15249540607717,240,0.694432395216324,132,-0.854486175638422,488,0.241754034411141,361,4
305,Charlemont,Armagh,19.1409217740287,271,31.7575228347236,199,13.9989419196859,190,-0.207935866646985,352,-0.486013776656335,396,0.485154749636104,178,-0.47579783833446,405,0.283861748896043,188,5
306,Demesne,Armagh,7.69835920172938,476,17.656899389113,427,11.1970857231564,339,-1.14696357439673,533,-0.956637099751777,485,-0.403763621250899,367,0.0685552368280198,260,0.246125008504481,345,9
307,Derrynoose,Armagh,16.744871811868,312,30.7070043052754,218,11.6609095173261,313,-0.334024350035283,390,-0.125107852237615,315,0.900525460679687,89,-1.11375180270544,526,0.241403020903629,363,6
308,Downs,Armagh,33.0478032210189,107,44.38512800246,71,18.8315112918952,43,-0.0459710894254329,296,0.0992734924038955,253,-0.986790329516126,504,0.347023056220349,177,0.268967389632413,252,2
309,Hamiltonsbawn,Armagh,8.77000605056351,451,12.1357905468385,491,8.19516322549994,466,-1.01608020146469,519,-0.151252412748032,324,0.530808786240483,169,-1.01726353813417,512,0.305163356059214,114,8
310,Hockley,Armagh,9.9625426432446,435,15.1148055207066,456,8.81321494297924,446,-0.109885174213276,323,-0.959668378950376,487,0.395413036790029,192,-0.904009509571207,500,0.32246825995551,68,8
311,Keady,Armagh,27.3539554684819,161,39.744034673986,105,15.5182790900124,129,0.103793611870576,241,0.723636229323794,114,-0.702159976175142,450,-0.209376507782685,333,0.213944215041338,466,3
312,Killeen,Armagh,17.3132307891322,299,25.4246332267938,300,13.4921293279124,220,-0.376310973338962,398,0.280883234278794,211,0.643536067654742,146,-0.687340337523384,446,0.240219030108901,366,6
313,Killylea,Armagh,19.1938674838219,269,29.5254224444234,236,12.4950226834998,265,-0.556650275194092,439,0.140686753688226,243,1.08129647911185,62,-0.320270081456706,360,0.261356395191011,281,5
314,Laurelvale,Armagh,6.03210889061208,502,12.3143779487308,487,8.55202343526703,454,-0.825663890491323,494,-1.24272505668903,518,0.310799577750837,216,-1.09266156099737,522,0.265087501486406,266,9
315,Loughgall,Armagh,14.6879091847391,352,21.6208943930059,365,11.2443310890586,337,-0.209061377324895,353,-0.330633047929672,365,1.04214879257276,67,-1.0566349393842,516,0.28646348311505,179,7
316,Markethill,Armagh,19.7041933979713,260,26.5361337214224,280,14.4452323287709,170,-0.0577467830770239,305,0.0719530477308647,262,0.531625597671813,168,-0.815778940074383,476,0.285359965971849,183,5
317,Milford,Armagh,10.9515649197794,420,23.3273994316157,341,10.5937286390818,373,-1.01987103204862,522,-0.623220235736535,430,0.392827603310146,196,-1.01686166068752,511,0.310283661111058,98,8
318,Observatory,Armagh,14.4910275125822,355,21.7183425846356,361,13.6384980241859,214,-0.33494076025536,391,-1.21241847320976,513,-0.609133249704482,428,0.793520756115355,98,0.320238308300474,76,7
319,Poyntz Pass,Armagh,15.1145137331185,342,20.6745233886743,375,12.0086342561118,289,0.167413036551832,216,-0.62243654621966,428,0.75065053373566,119,-0.708939462969354,453,0.271722414973218,238,7
320,Rich Hill,Armagh,7.34348777259855,479,12.8626318702827,478,8.55755954516231,453,-0.60763743360981,449,-0.908760329645932,476,0.134632188943661,243,-0.493258981040943,409,0.292637806165351,160,9
321,Tandragee,Armagh,11.4223483976259,411,20.0779360995566,388,10.5413732886798,377,-0.131189389182104,330,-0.438414422380287,384,0.121911790520071,247,0.379615546654167,168,0.243949239663147,351,8
322,The Mall,Armagh,18.6102438584791,279,27.3843629889859,266,13.8084258492605,202,0.215822649714768,199,0.0634997176304097,263,-0.455497982696529,393,0.251612224376848,200,0.228295577080475,414,5
401,Ahoghill,Ballymena,7.10741787528996,483,12.7791717271638,481,7.09883419909823,499,-0.862428181910696,499,0.0988522513924535,254,0.221875548633966,232,-0.896128701885102,497,0.199695397134885,510,9
402,Ardeevin,Ballymena,2.94723827958856,550,8.99105233022312,520,5.74901289235968,543,-0.978707102745336,515,-1.59187048798657,538,-0.135636920344868,291,-1.14521635071031,531,0.19966475829932,511,10
403,Ballee,Ballymena,40.9260456605084,64,47.6952476050306,51,17.5667399767475,71,0.481740511005661,128,1.3365430292785,42,-0.0925005490879722,279,-0.0741144684826644,293,0.223720999183616,437,2
404,Ballykeel,Ballymena,43.5600509968501,55,48.0312824052907,49,16.3608406914395,95,0.570492596477095,109,1.7747074056625,18,-0.12452297659471,286,0.832703806393657,89,0.202326500787694,505,1
405,Ballyloughan,Ballymena,2.82799760190652,552,7.89593720874128,534,6.08415287251764,536,-1.51363914567735,558,-1.42379576578841,532,-0.114306021697396,283,-1.11573828221371,527,0.216473898071765,459,10
406,Broughshane,Ballymena,6.54034953608712,493,14.2819115493122,462,7.51184429280047,483,-0.865635631676255,500,-0.272375468619497,353,0.278366792296262,224,-0.872984770157919,493,0.206993320616567,488,9
407,Castle Demesne,Ballymena,25.3183018300256,182,28.3913460586923,250,13.8315538439818,201,0.342711643718671,165,1.1907656392933,56,-1.11844573826676,522,0.710861849553101,109,0.272859933339334,235,4
408,Craigywarren,Ballymena,7.82580108852717,473,12.1743907669393,490,7.37632072927415,490,-1.10460755607732,528,-0.390541018222254,374,0.828828951521358,105,-0.634163216780723,437,0.233980090281663,383,9
409,Cullybackey,Ballymena,11.0707902271308,417,22.3615170707457,353,11.1834722689132,341,-0.725175279491612,476,-0.0508842260270162,294,0.127404426195728,246,-0.32984662365232,365,0.221815739889915,439,8
410,Dunclug,Ballymena,26.9074571770069,163,40.5442995106734,101,12.8858522222122,247,0.0410154551592173,263,0.848511357319795,93,-0.439200217112996,380,1.27264812476596,42,0.208031391400377,484,3
411,Dunminning,Ballymena,8.88055758917209,448,13.0343653244851,475,7.04342014795783,500,-0.658745423251444,458,-0.167182822780978,326,0.941474310125199,83,-1.49936604844497,563,0.220338925980985,447,8
412,Fair Green,Ballymena,34.6874337019096,100,39.2163792703768,113,14.9644674939693,143,0.443072405740824,141,1.53171570585017,31,-0.696880286778439,449,1.27275139880305,41,0.233673078696883,387,2
413,Galgorm,Ballymena,3.14279475724517,547,6.71022632476755,547,5.96222954344324,539,-1.42596209924442,552,-1.69127768546983,544,0.130917512518078,244,-1.49027984430438,562,0.240461412499452,364,10
414,Glenravel,Ballymena,12.373340223353,395,19.8613402975212,391,6.96126336574957,508,-0.380008954891612,399,-0.711409502207169,444,1.4508165697821,19,-0.838955354227235,483,0.21983950464692,450,7
415,Glenwhirry,Ballymena,7.87813293127646,469,10.7200956015995,503,5.7445849467874,544,-0.999307101637164,518,-0.459195764864973,387,1.11859459075688,58,-0.812621344370538,475,0.200332340441414,508,9
416,Grange,Ballymena,8.51030078821898,457,15.5872527077808,451,7.03360346121219,501,-0.692194574988078,467,-0.336715438244859,366,0.889483910188587,91,-1.27601945438909,546,0.21641008758529,460,9
417,Harryville,Ballymena,19.4105414584874,265,23.4408501893179,339,13.2276893307357,235,0.088980516768515,246,0.645185552177708,135,-0.181239745213128,302,0.624386938400863,124,0.2577270260929,297,5
418,Kells,Ballymena,7.86267719724968,470,17.2688676560268,432,7.94842438978111,472,-0.923731087115543,509,-0.0246743925013498,286,0.387338349221879,199,-1.03973466615248,515,0.198965795134169,512,9
419,Moat,Ballymena,31.5084432278403,122,38.0829415847815,124,16.841701813396,92,-0.022082307374119,283,1.2454584853658,53,-0.413747534905224,371,0.60596376263884,128,0.18637928706265,543,3
420,Park,Ballymena,5.18081076932625,517,13.2875265730216,472,7.23260624833333,492,-0.762090806993995,481,-0.927841265376109,479,-0.584086070029904,423,0.228919363200474,208,0.231476661680417,398,10
421,Portglenone,Ballymena,10.9779942385019,419,22.2402035861187,355,10.8825705391158,356,-0.315217876736468,386,-0.716481380243549,446,0.560925810164406,160,-0.627194345945882,436,0.232117757415069,393,8
422,Slemish,Ballymena,10.8965748820222,422,12.0991444436512,492,6.2065449241061,531,-0.773191761410695,484,-0.662246088134277,436,1.62171733861561,10,-1.18546631092481,538,0.186600001658451,542,8
423,Summerfield,Ballymena,8.35102440812226,458,16.2049804339724,445,9.13658623063506,438,-0.0574404297447286,304,-0.669298600269922,437,-0.447603458701882,385,0.270231232743312,194,0.232492096567684,392,9
501,Ballyhoe & Corkey,Ballymoney,29.183607873266,144,35.2999287499944,155,12.7493668962943,254,-0.0555378445285382,301,0.272920825126769,214,1.84664591162871,4,-1.12022969389574,528,0.326636264148137,53,3
502,Benvardin,Ballymoney,24.6487320820014,195,33.8647480980021,176,12.5463669209473,263,0.0777265682096379,250,0.337310424537621,202,1.01274035931857,74,0.317035247667233,183,0.299984758150019,129,4
503,Carnany,Ballymoney,21.8870385152522,234,31.1016792627081,211,14.162709332798,182,-0.291378277222135,380,0.681083636106716,127,-0.372918845476858,358,0.235609833150307,204,0.28778088318155,175,5
504,Clogh Mills,Ballymoney,13.9477394708599,368,22.8908571511873,347,11.3326047680806,331,-0.295767055586482,382,-0.216740603536037,338,0.72965589640179,126,-0.454843659121723,395,0.283523291520944,190,7
505,Dervock,Ballymoney,14.1976246519241,363,20.1809654954521,387,11.2901423394073,333,0.0216520473288915,269,-0.187878885112764,332,0.409306781111487,189,-0.441491530445157,390,0.304311918139367,117,7
506,Dunloy,Ballymoney,17.5766548784893,294,28.2291745415055,251,10.8689057954594,358,0.0920405686494074,245,-0.489387728608471,397,1.01401715566065,72,-0.964925300823053,506,0.298126109815747,136,6
507,Fairhill,Ballymoney,13.8650798872587,370,18.5447837798862,414,11.7841506869644,303,-0.0289510619257146,285,0.353337721786514,201,-0.507405623900502,406,-0.760986466759676,460,0.301202286332831,125,7
508,Glebe,Ballymoney,12.0288397606877,404,14.8729134079711,457,10.3102678595081,382,0.18605644805348,211,-0.617610065068532,427,-0.665435100394023,445,0.434096754730282,157,0.321208942267209,74,8
509,Killoquin Lower,Ballymoney,22.0901520514427,230,28.0963284472683,254,12.8538816500776,248,0.156475936620395,221,0.307864966103227,206,0.671424286052709,139,-0.760870071270225,459,0.333415691860605,41,5
510,Killoquin Upper,Ballymoney,16.8125653715749,311,27.9251447692492,257,10.789692328077,361,-0.703415420008623,469,0.116626061753678,249,0.817131095890885,108,0.0167109063016423,274,0.3060934263161,112,6
511,Knockaholet,Ballymoney,15.8336570151241,328,21.4640476213356,366,9.47529662297497,422,-0.217502758634858,357,0.201386393312528,225,1.0139854163355,73,-0.649127461004822,440,0.318554914229078,83,6
512,Newhill,Ballymoney,32.9194277531284,108,37.3083732871755,133,17.9465947106196,60,-0.061553501874325,308,0.929636453079596,85,-0.779272755955153,470,0.412566998620093,162,0.318618379787653,82,2
513,Route,Ballymoney,23.4201310346228,214,24.1850319561144,324,16.7265497885459,93,0.448367218113549,139,-0.361920802374498,371,-0.784468118520246,472,0.256020854079587,198,0.323031196541381,65,4
514,Seacon,Ballymoney,16.4986512928029,320,23.7358585846982,332,13.6673851771654,213,-0.145496802139978,335,-0.180661885021388,330,0.282851862861978,223,-0.0238014623327507,280,0.292103331349372,162,6
515,Stranocum,Ballymoney,23.7737663394657,208,28.2139653290888,252,12.0971341050416,285,0.16383419182146,219,0.371205777910648,197,1.26662850856577,37,-0.944275379401487,502,0.323646775449492,63,4
516,The Vow,Ballymoney,15.3906234409081,338,24.5674662559631,314,10.9929238905896,352,-0.418618246938447,408,-0.0908805695927796,308,0.643199531366784,147,-0.783273390054148,465,0.334289352977558,40,6
601,Ballydown,Banbridge,9.97157006269559,434,11.6684215442833,497,8.20363711305772,465,-0.254389917769961,367,-0.556600969630673,414,0.567890519554177,159,0.687849046031969,112,0.266878911745144,262,8
602,Banbridge West,Banbridge,11.3726066328238,412,18.5710711207423,413,10.0141031626753,396,-0.266424620290838,371,0.381985319344968,194,-0.189330204172585,303,-0.565901785437655,423,0.256766907970819,301,8
603,Bannside,Banbridge,13.4875703455184,375,15.1891908921331,455,8.54771954294126,456,-0.68252398991642,466,-0.0734516293024623,302,1.21639816543826,47,-1.1033383385899,525,0.327429006001013,51,7
604,Croob,Banbridge,12.0005996830684,405,18.1156369397779,420,8.76869009922581,447,-0.777406997596608,487,0.176762736654801,234,1.03482452456467,70,-1.23564180876307,542,0.258591439213429,294,8
605,Dromore North,Banbridge,12.9248618215936,382,25.149349719957,306,9.94723637045433,400,-0.464731512538354,422,0.227870756759931,220,0.167375505846011,237,-0.175268906437335,324,0.25154083101959,323,7
606,Dromore South,Banbridge,8.52157590500471,456,14.3059844160166,461,7.56335566059003,482,-0.976126513941009,514,-0.184076189883676,331,0.407989788287548,190,-0.847626583674027,485,0.298853605043908,134,9
607,Edenderry,Banbridge,24.3876864485199,197,35.7961377543647,148,13.0486971288249,242,0.201012676397517,203,0.657801252785509,131,-0.138580246122505,292,0.354307427074103,174,0.262048218466602,280,4
608,Fort,Banbridge,13.342289151925,377,20.4960200871397,382,11.1805411913659,343,0.0829765327783052,247,-0.221865138281399,339,-0.513943942523237,409,0.675262908483608,117,0.281175907039727,199,7
609,Garran,Banbridge,16.0221769342774,325,21.6740283341067,363,9.61458620534049,416,-0.0643531403130975,310,0.0934039593903697,256,1.24819915020789,40,-0.991862232658047,509,0.276279847226933,217,6
610,Gilford,Banbridge,22.9098061112369,219,24.9963188701746,310,14.2263013205082,178,0.359474046048084,160,0.676537346607537,128,0.26503534530485,226,-0.256596139993279,346,0.275121575895567,222,4
611,Katesbridge,Banbridge,14.4392569431887,356,18.6944455511492,410,8.57679905219709,451,-0.424715259151691,412,0.0146679474253665,277,1.12465380053411,56,-1.47391775510517,560,0.327429238161768,50,7
612,Lawrencetown,Banbridge,15.7520222170678,331,19.8277548938873,392,12.4619576938024,267,-0.069082036562699,312,0.188045127498018,228,0.43298315215984,186,-0.248451140284234,343,0.282362264404319,195,6
613,Loughbrickland,Banbridge,13.466905336083,376,20.4826543482232,383,10.1074703109963,390,-0.318072813934659,388,0.42864289169921,189,0.571049736259814,158,-0.6386672668888,438,0.27063986858314,245,7
614,Quilly,Banbridge,7.98952082696682,466,10.5128533724534,505,6.80240499671729,518,-0.424664020505387,411,-0.262833335900925,349,0.629456800556818,150,-1.16109734451,533,0.273864745733873,231,9
615,Seapatrick,Banbridge,8.59106523524356,455,15.857874667107,447,7.91831571533834,473,-0.172981466766603,343,-0.358696842542079,369,-0.0155426607556618,262,-0.112757011493239,304,0.247698075302384,337,9
701,Andersonstown,Belfast,31.3498742529336,124,43.1258480152211,80,14.6475477303131,160,0.699666205447874,92,0.238893369566423,217,-1.23666997584263,533,1.31581311189274,35,0.265213029357687,265,3
702,Ardoyne,Belfast,63.396674209835,12,62.7844713882493,9,19.1415986835826,39,1.81947377797504,8,1.69920815447453,25,-1.23434778781178,532,1.26099209494539,43,0.32234578191899,69,1
703,Ballyhackamore,Belfast,9.11800463836477,444,14.8430087559001,458,9.42258764837655,427,0.0184127367347485,270,-1.13078763623195,508,-1.2331402939126,531,0.254543401644739,199,0.3173286365589,88,8
704,Ballymacarrett,Belfast,72.3454271712121,5,60.1246544163789,12,24.4403225608351,4,2.18806295940041,4,1.68184946108861,26,-1.72449820103412,558,1.74714764485277,8,0.296487099232422,147,1
705,Ballynafeigh,Belfast,20.2012638946578,256,26.4024449359551,284,11.1216602475897,347,0.62971835896173,98,0.51720717712048,165,-1.56690488269496,552,0.815211459313918,93,0.291272756889641,165,5
706,Ballysillan,Belfast,37.7695948140264,82,36.4738998433153,142,15.7805730757332,121,1.06116701031988,46,1.05740237401534,68,-0.90286107240113,494,0.587717976157006,130,0.367025879381423,10,2
707,Beechmount,Belfast,50.988934309976,29,49.342732446418196,40,18.8623611364596,42,1.29183993446288,31,1.28622580824491,50,-1.55805373390155,550,1.35181689477061,26,0.296990461616041,145,1
708,Bellevue,Belfast,25.6598265552865,176,31.0193132834301,213,13.5773435723957,217,0.499343356518927,124,0.223297643441764,222,-0.450894308991199,390,1.55168526107023,17,0.30845850920159,103,4
709,Belmont,Belfast,8.84933425770362,449,19.6102028869662,396,9.61486251347398,415,-0.202351615648005,349,-0.747845091919661,453,-0.226248950001502,314,-0.0492401414742165,287,0.242355195752168,359,8
710,Blackstaff,Belfast,50.1553048835882,32,39.1003619897466,114,17.6347103522979,68,1.55459956541111,19,2.0641201059067,7,-1.31939289589508,537,0.37993810915401,167,0.370395241407338,8,1
711,Bloomfield,Belfast,29.2632549611305,143,31.5536352672986,203,14.7255630877356,154,0.778069809846402,79,0.941846765205052,82,-1.30141826885944,536,0.836650602634872,88,0.269407453239691,250,3
712,Botanic,Belfast,37.8658416544184,81,35.3501888246071,154,18.017582712285,56,0.910665286838369,56,0.436811223848644,188,-1.88407998383579,563,1.31811179265816,34,0.349906905857073,25,2
713,Castleview,Belfast,20.5129270376172,254,26.0400725600625,290,13.4160840928781,224,0.352506223513893,163,0.363267976306942,200,-0.48614452357274,400,0.899122713451437,81,0.261223329920913,282,5
714,Cavehill,Belfast,6.40460193474167,496,10.4275216982216,506,8.41379716894288,461,-0.344656809877168,394,-1.76891347209656,550,-0.401810923785049,366,0.212987502190482,215,0.279915258354687,204,9
715,Cherryvalley,Belfast,5.83334798842746,505,13.0703350424458,474,7.45723111999811,486,-0.49069553252175,430,-1.36536321259393,530,-0.868900949683056,489,-0.39521511708926,381,0.311483821266339,96,9
716,Chichester Park,Belfast,24.662053979862,193,30.9299860397158,215,14.8286197646303,147,0.710616334922691,89,-0.495500127884373,400,-1.54458040433354,549,1.10741719598982,53,0.297165200058939,142,4
717,Cliftonville,Belfast,30.4996062844241,134,34.7349368851421,162,14.6054622725286,164,1.20479052521019,35,0.0607338936361857,265,-1.10853604127359,520,1.05510811045249,62,0.319308180191315,79,3
718,Clonard,Belfast,57.1893244825994,20,57.212152528351,18,20.5925177680615,28,1.16703132618475,40,1.32590519088642,46,-1.74969185181509,560,1.33961234379517,29,0.328229871993554,48,1
719,Crumlin,Belfast,78.0716066934069,1,57.1165181939111,19,27.7136682466436,2,2.42326906948175,1,2.53136907558019,2,-1.91441387990129,564,1.6735714518172,13,0.323549011098209,64,1
720,Duncairn,Belfast,57.227968944591,19,47.2787000764118,56,21.6159350722301,16,1.66867172853556,16,1.91363946667417,14,-0.61972090116724,429,0.302562610179624,185,0.283937422925855,187,1
721,Falls,Belfast,75.6503743570285,2,66.4491717500564,2,23.1811207541807,11,2.17808011339094,5,2.0620036980714,8,-1.70925703985139,555,1.43568072922151,20,0.294597132592758,152,1
722,Falls Park,Belfast,34.7336592592889,99,40.5976180920995,100,15.8484498724261,117,1.04261051827371,47,0.460088816756188,181,-1.13134015448571,523,1.29296886164032,37,0.27407299961722,230,2
723,Finaghy,Belfast,6.9521691405945,485,13.8945511336989,466,8.63010826456387,449,-0.181962328559738,346,-1.75190014213086,549,-0.960810851164738,499,0.520264937644887,144,0.267722558295409,257,9
724,Fortwilliam,Belfast,17.5601581352995,295,24.1073235036039,325,12.6887235593653,256,0.527598035027176,117,-0.705945679030957,443,-0.948929327495877,497,0.863040115360093,85,0.290148624344543,169,6
