DZ21,catholic_bg_pct,proj_unity_pct,provenance
N20000072,26.8,32.6,modelled
N20000073,17.1,38.2,modelled
N20000074,12.6,28.4,modelled
N20000075,33.3,25.9,modelled
N20000076,43.4,38.2,modelled
N20000077,25.2,24.4,modelled
N20000078,17.5,29.0,modelled
N20000079,5.7,27.2,modelled
N20000080,24.2,27.1,modelled
N20000081,26.6,40.8,modelled
N20000082,9.6,24.9,modelled
N20000083,31.9,25.9,modelled
N20000084,39.9,44.2,modelled
N20000085,28.6,18.8,modelled
N20000086,2.8,17.5,modelled
N20000087,4.0,14.3,modelled
N20000088,2.5,19.2,modelled
N20000089,6.0,23.1,modelled
N20000090,6.2,24.6,modelled
N20000091,2.4,17.6,modelled
N20000092,6.6,16.8,modelled
N20000093,2.5,26.3,modelled
N20000094,4.4,17.7,modelled
N20000095,7.1,41.0,modelled
N20000096,3.4,31.9,modelled
N20000097,4.4,30.9,modelled
N20000098,3.1,34.0,modelled
N20000099,2.8,31.9,modelled
N20000100,4.4,17.5,modelled
N20000101,2.8,16.7,modelled
N20000102,8.5,34.9,modelled
N20000103,6.5,26.7,modelled
N20000104,4.1,45.4,modelled
N20000105,7.4,36.7,modelled
N20000106,7.5,32.0,modelled
N20000107,11.5,26.7,modelled
N20000108,6.6,35.1,modelled
N20000109,3.6,7.7,modelled
N20000110,3.0,24.4,modelled
N20000111,3.4,25.2,modelled
N20000112,6.5,27.5,modelled
N20000113,6.0,24.7,modelled
N20000114,3.4,15.9,modelled
N20000115,5.1,12.1,modelled
N20000116,8.1,21.5,modelled
N20000117,3.5,24.0,modelled
N20000118,2.6,18.5,modelled
N20000119,3.3,35.1,modelled
N20000120,3.7,25.4,modelled
N20000121,7.6,32.9,modelled
N20000122,4.8,21.3,modelled
N20000123,5.5,23.6,modelled
N20000124,9.6,32.4,modelled
N20000125,6.6,20.5,modelled
N20000126,15.4,22.9,modelled
N20000127,3.6,11.6,modelled
N20000128,16.1,16.1,modelled
N20000129,6.5,29.9,modelled
N20000130,7.7,18.9,modelled
N20000131,5.9,43.7,modelled
N20000132,23.5,23.9,modelled
N20000133,13.8,15.6,modelled
N20000134,26.9,21.9,modelled
N20000135,17.6,12.3,modelled
N20000136,9.1,11.6,modelled
N20000137,5.9,18.7,modelled
N20000138,5.0,16.1,modelled
N20000139,7.8,33.1,modelled
N20000140,28.1,28.9,modelled
N20000141,18.2,35.8,modelled
N20000142,4.0,31.2,modelled
N20000143,22.2,12.3,modelled
N20000144,13.4,30.5,modelled
N20000145,4.6,12.9,modelled
N20000146,5.5,40.0,modelled
N20000147,7.6,27.2,modelled
N20000148,12.9,37.7,modelled
N20000149,20.0,23.9,modelled
N20000150,1.9,14.4,modelled
N20000151,13.6,33.0,modelled
N20000152,28.0,18.4,modelled
N20000153,2.7,21.5,modelled
N20000154,3.1,37.0,modelled
N20000155,4.8,21.3,modelled
N20000156,14.2,23.2,modelled
N20000157,16.3,29.7,modelled
N20000158,18.4,19.8,modelled
N20000159,2.6,29.6,modelled
N20000160,28.3,38.9,modelled
N20000161,27.2,35.1,modelled
N20000162,18.6,35.1,modelled
N20000163,20.6,40.3,modelled
N20000164,28.9,21.2,modelled
N20000165,8.9,13.2,modelled
N20000166,23.2,13.4,modelled
N20000167,23.8,35.3,modelled
N20000168,6.5,17.7,modelled
N20000169,60.8,33.3,modelled
N20000170,6.8,41.5,modelled
N20000171,15.5,19.6,modelled
N20000172,39.9,39.0,modelled
N20000173,45.4,53.0,modelled
N20000174,2.9,25.9,modelled
N20000175,23.5,34.6,modelled
N20000176,8.7,31.5,modelled
N20000177,47.6,34.2,modelled
N20000178,53.2,54.8,modelled
N20000179,14.0,36.9,modelled
N20000180,1.9,22.4,modelled
N20000181,6.5,29.8,modelled
N20000182,3.7,36.3,modelled
N20000183,5.0,28.2,modelled
N20000184,3.4,28.0,modelled
N20000185,9.1,5.0,modelled
N20000186,31.0,31.1,modelled
N20000187,4.6,24.2,modelled
N20000188,23.4,36.7,modelled
N20000189,1.9,31.4,modelled
N20000190,5.6,17.5,modelled
N20000191,7.9,22.6,modelled
N20000192,3.5,29.1,modelled
N20000193,5.0,1.0,modelled
N20000194,3.1,25.9,modelled
N20000195,6.0,14.5,modelled
N20000196,6.5,15.6,modelled
N20000197,6.1,24.8,modelled
N20000198,5.6,17.8,modelled
N20000199,2.5,20.3,modelled
N20000200,6.2,17.3,modelled
N20000201,41.1,41.7,modelled
N20000202,3.3,24.6,modelled
N20000203,37.3,58.0,modelled
N20000204,33.2,33.4,modelled
N20000205,19.6,38.7,modelled
N20000206,23.3,22.2,modelled
N20000207,88.4,69.0,modelled
N20000208,81.6,51.9,modelled
N20000209,85.4,60.4,modelled
N20000210,86.2,66.2,modelled
N20000211,29.4,35.2,modelled
N20000212,5.1,34.1,modelled
N20000213,9.2,32.6,modelled
N20000214,10.6,25.7,modelled
N20000215,24.3,24.4,modelled
N20000216,12.9,30.0,modelled
N20000217,16.8,29.1,modelled
N20000218,17.7,34.9,modelled
N20000219,46.4,52.0,modelled
N20000220,19.8,33.9,modelled
N20000221,16.8,30.2,modelled
N20000222,20.3,32.6,modelled
N20000223,27.7,33.1,modelled
N20000224,38.0,34.7,modelled
N20000225,11.6,30.5,modelled
N20000226,28.1,25.4,modelled
N20000227,34.4,25.6,modelled
N20000228,15.3,28.2,modelled
N20000229,12.8,44.9,modelled
N20000230,29.9,36.4,modelled
N20000231,46.5,53.7,modelled
N20000232,51.6,49.1,modelled
N20000233,54.1,42.6,modelled
N20000234,54.7,50.9,modelled
N20000235,46.7,33.0,modelled
N20000236,38.6,54.7,modelled
N20000237,32.3,36.6,modelled
N20000238,67.8,45.0,modelled
N20000239,44.7,51.6,modelled
N20000240,54.3,42.9,modelled
N20000241,28.2,33.3,modelled
N20000242,23.7,31.1,modelled
N20000243,72.0,70.9,modelled
N20000244,77.0,63.5,modelled
N20000245,89.2,56.0,modelled
N20000246,79.9,76.6,modelled
N20000247,71.3,60.6,modelled
N20000248,27.7,24.6,modelled
N20000249,84.4,82.0,modelled
N20000250,85.6,73.7,modelled
N20000251,84.6,69.8,modelled
N20000252,83.1,65.2,modelled
N20000253,76.1,64.0,modelled
N20000254,81.4,67.1,modelled
N20000255,82.6,45.7,modelled
N20000256,82.2,72.3,modelled
N20000257,18.2,55.8,modelled
N20000258,14.7,27.3,modelled
N20000259,12.4,24.3,modelled
N20000260,16.5,42.0,modelled
N20000261,9.9,25.4,modelled
N20000262,16.1,28.2,modelled
N20000263,16.2,22.1,modelled
N20000264,28.6,36.8,modelled
N20000265,36.5,46.8,modelled
N20000266,17.6,24.3,modelled
N20000267,62.5,55.3,modelled
N20000268,30.9,39.3,modelled
N20000269,18.7,32.8,modelled
N20000270,70.6,62.5,modelled
N20000271,59.1,67.3,modelled
N20000272,65.1,62.5,modelled
N20000273,80.4,74.1,modelled
N20000274,11.2,17.2,modelled
N20000275,60.9,62.9,modelled
N20000276,68.5,69.3,modelled
N20000277,87.1,62.9,modelled
N20000278,18.3,21.5,modelled
N20000279,23.6,77.2,modelled
N20000280,16.3,29.3,modelled
N20000281,36.9,42.4,modelled
N20000282,55.7,47.8,modelled
N20000283,74.3,61.4,modelled
N20000284,80.7,52.6,modelled
N20000285,36.2,35.7,modelled
N20000286,85.0,61.4,modelled
N20000287,88.3,65.6,modelled
N20000288,62.9,52.1,modelled
N20000289,73.9,49.5,modelled
N20000290,73.1,63.6,modelled
N20000291,71.0,61.5,modelled
N20000292,85.8,74.9,modelled
N20000293,61.9,52.2,modelled
N20000294,89.5,60.1,modelled
N20000295,64.4,61.7,modelled
N20000296,56.2,47.4,modelled
N20000297,88.2,74.2,modelled
N20000298,90.5,76.5,modelled
N20000299,71.5,66.8,modelled
N20000300,85.2,56.6,modelled
N20000301,77.9,65.0,modelled
N20000302,62.7,61.5,modelled
N20000303,93.3,71.9,modelled
N20000304,62.5,43.1,modelled
N20000305,24.8,39.1,modelled
N20000306,56.0,61.4,modelled
N20000307,51.4,40.6,modelled
N20000308,50.8,55.9,modelled
N20000309,80.9,69.3,modelled
N20000310,61.8,49.1,modelled
N20000311,63.4,68.0,modelled
N20000312,79.6,73.0,modelled
N20000313,70.7,47.4,modelled
N20000314,27.6,76.2,modelled
N20000315,41.0,40.9,modelled
N20000316,82.5,83.5,modelled
N20000317,85.1,82.4,modelled
N20000318,87.9,76.6,modelled
N20000319,68.7,46.4,modelled
N20000320,25.9,40.9,modelled
N20000321,93.0,59.8,modelled
N20000322,92.2,88.8,modelled
N20000323,75.0,43.2,modelled
N20000324,47.4,41.3,modelled
N20000325,48.5,46.3,modelled
N20000326,10.2,29.0,modelled
N20000327,93.0,71.4,modelled
N20000328,49.5,62.5,modelled
N20000329,88.0,82.2,modelled
N20000330,82.9,99.0,modelled
N20000331,83.9,68.0,modelled
N20000332,60.6,52.2,modelled
N20000333,44.0,49.6,modelled
N20000334,52.1,64.2,modelled
N20000335,83.5,89.9,modelled
N20000336,69.7,81.8,modelled
N20000337,68.6,60.7,modelled
N20000338,25.4,37.0,modelled
N20000339,65.1,69.1,modelled
N20000340,31.9,34.3,modelled
N20000341,70.6,63.2,modelled
N20000342,88.0,78.2,modelled
N20000343,56.0,60.3,modelled
N20000344,56.8,58.0,modelled
N20000345,78.1,77.2,modelled
N20000346,64.1,61.8,modelled
N20000347,83.6,66.5,modelled
N20000348,88.8,91.0,modelled
N20000349,84.6,70.6,modelled
N20000350,89.8,83.7,modelled
N20000351,84.7,53.4,modelled
N20000352,83.4,73.5,modelled
N20000353,84.8,71.8,modelled
N20000354,79.6,71.1,modelled
N20000355,94.7,79.5,modelled
N20000356,53.3,58.5,modelled
N20000357,7.1,19.2,modelled
N20000358,36.8,39.8,modelled
N20000359,6.1,41.9,modelled
N20000360,46.9,48.4,modelled
N20000361,65.0,68.6,modelled
N20000362,20.7,35.4,modelled
N20000363,23.7,41.9,modelled
N20000364,34.2,37.9,modelled
N20000365,21.2,33.8,modelled
N20000366,23.3,36.6,modelled
N20000367,43.4,44.5,modelled
N20000368,15.6,57.4,modelled
N20000369,29.6,36.2,modelled
N20000370,89.7,65.3,modelled
N20000371,89.8,72.7,modelled
N20000372,88.2,76.1,modelled
N20000373,91.7,69.4,modelled
N20000374,88.0,69.7,modelled
N20000375,86.5,71.6,modelled
N20000376,87.7,64.7,modelled
N20000377,30.2,31.4,modelled
N20000378,94.9,70.7,modelled
N20000379,79.3,50.7,modelled
N20000380,78.0,92.0,modelled
N20000381,81.6,85.0,modelled
N20000382,74.8,38.6,modelled
N20000383,26.4,46.5,modelled
N20000384,11.1,25.5,modelled
N20000385,11.9,25.6,modelled
N20000386,76.3,30.4,modelled
N20000387,10.9,28.7,modelled
N20000388,11.7,20.9,modelled
N20000389,17.0,23.3,modelled
N20000390,18.1,22.8,modelled
N20000391,21.1,30.8,modelled
N20000392,9.1,29.4,modelled
N20000393,27.5,30.6,modelled
N20000394,9.7,1.0,modelled
N20000395,44.1,31.8,modelled
N20000396,11.2,23.6,modelled
N20000397,3.9,25.4,modelled
N20000398,33.0,27.8,modelled
N20000399,16.3,33.2,modelled
N20000400,47.4,15.1,modelled
N20000401,72.6,64.1,modelled
N20000402,18.8,29.6,modelled
N20000403,42.8,40.1,modelled
N20000404,18.9,25.1,modelled
N20000405,28.1,41.2,modelled
N20000406,6.8,13.2,modelled
N20000407,13.9,22.4,modelled
N20000408,19.4,26.0,modelled
N20000409,4.6,22.9,modelled
N20000410,17.3,30.2,modelled
N20000411,36.6,30.8,modelled
N20000412,20.6,41.9,modelled
N20000413,22.9,37.8,modelled
N20000414,19.1,31.2,modelled
N20000415,19.8,35.2,modelled
N20000416,33.5,45.6,modelled
N20000417,9.0,29.8,modelled
N20000418,40.3,42.0,modelled
N20000419,22.7,26.2,modelled
N20000420,18.2,25.1,modelled
N20000421,73.9,67.9,modelled
N20000422,76.5,64.6,modelled
N20000423,93.6,74.6,modelled
N20000424,83.2,71.4,modelled
N20000425,80.8,88.0,modelled
N20000426,96.0,73.3,modelled
N20000427,92.6,79.9,modelled
N20000428,91.6,61.2,modelled
N20000429,90.2,64.7,modelled
N20000430,22.2,27.2,modelled
N20000431,90.8,88.7,modelled
N20000432,92.9,79.7,modelled
N20000433,59.0,39.6,modelled
N20000434,53.7,55.8,modelled
N20000435,75.5,64.4,modelled
N20000436,59.3,41.8,modelled
N20000437,56.2,55.2,modelled
N20000438,52.8,31.9,modelled
N20000439,91.2,72.0,modelled
N20000440,20.9,29.6,modelled
N20000441,71.4,67.9,modelled
N20000442,76.9,71.9,modelled
N20000443,36.3,40.1,modelled
N20000444,52.5,44.9,modelled
N20000445,68.5,54.4,modelled
N20000446,33.7,41.9,modelled
N20000447,42.9,34.4,modelled
N20000448,84.2,75.9,modelled
N20000449,81.5,79.8,modelled
N20000450,9.9,24.3,modelled
N20000451,26.3,34.6,modelled
N20000452,80.8,59.5,modelled
N20000453,81.2,83.5,modelled
N20000454,82.3,57.1,modelled
N20000455,21.8,52.6,modelled
N20000456,14.7,45.6,modelled
N20000457,13.6,25.8,modelled
N20000458,42.3,45.1,modelled
N20000459,20.1,32.8,modelled
N20000460,17.7,33.7,modelled
N20000461,16.8,35.8,modelled
N20000462,7.2,23.8,modelled
N20000463,7.0,23.0,modelled
N20000464,12.2,35.2,modelled
N20000465,45.6,39.1,modelled
N20000466,8.3,29.0,modelled
N20000467,48.0,52.9,modelled
N20000468,19.6,21.9,modelled
N20000469,9.6,25.4,modelled
N20000470,8.8,25.3,modelled
N20000471,4.0,19.7,modelled
N20000472,12.3,26.2,modelled
N20000473,31.3,33.6,modelled
N20000474,14.4,21.4,modelled
N20000475,8.5,35.2,modelled
N20000476,78.9,57.6,modelled
N20000477,90.6,78.9,modelled
N20000478,80.0,66.5,modelled
N20000479,95.3,76.8,modelled
N20000480,96.4,69.0,modelled
N20000481,92.1,57.2,modelled
N20000482,61.0,58.4,modelled
N20000483,94.3,89.4,modelled
N20000484,92.8,66.2,modelled
N20000485,95.3,93.1,modelled
N20000486,93.9,76.0,modelled
N20000487,95.7,73.1,modelled
N20000488,56.8,46.3,modelled
N20000489,95.2,78.0,modelled
N20000490,93.8,77.8,modelled
N20000491,95.7,82.9,modelled
N20000492,95.5,67.4,modelled
N20000493,94.8,68.6,modelled
N20000494,95.8,85.8,modelled
N20000495,93.5,84.4,modelled
N20000496,85.7,63.1,modelled
N20000497,95.9,79.0,modelled
N20000498,66.1,71.1,modelled
N20000499,97.7,85.1,modelled
N20000500,79.6,71.4,modelled
N20000501,25.0,46.4,modelled
N20000502,29.8,24.8,modelled
N20000503,92.6,69.5,modelled
N20000504,74.9,68.4,modelled
N20000505,85.0,71.8,modelled
N20000506,79.3,52.3,modelled
N20000507,29.8,36.6,modelled
N20000508,85.1,62.7,modelled
N20000509,82.3,75.7,modelled
N20000510,13.9,34.3,modelled
N20000511,95.0,71.7,modelled
N20000512,72.3,45.3,modelled
N20000513,36.7,27.9,modelled
N20000514,24.4,45.2,modelled
N20000515,35.9,46.7,modelled
N20000516,85.0,80.1,modelled
N20000517,7.7,35.5,modelled
N20000518,5.0,22.4,modelled
N20000519,15.6,27.9,modelled
N20000520,7.2,17.7,modelled
N20000521,34.4,24.8,modelled
N20000522,92.4,81.0,modelled
N20000523,13.9,28.5,modelled
N20000524,74.7,60.8,modelled
N20000525,54.9,39.9,modelled
N20000526,20.3,33.0,modelled
N20000527,29.8,46.5,modelled
N20000528,90.9,68.8,modelled
N20000529,19.8,40.6,modelled
N20000530,93.7,84.7,modelled
N20000531,8.3,16.7,modelled
N20000532,83.4,59.3,modelled
N20000533,13.9,25.2,modelled
N20000534,21.1,53.2,modelled
N20000535,84.0,90.3,modelled
N20000536,82.8,72.2,modelled
N20000537,9.5,30.3,modelled
N20000538,90.6,79.7,modelled
N20000539,15.5,47.3,modelled
N20000540,23.8,39.0,modelled
N20000541,93.4,75.2,modelled
N20000542,14.6,25.3,modelled
N20000543,94.1,70.8,modelled
N20000544,10.4,26.9,modelled
N20000545,7.1,26.3,modelled
N20000546,19.7,38.4,modelled
N20000547,13.0,35.0,modelled
N20000548,13.9,32.7,modelled
N20000549,8.5,20.1,modelled
N20000550,17.6,34.8,modelled
N20000551,8.8,35.2,modelled
N20000552,9.5,25.9,modelled
N20000553,12.1,31.3,modelled
N20000554,10.5,38.5,modelled
N20000555,5.1,23.2,modelled
N20000556,13.1,24.6,modelled
N20000557,5.7,17.0,modelled
N20000558,8.3,31.8,modelled
N20000559,4.8,25.3,modelled
N20000560,18.3,8.8,modelled
N20000561,8.1,31.9,modelled
N20000562,8.0,25.7,modelled
N20000563,26.7,25.0,modelled
N20000564,9.5,27.3,modelled
N20000565,19.4,32.9,modelled
N20000566,14.3,39.0,modelled
N20000567,6.0,35.0,modelled
N20000568,15.7,27.0,modelled
N20000569,20.9,25.8,modelled
N20000570,24.3,31.1,modelled
N20000571,20.7,21.8,modelled
N20000572,6.1,26.4,modelled
N20000573,18.6,35.8,modelled
N20000574,13.9,35.2,modelled
N20000575,13.5,21.3,modelled
N20000576,10.9,9.6,modelled
N20000577,12.5,29.8,modelled
N20000578,18.9,37.7,modelled
N20000579,10.2,30.8,modelled
N20000580,20.2,32.9,modelled
N20000581,5.4,34.6,modelled
N20000582,13.7,21.5,modelled
N20000583,13.7,24.2,modelled
N20000584,11.3,34.6,modelled
N20000585,17.3,44.1,modelled
N20000586,9.7,18.6,modelled
N20000587,12.4,32.7,modelled
N20000588,15.3,26.4,modelled
N20000589,5.0,31.7,modelled
N20000590,28.4,35.7,modelled
N20000591,20.4,44.7,modelled
N20000592,42.5,41.6,modelled
N20000593,25.1,43.9,modelled
N20000594,26.8,38.8,modelled
N20000595,37.1,45.3,modelled
N20000596,85.5,67.3,modelled
N20000597,62.2,66.2,modelled
N20000598,53.8,43.9,modelled
N20000599,21.8,36.9,modelled
N20000600,61.1,64.0,modelled
N20000601,39.5,43.1,modelled
N20000602,38.1,42.6,modelled
N20000603,18.0,45.9,modelled
N20000604,21.6,17.8,modelled
N20000605,63.6,55.9,modelled
N20000606,50.9,53.7,modelled
N20000607,33.8,36.8,modelled
N20000608,31.6,24.9,modelled
N20000609,39.8,40.6,modelled
N20000610,27.6,32.1,modelled
N20000611,35.0,39.2,modelled
N20000612,37.7,37.1,modelled
N20000613,31.9,23.2,modelled
N20000614,26.3,35.7,modelled
N20000615,47.1,50.0,modelled
N20000616,37.9,43.2,modelled
N20000617,37.6,60.3,modelled
N20000618,38.1,36.1,modelled
N20000619,61.5,57.0,modelled
N20000620,38.0,30.9,modelled
N20000621,51.4,32.0,modelled
N20000622,49.0,65.3,modelled
N20000623,31.3,34.1,modelled
N20000624,43.6,48.5,modelled
N20000625,49.3,55.9,modelled
N20000626,29.1,47.0,modelled
N20000627,42.6,46.3,modelled
N20000628,21.5,23.1,modelled
N20000629,24.7,35.8,modelled
N20000630,36.6,32.9,modelled
N20000631,36.6,42.2,modelled
N20000632,37.9,42.6,modelled
N20000633,21.2,22.1,modelled
N20000634,12.4,31.7,modelled
N20000635,37.9,57.6,modelled
N20000636,25.6,31.3,modelled
N20000637,25.3,47.7,modelled
N20000638,24.1,32.8,modelled
N20000639,28.5,47.4,modelled
N20000640,38.9,33.7,modelled
N20000641,38.2,51.1,modelled
N20000642,55.0,56.0,modelled
N20000643,39.6,46.0,modelled
N20000644,12.3,24.9,modelled
N20000645,47.2,61.7,modelled
N20000646,55.9,64.4,modelled
N20000647,56.0,46.2,modelled
N20000648,19.5,20.9,modelled
N20000649,38.9,46.4,modelled
N20000650,18.9,34.8,modelled
N20000651,65.9,55.7,modelled
N20000652,44.0,49.8,modelled
N20000653,36.6,43.3,modelled
N20000654,70.9,47.8,modelled
N20000655,8.0,35.3,modelled
N20000656,18.9,33.3,modelled
N20000657,24.6,34.4,modelled
N20000658,28.3,43.0,modelled
N20000659,48.6,50.8,modelled
N20000660,34.6,58.1,modelled
N20000661,46.9,46.7,modelled
N20000662,39.2,49.2,modelled
N20000663,40.9,45.3,modelled
N20000664,5.6,32.0,modelled
N20000665,12.3,22.1,modelled
N20000666,4.2,13.1,modelled
N20000667,15.6,34.3,modelled
N20000668,10.2,20.8,modelled
N20000669,8.5,33.1,modelled
N20000670,8.5,20.3,modelled
N20000671,7.4,25.9,modelled
N20000672,11.0,40.0,modelled
N20000673,5.7,14.5,modelled
N20000674,17.8,37.9,modelled
N20000675,3.8,26.0,modelled
N20000676,5.2,38.6,modelled
N20000677,4.3,26.4,modelled
N20000678,7.7,34.7,modelled
N20000679,8.9,22.6,modelled
N20000680,9.7,29.8,modelled
N20000681,11.3,27.0,modelled
N20000682,11.7,24.7,modelled
N20000683,13.5,44.3,modelled
N20000684,15.3,29.4,modelled
N20000685,16.5,40.0,modelled
N20000686,11.3,20.9,modelled
N20000687,8.7,17.3,modelled
N20000688,20.7,40.2,modelled
N20000689,13.4,28.4,modelled
N20000690,8.0,37.9,modelled
N20000691,6.2,25.5,modelled
N20000692,29.9,47.5,modelled
N20000693,13.0,29.2,modelled
N20000694,18.2,28.8,modelled
N20000695,11.9,36.5,modelled
N20000696,34.7,39.7,modelled
N20000697,10.9,37.2,modelled
N20000698,24.2,48.5,modelled
N20000699,35.2,49.8,modelled
N20000700,13.5,37.8,modelled
N20000701,78.1,66.2,modelled
N20000702,79.0,88.7,modelled
N20000703,13.2,27.2,modelled
N20000704,30.3,38.1,modelled
N20000705,66.9,55.9,modelled
N20000706,92.8,83.7,modelled
N20000707,90.3,78.8,modelled
N20000708,34.0,49.2,modelled
N20000709,72.4,71.7,modelled
N20000710,78.7,64.8,modelled
N20000711,5.1,12.0,modelled
N20000712,82.9,73.6,modelled
N20000713,49.8,61.1,modelled
N20000714,8.1,38.7,modelled
N20000715,92.8,68.2,modelled
N20000716,12.5,39.5,modelled
N20000717,3.7,36.0,modelled
N20000718,6.9,47.1,modelled
N20000719,89.7,74.3,modelled
N20000720,5.7,14.4,modelled
N20000721,29.0,29.2,modelled
N20000722,16.3,24.6,modelled
N20000723,10.0,37.9,modelled
N20000724,89.0,90.6,modelled
N20000725,84.4,67.0,modelled
N20000726,50.3,51.9,modelled
N20000727,12.0,30.2,modelled
N20000728,13.2,41.7,modelled
N20000729,8.1,38.9,modelled
N20000730,12.9,29.9,modelled
N20000731,70.9,68.0,modelled
N20000732,85.5,66.1,modelled
N20000733,73.3,73.5,modelled
N20000734,85.8,57.5,modelled
N20000735,90.3,84.8,modelled
N20000736,8.5,24.2,modelled
N20000737,11.2,30.7,modelled
N20000738,76.2,62.8,modelled
N20000739,10.4,37.2,modelled
N20000740,86.5,71.6,modelled
N20000741,86.4,60.6,modelled
N20000742,14.9,24.4,modelled
N20000743,72.7,78.7,modelled
N20000744,20.9,37.7,modelled
N20000745,71.3,45.8,modelled
N20000746,86.2,67.7,modelled
N20000747,79.7,48.5,modelled
N20000748,89.8,80.5,modelled
N20000749,79.9,74.8,modelled
N20000750,83.6,54.9,modelled
N20000751,89.2,75.1,modelled
N20000752,92.4,84.1,modelled
N20000753,93.5,76.3,modelled
N20000754,76.0,55.1,modelled
N20000755,91.0,86.0,modelled
N20000756,85.3,84.2,modelled
N20000757,72.8,83.0,modelled
N20000758,91.8,96.7,modelled
N20000759,60.3,76.1,modelled
N20000760,89.1,67.7,modelled
N20000761,92.2,68.1,modelled
N20000762,90.7,79.5,modelled
N20000763,59.8,59.4,modelled
N20000764,69.1,63.1,modelled
N20000765,87.8,80.3,modelled
N20000766,80.6,79.7,modelled
N20000767,79.0,63.6,modelled
N20000768,90.9,79.6,modelled
N20000769,72.9,75.7,modelled
N20000770,76.0,68.3,modelled
N20000771,84.5,53.0,modelled
N20000772,67.9,55.0,modelled
N20000773,92.2,58.7,modelled
N20000774,76.7,63.5,modelled
N20000775,75.3,64.1,modelled
N20000776,7.1,30.7,modelled
N20000777,93.3,70.5,modelled
N20000778,84.3,33.8,modelled
N20000779,82.9,48.1,modelled
N20000780,82.7,24.6,modelled
N20000781,94.3,59.1,modelled
N20000782,84.8,65.3,modelled
N20000783,84.0,54.1,modelled
N20000784,91.9,64.1,modelled
N20000785,91.3,59.8,modelled
N20000786,64.4,62.4,modelled
N20000787,87.8,68.2,modelled
N20000788,83.3,66.2,modelled
N20000789,70.9,59.7,modelled
N20000790,11.7,36.3,modelled
N20000791,58.3,54.1,modelled
N20000792,82.4,73.0,modelled
N20000793,75.4,59.8,modelled
N20000794,85.4,69.0,modelled
N20000795,24.8,37.4,modelled
N20000796,78.2,61.7,modelled
N20000797,58.2,50.6,modelled
N20000798,7.6,14.3,modelled
N20000799,83.5,57.3,modelled
N20000800,14.1,32.0,modelled
N20000801,9.6,38.7,modelled
N20000802,88.0,65.5,modelled
N20000803,81.4,66.4,modelled
N20000804,63.6,45.1,modelled
N20000805,19.0,37.0,modelled
N20000806,8.0,34.5,modelled
N20000807,77.0,68.7,modelled
N20000808,83.7,66.1,modelled
N20000809,40.7,52.8,modelled
N20000810,79.5,45.9,modelled
N20000811,6.8,30.4,modelled
N20000812,87.7,66.1,modelled
N20000813,3.6,1.6,modelled
N20000814,71.4,50.9,modelled
N20000815,86.6,55.5,modelled
N20000816,71.2,59.2,modelled
N20000817,59.0,60.9,modelled
N20000818,79.2,75.4,modelled
N20000819,46.9,49.0,modelled
N20000820,3.9,25.5,modelled
