DZ21,catholic_bg_pct,proj_unity_pct,provenance
N20000120,3.7,22.7,modelled
N20000121,7.6,30.7,modelled
N20000122,4.8,18.3,modelled
N20000123,5.5,20.9,modelled
N20000124,9.6,30.1,modelled
N20000125,6.6,17.4,modelled
N20000126,15.4,21.7,modelled
N20000127,3.6,8.2,modelled
N20000128,16.1,14.5,modelled
N20000129,6.5,27.7,modelled
N20000130,7.7,16.1,modelled
N20000131,5.9,42.2,modelled
N20000132,23.5,22.5,modelled
N20000133,13.8,13.9,modelled
N20000134,26.9,20.1,modelled
N20000135,17.6,8.6,modelled
N20000136,9.1,7.8,modelled
N20000137,5.9,17.1,modelled
N20000138,5.0,14.6,modelled
N20000139,7.8,30.7,modelled
N20000140,28.1,28.0,modelled
N20000141,18.2,33.3,modelled
N20000142,4.0,29.0,modelled
N20000143,22.2,10.0,modelled
N20000144,13.4,27.9,modelled
N20000145,4.6,9.5,modelled
N20000146,5.5,40.0,modelled
N20000147,7.6,24.7,modelled
N20000148,12.9,35.6,modelled
N20000149,20.0,22.1,modelled
N20000150,1.9,13.0,modelled
N20000151,13.6,30.6,modelled
N20000152,28.0,16.4,modelled
N20000153,2.7,20.2,modelled
N20000154,3.1,35.2,modelled
N20000155,4.8,20.1,modelled
N20000156,14.2,20.4,modelled
N20000157,16.3,27.0,modelled
N20000158,18.4,18.0,modelled
N20000159,2.6,29.1,modelled
N20000160,28.3,38.6,modelled
N20000161,27.2,34.3,modelled
N20000162,18.6,33.9,modelled
N20000163,20.6,40.1,modelled
N20000164,28.9,19.9,modelled
N20000165,8.9,11.7,modelled
N20000166,23.2,11.0,modelled
N20000167,23.8,34.1,modelled
N20000168,6.5,16.3,modelled
N20000169,60.8,32.2,modelled
N20000170,6.8,41.5,modelled
N20000171,15.5,18.2,modelled
N20000172,39.9,38.2,modelled
N20000173,45.4,52.9,modelled
N20000174,2.9,25.4,modelled
N20000175,23.5,34.1,modelled
N20000176,8.7,31.0,modelled
N20000177,47.6,33.0,modelled
N20000178,53.2,55.2,modelled
N20000179,14.0,36.6,modelled
N20000180,1.9,21.6,modelled
N20000181,6.5,29.5,modelled
N20000182,3.7,36.4,modelled
N20000183,5.0,27.5,modelled
N20000184,3.4,27.6,modelled
N20000185,9.1,3.1,modelled
N20000186,31.0,30.2,modelled
N20000187,4.6,23.7,modelled
N20000188,23.4,35.8,modelled
N20000189,1.9,31.2,modelled
N20000190,5.6,16.6,modelled
N20000191,7.9,21.5,modelled
N20000192,3.5,28.7,modelled
N20000193,5.0,2.8,modelled
N20000194,3.1,25.6,modelled
N20000195,6.0,13.4,modelled
N20000196,6.5,14.4,modelled
N20000197,6.1,24.1,modelled
N20000198,5.6,16.3,modelled
N20000199,2.5,19.5,modelled
N20000200,6.2,16.1,modelled
N20000201,41.1,41.5,modelled
N20000202,3.3,24.0,modelled
N20000203,37.3,58.3,modelled
N20000204,33.2,32.6,modelled
N20000205,19.6,38.2,modelled
N20000206,23.3,20.7,modelled
N20000207,88.4,69.9,modelled
N20000208,81.6,52.1,modelled
N20000209,85.4,60.8,modelled
N20000210,86.2,66.9,modelled
N20000211,29.4,32.7,modelled
N20000212,5.1,32.2,modelled
N20000213,9.2,30.5,modelled
N20000214,10.6,22.6,modelled
N20000215,24.3,21.6,modelled
N20000216,12.9,27.1,modelled
N20000217,16.8,26.4,modelled
N20000218,17.7,32.3,modelled
N20000219,46.4,50.1,modelled
N20000220,19.8,31.2,modelled
N20000221,16.8,27.5,modelled
N20000222,20.3,32.0,modelled
N20000223,27.7,30.6,modelled
N20000224,38.0,32.0,modelled
N20000225,11.6,29.7,modelled
N20000226,28.1,22.5,modelled
N20000227,34.4,24.2,modelled
N20000228,15.3,27.4,modelled
N20000229,12.8,45.3,modelled
N20000230,29.9,36.0,modelled
N20000231,46.5,53.6,modelled
N20000232,51.6,48.7,modelled
N20000233,54.1,42.0,modelled
N20000234,54.7,50.7,modelled
N20000235,46.7,31.9,modelled
N20000236,38.6,54.9,modelled
N20000237,32.3,35.7,modelled
N20000238,67.8,44.6,modelled
N20000239,44.7,51.7,modelled
N20000240,54.3,42.3,modelled
N20000241,28.2,32.3,modelled
N20000242,23.7,30.5,modelled
N20000243,72.0,71.7,modelled
N20000244,77.0,63.8,modelled
N20000245,89.2,56.1,modelled
N20000246,79.9,77.8,modelled
N20000247,71.3,61.1,modelled
N20000248,27.7,21.3,modelled
N20000249,84.4,83.3,modelled
N20000250,85.6,74.8,modelled
N20000251,84.6,69.0,modelled
N20000252,83.1,65.9,modelled
N20000253,76.1,64.4,modelled
N20000254,81.4,67.5,modelled
N20000255,82.6,45.4,modelled
N20000256,82.2,73.5,modelled
N20000257,18.2,54.3,modelled
N20000258,14.7,24.5,modelled
N20000259,12.4,21.1,modelled
N20000260,16.5,39.8,modelled
N20000261,9.9,22.7,modelled
N20000262,16.1,25.6,modelled
N20000263,16.2,18.9,modelled
N20000264,28.6,34.6,modelled
N20000265,36.5,45.0,modelled
N20000266,17.6,21.6,modelled
N20000267,62.5,53.9,modelled
N20000268,30.9,37.5,modelled
N20000269,18.7,30.5,modelled
N20000270,70.6,61.2,modelled
N20000271,59.1,66.3,modelled
N20000272,65.1,61.0,modelled
N20000273,80.4,73.5,modelled
N20000274,11.2,14.2,modelled
N20000275,60.9,61.5,modelled
N20000276,68.5,68.3,modelled
N20000277,87.1,61.7,modelled
N20000278,18.3,18.5,modelled
N20000279,23.6,77.0,modelled
N20000280,16.3,26.9,modelled
N20000281,36.9,40.6,modelled
N20000282,55.7,46.1,modelled
N20000283,74.3,60.0,modelled
N20000284,80.7,51.0,modelled
N20000285,36.2,33.4,modelled
N20000286,85.0,60.1,modelled
N20000287,88.3,64.6,modelled
N20000288,62.9,50.4,modelled
N20000289,73.9,47.7,modelled
N20000290,73.1,62.4,modelled
N20000291,71.0,60.2,modelled
N20000292,85.8,74.5,modelled
N20000293,61.9,50.5,modelled
N20000294,89.5,58.6,modelled
N20000295,64.4,59.9,modelled
N20000296,56.2,44.9,modelled
N20000297,88.2,73.0,modelled
N20000298,90.5,75.4,modelled
N20000299,71.5,65.3,modelled
N20000300,85.2,54.3,modelled
N20000301,77.9,63.4,modelled
N20000302,62.7,59.5,modelled
N20000303,93.3,70.5,modelled
N20000304,62.5,40.4,modelled
N20000305,24.8,36.7,modelled
N20000306,56.0,59.4,modelled
N20000307,51.4,37.5,modelled
N20000308,50.8,54.0,modelled
N20000309,80.9,68.0,modelled
N20000310,61.8,46.6,modelled
N20000311,63.4,66.5,modelled
N20000312,79.6,71.4,modelled
N20000313,70.7,44.7,modelled
N20000314,27.6,75.0,modelled
N20000315,41.0,38.0,modelled
N20000316,82.5,82.9,modelled
N20000317,85.1,81.7,modelled
N20000318,87.9,75.4,modelled
N20000319,68.7,43.8,modelled
N20000320,25.9,38.5,modelled
N20000321,93.0,57.9,modelled
N20000322,92.2,88.6,modelled
N20000323,75.0,40.3,modelled
N20000324,47.4,38.5,modelled
N20000325,48.5,43.7,modelled
N20000326,10.2,26.0,modelled
N20000327,93.0,70.2,modelled
N20000328,49.5,60.5,modelled
N20000329,88.0,81.4,modelled
N20000330,82.9,97.1,modelled
N20000331,83.9,66.6,modelled
N20000332,60.6,49.9,modelled
N20000333,44.0,47.6,modelled
N20000334,52.1,62.6,modelled
N20000335,83.5,89.3,modelled
N20000336,69.7,80.7,modelled
N20000337,68.6,58.7,modelled
N20000338,25.4,34.5,modelled
N20000339,65.1,67.7,modelled
N20000340,31.9,31.5,modelled
N20000341,70.6,61.5,modelled
N20000342,88.0,77.1,modelled
N20000343,56.0,58.5,modelled
N20000344,56.8,56.2,modelled
N20000345,78.1,76.3,modelled
N20000346,64.1,60.1,modelled
N20000347,83.6,64.9,modelled
N20000348,88.8,90.6,modelled
N20000349,84.6,69.0,modelled
N20000350,89.8,83.4,modelled
N20000351,84.7,51.0,modelled
N20000352,83.4,72.2,modelled
N20000353,84.8,70.4,modelled
N20000354,79.6,69.9,modelled
N20000355,94.7,78.5,modelled
N20000356,53.3,56.7,modelled
N20000357,7.1,15.5,modelled
N20000358,36.8,37.1,modelled
N20000359,6.1,39.8,modelled
N20000360,46.9,46.3,modelled
N20000361,65.0,66.9,modelled
N20000362,20.7,32.3,modelled
N20000363,23.7,39.6,modelled
N20000364,34.2,35.3,modelled
N20000365,21.2,31.1,modelled
N20000366,23.3,34.0,modelled
N20000367,43.4,42.1,modelled
N20000368,15.6,55.9,modelled
N20000369,29.6,33.6,modelled
N20000370,89.7,63.9,modelled
N20000371,89.8,71.3,modelled
N20000372,88.2,74.9,modelled
N20000373,91.7,67.7,modelled
N20000374,88.0,67.9,modelled
N20000375,86.5,70.5,modelled
N20000376,87.7,63.3,modelled
N20000377,30.2,28.2,modelled
N20000378,94.9,69.3,modelled
N20000379,79.3,48.4,modelled
N20000380,78.0,91.5,modelled
N20000381,81.6,84.6,modelled
N20000382,74.8,35.7,modelled
N20000383,26.4,44.1,modelled
N20000384,11.1,22.2,modelled
N20000385,11.9,22.4,modelled
N20000386,76.3,27.0,modelled
N20000387,10.9,25.8,modelled
N20000388,11.7,17.6,modelled
N20000389,17.0,20.1,modelled
N20000390,18.1,19.7,modelled
N20000391,21.1,28.0,modelled
N20000392,9.1,26.4,modelled
N20000393,27.5,27.4,modelled
N20000394,9.7,1.0,modelled
N20000395,44.1,28.8,modelled
N20000396,11.2,20.5,modelled
N20000397,3.9,21.9,modelled
N20000398,33.0,24.5,modelled
N20000399,16.3,30.5,modelled
N20000400,47.4,11.1,modelled
N20000401,72.6,62.5,modelled
N20000402,18.8,26.7,modelled
N20000403,42.8,37.5,modelled
N20000404,18.9,21.7,modelled
N20000405,28.1,38.5,modelled
N20000406,6.8,9.4,modelled
N20000407,13.9,19.1,modelled
N20000408,19.4,22.9,modelled
N20000409,4.6,19.1,modelled
N20000410,17.3,27.3,modelled
N20000411,36.6,27.7,modelled
N20000412,20.6,39.4,modelled
N20000413,22.9,35.3,modelled
N20000414,19.1,28.5,modelled
N20000415,19.8,32.7,modelled
N20000416,33.5,43.3,modelled
N20000417,9.0,27.0,modelled
N20000418,40.3,39.3,modelled
N20000419,22.7,22.9,modelled
N20000420,18.2,21.6,modelled
N20000421,73.9,66.5,modelled
N20000422,76.5,63.0,modelled
N20000423,93.6,73.3,modelled
N20000424,83.2,70.0,modelled
N20000425,80.8,87.6,modelled
N20000426,96.0,72.0,modelled
N20000427,92.6,78.9,modelled
N20000428,91.6,59.2,modelled
N20000429,90.2,62.8,modelled
N20000430,22.2,24.0,modelled
N20000431,90.8,88.3,modelled
N20000432,92.9,78.9,modelled
N20000433,59.0,36.7,modelled
N20000434,53.7,54.1,modelled
N20000435,75.5,62.8,modelled
N20000436,59.3,39.0,modelled
N20000437,56.2,53.1,modelled
N20000438,52.8,28.8,modelled
N20000439,91.2,70.6,modelled
N20000440,20.9,26.6,modelled
N20000441,71.4,66.2,modelled
N20000442,76.9,70.8,modelled
N20000443,36.3,37.3,modelled
N20000444,52.5,42.4,modelled
N20000445,68.5,52.3,modelled
N20000446,33.7,39.3,modelled
N20000447,42.9,31.3,modelled
N20000448,84.2,74.8,modelled
N20000449,81.5,78.8,modelled
N20000450,9.9,20.9,modelled
N20000451,26.3,31.6,modelled
N20000452,80.8,57.6,modelled
N20000453,81.2,83.0,modelled
N20000454,82.3,55.0,modelled
N20000455,21.8,50.3,modelled
N20000456,14.7,43.2,modelled
N20000457,13.6,22.3,modelled
N20000458,42.3,42.4,modelled
N20000459,20.1,29.8,modelled
N20000460,17.7,30.8,modelled
N20000461,16.8,33.1,modelled
N20000462,7.2,20.3,modelled
N20000463,7.0,19.3,modelled
N20000464,12.2,32.2,modelled
N20000465,45.6,36.1,modelled
N20000466,8.3,26.2,modelled
N20000467,48.0,50.9,modelled
N20000468,19.6,18.4,modelled
N20000469,9.6,21.9,modelled
N20000470,8.8,22.1,modelled
N20000471,4.0,16.4,modelled
N20000472,12.3,23.0,modelled
N20000473,31.3,30.6,modelled
N20000474,14.4,18.0,modelled
N20000475,8.5,32.5,modelled
N20000476,78.9,55.7,modelled
N20000477,90.6,77.9,modelled
N20000478,80.0,64.9,modelled
N20000479,95.3,75.6,modelled
N20000480,96.4,67.6,modelled
N20000481,92.1,54.8,modelled
N20000482,61.0,56.4,modelled
N20000483,94.3,88.6,modelled
N20000484,92.8,64.5,modelled
N20000485,95.3,92.7,modelled
N20000486,93.9,74.7,modelled
N20000487,95.7,71.7,modelled
N20000488,56.8,43.6,modelled
N20000489,95.2,76.6,modelled
N20000490,93.8,77.0,modelled
N20000491,95.7,82.1,modelled
N20000492,95.5,65.7,modelled
N20000493,94.8,66.6,modelled
N20000494,95.8,85.1,modelled
N20000495,93.5,83.9,modelled
N20000496,85.7,61.1,modelled
N20000497,95.9,77.9,modelled
N20000498,66.1,70.0,modelled
N20000499,97.7,84.6,modelled
N20000500,79.6,70.1,modelled
N20000501,25.0,43.9,modelled
N20000502,29.8,21.3,modelled
N20000503,92.6,67.5,modelled
N20000504,74.9,67.1,modelled
N20000505,85.0,70.4,modelled
N20000506,79.3,50.1,modelled
N20000507,29.8,33.7,modelled
N20000508,85.1,60.9,modelled
N20000509,82.3,74.8,modelled
N20000510,13.9,31.6,modelled
N20000511,95.0,70.2,modelled
N20000512,72.3,42.6,modelled
N20000513,36.7,24.6,modelled
N20000514,24.4,42.9,modelled
N20000515,35.9,44.4,modelled
N20000516,85.0,79.0,modelled
N20000517,7.7,32.9,modelled
N20000518,5.0,19.1,modelled
N20000519,15.6,24.7,modelled
N20000520,7.2,14.2,modelled
N20000521,34.4,21.4,modelled
N20000522,92.4,79.9,modelled
N20000523,13.9,25.4,modelled
N20000524,74.7,58.7,modelled
N20000525,54.9,37.1,modelled
N20000526,20.3,30.1,modelled
N20000527,29.8,44.2,modelled
N20000528,90.9,67.4,modelled
N20000529,19.8,38.2,modelled
N20000530,93.7,84.0,modelled
N20000531,8.3,13.0,modelled
N20000532,83.4,57.3,modelled
N20000533,13.9,21.6,modelled
N20000534,21.1,51.4,modelled
N20000535,84.0,90.1,modelled
N20000536,82.8,70.9,modelled
N20000537,9.5,27.2,modelled
N20000538,90.6,79.0,modelled
N20000539,15.5,45.2,modelled
N20000540,23.8,36.5,modelled
N20000541,93.4,74.0,modelled
N20000542,14.6,22.0,modelled
N20000543,94.1,69.5,modelled
N20000544,10.4,23.9,modelled
N20000545,7.1,23.1,modelled
N20000546,19.7,35.9,modelled
N20000547,13.0,32.1,modelled
N20000548,13.9,30.0,modelled
N20000549,8.5,16.3,modelled
N20000550,17.6,32.2,modelled
N20000551,8.8,32.3,modelled
N20000552,9.5,22.6,modelled
N20000553,12.1,28.4,modelled
N20000554,10.5,36.0,modelled
N20000555,5.1,19.9,modelled
N20000556,13.1,21.2,modelled
N20000557,5.7,13.4,modelled
N20000558,8.3,28.9,modelled
N20000559,4.8,22.2,modelled
N20000560,18.3,5.2,modelled
N20000561,8.1,29.0,modelled
N20000562,8.0,23.3,modelled
N20000563,26.7,22.1,modelled
N20000564,9.5,24.3,modelled
N20000565,19.4,30.6,modelled
N20000566,14.3,37.3,modelled
N20000567,6.0,32.6,modelled
N20000568,15.7,24.1,modelled
N20000569,20.9,22.5,modelled
N20000570,24.3,28.6,modelled
N20000571,20.7,19.0,modelled
N20000572,6.1,23.3,modelled
N20000573,18.6,33.6,modelled
N20000574,13.9,33.0,modelled
N20000575,13.5,18.5,modelled
N20000576,10.9,6.4,modelled
N20000577,12.5,27.5,modelled
N20000578,18.9,35.2,modelled
N20000579,10.2,28.6,modelled
N20000580,20.2,30.1,modelled
N20000581,5.4,32.1,modelled
N20000582,13.7,18.7,modelled
N20000583,13.7,21.5,modelled
N20000584,11.3,32.5,modelled
N20000585,17.3,41.8,modelled
N20000586,9.7,15.7,modelled
N20000587,12.4,30.6,modelled
N20000588,15.3,23.9,modelled
N20000589,5.0,29.7,modelled
N20000590,28.4,33.7,modelled
N20000591,20.4,42.5,modelled
N20000592,42.5,39.0,modelled
N20000593,25.1,41.6,modelled
N20000594,26.8,36.2,modelled
N20000595,37.1,42.9,modelled
N20000596,85.5,65.7,modelled
N20000597,62.2,64.6,modelled
N20000598,53.8,41.2,modelled
N20000599,21.8,34.2,modelled
N20000600,61.1,62.6,modelled
N20000601,39.5,40.8,modelled
N20000602,38.1,40.1,modelled
N20000603,18.0,43.7,modelled
N20000604,21.6,13.4,modelled
N20000605,63.6,53.6,modelled
N20000606,50.9,51.5,modelled
N20000607,33.8,34.0,modelled
N20000608,31.6,21.3,modelled
N20000609,39.8,38.1,modelled
N20000610,27.6,28.9,modelled
N20000611,35.0,36.4,modelled
N20000612,37.7,34.2,modelled
N20000613,31.9,19.6,modelled
N20000614,26.3,32.8,modelled
N20000615,47.1,48.0,modelled
N20000616,37.9,40.6,modelled
N20000617,37.6,58.7,modelled
N20000618,38.1,33.2,modelled
N20000619,61.5,55.2,modelled
N20000620,38.0,27.9,modelled
N20000621,51.4,29.0,modelled
N20000622,49.0,64.0,modelled
N20000623,31.3,31.1,modelled
N20000624,43.6,46.0,modelled
N20000625,49.3,54.1,modelled
N20000626,29.1,44.6,modelled
N20000627,42.6,43.8,modelled
N20000628,21.5,19.5,modelled
N20000629,24.7,33.2,modelled
N20000630,36.6,29.6,modelled
N20000631,36.6,39.7,modelled
N20000632,37.9,40.3,modelled
N20000633,21.2,18.7,modelled
N20000634,12.4,29.1,modelled
N20000635,37.9,55.9,modelled
N20000636,25.6,28.3,modelled
N20000637,25.3,45.3,modelled
N20000638,24.1,29.8,modelled
N20000639,28.5,45.1,modelled
N20000640,38.9,30.6,modelled
N20000641,38.2,48.8,modelled
N20000642,55.0,54.0,modelled
N20000643,39.6,43.4,modelled
N20000644,12.3,21.7,modelled
N20000645,47.2,60.0,modelled
N20000646,55.9,63.0,modelled
N20000647,56.0,43.8,modelled
N20000648,19.5,17.5,modelled
N20000649,38.9,44.0,modelled
N20000650,18.9,32.2,modelled
N20000651,65.9,53.7,modelled
N20000652,44.0,47.8,modelled
N20000653,36.6,41.0,modelled
N20000654,70.9,45.3,modelled
N20000655,8.0,32.9,modelled
N20000656,18.9,30.6,modelled
N20000657,24.6,31.7,modelled
N20000658,28.3,40.7,modelled
N20000659,48.6,48.8,modelled
N20000660,34.6,56.2,modelled
N20000661,46.9,44.2,modelled
N20000662,39.2,47.0,modelled
N20000663,40.9,43.0,modelled
N20000664,5.6,29.2,modelled
N20000665,12.3,18.8,modelled
N20000666,4.2,9.3,modelled
N20000667,15.6,31.4,modelled
N20000668,10.2,17.3,modelled
N20000669,8.5,30.3,modelled
N20000670,8.5,17.1,modelled
N20000671,7.4,22.8,modelled
N20000672,11.0,37.6,modelled
N20000673,5.7,10.8,modelled
N20000674,17.8,35.2,modelled
N20000675,3.8,23.1,modelled
N20000676,5.2,36.2,modelled
N20000677,4.3,23.2,modelled
N20000678,7.7,32.1,modelled
N20000679,8.9,19.3,modelled
N20000680,9.7,27.0,modelled
N20000681,11.3,23.9,modelled
N20000682,11.7,21.6,modelled
N20000683,13.5,42.3,modelled
N20000684,15.3,26.3,modelled
N20000685,16.5,37.6,modelled
N20000686,11.3,17.4,modelled
N20000687,8.7,13.9,modelled
N20000688,20.7,37.6,modelled
N20000689,13.4,25.5,modelled
N20000690,8.0,35.7,modelled
N20000691,6.2,22.3,modelled
N20000692,29.9,45.4,modelled
N20000693,13.0,26.2,modelled
N20000694,18.2,25.8,modelled
N20000695,11.9,34.1,modelled
N20000696,34.7,37.1,modelled
N20000697,10.9,34.7,modelled
N20000698,24.2,46.6,modelled
N20000699,35.2,47.9,modelled
N20000700,13.5,35.4,modelled
N20000701,78.1,64.8,modelled
N20000702,79.0,88.5,modelled
N20000703,13.2,24.2,modelled
N20000704,30.3,35.6,modelled
N20000705,66.9,53.6,modelled
N20000706,92.8,82.8,modelled
N20000707,90.3,77.9,modelled
N20000708,34.0,47.4,modelled
N20000709,72.4,70.6,modelled
N20000710,78.7,63.2,modelled
N20000711,5.1,10.9,modelled
N20000712,82.9,74.8,modelled
N20000713,49.8,62.1,modelled
N20000714,8.1,38.9,modelled
N20000715,92.8,69.2,modelled
N20000716,12.5,39.4,modelled
N20000717,3.7,36.1,modelled
N20000718,6.9,47.7,modelled
N20000719,89.7,75.7,modelled
N20000720,5.7,13.0,modelled
N20000721,29.0,28.5,modelled
N20000722,16.3,23.8,modelled
N20000723,10.0,37.8,modelled
N20000724,89.0,92.6,modelled
N20000725,84.4,67.9,modelled
N20000726,50.3,52.1,modelled
N20000727,12.0,29.8,modelled
N20000728,13.2,41.7,modelled
N20000729,8.1,39.1,modelled
N20000730,12.9,29.5,modelled
N20000731,70.9,69.0,modelled
N20000732,85.5,66.5,modelled
N20000733,73.3,74.8,modelled
N20000734,85.8,57.5,modelled
N20000735,90.3,86.4,modelled
N20000736,8.5,23.4,modelled
N20000737,11.2,30.2,modelled
N20000738,76.2,63.2,modelled
N20000739,10.4,37.3,modelled
N20000740,86.5,72.6,modelled
N20000741,86.4,61.0,modelled
N20000742,14.9,23.6,modelled
N20000743,72.7,80.4,modelled
N20000744,20.9,37.7,modelled
N20000745,71.3,45.4,modelled
N20000746,86.2,68.7,modelled
N20000747,79.7,48.4,modelled
N20000748,89.8,82.3,modelled
N20000749,79.9,76.4,modelled
N20000750,83.6,55.0,modelled
N20000751,89.2,76.5,modelled
N20000752,92.4,85.8,modelled
N20000753,93.5,77.7,modelled
N20000754,76.0,55.1,modelled
N20000755,91.0,87.9,modelled
N20000756,85.3,86.1,modelled
N20000757,72.8,85.2,modelled
N20000758,91.8,98.4,modelled
N20000759,60.3,77.6,modelled
N20000760,89.1,68.5,modelled
N20000761,92.2,69.0,modelled
N20000762,90.7,80.8,modelled
N20000763,59.8,60.5,modelled
N20000764,69.1,63.8,modelled
N20000765,87.8,81.8,modelled
N20000766,80.6,81.2,modelled
N20000767,79.0,64.3,modelled
N20000768,90.9,81.1,modelled
N20000769,72.9,76.9,modelled
N20000770,76.0,69.8,modelled
N20000771,84.5,53.2,modelled
N20000772,67.9,55.4,modelled
N20000773,92.2,59.0,modelled
N20000774,76.7,64.2,modelled
N20000775,75.3,65.1,modelled
N20000776,7.1,30.4,modelled
N20000777,93.3,71.3,modelled
N20000778,84.3,33.0,modelled
N20000779,82.9,47.9,modelled
N20000780,82.7,23.4,modelled
N20000781,94.3,59.5,modelled
N20000782,84.8,66.1,modelled
N20000783,84.0,54.4,modelled
N20000784,91.9,64.7,modelled
N20000785,91.3,60.2,modelled
N20000786,64.4,62.7,modelled
N20000787,87.8,68.9,modelled
N20000788,83.3,66.8,modelled
N20000789,70.9,60.0,modelled
N20000790,11.7,36.2,modelled
N20000791,58.3,54.1,modelled
N20000792,82.4,74.2,modelled
N20000793,75.4,60.2,modelled
N20000794,85.4,70.0,modelled
N20000795,24.8,37.1,modelled
N20000796,78.2,61.8,modelled
N20000797,58.2,50.2,modelled
N20000798,7.6,12.9,modelled
N20000799,83.5,57.2,modelled
N20000800,14.1,31.6,modelled
N20000801,9.6,38.6,modelled
N20000802,88.0,65.7,modelled
N20000803,81.4,66.7,modelled
N20000804,63.6,44.7,modelled
N20000805,19.0,36.7,modelled
N20000806,8.0,34.4,modelled
N20000807,77.0,69.2,modelled
N20000808,83.7,66.5,modelled
N20000809,40.7,52.9,modelled
N20000810,79.5,45.2,modelled
N20000811,6.8,30.1,modelled
N20000812,87.7,66.4,modelled
N20000813,3.6,2.9,modelled
N20000814,71.4,50.9,modelled
N20000815,86.6,55.3,modelled
N20000816,71.2,59.4,modelled
N20000817,59.0,61.1,modelled
N20000818,79.2,76.4,modelled
N20000819,46.9,48.9,modelled
N20000820,3.9,24.9,modelled
