,DUP,Sinn Féin,UUP,SDLP,Alliance,TUV,Green,PBP,Aontú,Independent,Other
BELFAST EAST,54.962981206134295,4.641804984656284,3.3214565724563507,0.7943893669751546,33.604668952819395,4.1625376893977463e-07,1.5788205485747409,1.190420319119606e-06,2.1153039707293782e-07,0.10391981616602126,0.9919567340132298
BELFAST NORTH,44.01696700531514,42.43592052964313,0.9019427532083543,4.766165445920654,5.648018115990038,3.782280283277681e-07,1.3746862111527247,0.12920750797955985,3.5252748593830634e-07,8.644023741095943e-07,0.7270908356325371
BELFAST SOUTH AND MID DOWN,30.996047933082696,14.036844690909854,4.525070147751669,26.298353440615816,18.622878390427108,2.584932448720339e-07,4.866955731873735,5.387447431957214e-07,3.7167163006928605e-07,0.053777877208917024,0.6000706192206263
BELFAST WEST,18.977534454117272,61.20839251298877,0.6739502749929732,6.822251713659909,2.1998690725469503,2.2028831630699632e-07,0.04443221310580448,9.12316553628924,4.29481489488803e-07,0.01747058073171292,0.9329329917975712
EAST ANTRIM,57.38318382352647,9.101063438498361,11.836680245641864,3.7542316963080977,14.780223932989163,0.8781876888461524,1.0662783207598652e-06,3.111804535190144e-07,2.5126842150059397e-07,5.738608088914806e-07,2.2664269716018763
EAST LONDONDERRY,46.99191023155978,26.391534627001253,7.382637663884545,12.393737963314019,6.0457805455234235,4.3333123369823795e-07,9.88161065347342e-07,0.01727553057892563,3.766741532951349e-07,1.2630307720190485e-06,0.7771203769408365
FERMANAGH AND SOUTH TYRONE,1.362198786677915,48.24915742506008,41.987764058035395,6.005616343339712,1.6392650354324272,3.8861314078391496e-07,0.755995195648939,3.9882139779966136e-07,3.6112270218302963e-07,1.4933010211085004e-06,5.139472533042682e-07
FOYLE,15.933322038782782,40.62988034661378,2.01719720199526e-06,38.47675171459059,1.8223630633826333,2.9387449610986555e-07,1.0683592874688736e-06,3.1376766988629603,6.747510360886143e-07,1.7498255619779697e-06,3.3375965474580474e-07
LAGAN VALLEY,58.0155574680999,4.8701053081052175,17.363389611496522,8.754437620636647,9.692784794345737,3.9487316827335383e-07,1.1926735219907647e-06,8.719693346493866e-07,2.535918474754915e-07,0.407650951836893,0.8960715323711645
MID ULSTER,26.469010699611953,52.26397223099366,9.498588364972703,9.404788702498653,2.3476815670297997,5.099951003961913e-07,0.015956691255897538,2.821429702542368e-07,3.990486454701606e-07,3.0838462639236267e-07,2.440659920791958e-07
NEWRY AND ARMAGH,23.776205635755066,48.747294603378585,7.880198682100521,17.173830359739092,2.422468352500052,3.9730084901756386e-07,3.871615619991819e-07,4.2161563305182505e-07,4.1890646988872813e-07,4.523871806811137e-07,2.8915496865070573e-07
NORTH ANTRIM,58.77051673305487,17.096436261667332,6.864055370652988,5.1256001122855475,5.579980343422869,6.5468010995784285,7.196497142654415e-07,3.322167594137518e-07,3.4958639847845324e-07,5.111807699540202e-07,0.016608166704324863
NORTH DOWN,38.42354738698582,1.3177005872593366,0.1837976623434845,0.9828359002850615,11.166523670183139,4.72315162058606e-07,6.275060408413761,6.901569160573152e-07,2.1743323358752334e-07,39.31732046307101,2.3332125415531104
SOUTH ANTRIM,39.11356057966877,17.876817057472234,30.167615530713398,5.407864001590886,7.383165094833032,4.968818856413826e-07,0.008294210626409655,4.0925325658243684e-07,2.84258103688408e-07,0.005561905290746831,0.03712042941125966
SOUTH DOWN,18.05079130861833,40.64218819545986,4.1893616717490385,33.74981357577249,3.367841423297674,4.4941855554660673e-07,1.1788470693501778e-06,3.733082315744945e-07,5.390846018464753e-07,9.094877894221898e-07,3.7495639038951885e-07
STRANGFORD,57.23080757074087,6.603718806849527,10.274015920308422,10.33676142146811,13.068420139364555,6.60074513002102e-07,1.33326265685899,4.286984931848476e-07,2.4376693653341383e-07,6.753074657960666e-07,1.1530114765621253
UPPER BANN,43.684866735715005,29.501385713679717,15.02082808684188,7.412789488558445,4.380127983180557,4.1592723028724947e-07,3.9311924932417644e-07,2.9889101998512435e-07,2.6404989806086126e-07,2.4972247124088463e-07,3.7031455572681853e-07
WEST TYRONE,26.29998634637988,51.103357418833184,4.988251349158637,13.55014418093663,2.294407574156736,5.151684911516789e-07,0.9169670471328321,0.0029312905691664605,3.467530624193131e-07,7.989473737989976e-07,0.8439531319639685
