,DUP,Sinn Féin,UUP,SDLP,Alliance,TUV,Green,PBP,Aontú,Independent,Other
AIRPORT,27.237141552775977,17.74285320683242,18.379730377674903,19.27469129766686,11.772511830215807,3.250915028407935,6.811781364824751e-07,4.140044672355344e-07,4.287692966888214e-07,2.342154607162322,5.753118637366156e-07
ANTRIM,35.37737349255966,11.678105015395209,25.193501262444702,7.554363519503447,15.266254729068036,0.8258250467009057,4.964441867851324e-07,3.1034697810092246e-07,3.3239269487949396e-07,2.3220078631895653,1.7825679319546295
ARDS PENINSULA,43.50367255381112,4.322104233715849e-06,12.418339422133776,19.339385122400166,17.89700495813788,0.6246387950003282,6.551771932254045e-07,3.4703125160185724e-07,3.9737973413574843e-07,5.728185428014866,0.4887679988094277
ARMAGH,14.246668185346238,38.5912981978224,17.223330413651638,29.67899541442646,2.001420211993718e-06,0.25970066371214945,5.617234585035992e-07,3.8163251899379293e-07,4.637539204091274e-07,3.1432526406659544e-06,5.732583992509075e-07
BALLYARNETT,2.4351778569744023e-06,38.198998747450666,2.711402127966972e-06,50.212170889622485,0.03047319143733237,1.0905266243300612e-06,6.011761735983478e-07,0.08504336404401623,7.681015757029729e-07,5.401166466168189,6.072139734892956
BALLYCLARE,55.47452364259538,1.881652679336702e-06,29.27572048776458,1.2776300689849387e-06,15.249748343856238,1.5769339170346049e-06,4.6795761748156814e-07,2.9367592486773396e-07,3.0646363879406493e-07,9.399881685413581e-07,7.814817706792955e-07
BALLYMENA,37.77996267906952,7.115400185568039,13.030505686077369,13.733003085752758,3.8807256336023346,11.455692905441229,7.363438401982466e-07,3.503317073809258e-07,3.744949103959215e-07,13.004707644219305,7.190989747505399e-07
BALLYMONEY,47.91373198433834,18.32809889920199,12.697738997436575,8.84017826068435,3.232435224685574e-06,7.878733368322732,4.4533927247151555e-07,3.252755506810037e-07,3.744029329812562e-07,4.341513397921342,7.146416707826899e-07
BALMORAL,25.781446414382167,9.969916209950636,13.979640350148424,28.794152946573373,17.992969556914666,0.06952647322781741,1.8556270921429706e-06,1.1855822818441686,3.8286831385127056e-07,9.959460516919464e-07,2.2267625325172964
BANBRIDGE,26.418553304859845,12.234833469136492,37.15545741643444,15.398515850021797,3.9734706266917432,1.698561291056352,6.114840887301788e-07,3.737532797886289e-07,4.0861606268709494e-07,3.1206057506944553,8.972514396201308e-07
BANGOR CENTRAL,45.67270590506847,1.8777095618962994e-06,10.427792556461307,0.04665133154561227,17.032136005081465,1.1475463398883898e-06,2.4896535816826917e-06,3.393797378371295e-07,3.9476483693401306e-07,9.978499278563328,16.842208674225756
BANGOR EAST AND DONAGHADEE,43.39917028390047,1.409084556765503e-06,15.361408926990352,0.9690058478625032,13.980905259469896,1.6861632100580743,1.7060386024518772e-06,3.8887990077268705e-07,4.039176668744001e-07,18.00422377903506,6.599118784762921
BANGOR WEST,36.45142390011392,2.0501727933167405e-06,14.613389689964608,3.6450232746478153,16.963014898921585,1.162044473316768e-06,1.9318262184211824e-06,3.206155902412149e-07,3.9137131335344005e-07,18.491962794053713,9.83517958626797
BANN,34.98064949729016,16.4654690900895,25.50865764378416,15.31763205609998,4.070372865278967,3.657215636762823,5.213134655096276e-07,3.193974644040515e-07,3.971953132141136e-07,1.2866193373426088e-06,6.8616882499939e-07
BANNSIDE,44.42776683656744,10.262580758252772,16.116596567310594,5.98860860653834,1.4700113186480226,20.979276191339864,4.464269320157289e-07,3.4267191204572134e-07,3.574245208997535e-07,0.7551579518269742,6.229926175841353e-07
BENBRADAGH,16.576191091079387,51.64762790664398,4.103658968978163,16.180188474465105,1.1963834706550664,7.948964372782755,5.006926520511328e-07,3.6459606992153797e-07,5.040261689493374e-07,2.346983683525815,6.62554835117061e-07
BLACK MOUNTAIN,0.5220435615039674,74.18301941862522,1.3400934123479505e-06,13.829461310044842,0.5989718764882345,6.268378304976008e-07,4.267234117620058e-07,7.778639421711523e-07,4.174777601644033e-07,1.2194159270649005e-06,10.866499024925437
BOTANIC,16.06193548236872,18.305523483916947,12.917052312776338,26.00365979089346,17.88495292075928,0.0077095331730239495,2.5802915060519443e-06,1.6158309612697563,2.8079092714527853e-07,0.004718380061217176,7.198614273698828
