,DUP,Sinn Féin,UUP,SDLP,Alliance,TUV,Green,PBP,Aontú,Independent,Other
AIRPORT,12.276323675593806,5.986044880021173e-07,45.85220050187431,24.081486465259047,10.762992289990414,3.611870628445598e-08,2.8148205008648287e-08,1.7588302069249703e-08,1.7602256623640478e-08,1.5742884926462157,5.452707876574262
ANTRIM,17.547026525047755,0.04650521146438247,46.04037663990246,20.30726692583889,9.81659636541389,4.396380318979493e-08,2.015811458034839e-08,1.2434525383512313e-08,1.3384575075296032e-08,4.74477667807162,1.4974515643199775
ARDS PENINSULA,29.933048945971226,1.9189250931405266e-07,28.58474046907596,14.406082319637337,24.7405385358917,4.662120532046713e-08,2.612144174455452e-08,1.4095494377448906e-08,1.617561197028997e-08,6.819074693416816e-08,2.335589366326754
ARMAGH,5.919252309616796,21.356285584884155,29.505660793705623,41.95720147437477,1.2615995986452138,3.7655205183756265e-08,2.094052515077779e-08,1.5176436548946515e-08,1.8183071647020418e-08,1.2423854904037566e-07,2.2579659328228375e-08
BALLYARNETT,1.6383214491443199,37.56489981275254,1.0928120844017204e-07,55.4498100711003,8.13645804135279e-08,4.5039075339255924e-08,2.3939998108157304e-08,3.2482228596715043e-08,3.125429342544888e-08,0.03453982505947015,5.3124285185819895
BALLYCLARE,17.542424874138643,8.019287139855882e-08,49.98143514646051,5.415541814585433e-08,14.445583213617907,6.185861840629894e-08,1.9536331663307127e-08,1.1873610809857807e-08,1.2682384220069551e-08,8.829066109440463,9.201490416043251
BALLYMENA,26.972089335263014,2.7980919581184027e-07,32.82724580117405,21.272187383311035,4.439833306901306,1.0436284857044467e-07,2.7517996045190244e-08,1.3813312406685399e-08,1.4574107721026746e-08,14.48864370458729,2.868583460982585e-08
BALLYMONEY,32.605890694347295,6.36413457409946,25.11763790728017,19.823936092131913,1.4437492541407165e-07,8.427538313937044e-08,2.0238169324290938e-08,1.44035406848228e-08,1.646875348829754e-08,13.013255144380107,3.075145308000287
BALMORAL,19.3607673239221,0.16783913399642184,25.830271213581558,25.917342491172263,16.163729606273797,3.2173319108508585e-08,7.010393353624417e-08,1.6534127329866518e-08,1.4593191849518592e-08,1.4418442236010889,11.118205874048199
BANBRIDGE,21.100195713902835,11.505513251919778,37.21910544081074,9.707922758525742,7.792378495058121,1.605033741783952,0.5549599978065604,0.37569409074559934,0.4371173062434666,8.900864858461732,0.8012143447414389
