,DUP,Sinn Féin,UUP,SDLP,Alliance,TUV,Green,PBP,Aontú,Independent,Other
AIRPORT,31.843296682942192,12.710160354994427,23.76573880030801,22.79242410991498,8.143549663184574,4.730728775311761e-06,3.468402541795369e-06,2.2042431603821443e-06,2.2289319582338146e-06,0.7448148112216985,2.945127694611687e-06
ANTRIM,35.236359621168084,8.370403224071921,27.678626219016728,13.678040962088199,10.588687412810893,5.57056135708423e-06,2.487278571043501e-06,1.538801955431881e-06,1.6473781386070818e-06,2.702965789754424,1.7449055270697142
ARDS PENINSULA,52.57985935601654,3.7271957333951007,14.095025165975029,11.653861366003365,13.925776998892973,5.998925803922544e-06,3.3549832082987707e-06,1.7859520886218304e-06,2.064910188864274e-06,3.619220146962634,0.3990480279830647
ARMAGH,16.669928191666127,33.14265334964783,15.653413622562482,29.915904052630776,9.510870748453933e-06,4.653797389009503e-06,2.7278603061387783e-06,1.8808083736652646e-06,2.3194304077280105e-06,4.6180768571877095,2.833537845176446e-06
BALLYARNETT,1.1909395673360483e-05,43.400938141689245,1.3214427749637696e-05,52.96075640714783,9.822578678085891e-06,5.51241763303065e-06,3.0336091071800815e-06,3.981881579068001e-06,3.9495113838421874e-06,3.579265222363341,0.05898880497779504
BALLYCLARE,56.21685830747325,9.296932812274318e-06,33.4557262254828,6.403212916349363e-06,6.731600279494702,7.988290063981911e-06,2.3526712901669428e-06,1.4777831305550262e-06,1.5367080419516795e-06,4.838819982935882e-06,3.5957812931310005
BALLYMENA,46.985984371284225,6.5839006921148195,18.739518829232356,14.56026789907977,3.363054798179777,1.385851156746574e-05,3.6712042228168815e-06,1.8296547288448731e-06,1.9134337902875513e-06,9.235387822161586,0.5318643151431692
BALLYMONEY,52.45067769239604,18.17241492276305,15.817876166755127,11.589676548363345,1.5840538272999856e-05,9.372553178888434e-06,2.2375320753749342e-06,1.6179335903181459e-06,1.8482931549827726e-06,1.9693201747984723,3.5780736955056754e-06
BALMORAL,27.46126077620353,6.598278180355869,18.146798380391594,32.651869670287184,12.911604675867068,4.33425903411181e-06,9.487252190702775e-06,2.1263038682579854e-06,1.9138672265527702e-06,2.153518096235353,0.07665235897707566
BANBRIDGE,32.18257217005806,6.386216506763651,32.98121385214683,17.882138558298852,6.6006418348858205,6.849134625174913e-06,2.995674516805607e-06,1.8731499692046853e-06,2.0277454312359057e-06,3.9671988914963947,4.44064587222565e-06
BANGOR CENTRAL,37.485604557262484,9.456592576682462e-06,18.307613056769874,0.08989350236192753,13.232821824175568,5.664949556281483e-06,1.268827743076405e-05,1.6927925602766296e-06,1.9655531884749202e-06,12.787703244064124,18.096332347200708
BANGOR EAST AND DONAGHADEE,39.43892521951927,6.92395847718456e-06,26.202613587041146,1.649971569259148e-05,10.470083346389623,6.681538570418863e-06,8.416772157984867e-06,1.918004808418643e-06,1.970424569340308e-06,17.671550551196024,6.216784885439675
BANGOR WEST,30.490648839753884,1.1130866570664229e-05,18.54469655256638,4.975753429527133,13.2578349948202,6.77666767699495e-06,1.0940821866278618e-05,1.8007639607566781e-06,2.1119470382277644e-06,3.8188200216975585,28.91221340056772
BANN,33.96676445353691,12.795198994555916,33.63802451141402,19.599970599105053,1.7795285050819525e-05,7.872226097034165e-06,2.5379779511215283e-06,1.5714024805184619e-06,1.979043858088655e-06,6.317665070843805e-06,3.367787595588717e-06
BANNSIDE,60.99287256812239,8.880785273410245,20.62756207483188,7.818576167563466,1.1574979251124347,1.5625086162538306e-05,2.2355182756943327e-06,1.7574517872741835e-06,1.792955924231377e-06,0.5226813725775421,3.207369904626361e-06
BENBRADAGH,10.327494691659215,54.71529073965299,5.133743012773918,29.823427918935803,1.53139710843703e-05,6.939296605245216e-06,2.546044834145776e-06,2.0506180694918734e-06,2.6042932798037145e-06,1.0732510270901543e-05,3.4502439387292796e-06
BLACK MOUNTAIN,8.914411703127324e-06,81.56364926769918,6.419116291075813e-06,17.530303763876834,4.852232447056408e-06,3.2168257391744576e-06,2.496970205302041e-06,3.9358742525526865e-06,2.1241049467150615e-06,6.266415406138522e-06,0.906008742472973
