,DUP,Sinn Féin,UUP,SDLP,Alliance,TUV,Green,PBP,Aontú,Independent,Other
N20000001,39.8640761956403,3.483047491351569,22.134014473572442,6.512072848703654,16.10262928214784,10.29659331709601,0.21850921527155812,0.09968719449393978,1.0020969452664061,0.287273036221819,2.3445463207081027e-10
N20000002,17.208053267221118,3.0104904005853195,24.411394433013697,2.334382231208104,18.586724352142536,31.945993553146813,0.774847195876558,0.21833815622778643,1.1978485938487755,0.3119278159215871,8.076965765399267e-10
N20000003,25.68942549665754,5.03173334717722,22.61229180614639,2.546965578022325,12.423030798429124,28.77945562288156,0.8078019306704733,0.15971248496247767,1.39610723877483,0.5534756951952092,1.0828367138101965e-09
N20000004,34.42853240450427,5.66261774337244,9.516252082903211,13.654209305174506,28.1874649052201,5.262146993765993,0.7141128412993525,0.059547692400726396,1.5326852126765216,0.9824308183288687,3.5400032109138137e-10
N20000005,32.26354857300233,1.203068985655427,29.66057847756149,13.955019282694389,13.078674422179033,6.83351368054827,0.33914464665890354,0.14136754492789427,1.3868867440972674,1.1381976423138416,3.6115682597363226e-10
N20000006,18.921975342146585,9.446598526023681,13.630886555295394,3.121015799162165,26.88703015067292,22.589777408168914,2.2336046274695645,0.3617217651128985,2.3040608509335585,0.5033289743027285,7.11586536612196e-10
N20000007,5.2358361003947005,56.794794760573765,6.800354282594349,20.25623713209327,2.897817700445134,6.345381886579982,0.2965174728927257,0.1369659063453681,1.0595007336341342,0.17659402422418646,2.2238011559315075e-10
N20000008,12.901740498866934,38.03043531187047,10.189866796519512,20.326843067662256,8.15329703413781,8.51761133224755,0.4013236244785914,0.06841848777780953,1.0937485794750268,0.3167152666964535,2.6758197586926294e-10
N20000009,23.668519902705512,4.067647551121711,46.65985531387405,2.91546745374325,14.21414508045144,6.5735518486009985,0.41794173330938245,0.058062674641527943,1.0436826739698302,0.38112576707196255,5.103058169239852e-10
N20000010,31.775121269724803,1.2602569195073587,18.599376266010474,4.18776425225181,27.768764095402254,13.958202054136413,0.5393434947914939,0.07806409774879446,1.2122608419125722,0.6208467082424033,2.7162210647273243e-10
N20000011,15.138452057487193,64.83520583282828,4.560912734042195,0.8597511613643366,3.3169531230300446,8.150432007608877,1.006549749329772,0.6340377905685538,1.1739687817472704,0.3237367611244725,8.689959690488149e-10
N20000012,23.591579976204397,2.7014775555336485,4.144952283573921,0.42282231860793346,45.07948243111598,18.446884281333777,4.1192512218326405,0.05797190924445811,1.0658179136910952,0.3697601072592706,1.6028778966363316e-09
N20000013,17.67695164220913,20.838143255897435,18.831593860609964,2.987161770179081,5.8607570163049925,30.276944468326246,1.2753371778646163,0.13407693679822705,1.3183887982258078,0.8006450720949644,1.4895363873666803e-09
N20000014,22.10362676957493,26.404700688601412,17.06850072454508,5.022064540429684,9.267630311423126,13.1795738719894,1.6455172043216122,0.5961866391461167,2.7349564752181696,1.9772427736477896,1.1026879764021423e-09
N20000015,11.421476923847779,78.0312567359686,0.534201784327134,3.929845915141901,1.2403795131821458,3.2247005368446517,0.1856574839724394,0.3227972459268076,0.9566229233598129,0.15306093725898845,1.6972100248815547e-10
N20000016,23.60789096910212,35.71182375468873,11.58495137627464,2.4245069397994747,11.197869635993305,9.945547969473136,2.530994713508237,0.3033711579509901,1.783787648664999,0.9092558339710861,5.732805773347516e-10
N20000017,19.095788439395946,37.15454712466797,3.8924949317605333,5.203546150491267,15.529764188611955,11.873701562715706,3.7631507374222806,0.34119084287768503,2.4141684609456258,0.7316475601972989,9.137149209470865e-10
N20000018,7.504517290913748,35.26171713813596,15.669012049938186,31.043972747214145,4.106486838090372,3.80130221557247,0.3075575142255216,0.6068244684969211,1.3770137430147888,0.3215959942142669,1.8360127757800915e-10
N20000019,15.020442288322403,64.2825785216242,0.9642814255539471,0.08810869653519732,6.008520958571563,8.547880574543196,4.181121597031779,0.08115928155926737,0.6831260533125082,0.14278060003956294,2.9063657914474828e-09
N20000020,38.58675912026047,28.675202188146308,3.7877403716119975,3.4726208797801124,12.630733006573136,7.588867239772555,1.4099556585274498,0.4684006618846233,2.5616494417747084,0.8180714305740757,1.0945697664664921e-09
N20000021,18.173852757927673,9.44170539579885,22.338370671488263,31.510948668392402,10.163646675852329,3.91908030128361,0.768529538565769,0.48932946766832525,1.951241388117592,1.2432951347075838,1.9760776219281768e-10
N20000022,16.572121417068548,45.797663784929185,9.322340301844502,13.537737152273928,5.86442835389317,6.03238939662221,0.41919578120575235,0.6106955543647932,1.6658474667085956,0.1775807909489646,1.4034950621444228e-10
N20000023,23.570471316117704,15.341660402162137,4.5407166588956525,3.952144034034629,37.8456992065341,8.908394477981744,2.39430552849219,0.3717787411742521,2.4950306874990953,0.5797989462434897,8.649953651071721e-10
N20000024,12.169783680303823,42.53243002124134,5.257259411289219,22.501632028553907,3.621582069201522,10.843766184177484,0.32642970242150204,0.6176778822532587,1.8214339574552973,0.30800506286382423,2.388092942250933e-10
N20000025,35.64958331837321,9.69677587245986,33.6738992147445,7.765179170940203,6.987296972428431,3.9429835912913602,0.1448296714387441,0.47453771678383866,1.3167245418419484,0.3481899295934554,1.0442875048687396e-10
N20000026,29.046034292658945,1.8128211024114345,21.800470727487617,4.0452228007182605,21.21250933773018,20.040318445969906,0.48174787190893636,0.04815083702523236,0.9858626277111615,0.5268619560080308,3.7030706040746935e-10
N20000027,35.3895477063398,9.229315907435726,38.463221765085656,1.0800105807655738,10.500639499860677,2.9031179036304526,0.3953775199927165,0.4211270414734962,1.2799069773389022,0.3377350979344111,1.4257303903516464e-10
