,DUP,Sinn Féin,UUP,SDLP,Alliance,TUV,Green,PBP,Aontú,Independent,Other
AIRPORT,15.731299901086857,2.24198338956046e-05,62.94132995082251,9.315394304028029e-06,21.327330381084376,1.052088377855437e-06,8.884860710212739e-07,6.111662981807923e-07,5.724308238783524e-07,4.15790569382418e-06,7.497007779064491e-07
ANTRIM,19.2763595263464,5.789625316137804e-06,33.98600938842873,4.439872547482458e-06,24.57980772924838,1.0689354963528333e-06,4.914646204385401e-07,3.0719966881043293e-07,3.331311876187863e-07,15.511138876869227,6.646672048878403
ARDS PENINSULA,15.790683388845277,4.7656499877447824e-06,32.22201017548775,15.034753518385045,20.383010832815234,1.303516137287074e-06,7.249232421032225e-07,3.8284320749261233e-07,4.3454635836032e-07,8.600264891130722,7.96926958185705
ARMAGH,8.694155350520331,14.425618572759147,26.485978426297105,38.143525907800736,6.287869136474856,0.7190645184128746,0.5612231266549391,0.31019631641190754,0.39826511296729583,3.419884090418481,0.5542194412823286
BALLYARNETT,2.324819779540105e-06,2.336662198684593e-05,22.74912098334563,47.316002442250166,10.98203814747008,1.0236721455279757e-06,5.099061350620495e-07,7.741222193469343e-07,7.167475908145073e-07,5.667014212946674,13.285795498097606
BALLYCLARE,20.973983073431732,1.952984583650132e-06,63.81591651091823,1.3794357420040193e-06,15.210092725527,1.502886093339257e-06,4.4977324415655006e-07,2.946406545241179e-07,3.0141516230370454e-07,9.91437594527947e-07,8.175499654215111e-07
BALLYMENA,34.50562885855586,1.0352322316877054,17.98707065815735,0.6027205300817291,11.62617583760553,0.8447402793625876,0.27790886040041174,0.11498689604887592,0.10985518495273851,32.65370959924134,0.24197106390586381
BALLYMONEY,16.9134819530092,1.375488541882027e-05,23.690802585427683,7.7970773437967695,13.264312080004107,2.9205989540210876e-06,8.384374334084551e-07,5.308021989989321e-07,6.045180277189638e-07,38.33430602997804,1.3585421768156649e-06
BALMORAL,17.590112557088286,6.641470610735317e-06,29.035179295319075,4.369179972264103,31.732469564926507,7.61336293474484e-07,1.7202466662567612e-06,4.2061341829247287e-07,3.713825282376458e-07,3.689433500299523,13.583615195052994
BANBRIDGE,15.866785788868755,1.097588933640281e-05,46.1481593208399,14.418680602658805,7.066795913876024,1.4089528980829834e-06,6.262448016738292e-07,3.887644008061965e-07,4.281888444257425e-07,15.870695231283754,0.6288693144324485
BANGOR CENTRAL,10.46168194411518,1.7597283816697557e-06,24.22376267537735,2.7225809001921348e-06,34.552555601676616,1.0931318887449312e-06,2.322618987226437e-06,3.280677468454515e-07,3.797928361635437e-07,9.967786059780263,20.794205113129866
BANGOR EAST AND DONAGHADEE,12.345184757759588,1.359937214387253e-06,23.37869419729062,3.074161958866765,33.09014811892998,1.2473340641796928e-06,1.5453378272427594e-06,3.787865419375661e-07,3.893031666543054e-07,12.572921441416874,15.538884605037355
BANGOR WEST,12.708380324184416,1.9826738203971737e-06,31.26355628501568,2.9184989634466475e-06,34.30683005715278,1.193484380384775e-06,1.8964355509181176e-06,3.345286102956735e-07,3.9048752335443137e-07,4.085483572782169,17.6357410447561
BANN,19.368632013490807,1.901191943375274e-05,41.03701785689936,21.234280139597967,4.764518516436194,1.5125454571482585e-06,4.757696222512024e-07,3.1195821879110007e-07,4.109318975463642e-07,10.234807459709938,3.3607222907411116
BANNSIDE,40.204577458440106,13.067334163237918,21.229839430761032,4.947905113670254,8.238746021730627,5.968604958328871,0.871102274456856,0.6716582800925555,0.696891681083757,2.8740259466784304,1.2293146715196024
BENBRADAGH,9.66405668940837,2.9618428300863942e-05,30.77864527809541,42.582321421856214,4.621995315970217,1.3207575555903828e-06,5.518588108208537e-07,3.823280487482195e-07,5.294605626632817e-07,9.94774332133292,2.4052055705035915
BLACK MOUNTAIN,0.14639435327513634,7.04150625951637e-05,0.23890375300889283,69.61160976479245,11.674879246648988,8.003198894783184e-07,5.207690271865531e-07,1.0062250023927157e-06,5.07528089345561e-07,1.118979382237178,17.209160250132747
BOTANIC,12.498066465247499,1.5240861952935464e-05,25.73067166437696,15.150803011569051,27.118661267118856,9.888827786739544e-07,2.374039258882946e-06,5.776417407732014e-07,2.9649845305548525e-07,4.1758107132966815,15.325967400466743
BRAID,44.956669708766995,1.662113868225673e-05,22.439495387588863,2.491053557744872e-06,4.761254912019158e-06,2.7493814323950823e-06,5.768472452981727e-07,3.73563044379425e-07,4.278388870527169e-07,32.603805872684944,1.029881414560385e-06
CARNTOGHER,10.638529632332316,3.431232649511515e-05,26.97964023488235,38.65861282454814,1.5066743630673642,1.1875263178530523e-06,4.968242537057085e-07,3.639237447134191e-07,5.222515617449574e-07,6.0083283511938905,16.208177711123568
