,DUP,Sinn Féin,UUP,SDLP,Alliance,TUV,Green,PBP,Aontú,Independent,Other
AIRPORT,26.386254246560533,9.432248136093906e-05,47.285076202292544,13.373125795273493,9.201054784573978,5.0049802521811866e-06,4.160391796086163e-06,2.7049243372377217e-06,2.6585809872396815e-06,3.754376642414301,3.477526433666088e-06
ANTRIM,34.71581531469956,2.8418814048690132e-05,34.37811420880944,0.2195461799385367,18.284746616274756,5.2894664227040964e-06,2.424376688634101e-06,1.5038035852380517e-06,1.6410333452707966e-06,11.938472018151597,0.4632663846320219
ARDS PENINSULA,34.610661532467134,2.7413441850212726e-05,23.224000951316956,12.291172753537655,8.647379448712101,6.509675488913391e-06,3.6216303833885137e-06,1.970313774624136e-06,2.27274439349386e-06,5.516027101512262,15.710716424647995
ARMAGH,13.015692821454392,14.4256730462268,22.832696539759077,37.51045736425015,2.089673633766415,0.7190667717622142,0.5612241639415502,0.310197192548097,0.3982661602196858,5.294283433450801,2.8427688726208276
BALLYARNETT,6.061363178133156,0.00012501656107695607,10.502562838841845,49.490193657906445,5.283614844079391,5.544597356343188e-06,2.732254726510524e-06,4.111828626473383e-06,3.6951203840817643e-06,3.426460565022662,25.235663815654316
BALLYCLARE,35.68912251473238,8.782003598175802e-06,44.422404343541146,0.04066112269970537,10.037933889696582,7.024946009509778e-06,2.2248755268231488e-06,1.326081118945419e-06,1.4312606414093365e-06,9.809853540689698,3.7994736024194583e-06
BALLYMENA,49.29639519915971,3.852450803834025e-05,25.893476663136664,3.1281097946220796e-05,3.1375339239050625e-05,1.3271059426717054e-05,3.573853728832257e-06,1.785607766340057e-06,2.031517000038518e-06,24.810002420856886,3.873863591015363e-06
BALLYMONEY,44.04643012882502,7.182736354363743e-05,18.677006133045662,5.699804958874494,11.458357988616898,1.0804982099261675e-05,2.635300059400917e-06,1.9790524151162554e-06,2.2213089062166386e-06,20.11830694475879,4.377872100382932e-06
BALMORAL,31.970797931310916,3.0924664623957355e-05,30.842049885650884,5.321521678790845,23.64879609538357,3.4639573658744552e-06,8.129652125945608e-06,1.923843301256531e-06,1.6943019953658926e-06,3.2022305572177046,5.014557715226663
BANBRIDGE,25.091981614871585,5.205391744760106e-05,38.77259583465071,15.070622897790555,5.765718749416082,6.716102405623962e-06,3.005703248131686e-06,1.8684900610770997e-06,2.0553652050020305e-06,15.299010791569234,4.412123473036757e-06
BANGOR CENTRAL,25.174079234521464,1.0055453529230877e-05,14.16032669057393,1.4670527401930376e-05,22.786132928638104,5.983194781727102e-06,1.2439643550527419e-05,1.753317395171508e-06,2.054946622579708e-06,9.372882680784649,28.506531508398577
BANGOR EAST AND DONAGHADEE,23.975002195064516,6.674605761378048e-06,22.36567131303359,2.355130738631864,19.673471795184778,6.315235018368349e-06,7.875432811603617e-06,1.8927190583678905e-06,1.9537377741915227e-06,13.429097227268354,18.201602019086486
BANGOR WEST,32.793384280436534,1.1359498698906661e-05,17.642118257482572,1.5195732792165128e-05,21.480796967349967,6.685848077641025e-06,1.0217533844074785e-05,1.756084532583315e-06,2.0894803666620733e-06,2.085173987286757,25.998479203265862
BANN,26.979022028154322,8.777935905788889e-05,34.19546510062741,27.172044941993054,1.735254046817915,7.66818238175274e-06,2.4253997157119333e-06,1.5360692399647713e-06,2.0080867537951636e-06,9.90169325705152,0.016419208258629685
BANNSIDE,69.71905346531014,5.529707453706512e-05,30.280810267997474,2.4549060755842894e-05,2.1603950974974426e-05,1.5151857279572056e-05,2.436146882950208e-06,1.952448474257692e-06,2.115179119226649e-06,9.9235364621843e-06,3.2374378947928374e-06
BENBRADAGH,8.816980346536125,0.00015685677138057116,29.96372144307822,40.975368784582336,1.1881854805614869e-05,6.983160420611253e-06,2.8780619663852504e-06,2.031990614908621e-06,2.7895488052855137e-06,8.562277493199018,11.681468511216314
BLACK MOUNTAIN,0.12843073052331347,0.00029877042484474463,3.2552900439370056,44.91555982588381,4.464709558554614,3.4575679172401086e-06,2.1260262026905377e-06,4.408148827684587e-06,2.2338126386665535e-06,8.572085323534541,38.66361352158631
BOTANIC,23.132604334270553,8.83495391545321e-05,30.08902542030222,13.82797392873096,23.046421240145115,5.897141095089162e-06,1.3292098381156606e-05,3.495143838506972e-06,1.6616847808426211e-06,0.05559924306814327,9.848263137875758
BRAID,52.9969324108423,8.581305374602952e-05,36.519924797188565,1.0678095696265757e-05,1.891587932627958e-05,1.0793687763923595e-05,2.3323219015432436e-06,1.4748515518326975e-06,1.7150853349931165e-06,10.483006784653442,4.284340390736041e-06
CARNTOGHER,14.784706543900256,0.00020851757564132112,15.945350028374701,30.009311888931794,6.556786496691852e-06,6.671049670130931e-06,2.9435779202595224e-06,2.112187697090451e-06,3.1396924439721067e-06,20.044836385244736,19.215565212678637
CARRICK CASTLE,38.23840763446033,1.0285001345345682e-05,27.538508898306393,8.214693370030553e-06,23.364920672392042,7.343049842770222e-06,4.240253026853573e-06,1.7971367836382356e-06,1.5675454021249606e-06,4.360848677077913,6.497280670083562
CASTLE,23.391001003771287,9.030143790866212e-05,28.550878311446656,17.877301793349922,11.959207126492094,3.9988799539388255e-06,3.989427158495529e-06,2.0762665465430653e-06,1.7314735665488726e-06,7.732964135171952,10.488545532282957
CASTLEREAGH EAST,52.9322924685593,6.381818751698005e-06,24.013985408441435,8.046992377649808e-06,18.593507449159684,6.563198237019922e-06,3.6646239965329043e-06,1.5319199935600547e-06,1.479393573319399e-06,2.5636101967769602,1.896576809115699
CASTLEREAGH SOUTH,29.54041817757598,3.9634647629659265e-05,30.472818220422802,4.959438884237166e-05,23.474889834648685,4.506320878997144e-06,7.84341280247492e-06,2.266251668740418e-06,2.2767933469497066e-06,11.623590840547351,4.888176804990033
CAUSEWAY,35.35632160513285,1.5453054975500378e-05,39.852375483584716,8.694073446610904,9.655409001991032,9.007812031809643e-06,7.051101693252114e-06,1.8987825338165167e-06,2.1281327621654785e-06,5.717174165216719,0.724610758579786
CLOGHER VALLEY,17.57792651156815,0.000129417045509513,35.34219805116965,20.977120421785862,6.881075727461409e-06,5.1989246775098214e-06,1.9281592657803464e-06,1.893635009667263e-06,2.1187775292580393e-06,18.974113041345475,7.128494536513137
COAST ROAD,32.37806765775461,4.84812864320823e-05,27.61381886585383,2.001284399475504e-05,19.780341202267763,1.05634033069681e-05,3.4322195507557337e-06,2.154310817127657e-06,2.054074885262886e-06,20.227680042049666,5.533935129936928e-06
COLERAINE,37.48866538290199,2.640939603029449e-05,29.223166628349585,0.41758534436076095,6.550648804667706,8.790919159078642e-06,4.627960530383019e-06,2.155138110356946e-06,2.1265890283604194e-06,25.422089082271757,0.8978006474453379
COLLIN,18.77632320964638,0.0002458467278389833,25.760485953168708,24.817913529399938,13.74243386523994,4.923664180452218e-06,3.270052636802252e-06,5.510558249755447e-06,4.104741519387299e-06,2.3070978619609694,14.595481924839609
COMBER,39.50069081194573,9.018085804616881e-06,28.842047029158103,9.405336031496983e-06,15.474497239123275,9.231662365412378e-06,3.6822912368127182e-06,1.611585403092066e-06,1.7299789047156455e-06,10.056666597731859,6.1260636431012845
COOKSTOWN,24.038879708446085,0.000147047875989058,30.905497071404824,34.73364424312439,9.105786183849699e-06,5.607590743302663e-06,2.0736943042717284e-06,1.5902484533367667e-06,1.693026453261922e-06,10.321808882768693,2.9760338735570088e-06
COURT,29.931062077861164,0.0001251281435633189,20.696694408716706,9.78544675296076,4.197512539477299,6.83095100490961e-06,2.2446145960581425e-06,3.245786313453791e-06,1.795974139282484e-06,3.7913748103875893,31.597770165126846
CRAIGAVON,22.902402496665452,7.915262228648789e-05,31.372183809045747,21.503880487735888,4.705436195343447,3.8963257860946665e-06,2.1224246400499777e-06,1.5090196303928885e-06,1.7058037783808806e-06,7.755253391892203,11.760755233121136
CROTLIEVE,7.272266432914157,0.00013928350050206124,13.70336529310442,57.33723346174927,3.491249726636156,4.1167642261035995e-06,4.155311713200363e-06,1.8874748499273207e-06,2.228748582586309e-06,10.817696702978607,7.378036710817514
CUSHER,24.56192095631801,5.064115819391164e-05,56.669492256263155,16.352980532290903,1.2608314172465147e-05,7.79211017263509e-06,1.751014351096973e-06,1.7230743502391655e-06,1.8457326002127447e-06,0.9248146283874281,1.4907152653366695
DERG,29.469622261332063,0.00011617593049043495,21.84135299209894,20.107221457764282,1.4541276280007167,5.386985841229579e-06,2.4835175615544035e-06,1.8373647833098868e-06,2.123531848102194e-06,26.4725128748111,0.6550347786623794
DOWNPATRICK,0.3824821854472402,0.00010289647364104754,18.23263072310036,50.0569421425625,9.388747424302327,3.2901689159723738e-06,2.7156526729194987e-06,1.772983541564666e-06,2.2408795970691586e-06,8.269174212021701,13.669910396407516
DOWNSHIRE EAST,47.165029337502105,9.75260894252471e-06,38.25316809228108,0.9851251936720316,9.308422919013635,4.7809944926491605e-06,4.3633146884023205e-06,1.5454988981920345e-06,1.7747389752523141e-06,3.9932348846195636,0.2949973557555949
