,DUP,Sinn Féin,UUP,SDLP,Alliance,TUV,Green,PBP,Aontú,Independent,Other
AIRPORT,16.914133350678373,2.329074500287179,30.97384177920543,17.865606785157524,11.139821926781295,3.8373545680848836e-08,3.047644498107087e-08,1.6676982997829457e-08,1.7829116935987402e-08,20.495751804530606,0.2817697500035028
ANTRIM,17.966914192417754,0.24351328543558565,46.01982898070458,13.54675495325508,13.701462386156713,4.4544310820203024e-08,1.9611831987083644e-08,1.266211915370997e-08,1.3376234168144269e-08,3.692466282648608,4.829059829187192
ARDS PENINSULA,31.513843082731928,2.3128400434559104e-07,25.218035867448748,2.48012671135341e-07,31.046827291630724,4.490548192786329e-08,2.5635296660110196e-08,1.4316310456263447e-08,1.6727293390290695e-08,10.846972925262751,1.3743202520447935
ARMAGH,8.011796928829197,12.232198320423574,30.410190151333655,49.34581428153975,7.521391695613049e-08,3.826203142887779e-08,2.073998210794815e-08,1.5646232678800932e-08,1.8560129187512994e-08,1.2644256796206013e-07,2.300896177709522e-08
BALLYARNETT,3.1069593970338683,27.45480211668373,0.18987875452011618,63.43164545595143,0.07134422647442233,0.025130778546847858,0.0708502791190307,0.022490595501470458,0.02384833983777928,4.728242827669746,0.8748072286615277
BALLYCLARE,23.35040499537949,9.473128196259743e-08,42.091179961075525,6.003564413617084e-08,12.22321021177421,6.98450206826091e-08,2.325761976978037e-08,1.3226034151220024e-08,1.4742703364756959e-08,22.335204515663236,4.0269231240876284e-08
BALLYMENA,18.62562951727342,2.6809530466599854e-07,24.86330628952474,18.244162411325593,11.374551915706236,9.393532286496809e-08,2.6359574998137066e-08,1.2879257733082827e-08,1.4051290416660932e-08,25.956036571774476,0.9363128790747828
BALLYMONEY,35.11614612720577,3.893012386062623,32.87995422385055,15.009517032498731,2.6465938435801273,8.050300925496652e-08,1.9182824612252445e-08,1.3896212052907715e-08,1.596548378003814e-08,10.454776225524018,3.173062610094882e-08
BALMORAL,26.14087642016674,0.08569068848864199,28.132645273760424,19.110496804714884,18.17291267360304,3.2455996600910215e-08,7.29594036675866e-08,1.7446746483589254e-08,1.5359188492856446e-08,0.5017743245885361,7.855603676456393
BANBRIDGE,10.843421636357688,0.1934001226414683,55.847600022554445,24.372105012173048,2.839231767437435,5.511142291280783e-08,2.396124833747947e-08,1.5204983017225776e-08,1.6127618603772074e-08,5.891006251954207,0.013235076476435032
BANGOR CENTRAL,17.216114770425776,8.960952723836081e-08,14.81765350787759,1.3938582420842836e-07,17.992261389581213,5.327786212075722e-08,1.1220779999795906e-07,1.594837789314815e-08,1.8839002135112963e-08,18.129627527006672,31.844342375840355
BANGOR EAST AND DONAGHADEE,19.245494947079,6.241378498151967e-08,29.69384152696111,1.477709276231289e-07,15.902371597107352,5.7474949675356346e-08,7.186669618547353e-08,1.7081341597708063e-08,1.7698706704054127e-08,26.12204799857571,9.036243555970426
BANGOR WEST,21.366916376859216,8.322001973329491e-08,20.8601063744291,1.150477961731329e-07,28.75356295688094,4.6010114218440225e-08,7.511301592029557e-08,1.298248943817966e-08,1.5875295569563472e-08,13.675718867805555,15.343695075776438
BANN,12.340219877346335,7.180248213942084e-07,55.78347689953326,29.17786491576232,2.6984374034119236,6.176780081362535e-08,1.8747702134141747e-08,1.2563010585364508e-08,1.637392337607406e-08,5.056208322789616e-08,2.5906808389182622e-08
BANNSIDE,44.344104535947594,3.3307856266793883e-07,38.712751132997035,12.508526608377126,3.6673482048170265,1.2074907691778884e-07,1.7628508609170552e-08,1.3763321514989383e-08,1.3998835647669786e-08,0.5447456139552311,0.2225234046877003
BENBRADAGH,1.388001072926383,18.21736287102433,33.527489273422965,46.867146485516656,9.255101488236412e-08,5.304574380605967e-08,2.2025123034481745e-08,1.4984999650564166e-08,2.035941792337559e-08,6.347517272462539e-08,3.066820753123331e-08
BLACK MOUNTAIN,0.4850094686968904,66.0387682573582,5.466170971262476e-08,27.787724241068148,0.7096649421756507,2.620937969346567e-08,1.9996746090428617e-08,3.206042449479307e-08,1.7089826210050787e-08,2.05004281617559,2.928790124507445
BOTANIC,14.644339367357965,7.394065491526096,29.386750722244454,23.38113038290523,16.201185015441073,3.2180356641023055e-08,9.847404267769856e-08,1.9951630630557194e-08,1.133132084522567e-08,1.677675809927694,7.31485304866015
BRAID,35.40836832748987,1.3439215242676492e-06,57.07044350749846,3.2325011700653556,1.8302298753509024e-07,9.873040083171078e-08,2.2096114096406125e-08,1.5064428991372995e-08,1.6748500173976557e-08,4.288685276718452,3.864390975429573e-08
CARNTOGHER,13.928140235917672,27.97119303398643,18.78201685763817,36.14359386057828,4.467594244280959e-08,4.908854700120457e-08,1.9374541694203185e-08,1.4073597685899022e-08,2.0073674558192525e-08,4.6240893250400945e-08,3.1750558183522575
CARRICK CASTLE,16.80982220282238,8.620846000289173e-08,21.403260268347793,7.048783054207672e-08,33.10783766505227,6.120824811999941e-08,3.3648758369802814e-08,1.5157937843404618e-08,1.375766888323302e-08,18.373362230765593,10.30571735254303
CASTLE,19.496455659756087,6.848883656052656,29.228638467995374,21.46285408527269,9.37099923996074,3.91295430273034e-08,3.749933845652474e-08,1.9415205077438774e-08,1.6400353888693877e-08,8.262647292698146,5.329521485819874
CASTLEREAGH EAST,51.89695606368863,5.027142666271549e-08,11.206149249183333,6.130627783763748e-08,15.62803071628209,5.237216968935788e-08,2.9033306736370956e-08,1.219302546187135e-08,1.1921369714850774e-08,6.364360667829267,14.904503085919108
CASTLEREAGH SOUTH,26.85266032862577,3.0763593616872986e-07,34.14772726253252,3.7035193899124234e-07,32.23276401915477,3.4919477992229965e-08,6.063792826383539e-08,1.7076885680773864e-08,1.7316855813614386e-08,3.0131393346270844e-08,6.766847551616526
CAUSEWAY,30.18576616664225,0.6672542723532847,43.643428938060985,2.575138301539314,18.396299464995298,0.4253717593563277,0.06164619097016938,0.06405621460586089,0.06906668127943083,0.7128838333771196,3.1990881768199593
CLOGHER VALLEY,20.541443299876182,18.411455524264245,36.27842941588598,23.665327997087356,5.52777382872894e-08,4.171334585856726e-08,1.4959848045149606e-08,1.446340818468654e-08,1.6085396742736396e-08,1.1033435978509412,2.2535559033213336e-08
COAST ROAD,26.17700883602869,4.260224901050835e-07,40.84683581504063,1.6627549863142964e-07,11.879387117013538,1.3091335649288603e-07,3.180187463858287e-08,2.0094902519227287e-08,1.7328713147773888e-08,19.04258058225826,2.054186857222039
COLERAINE,29.181385111975686,2.1993726762130032e-07,48.5450494509493,7.970917514097749,9.522756340999951,7.584133770825377e-08,3.621482929249574e-08,1.824009038485685e-08,1.701056303062851e-08,4.779891143826592,7.09066060296747e-08
COLLIN,2.262762905722626,45.04152161010197,14.577955222151006,26.392100325698078,3.165162759376243,3.009332631013388e-08,2.297268376930502e-08,3.293735184461575e-08,2.4140347542092405e-08,3.9165798136594017,4.643917253146985
COMBER,24.383890957714165,7.868975310806241e-08,44.72049657996449,8.049910897703791e-08,25.045081099862244,8.356204710079899e-08,3.1205510780371174e-08,1.4024947635015336e-08,1.4540201550023074e-08,6.467134211058997e-08,5.850530995266193
COOKSTOWN,15.156904895800539,19.281751037348506,29.823334669915234,29.531867768773264,7.578600217950166e-08,4.636240859246112e-08,1.644196982943205e-08,1.2200601081296296e-08,1.333946062660267e-08,5.736688150605924,0.46945331342609065
COURT,16.677797196400707,22.834520009649008,27.40911508608304,8.65302557003323,3.152146300942428,6.10897389425082e-08,1.8433920548152994e-08,2.5282770640193823e-08,1.4849704274197557e-08,4.039725402455009,17.233670314780426
CRAIGAVON,12.727560776166793,10.791731675581936,39.04043619178646,27.138067965381854,6.748014257727407,3.3448120106130146e-08,1.8036661975131377e-08,1.2439216772211705e-08,1.3855631318166797e-08,6.574795286954739e-08,3.5541889898279724
