,DUP,Sinn Féin,UUP,SDLP,Alliance,TUV,Green,PBP,Aontú,Independent,Other
N20000001,44.00843839325224,1.9287802119634287,35.17609000004591,3.0482362005797485,15.83845519325192,2.0250286154837506e-10,1.0687548896259599e-10,1.072350058917669e-10,2.0626763636597635e-10,1.3537943639016717e-10,1.4849527143876422e-10
N20000002,29.230245457197046,2.6144254520268624,42.92140048774849,1.0786858669349442,24.155242733201163,1.222527728618354e-09,4.41478631791494e-10,2.1288190837236345e-10,3.1159097904991847e-10,1.8929088179206797e-10,5.137374723927767e-10
N20000003,37.36393964235488,3.440685717118156,40.84292412936657,1.1445851938733254,17.207865314305966,9.683138740832472e-10,4.520399413923124e-10,1.510653610685429e-10,3.6625889408990185e-10,4.3649527518881197e-10,6.069149057792388e-10
N20000004,37.82416850925293,3.4580873148308147,15.956316356309078,6.381625893202402,36.37980192452594,1.2407525956746643e-10,4.1988223383479005e-10,6.356613896910756e-11,3.4177928164195246e-10,7.530845050268416e-10,1.7644902268388676e-10
N20000005,35.44032803170923,0.8543129543743369,44.339438005828605,5.267829705211835,14.098091301233886,1.5613824186044284e-10,1.48413679664931e-10,1.409855168649132e-10,2.702402358776976e-10,7.631132246114514e-10,1.632279998166334e-10
N20000006,33.320679291726336,6.016752410443557,24.883719276905296,1.7956514401015529,33.98319757722727,6.362736363911995e-10,1.30365274983857e-09,3.425288017811412e-10,6.523134584090063e-10,2.545484755785525e-10,4.0666970366825853e-10
N20000007,12.801055985716845,49.59189155637752,17.535848989748224,14.12081565557183,5.950387811120159,2.1072229911133136e-10,2.1615749303015895e-10,2.1135976130561032e-10,4.530072300366778e-10,1.2246142310190993e-10,2.517187072125557e-10
N20000008,26.29641133828333,26.400694832018317,21.462761976776928,13.149333068837116,12.690798782714735,2.481088606698248e-10,2.578402835821955e-10,9.411593427010714e-11,3.4019524546495056e-10,2.1508446211525224e-10,2.142280724399555e-10
N20000009,26.168833775649013,1.8785267227343714,58.46523998489764,1.1467588808110865,12.340640635010761,1.3388305411637756e-10,1.422518604214136e-10,4.9833721457883515e-11,2.010399313763146e-10,1.7625403028881683e-10,1.9387041934713507e-10
N20000010,38.48817699984486,0.9246416691963463,27.699486242386133,1.8650312048478213,31.022663882159048,4.2344907085213744e-10,3.0332655886160825e-10,7.894657978742623e-11,2.5232237739899045e-10,3.593764715780225e-10,1.4836302991550696e-10
N20000011,40.20871506048426,36.07179730317931,14.899049444694581,0.9137980197698212,7.906640167073715,1.6270987437044484e-10,1.3968194653513157e-09,8.960444781265518e-10,4.41563768293199e-10,4.920328750198558e-10,1.4091441815736244e-09
N20000012,31.059003010305542,1.8555305846432926,8.208961561710872,0.22343847909862968,58.653066359367514,8.747634124967508e-10,2.5750095314899346e-09,6.063587285767729e-11,2.037042741617348e-10,2.347023605458271e-10,9.253434041805232e-10
N20000013,37.58326774645754,16.08214932883031,35.682694621524256,2.2556267636182343,8.396261534612817,1.2525509130428371e-09,9.875013975815046e-10,1.6898589902165243e-10,3.3356452192257103e-10,1.152468948843874e-09,1.061765175001392e-09
N20000014,36.99428128274256,13.819063394350103,32.997139540731986,3.566366498389812,12.62314927773388,2.5095982299296047e-10,1.15746772081579e-09,6.620819138280214e-10,7.174503852714818e-10,2.4750439383910207e-09,7.886452550417478e-10
N20000015,30.625718453828675,58.926503462509984,2.3551795821269375,5.593241452832,2.4993570466321535,9.282768979768226e-11,2.013613672238636e-10,8.301638851214355e-10,3.5289897333793454e-10,1.7944410559670006e-10,4.1354853144306523e-10
N20000016,38.77074568357304,17.658966504008315,23.59968754266655,1.726349493925259,18.244250771163372,1.742745642927143e-10,2.246575489071572e-09,3.669157016040764e-10,5.244615483951952e-10,8.465934739365399e-10,5.046271012568745e-10
N20000017,31.47231611480366,24.35369748938034,10.662598763021123,3.3534287114998165,30.157958915090976,3.1642754353867645e-10,3.1804386358832805e-09,4.466711708768953e-10,8.708496895359011e-10,5.364852873574449e-10,8.532102404515539e-10
N20000018,14.595932785818388,24.203129294285326,34.324531849187615,19.697125998832295,7.179280069918792,6.080709136815489e-11,2.1838384253138484e-10,7.55021697764156e-10,5.21957769307148e-10,2.2327528694815447e-10,1.781177718808223e-10
N20000019,40.0440102740147,39.585207444607455,4.2832093588489855,0.10052656633489307,15.987046345132654,3.81710979960039e-10,5.375546621169786e-09,1.5033699828948143e-10,2.386154941741799e-10,2.0792759371231725e-10,4.707158771737229e-09
N20000020,59.21451994914128,14.440619855913406,8.378801078392527,2.294951121104875,15.671107991659792,1.5214128301377954e-10,9.140206214932793e-10,5.647298149093616e-10,5.097170575644686e-10,6.551499105149772e-10,9.923894389582836e-10
N20000021,24.572070042130076,5.071814452924177,39.57200415933554,17.30042007945339,13.483691263708447,4.463666247195542e-11,4.6397201711455285e-10,5.650223400475849e-10,4.771927373341554e-10,7.722529881831273e-10,1.2531195085453817e-10
N20000022,28.96565722667528,26.517729375091182,24.185907029909128,10.633355325252271,9.697351040763222,8.633746951352315e-11,3.33373555207757e-10,8.953258358301049e-10,7.474076162204608e-10,8.37116742860614e-11,1.6276061396930368e-10
N20000023,30.86106875994141,8.070555734661458,9.641412354520849,2.233595287578007,49.19336785977991,1.8848476057264795e-10,1.4175431935774108e-09,3.9292445435645547e-10,5.562874013948647e-10,3.1596333895188214e-10,6.471574497841855e-10
N20000024,24.59644282106317,38.15992428897068,14.62246373012929,15.780591073398147,6.840578083613772,3.256524102326975e-10,2.477596822500188e-10,9.520717103982765e-10,7.755304552517186e-10,2.210546344129512e-10,3.0289717469557364e-10
N20000025,36.228583161132875,3.5834200246891825,49.201643907881184,3.7123224713192267,7.274030433830765,3.315384748117907e-11,7.565574254053615e-11,4.4945931126306457e-10,3.4823681750044116e-10,1.608455715954954e-10,7.942570454161189e-11
N20000026,38.14985548411343,1.6575614610318017,32.65265897024201,1.7296540520126351,25.810270030580334,8.190638906067996e-10,2.9097767814110246e-10,5.467122029932997e-11,2.402529272328981e-10,3.872418288651955e-10,2.2758500482406315e-10
N20000027,37.784719239457196,2.43621229364865,49.73923212972058,0.6085544708029321,9.431281865195256,1.5956974830688376e-11,2.340146508212601e-10,3.7249304625276834e-10,2.9578351917243015e-10,1.5115044046504532e-10,1.0598815482491121e-10
N20000028,25.549288292063967,22.8667158911618,25.105225176134333,8.083429440125501,18.395341195550966,1.993648153297909e-10,1.3689632335780118e-09,3.8685275764416134e-10,8.143003881266861e-10,1.6950418795095452e-09,4.989162457851449e-10
N20000029,22.734852208175216,27.17662128843394,32.22425763888236,6.56020966813386,11.304059193378183,3.724938625380102e-10,5.692054311937572e-10,6.984180943544624e-10,5.382745246201446e-10,2.721320260827163e-10,5.459287146924625e-10
N20000030,42.35042580982165,1.0233377554237528,25.41469528691229,1.6013056537731953,29.610235491078917,7.421757730927305e-10,5.706188367755343e-10,1.652297428888697e-10,4.542299292926548e-10,7.608935259892715e-10,2.9704199647939467e-10
N20000031,25.575186379764443,1.7256192110117252,46.519488082120155,0.7157970580022054,25.463909267518307,2.5945680455472716e-10,2.8362209357107374e-10,1.7958879543599202e-10,2.1199017279092436e-10,9.472453982401674e-11,5.538035795746185e-10
N20000032,18.654561844657692,47.246359712764544,15.053845667436697,4.318444734974998,14.726788036876481,1.694955273671548e-10,7.452227220307633e-10,3.82700178887617e-10,9.535911064505465e-10,6.195861792116741e-10,4.1901390134162733e-10
N20000033,11.299908255380245,25.944732251978564,16.742624425556755,31.274783179966597,14.737951884984978,1.3547071210367897e-10,9.313049158919221e-10,1.2940532782020272e-10,5.85557330626124e-10,2.0608543463159125e-10,1.4504746472192608e-10
N20000034,20.901854048931888,25.023752232492175,32.42102910155837,16.320523554974212,5.332841060206401,1.1639054260257648e-10,1.9429981538532544e-10,2.7402105581053567e-10,6.160192540097441e-10,4.253758677153971e-10,2.1086170114437112e-10
N20000035,16.451846745007124,22.233614060917752,55.0693681368798,3.7708061381197395,2.474364918264856,2.324384493664685e-11,1.7187164386308206e-10,2.3867085020862025e-10,1.6396202317936314e-10,9.785078105322054e-11,1.1510783548458815e-10
N20000036,39.11156955308533,36.203752098795846,14.579495321788208,0.6999660760007606,9.405216943246064,4.586445341659561e-11,2.676212692631478e-09,1.9272008374955347e-09,6.881286623583281e-10,7.864886819667393e-10,9.598817781970764e-10
N20000037,63.335521695716814,22.917533269208523,8.208856563479095,0.4616031237350851,5.076485344292276,8.413394846676802e-11,4.313026887921531e-10,1.3346582440749684e-09,3.595529636511007e-10,1.0633114899132836e-10,1.2522426826480328e-09
N20000038,38.26592080910886,1.129809223250274,40.40454769930916,0.3949287196117819,19.804793547535336,2.594476651242896e-11,3.066715454861915e-10,4.0797554843691934e-10,1.870265571337997e-10,1.7733953498872945e-11,2.392207683790353e-10
N20000039,39.87102032863982,8.21082625902347,23.815636489203555,4.628505937260706,23.474010984197644,1.2686283233384647e-10,5.903275182252205e-10,2.1909041841700425e-10,1.9561189559916453e-10,9.393344080694853e-11,4.4898411852183035e-10
N20000040,37.078858536195085,33.68713807359219,24.410678989796256,2.6328578751188956,2.1904665231198894,3.7034510057341265e-11,5.165372195372599e-10,7.697365187935814e-10,3.322379794519589e-10,1.7745189902111294e-10,3.446879778722054e-10
N20000041,25.53563736096775,3.2159920553993873,55.74335615365751,1.2006539221602597,14.304360506760439,9.66922003559115e-11,2.3716748979319694e-10,1.956923460666336e-10,2.1080928698086527e-10,8.402280631285845e-11,2.3026675514703083e-10
N20000042,24.93872628982684,1.6451105635909204,65.41887654058917,0.3552699315068101,7.642016673850757,1.6621539566888716e-11,1.5935094079335135e-10,1.7153205134956232e-10,1.4604904752943142e-10,1.1967155038367901e-11,1.299863285247812e-10
N20000043,47.25715109411321,3.5585779105685806,36.23183722383979,0.5736539114456376,12.378779859278092,3.819762147636154e-11,2.212910925931883e-10,1.389129808265584e-10,1.9957105027693628e-10,2.5891480019559928e-11,1.308301186816727e-10
N20000044,43.099322135015335,0.690696306819517,25.737401443904513,0.8784781088129674,29.59410200400827,7.020838158639378e-11,2.986030657973742e-10,4.499259259140999e-10,3.09751961770348e-10,7.786911714157902e-11,2.3302755699272213e-10
N20000045,23.61760159661862,3.070616635466681,43.73472725075025,2.271479273692393,27.30557524189733,1.2056588579196314e-10,5.015319285188897e-10,2.5262133496016754e-10,2.7790367319266596e-10,1.6730930425300687e-10,2.548069102699432e-10
N20000046,53.97709278733694,16.803234688973458,13.695615817568527,0.2699934544916267,15.25406324815565,2.778005735331915e-10,6.955282317974797e-10,9.598980271452761e-10,3.1497543979165614e-10,3.9467888458360426e-11,1.1861351010305358e-09
N20000047,50.71619701406568,6.580147321433577,12.73403944445115,0.5926240939434797,29.376992123047323,1.7749108118228628e-10,1.069433224824481e-09,1.5979509296830276e-10,2.55101903794315e-10,3.772395646381187e-10,1.019747547894206e-09
N20000048,20.429600020914755,3.288899153288772,35.125818986104576,3.203472425471341,37.95220940130818,4.290158401429885e-10,8.392708095842487e-09,5.35392562972021e-10,5.024744524832628e-10,2.5017702142235656e-09,5.51023031156386e-10
N20000049,22.35921000011444,49.87611162619729,20.238022398282734,3.9997876529312486,3.5268683198729613,4.7139489517159265e-11,6.899276716124018e-10,8.355480529027274e-10,2.0877201653228819e-10,3.5475091545362324e-10,4.651892174300879e-10
N20000050,74.26100126950924,12.17275685647465,5.757374822092777,0.43009763514493726,7.3787694140328695,2.1046943822060483e-10,2.1486842388649668e-10,6.418577421348863e-10,2.256314393925255e-10,9.246911239905784e-11,1.3602352659114773e-09
N20000051,50.70883344079748,34.19688317983586,4.1789467652042775,1.2629131427504252,9.652423468000388,6.266671807832566e-11,4.3689152951134385e-10,1.2425946651345644e-09,3.7748411985915877e-10,8.859460429986646e-11,1.2033416002674027e-09
N20000052,56.6324552486689,11.774761658163882,13.159917192277026,0.553467793449373,17.879398103578865,2.6001677443448056e-10,7.881145742254819e-10,8.397229681079056e-10,3.958931382044954e-10,2.523045716266652e-10,1.3259064481387976e-09
N20000053,41.33573957613727,38.93421843387663,9.429332384394568,0.5731016637923353,9.727607936906212,5.871228440965034e-11,1.1214528405734973e-09,1.4153629631615525e-09,3.8885841972991197e-10,6.187441254501755e-10,1.2898681608265874e-09
N20000054,49.65899908037514,27.00402799129288,16.234083507331913,0.34980130288094513,6.753088115537902,3.3064751932779277e-10,3.4776919486604344e-10,5.15451476391252e-10,2.1871107664552042e-10,7.919414731282892e-11,1.0894573628780169e-09
N20000055,61.00309254804427,28.1392917517545,5.499132554696302,1.1562073793803553,4.202275755208127,1.8199235502198825e-10,6.14954175245748e-10,7.136372803435039e-09,5.1313513601415e-10,1.0459516202592277e-09,1.4240472174921806e-09
N20000056,52.64027926461079,38.25682376021624,4.692649658350703,0.2794588819421501,4.130788432041541,2.164060711868467e-10,3.759320783753309e-10,6.579929688753605e-10,2.90617340771743e-10,9.354387005680316e-11,1.2040839051912119e-09
N20000057,20.67948999430504,18.802118541412703,20.521822804373027,1.5026512755339532,38.49391737683664,1.2877553609027007e-10,4.3591663174086385e-09,5.223326518164001e-10,5.468367002995173e-10,5.498678724282399e-10,1.431649342508214e-09
N20000058,64.08952013319417,22.01181639423343,5.67687032298288,1.7196756554035606,6.502117489192781,1.0755813097384677e-10,4.165595562066107e-10,2.683401885038416e-09,4.319274098861139e-10,3.522677700966908e-10,1.0014707920718726e-09
N20000059,36.67117997264392,47.68567703687954,5.879243176887244,1.460634777730026,8.303265034146278,4.172467453119088e-11,3.835654611054837e-10,4.443364026283625e-10,1.7676349082308786e-10,4.022571362051216e-11,6.263701854707505e-10
N20000060,41.96194837892956,6.249513426320472,34.19887781757976,0.8243112376998917,16.765349138199177,1.6013402252890606e-10,1.510088467015846e-10,1.6642732434643575e-10,2.856048420165247e-10,1.4515859342474864e-10,3.6278714147313554e-10
N20000061,47.4122341247251,21.010574784328924,22.574024318006707,1.360363282142885,7.642803485700646,2.0754437420247346e-10,7.340944767428514e-10,2.057853773785187e-09,4.875033890504598e-10,5.8231370559539e-10,1.0264008564959184e-09
N20000062,52.46791768061464,33.12581088690231,7.644575520104575,1.0447423845531216,5.716953523802585,1.224664908949969e-10,5.286744869729924e-10,1.7718918795210141e-09,3.048984555079576e-10,2.1692242329177526e-10,1.077919202719196e-09
N20000063,34.76346633016851,26.991358685444595,28.110637956915486,1.253113417886336,8.881423608098574,5.236295197516046e-11,5.079846234905129e-10,1.3673831857679982e-10,1.3205018340175677e-10,4.3719731641617995e-11,6.136358808432519e-10
N20000064,27.537821900018837,8.252360868960073,41.88038073174099,2.1987214658530765,20.13071502969251,1.5750177018998656e-10,1.3843800912659537e-09,2.678481988776704e-10,3.0451432006890635e-10,9.616264548467091e-10,6.586648988199081e-10
N20000065,31.134222167536326,2.137698087885624,19.683482213509205,0.4199546417521195,46.624642881378094,3.44809204186141e-10,3.772526039046797e-09,1.402985268647228e-10,4.410046184417946e-10,2.2570047489036306e-09,9.829824051889848e-10
N20000066,51.574787930676116,35.4241585503921,5.68346327435211,1.1147068922579784,6.202883346039683,4.436701379635279e-11,1.0079120528336291e-09,1.3200177812925936e-09,4.679255941180375e-10,2.086426356081161e-09,1.3553617548547405e-09
N20000067,51.27076200433668,42.265874544272656,1.8335902661631782,0.9315635536697141,3.698209626475678,1.0158002917111629e-10,4.155333504990351e-10,2.7227109845581012e-09,3.7689012238976444e-10,3.4432653388296037e-10,1.1210497951766326e-09
N20000068,56.332276393926605,19.470464272669947,1.2536254662020632,0.23188390355618985,22.71174993404766,7.335973389246692e-10,9.01871600877441e-09,2.70943004167147e-09,5.787164663830491e-10,2.450204046802851e-09,1.410685616628765e-08
N20000069,33.57831138607527,5.129236248302433,48.53789965101046,2.6278417241055996,10.12671098968538,4.356292492204844e-11,1.2529834022347943e-10,1.855221544954088e-10,2.0181058233850605e-10,9.048224270399659e-11,1.741762090339406e-10
N20000070,26.338142471920666,3.2947091871737673,34.27757414193421,0.6841825400740029,35.40539165427542,3.3373079034003906e-10,1.6713776951281992e-09,5.729898003032387e-10,4.5648059914137975e-10,5.739695304943165e-10,1.0133697569856432e-09
N20000071,36.588719945075816,7.60835922588226,12.539455975269115,0.25236339946874753,43.01110145220306,4.642754218000886e-11,7.660820226821497e-10,2.410707311554944e-10,2.1910249654296207e-10,8.445826992856905e-11,7.438682549196531e-10
N20000072,32.3422985413698,1.8954974790512353,25.87526945327774,0.8902149391605373,38.99671958464976,1.6642065122606063e-10,9.251159295313149e-10,3.173913863604334e-10,3.685405135213001e-10,2.6521714781909133e-10,4.482337811205117e-10
N20000073,46.60989322325499,21.855944583650402,22.094120276276747,1.4278057318995645,8.012236182495744,2.432925119562517e-10,5.859134827721979e-10,5.092519747753315e-10,2.712520766669189e-10,2.768790286635131e-10,5.359512190268675e-10
N20000074,58.060335870558255,10.802465992944335,16.3724531381096,0.3062329551649442,14.45851203949888,4.6325198841416345e-10,4.78829497356723e-10,7.192468530438506e-10,3.1383543903749686e-10,9.875328294409899e-11,1.6500746303721291e-09
N20000075,24.214137218704526,4.682485533589921,63.87104619228117,0.7661668655470218,6.466164189426893,2.542683512182712e-11,8.06013083723996e-11,8.322514776350549e-11,1.100723234490066e-10,4.037150885715106e-11,1.1076591245214838e-10
N20000076,34.881372454225065,14.992345643967234,25.577492364036047,0.8240789656531655,23.72471057046219,8.240499352075764e-11,5.793805569757087e-10,1.547668078913911e-10,2.077377941484505e-10,3.63663200379099e-11,5.956665762456564e-10
N20000077,45.89747944211673,23.97400588476683,16.42419073925018,0.6830680221652969,13.021255909584454,2.373567845394347e-10,4.133178687401653e-10,2.5126509110979855e-10,1.7831837181015585e-10,4.5908417204266065e-11,9.90319446095595e-10
N20000078,52.560265200902364,32.13645650538703,9.340181193919527,0.9009678919788693,5.062129206274585,2.231683038918463e-10,1.4293260704176652e-10,1.7828317011912555e-10,1.3393880960717868e-10,4.649461044538344e-11,8.128099837164786e-10
N20000079,74.38087300317474,10.020139820153917,5.51739911227863,0.23341827436769452,9.848169786169734,2.3278844143459142e-10,3.6184180967247516e-10,1.1799113126525918e-09,3.118789886109481e-10,1.3392146807746824e-10,1.6349280676904722e-09
N20000080,29.64054025558192,2.0515917534358454,49.18742871993729,1.5249571315847343,17.59548213755743,1.6756697976226166e-10,4.381183701012348e-10,2.587214521195133e-10,2.951312177058538e-10,4.2948127563025434e-10,3.137475688097004e-10
N20000081,55.54304910537643,16.37592762604202,14.665492780054457,0.7796542944142851,12.635876192632864,1.0332987573590431e-10,3.862190460590323e-10,6.30927823387549e-11,1.617918715582973e-10,1.8662142788137118e-10,5.788985114651109e-10
N20000082,64.34438897892146,17.62835559782854,10.524764677617133,0.6637716840258897,6.8387190582557755,1.9250394797430747e-10,3.46597660501839e-10,9.800098816455157e-10,2.8383714117291063e-10,1.1161978379941121e-10,1.4366309373025126e-09
N20000083,41.19003162820879,7.957893843843207,6.984940729559644,0.10063772762156684,43.76649606803686,8.403166125170973e-11,5.908173416726113e-10,4.823532934670656e-11,1.4588327666339435e-10,1.7975487452954372e-10,1.6811952277012283e-09
N20000084,40.73644230256469,9.310714836149387,27.418271956410955,1.675371360930445,20.85919953452621,4.873634938387245e-10,2.90351891189937e-09,3.279168714096925e-10,4.915300066924899e-10,3.462216561427555e-09,1.7457773869274429e-09
N20000085,19.28625064565934,2.43260773990364,67.19659643971528,1.0394951887303698,10.045049985342974,6.540963078955508e-11,9.394050190556793e-11,1.9464839015746033e-10,1.4659473257207762e-10,2.834856938300847e-11,1.1945929488035808e-10
